rid,DOS023_VCAP_6H:BRD-K46732958-001-01-9:5,DOS023_VCAP_24H:BRD-K46732958-001-01-9:5,DOS052_A375_24H:BRD-K46732958-001-01-9:5,DOS052_A549_24H:BRD-K46732958-001-01-9:5,DOS052_HT29_24H:BRD-K46732958-001-01-9:5,DOS052_MCF7_24H:BRD-K46732958-001-01-9:5
5720,0.38000202179,-2.3843998909,-1.11474990845,-0.414400011301,-0.887350022793,-0.427599996328
466,-1.0118367672,-0.773699998856,0.0665499866009,-2.6888999939,-0.174899995327,-0.85614991188
6009,0.126933574677,-4.1265501976,-0.530250012875,-0.610650002956,0.894550025463,1.19854998589
2309,-1.35959410667,0.796350002289,0.509400010109,0.881150007248,0.118949979544,0.0379000008106
387,0.417311012745,2.40815019608,-0.310400009155,-0.490049988031,1.14514994621,1.06314992905
3553,-0.579022288322,-0.125200003386,0.938600003719,1.16074991226,-0.309300005436,-0.171050012112
427,-1.16885185242,-1.65645003319,-2.47525000572,-1.10525000095,-0.496100008488,0.745199978352
5898,-0.179359838367,0.487799972296,-0.26574999094,1.13890004158,0.916100025177,-0.367950022221
23365,1.20513856411,1.16065001488,1.67599987984,-0.460500001907,0.739449977875,1.01985001564
6657,-1.0483237505,-0.787549972534,0.0243999958038,0.355949997902,-1.40470004082,-0.927300035954
5054,0.377366572618,-0.543599963188,0.798249959946,0.630049943924,0.922749996185,1.06295001507
3108,0.465332686901,2.12395000458,-0.333099991083,0.218799993396,-0.225250005722,0.257050007582
1950,0.339675784111,0.691449999809,-0.452050000429,-0.0336000025272,-1.19015002251,-0.706650018692
351,-0.0106696784496,0.838349997997,0.217950001359,0.0623500011861,-0.890799999237,-0.442200005054
4846,1.0758702755,0.256999999285,0.742750048637,-0.465699970722,-0.33939999342,0.982449948788
1452,0.660688638687,-0.0355499982834,0.198249995708,-0.725600004196,0.387499988079,1.43139994144
4776,-0.767366886139,-0.0991000011563,0.232799991965,-0.024749994278,-1.00440001488,-0.16115000844
6908,0.0961276143789,-0.264999985695,0.360650032759,-0.766400039196,-0.082800000906,0.00255000009201
672,0.415920823812,-1.61045002937,0.92015004158,-0.265850007534,0.553849995136,-0.871749997139
5710,-0.15645840764,1.23740005493,0.0748500004411,-1.01125001907,-4.1657500267,0.305999994278
2115,-0.965012013912,-0.796049952507,-0.037950001657,-0.117949999869,0.39699998498,-1.05254995823
7015,-0.548721373081,1.60494995117,-0.675549983978,-0.478700011969,-1.54929995537,-1.87984991074
8726,0.953547656536,0.306450009346,-0.66270005703,0.0212500095367,0.920549988747,0.545099973679
2185,-0.79949849844,-0.237800002098,-0.514400005341,0.967199981213,-1.04404997826,-0.280550032854
3315,1.05662345886,-0.380250006914,1.38440001011,0.224150002003,0.344550013542,0.329149991274
5289,0.215087547898,0.165900021791,-0.622650027275,-0.417100012302,-0.180450022221,-0.0400000028312
868,0.442134559155,0.559199988842,-0.727150022984,-0.0701500177383,0.570449948311,1.10894989967
1677,-0.988453865051,-0.907899975777,0.6644500494,0.698150038719,-1.17515003681,0.991599977016
7043,-0.86680328846,-0.230449989438,1.03450000286,0.804100036621,-0.243849992752,-0.331350028515
5613,-0.98613011837,-0.61234998703,-0.200549989939,-0.204549998045,-1.12989997864,-0.804549992085
595,0.139775156975,-0.660000026226,1.16820001602,-0.641050040722,0.541649997234,-0.848549962044
4793,0.340041637421,1.11870002747,0.632400035858,-0.748199999332,0.548649966717,1.45545005798
2736,-0.564108371735,-0.28464999795,-0.393400013447,0.238950014114,0.14825001359,-0.41060000658
5290,-0.43683809042,0.579249978065,-0.486599981785,0.763949990273,-1.60739994049,0.384350001812
6194,0.777748465538,0.0,0.0,-0.0010000000475,-0.00034999998752,0.220200002193
1676,-1.2495868206,-0.463750004768,-0.544200003147,0.304399996996,-0.396899998188,-0.530349969864
23512,1.39493405819,-0.565250039101,0.204999998212,-3.24499988556,0.394650012255,-0.589599967003
148022,-0.229985535145,-0.195149987936,-0.776549994946,0.085450001061,0.165849998593,-1.25360000134
1906,-0.514718711376,0.0381000190973,-0.287449985743,-0.392599999905,-0.0927999913692,-1.24040007591
8878,-0.658509850502,0.42634999752,-0.327050000429,0.14509999752,0.99354994297,-0.25490000844
3091,-1.27530634403,-0.990999996662,0.207399994135,-2.67190003395,-0.643149971962,-2.22784996033
