rid,ERG012_PC3_24H:BRD-K60833663-001-01-2:10,ERG012_PC3_6H:BRD-K60833663-001-01-2:10,ERG012_VCAP_24H:BRD-K60833663-001-01-2:10,ERG012_VCAP_6H:BRD-K60833663-001-01-2:10
5720,1.39994645119,-0.144168093801,0.60828769207,-0.599457025528
466,0.286184281111,0.680873334408,0.669030666351,-0.280530303717
6009,-3.34184288979,0.253864437342,0.162134945393,-0.604363083839
2309,2.06197571754,0.152396187186,0.437123835087,-0.330536782742
387,-0.394811332226,1.24186956882,0.0627264752984,0.0571254678071
3553,3.31956243515,1.59326994419,-0.0859222710133,0.700412154198
427,0.127592995763,0.677796363831,0.528863966465,-0.579597353935
5898,-1.15474581718,-0.138451993465,-0.811722993851,-0.144549950957
23365,1.03123950958,0.143867403269,-0.570755004883,-0.0561375021935
6657,-0.115880206227,-0.966293931007,-0.976383984089,-0.332522332668
5054,0.335511177778,1.8285317421,-0.425733685493,3.6696665287
3108,0.88690674305,-0.535696148872,-0.100703455508,0.0395403169096
1950,-0.284397363663,-0.718001246452,0.626972794533,-0.187629669905
351,-0.211668372154,-1.5006865263,-0.187353342772,-0.599098205566
4846,0.212011545897,-0.339459955692,0.637244462967,0.164618939161
1452,0.475201547146,0.417130470276,0.0404602438211,0.309890329838
4776,-0.801431894302,-0.755780756474,-1.04682850838,-0.637716770172
6908,0.588280558586,0.627722740173,0.562448561192,-0.111380875111
672,2.58749175072,1.80829381943,1.17682170868,0.715922534466
5710,0.977651834488,0.00538325309753,0.408198297024,-0.513238728046
2115,-0.386773943901,0.747899115086,-0.450419127941,-0.399959146976
7015,-0.693538308144,-0.842711806297,-0.503657698631,-0.235536426306
8726,0.232292696834,0.628169178963,1.96360993385,-0.559818148613
2185,-0.0871118381619,-1.25499594212,-1.23577272892,-0.342384278774
3315,0.704846322536,0.794565677643,0.461037904024,0.227069526911
5289,-0.894665360451,-0.768996655941,0.205913126469,0.263095170259
868,4.67739582062,0.510145902634,-0.0080628246069,0.854783475399
1677,4.60507440567,-0.302058130503,0.158592671156,-1.41844439507
7043,0.0445647835732,-1.248873353,-0.467152684927,-0.851287066936
5613,-0.314908444881,-0.435542166233,-0.165239334106,-0.419730067253
595,0.737771570683,0.124201416969,0.92147821188,-0.223310753703
4793,-0.8031219244,0.989225506783,0.518269181252,0.0717961192131
2736,-0.812832832336,-0.652992486954,0.181253775954,0.281654536724
5290,0.0827558934689,-0.600461244583,-0.501600265503,-0.446836411953
6194,-0.640775918961,0.0239110291004,-0.121432438493,0.0
1676,-0.798346221447,-0.529231131077,-0.551585376263,-0.955712974072
23512,1.15220618248,-0.64150929451,0.354514092207,0.134892940521
148022,0.465555936098,3.8652074337,0.827553927898,1.11935639381
1906,-0.956020653248,-1.10002756119,-1.28713846207,0.889032959938
8878,-0.149032831192,0.334800302982,0.30012691021,0.0821250900626
3091,0.19355712831,-0.934297740459,0.026248626411,0.156659305096
5743,0.66067814827,0.55405241251,-0.112632676959,0.478515207767
5321,-0.508428752422,-1.87455534935,-1.44782924652,-0.429982334375
4144,-0.283818304539,0.269446343184,0.651853084564,1.53357982635
1981,0.431691527367,0.145712003112,0.0396687090397,0.0734866634011
695,-0.185050934553,-0.0812633782625,0.713534891605,-0.639475286007
10398,-0.969836771488,0.751251459122,-0.673672676086,-0.749651432037
5708,-5.89209413528,-0.33265042305,-0.690244674683,0.145546555519
1213,0.466840088367,0.186282798648,-0.671394407749,-0.162611544132
226,-0.342710286379,0.736196517944,0.56729143858,-0.0893748998642
6777,0.787253141403,-0.429583370686,0.294318437576,-0.51426756382
2113,-0.814986348152,0.656565189362,-0.509551107883,-0.392292499542
3329,-1.36703562737,0.844698309898,0.618916451931,0.679206728935
1050,0.379298359156,1.14235663414,0.773995399475,-0.593783318996
9491,-1.00884628296,-0.728760719299,-0.943857550621,0.32718244195
22926,0.710757493973,0.753627061844,-0.184542492032,0.523073554039
5899,-0.406535804272,0.0576734021306,-0.0277538001537,-0.188166067004
5467,0.626957416534,0.267466425896,0.8387362957,-0.122037068009
6774,-0.639096260071,1.3324701786,0.50933265686,-0.460040479898
1788,-0.835257351398,-1.12942647934,-0.585345864296,-0.0558934956789
5921,0.316572070122,0.32564496994,-0.452680051327,0.402601659298
5721,-0.488376528025,-0.0180293917656,0.477307140827,0.578579723835
2263,-0.626680493355,-0.977275013924,-0.305136054754,-0.218389481306
808,-1.18982851505,-0.473924160004,-0.86211514473,0.113108120859
30001,0.112899675965,-0.0468213260174,0.687717854977,0.653973519802
348,0.476208865643,1.42465901375,-0.591238856316,0.143291667104
30849,-0.640885174274,-0.265137821436,0.217243954539,-0.127299591899
1454,0.43416839838,2.54647803307,-0.171155929565,0.257478713989
6500,-0.366897463799,0.332693040371,0.0305861532688,-0.458461403847
5627,-0.550700545311,-0.278885692358,1.95495605469,-0.154735282063
5715,-0.104986399412,0.328018426895,-0.0993260741234,-0.341353327036
4791,0.431067883968,-0.208623617887,0.728294491768,0.0812688246369
56924,1.53550827503,0.597979545593,-0.0882324129343,-0.590547978878
2690,0.337552279234,0.509521126747,-0.480764240026,-0.413975834846
1019,-0.643074572086,0.601496458054,-1.40470767021,0.184216827154
51422,0.450018316507,0.422059863806,0.226211443543,-0.983020603657
5788,-0.735432386398,-0.864609360695,-0.610129237175,-1.18653845787
6709,-0.766561329365,0.705698013306,0.628179430962,-0.00235399603844
1277,0.605580508709,0.706794261932,1.09674274921,0.897810697556
993,0.450424939394,-1.5867934227,0.645862519741,0.73655629158
7157,-0.831057190895,0.220887169242,0.572834193707,0.439611852169
1958,-0.383629798889,0.253819167614,-0.26802277565,0.254261523485
4582,0.940885901451,0.278094112873,0.316225260496,-0.328891336918
9212,-0.0677072256804,-0.12650886178,-0.711906790733,0.33701094985
8440,0.282948315144,-0.146257907152,0.758531570435,-0.186025261879
6790,0.671095490456,-0.348407804966,0.0680221170187,0.290357321501
8851,-0.412052154541,0.478150784969,0.950583875179,-0.18286126852
