rid,CPC004_A375_6H:BRD-K38323065-001-09-0:10,CPC004_HA1E_6H:BRD-K38323065-001-09-0:10,CPC004_HA1E_24H:BRD-K38323065-001-09-0:10,CPC004_HCC515_6H:BRD-K38323065-001-09-0:10,CPC004_HCC515_24H:BRD-K38323065-001-09-0:10,CPC004_HEPG2_6H:BRD-K38323065-001-09-0:10,CPC004_HT29_6H:BRD-K38323065-001-09-0:10,CPC004_MCF7_6H:BRD-K38323065-001-09-0:10,CPC004_PC3_6H:BRD-K38323065-001-09-0:10,CPC004_PC3_24H:BRD-K38323065-001-09-0:10,CPC004_VCAP_6H:BRD-K38323065-001-09-0:10,CPC004_VCAP_24H:BRD-K38323065-001-09-0:10,CPC015_A375_6H:BRD-K38323065-001-09-0:10,CPC015_A549_6H:BRD-K38323065-001-09-0:10,CPC015_A549_24H:BRD-K38323065-001-09-0:10,CPC015_ASC_24H:BRD-K38323065-001-09-0:10,CPC015_HEPG2_6H:BRD-K38323065-001-09-0:10,CPC015_HT29_6H:BRD-K38323065-001-09-0:10,CPC015_MCF7_6H:BRD-K38323065-001-09-0:10,CPC015_MCF7_24H:BRD-K38323065-001-09-0:10,CPC015_NPC_24H:BRD-K38323065-001-09-0:10,CPC015_PHH_24H:BRD-K38323065-001-09-0:10,CPC015_SKB_24H:BRD-K38323065-001-09-0:10,CPD002_MCF7_24H:BRD-K38323065-001-11-6:10,CPD002_MCF7_6H:BRD-K38323065-001-11-6:10,CPD002_PC3_6H:BRD-K38323065-001-11-6:10,CPD002_PC3_24H:BRD-K38323065-001-11-6:10
5720,0.101940691471,-0.339815080166,0.105681717396,-0.46235615015,0.717280507088,0.175859555602,-0.164254531264,-0.119143299758,0.461212515831,0.187988296151,-0.54632371664,-0.340687811375,1.29287171364,0.110650002956,0.657057106495,0.529609262943,-0.674549996853,0.237017765641,0.135132670403,0.216574221849,0.261302113533,4.35570001602,1.10529994965,-0.78234744072,0.551884829998,-0.700148463249,-0.268151402473
466,0.645185351372,0.00800217688084,0.525223076344,-1.01241540909,0.230683192611,-0.197258412838,-0.653619289398,0.563861131668,0.247583821416,-0.386120438576,-0.92245143652,-0.0338309258223,1.00685882568,1.16369998455,0.107939906418,-0.332601904869,-1.1398499012,1.05320048332,-1.23698866367,-1.55319213867,-0.0883751437068,-0.197400018573,-0.0911999940872,0.0813007354736,0.530419707298,-0.367786467075,0.138609468937
6009,-0.0341969765723,-0.0494017899036,0.0593675784767,-0.0639017820358,0.458171516657,0.410898953676,0.728594064713,-0.30078715086,0.26882481575,0.031273342669,0.456173598766,-1.57919168472,0.792816519737,0.725300014019,0.708858847618,-1.64856696129,-4.25094985962,0.315865844488,0.381565183401,0.169527903199,0.842422485352,1.71015000343,-0.634949982166,0.0945851504803,-0.260653018951,0.417347609997,-0.821180164814
2309,-0.151664093137,1.12045609951,0.466097682714,0.139417946339,-0.0249882750213,-0.725732564926,-0.0343916341662,-0.0603931099176,0.0467514693737,-0.538229227066,-1.0565956831,0.173491954803,-0.0537624917924,-0.233750000596,0.451211899519,-0.768335878849,0.0553999990225,0.625917434692,0.598185956478,1.03038418293,0.876879811287,-0.96179997921,-0.337249994278,-0.987496972084,-0.602057695389,0.192163139582,-1.07410013676
387,-0.200685471296,0.721110224724,0.0248436629772,0.0248652994633,0.470501840115,-0.0282057374716,0.224798455834,-0.633453130722,0.941027283669,0.0907464027405,0.0771500468254,-0.960645616055,0.0706240385771,0.534700036049,1.22414636612,-2.88946223259,-1.51369988918,0.298674821854,0.338889062405,0.902190983295,0.329563647509,1.83905005455,-0.158650010824,-0.529565811157,0.402096182108,0.501975297928,-0.148534566164
3553,-0.000501494854689,-0.900244951248,-0.969705343246,0.393677771091,-1.25057113171,0.425952762365,-0.494121700525,-0.902340233326,0.127595186234,-0.287414669991,0.236076071858,0.324726551771,-0.861167371273,-0.132699996233,-1.14628481865,-0.374178975821,-0.689999997616,-1.16417777538,-0.877883195877,0.389042079449,-1.01027464867,-0.487899959087,0.359099984169,-0.0963457897305,-0.0780083537102,0.66301125288,0.680708408356
427,0.401040881872,0.212749302387,0.662940204144,0.190971136093,0.0126423612237,0.404942125082,-0.439371228218,0.502584040165,-0.0425960272551,-0.636827945709,-0.709193885326,-0.441210746765,1.64868378639,0.61905002594,-1.39832007885,2.17751383781,-1.44194996357,-0.338331997395,-0.013299819082,-0.0428670346737,-0.443251758814,-2.0868499279,-0.585250020027,-0.506182134151,0.917134344578,0.711810290813,1.38998293877
5898,-0.343340784311,0.45394551754,-0.306749820709,0.172740086913,-0.251421809196,0.385533630848,-0.640125453472,-0.340563327074,-0.347542762756,-0.780543804169,-1.85846936703,-1.50587844849,0.54054749012,0.341349989176,-0.465224653482,-1.03846108913,-3.09264993668,0.427856683731,0.221256047487,-2.89565086365,-0.156124591827,-0.747050046921,-0.47515001893,0.139639809728,-0.393331646919,-0.394163578749,-0.30776026845
23365,-0.493581652641,0.220296218991,0.334648907185,-0.689974486828,-0.030793428421,-0.383668929338,0.582579672337,-0.0349797010422,0.52758204937,-0.276336252689,0.025169223547,-0.288801819086,0.0728024840355,-0.68054997921,-0.234089002013,-1.36176729202,1.79805004597,-0.793852627277,-0.471668183804,-0.0720245540142,-0.206122547388,1.00364995003,-0.59375,1.00289154053,-0.137292414904,0.00315243005753,-0.157852888107
6657,-0.0665407329798,-0.834762871265,-1.41958343983,-0.0752517282963,0.755992054939,0.0420383885503,-0.230415210128,-1.22562682629,-0.549946963787,0.311044245958,0.81017768383,-2.5562183857,-0.0318124592304,-0.133750021458,-1.09366452694,0.982039213181,-1.00325000286,-0.814619898796,-1.13852727413,-0.726525604725,1.42303836346,-1.14635002613,0.706849992275,-0.0736655443907,2.85022711754,-0.321706146002,1.23704624176
5054,-0.725321173668,0.460198640823,0.344499289989,0.431607186794,-2.92227482796,-0.815480411053,0.114260360599,0.57657045126,0.203795164824,0.203138336539,-0.122628808022,-0.619798004627,1.26126432419,-0.203150004148,0.282142877579,-0.399210631847,-0.955500006676,0.904727160931,0.444687575102,-1.10108447075,0.285613119602,-0.297499984503,0.129049986601,-0.640147924423,-0.497448503971,0.0590429008007,-1.5042181015
3108,0.303925514221,-0.442517846823,0.849703073502,-0.085130661726,-0.061041072011,-0.5173792243,0.651876568794,0.330343127251,-0.289263755083,-0.741516947746,-0.150657355785,-0.567486405373,0.102559685707,0.333750009537,0.701906383038,0.380208402872,3.01335000992,0.489578902721,0.202182918787,0.439471364021,1.28839063644,1.12339997292,0.19810000062,0.427823781967,-0.339343518019,1.18348956108,-0.812342405319
1950,-0.943968713284,0.135793834925,-0.206684082747,-0.459624707699,-0.643372774124,-0.181542247534,0.313092023134,-0.850990056992,-0.276927709579,-0.0679650306702,0.0501633509994,-0.542705833912,0.0574998408556,-0.329800009727,-0.142853498459,2.51217103004,-0.908500015736,-0.126956790686,-0.578844189644,0.562195241451,-0.821750164032,-1.54960000515,0.649450004101,-0.730039477348,-0.828694224358,0.305934250355,0.153945967555
351,-0.611268699169,-0.853714346886,-0.0337485447526,1.04620599747,-0.698336601257,1.01787400246,-0.133537992835,-1.03508245945,-0.384040623903,-0.117369607091,0.271065354347,0.689291715622,-0.780166089535,-0.329549998045,-0.542590796947,0.247321486473,-0.270749986172,-0.611183583736,-0.742399692535,-0.756911933422,-2.41111302376,-2.11350011826,0.0,0.550148844719,0.0531576424837,0.668986976147,0.313034534454
4846,1.52789103985,-0.312624067068,0.818193078041,-0.161411032081,-0.36107981205,0.897317230701,0.241624996066,-0.806143701077,0.420171409845,0.225928872824,-0.521439313889,0.471287786961,0.0259482860565,0.0624999925494,0.921564757824,1.73074269295,0.669350028038,-0.387144804001,-0.111789464951,1.49637711048,1.24250841141,0.745299994946,-0.475800007582,0.960092067719,-0.178062438965,-0.250164359808,-0.3228969872
1452,0.318594932556,-0.0192883759737,-0.430407106876,0.275564014912,0.236473664641,0.189501360059,-0.455204546452,-0.458367347717,0.367538273335,-0.206325694919,-0.581930875778,-0.159696817398,0.597310781479,-0.380400002003,0.443477332592,0.599326372147,1.54644989967,0.128033071756,-0.417981803417,0.804602861404,0.733934700489,0.882550001144,0.135150000453,-0.53441298008,-0.116558551788,0.347449421883,-0.180743128061
4776,-0.720408201218,-0.929044246674,-0.296706140041,-0.165457099676,-1.27770805359,0.281879156828,-0.295314460993,-0.875762104988,-0.601939201355,0.212027311325,1.6710613966,-0.371421188116,-0.347836703062,0.0585999786854,-1.43636190891,0.226534634829,-1.21445000172,-0.961114883423,-0.861703336239,-0.171680450439,-0.0451039560139,-2.1357998848,0.486000001431,-0.558237850666,-0.310835599899,-0.323184162378,1.52901148796
6908,-0.0500568561256,-0.0275768041611,0.741314649582,-0.159367054701,0.678320705891,-0.185524567962,0.291238158941,0.845572650433,0.160332158208,0.0642641037703,-0.574120044708,1.57906723022,0.811444282532,0.00489999353886,1.64213240147,-0.290985018015,-1.40310001373,0.241910487413,-0.108798846602,1.19227087498,0.447856068611,-2.0218000412,-0.288549989462,-0.348657727242,-0.0315792411566,0.0336350724101,-0.600695967674
672,0.162539228797,-0.137995928526,-0.45276671648,0.198109954596,0.218452826142,0.0792986154556,0.274867743254,0.672590494156,-0.225813031197,-0.233207374811,-0.273782044649,-1.23759591579,0.544927299023,-0.273100018501,0.434378623962,0.737809300423,0.260399997234,1.65744185448,0.202522546053,-0.290913581848,-0.539227604866,1.8506000042,0.567000031471,1.12968587875,1.1086192131,-0.78550863266,-0.433423131704
5710,0.461769580841,0.0989501625299,0.0777661949396,0.275817215443,0.948872089386,0.355856865644,0.275026619434,1.00437927246,0.302382409573,0.366223603487,-0.950820505619,1.13376903534,0.59498488903,-0.236149996519,-0.0869890749454,-2.40144181252,-0.00624999962747,1.01824438572,0.479393780231,1.48671007156,0.717170596123,-0.485850006342,-0.100599996746,0.355818450451,-0.688746750355,-0.386259645224,0.0875310301781
2115,-0.41352969408,-0.519769668579,-0.067480802536,-0.173742800951,-0.115753054619,0.352156460285,-0.592463612556,-0.0809944942594,0.337803483009,-0.499594807625,0.356579065323,-0.095115557313,0.622862279415,0.0701500028372,-0.703872561455,1.04878759384,0.388900011778,-0.567242145538,-0.877385735512,-0.362502217293,0.0588229820132,-0.467099994421,-0.540450036526,-0.00167945027351,-0.0523707866669,0.480828881264,0.222597181797
7015,0.945237636566,-0.803832948208,-1.10552608967,0.428178846836,-1.09974789619,0.13870999217,-0.555353522301,-0.723323762417,0.328074097633,0.235580831766,0.492244899273,-1.09052860737,-0.328705102205,-0.0489999949932,-1.1271276474,1.6890450716,0.783200025558,-1.35694718361,-0.180668354034,0.31425255537,0.00990465283394,-0.32254999876,0.444000005722,-0.415108084679,-0.404021441936,-0.0840523019433,0.988334000111
