rid,CPC006_A375_6H:BRD-K08451418-001-01-6:10,CPC006_A375_24H:BRD-K08451418-001-01-6:10,CPC006_A549_6H:BRD-K08451418-001-01-6:10,CPC006_A549_24H:BRD-K08451418-001-01-6:10,CPC006_A673_6H:BRD-K08451418-001-01-6:10,CPC006_AGS_6H:BRD-K08451418-001-01-6:10,CPC006_CL34_6H:BRD-K08451418-001-01-6:10,CPC006_CORL23_6H:BRD-K08451418-001-01-6:10,CPC006_COV644_6H:BRD-K08451418-001-01-6:10,CPC006_DV90_6H:BRD-K08451418-001-01-6:10,CPC006_EFO27_6H:BRD-K08451418-001-01-6:10,CPC006_HA1E_6H:BRD-K08451418-001-01-6:10,CPC006_HA1E_24H:BRD-K08451418-001-01-6:10,CPC006_HCC15_6H:BRD-K08451418-001-01-6:10,CPC006_HCC515_6H:BRD-K08451418-001-01-6:10,CPC006_HCC515_24H:BRD-K08451418-001-01-6:10,CPC006_HCT116_6H:BRD-K08451418-001-01-6:10,CPC006_HEC108_6H:BRD-K08451418-001-01-6:10,CPC006_HEPG2_6H:BRD-K08451418-001-01-6:10,CPC006_HT115_6H:BRD-K08451418-001-01-6:10,CPC006_HT29_6H:BRD-K08451418-001-01-6:10,CPC006_HT29_24H:BRD-K08451418-001-01-6:10,CPC006_JHUEM2_6H:BRD-K08451418-001-01-6:10,CPC006_LOVO_6H:BRD-K08451418-001-01-6:10,CPC006_MCF7_6H:BRD-K08451418-001-01-6:10,CPC006_MCF7_24H:BRD-K08451418-001-01-6:10,CPC006_MDST8_6H:BRD-K08451418-001-01-6:10,CPC006_NCIH1694_6H:BRD-K08451418-001-01-6:10,CPC006_NCIH1836_6H:BRD-K08451418-001-01-6:10,CPC006_NCIH2073_6H:BRD-K08451418-001-01-6:10,CPC006_NCIH508_6H:BRD-K08451418-001-01-6:10,CPC006_NCIH596_6H:BRD-K08451418-001-01-6:10,CPC006_NOMO1_6H:BRD-K08451418-001-01-6:10,CPC006_OV7_6H:BRD-K08451418-001-01-6:10,CPC006_PC3_6H:BRD-K08451418-001-01-6:10,CPC006_PC3_24H:BRD-K08451418-001-01-6:10,CPC006_PL21_6H:BRD-K08451418-001-01-6:10,CPC006_RMGI_6H:BRD-K08451418-001-01-6:10,CPC006_RMUGS_6H:BRD-K08451418-001-01-6:10,CPC006_SKLU1_6H:BRD-K08451418-001-01-6:10,CPC006_SKM1_6H:BRD-K08451418-001-01-6:10,CPC006_SKMEL1_6H:BRD-K08451418-001-01-6:10,CPC006_SKMEL28_6H:BRD-K08451418-001-01-6:10,CPC006_SNGM_6H:BRD-K08451418-001-01-6:10,CPC006_SNU1040_6H:BRD-K08451418-001-01-6:10,CPC006_SNUC4_6H:BRD-K08451418-001-01-6:10,CPC006_SNUC5_6H:BRD-K08451418-001-01-6:10,CPC006_SW480_6H:BRD-K08451418-001-01-6:10,CPC006_SW620_6H:BRD-K08451418-001-01-6:10,CPC006_SW948_6H:BRD-K08451418-001-01-6:10,CPC006_T3M10_6H:BRD-K08451418-001-01-6:10,CPC006_THP1_6H:BRD-K08451418-001-01-6:10,CPC006_TYKNU_6H:BRD-K08451418-001-01-6:10,CPC006_U937_6H:BRD-K08451418-001-01-6:10,CPC006_VCAP_6H:BRD-K08451418-001-01-6:10,CPC006_VCAP_24H:BRD-K08451418-001-01-6:10,CPC006_WSUDLCL2_6H:BRD-K08451418-001-01-6:10,CPC006_H1299_6H:BRD-K08451418-001-01-6:10,CPC006_RKO_6H:BRD-K08451418-001-01-6:10
5720,0.0536202937365,-0.0739397332072,-3.72899484634,0.111821934581,0.296900004148,0.690249979496,0.32365000248,0.626800000668,0.00914999842644,0.677500009537,-0.478700011969,-0.449438780546,-0.152449712157,1.0074403286,-0.252986699343,0.249740242958,-0.728699982166,0.0267000049353,1.06493151188,0.752149999142,-0.605409443378,-0.21404568851,0.389899998903,0.663500010967,-0.371741145849,-0.079707890749,0.333849996328,1.53474998474,0.717100024223,0.848500013351,1.15460002422,-0.170850008726,0.841499984264,0.291599988937,-0.207676500082,-0.0155487824231,0.0738000124693,0.763650000095,0.820084929466,0.22729998827,-0.303000003099,0.357649981976,-0.400900006294,1.00555002689,-0.297650009394,-1.2947499752,0.488799989223,-0.225400000811,-0.102179825306,0.526788115501,1.01884996891,0.190564990044,0.479649990797,0.694599986076,-0.121835589409,0.445604354143,0.435050010681,-0.322400003672,0.997799992561
466,0.118348993361,1.26902329922,-0.254533261061,-0.4769359231,0.383899986744,1.15925002098,0.825749993324,-0.343950033188,0.224350005388,0.980499982834,-0.0456999987364,0.256499230862,0.758611023426,0.286347329617,-0.148040965199,0.279659569263,-0.246500000358,0.193433329463,0.471337914467,0.856199979782,0.317797273397,0.219894260168,0.302350014448,-0.45015001297,-0.735468506813,-0.124710142612,0.0772499963641,-0.84224998951,0.382600009441,0.870750010014,-1.28920006752,0.259000003338,-0.0455999970436,0.282700002193,0.243948206306,0.693085670471,0.608550012112,0.486150026321,0.436346948147,0.341850012541,-1.55989992619,0.600000023842,-0.186500012875,0.828350007534,0.720699965954,1.29745006561,0.442499995232,0.619500041008,0.495827406645,0.49881708622,0.473349988461,0.124061405659,-0.700299978256,0.602599978447,-0.329929322004,0.430598437786,0.347499996424,-0.0436000004411,1.29670000076
6009,0.0593218877912,0.321480840445,-1.87335312366,0.68402671814,0.640049993992,1.15184998512,-0.745599985123,-0.294000029564,-0.340299993753,0.217999994755,-0.552250027657,-0.0357692316175,0.202637404203,-0.541400194168,-0.385773539543,0.0258880257607,-1.32620000839,-1.44796669483,0.196277648211,-0.461199998856,-0.0154998674989,0.356211364269,-0.666000008583,0.0833999961615,-0.799762308598,-0.0577015951276,-0.348749995232,0.452600002289,0.12444999814,0.177099987864,0.850899994373,-0.366899996996,-0.459150016308,0.485449969769,0.0832727402449,0.0668236166239,-0.00670000910759,0.615049958229,0.260180950165,0.192499995232,-0.340299993753,0.0145000070333,0.356199979782,0.0545499920845,-0.0655499994755,-0.441799998283,0.397849977016,-0.916000008583,-1.56855416298,0.432130932808,0.384649991989,0.362444937229,0.359300017357,1.35125005245,0.287091135979,1.01327729225,-0.431649982929,1.05239999294,2.13135004044
2309,-0.258835792542,0.804568171501,-0.269574403763,-0.00434100627899,0.848099946976,-1.05080008507,-0.0589499995112,-0.540549993515,-0.386899977922,0.582900047302,-0.281300008297,-0.0175105184317,-0.550123989582,0.289032608271,-0.615798592567,-0.149328783154,-0.00919999927282,-0.0723666846752,0.584415793419,-0.875299990177,-0.104100823402,-0.0242222994566,0.0508499965072,-1.02665007114,0.273431360722,-0.43394818902,-0.0774500072002,0.362350016832,-0.480899989605,-0.999300003052,0.196649998426,-0.432199984789,-0.0663499981165,-0.473800033331,-0.458464473486,-0.372324675322,-4.85900020599,0.156599998474,0.453035533428,-0.0148500055075,0.0421000011265,0.506449997425,0.570949971676,-0.123500004411,-0.138300001621,0.180949985981,-0.0395500063896,-2.50089979172,-0.504150211811,-1.96633577347,-0.299149990082,-0.295428961515,0.282249987125,0.257250010967,-0.550883173943,0.292250454426,-0.3424000144,-0.777100026608,0.107950001955
387,0.0412634313107,-0.909648180008,0.0945307984948,0.858730971813,0.996099948883,1.98974990845,-0.144299998879,-0.324749976397,-0.276399999857,0.606500029564,0.34525001049,-0.0960359424353,0.297365903854,0.33317565918,0.531162381172,0.502826809883,-0.076700001955,-0.388633370399,0.425753116608,0.642500042915,0.992858946323,0.544005095959,-0.538249969482,0.295399993658,-0.176219210029,0.420275986195,0.442149996758,0.636549949646,-0.511849999428,0.475149989128,0.631250023842,0.170150011778,0.282399982214,0.348549991846,-0.923674464226,-0.120752036572,-0.0211000144482,0.115449994802,0.760996520519,-0.207899987698,-0.544749975204,-0.302850008011,0.694850027561,-0.0046000033617,-0.32080000639,-4.64559984207,-0.184349998832,-0.290849983692,-0.592492222786,0.764531254768,-0.160150006413,0.785562217236,1.11014997959,0.726400017738,-0.0954656004906,1.43875777721,0.248649984598,0.51550000906,1.0936999321
3553,-0.899123072624,-0.0937246307731,-0.86809271574,-0.210237890482,-1.03690004349,-1.08910000324,-0.735399961472,-0.731250047684,-0.298750013113,-0.634499967098,-1.15744996071,0.453248143196,0.319227844477,0.461214244366,-0.492548167706,0.156664282084,0.393499970436,-0.459733337164,0.564804136753,-0.549899995327,0.305686682463,-0.217378497124,-0.466700017452,-0.318300008774,0.0737440958619,-0.00351051613688,0.256099998951,-0.312349975109,-0.218450009823,-0.877099990845,-0.060900002718,0.093000009656,0.00635000318289,-0.587400019169,1.89707839489,-0.0338428169489,-0.406199991703,-1.06644999981,-0.684481561184,-0.807550013065,0.0243499875069,-0.942849993706,-0.429850012064,-0.61384999752,0.080599963665,-0.0658999979496,-0.891799986362,-0.27610000968,0.537999987602,-0.0940605327487,-0.21099999547,-0.292493999004,-0.474649995565,-0.545449972153,0.778853774071,-1.0608843565,-0.429350018501,1.06860005856,-1.30204999447
427,-0.424301803112,1.05687141418,0.117673911154,-0.278884708881,0.345349997282,-0.351150035858,-0.14319999516,-0.914350032806,-0.304799973965,-0.102949999273,0.199649989605,-0.376194983721,-0.00208577513695,0.227833643556,-0.370515942574,0.223236769438,0.103500008583,1.33013343811,0.496386528015,0.594200015068,0.604324579239,-0.142849624157,0.365249991417,0.459599971771,-0.244461327791,-0.107864052057,-0.807900011539,0.422150015831,0.255050003529,0.909399986267,-0.173049986362,0.174100011587,-0.251200020313,0.428200006485,0.0983820408583,0.193097323179,-0.472149968147,-0.0731000006199,-0.234847515821,-1.17264997959,-1.52600002289,0.435050010681,-0.00299999117851,-0.0654999986291,-0.00769999995828,1.1140999794,-1.15520000458,1.61724996567,0.242037370801,0.0887651145458,-0.458500027657,0.0636746808887,0.104400008917,-0.146300002933,-0.297094643116,-0.212801754475,0.471699982882,-0.559800028801,-0.061649993062
5898,-0.0469175204635,0.253590911627,-0.0469375066459,-0.629800677299,-0.350649982691,0.227499991655,0.615100026131,-0.12175000459,0.0913999974728,-0.138300001621,0.245950013399,0.238617777824,-1.35340452194,0.401890605688,0.340551137924,-0.167972207069,-1.38744997978,0.0188666656613,0.702529191971,0.858099997044,0.139085426927,-0.314453482628,0.122300006449,-0.771250009537,-0.725999712944,0.0265963971615,0.446599990129,-1.41604995728,-0.134149998426,-0.640850007534,-1.47049999237,0.40964999795,0.26804998517,0.615450024605,0.714905261993,-0.475987792015,-1.88229990005,0.446900010109,0.00444167852402,-2.66330003738,-0.817600011826,-0.675650000572,0.263199985027,0.422100007534,-0.113449990749,1.56535005569,-0.0771500170231,-0.869099974632,-0.139548227191,0.577855348587,0.482450008392,-0.38420805335,-0.977100014687,-0.129700005054,0.456983447075,-0.164133146405,0.138999998569,-0.737999975681,0.286049991846
23365,-0.297754883766,-0.650606095791,-0.831203222275,-0.309393703938,0.209550008178,3.44674992561,1.02584993839,-1.60975003242,0.403999984264,-0.815750002861,0.40854999423,-0.65767788887,-0.866909265518,0.0852824300528,-1.06498551369,0.536399364471,0.12065000087,0.453433424234,1.80340111256,-0.193549990654,-0.439624905586,-0.600166141987,-0.0961500108242,-0.831050038338,-1.31806194782,0.228619337082,-0.716199994087,-0.546849966049,-0.771749973297,0.510100007057,-0.882050037384,0.970499992371,-0.635150015354,-0.473399996758,-0.536940693855,-0.570506453514,-0.0143500119448,-0.12215000391,0.130240991712,-0.190499991179,0.233400017023,-0.367049992085,-0.30609998107,-0.249350011349,0.4795999825,-0.261349976063,-0.446850001812,0.697950005531,-0.0264832004905,-0.298076927662,-0.326449990273,-0.189639270306,-0.601700007915,-0.479950010777,-0.185180649161,0.0622980296612,0.226950004697,0.0599999986589,1.69015002251
6657,-0.114680498838,0.396172434092,0.502737343311,0.601260364056,1.32079994678,-0.0907499939203,-0.593199968338,0.164849996567,0.124700009823,-0.410949975252,-0.791700005531,-0.134280979633,-0.388471692801,-0.504812538624,0.773493289948,0.101714409888,0.142100006342,-0.206733331084,-0.24699293077,-1.19005000591,-0.315695881844,-0.282145053148,0.424950003624,-0.353100001812,0.132887884974,-0.718524158001,0.516449987888,-0.767400026321,0.539449989796,-0.526700019836,0.159550011158,-0.268650025129,-0.865549981594,-0.550000011921,-0.0506736449897,1.10595822334,0.488550007343,-0.645500004292,-0.7626298666,-0.545000016689,0.706649959087,0.351549983025,-0.222450017929,-0.155200004578,0.0806000232697,-0.168449997902,-0.785950005054,-0.351249992847,0.462253630161,0.285312175751,-1.23309993744,0.0457503497601,-0.632849991322,-0.745000004768,0.0962227880955,-0.426325082779,-0.920850038528,1.03840005398,-1.25125002861
