rid,CPC014_A375_6H:BRD-A25337146-003-07-0:10,CPC014_A549_6H:BRD-A25337146-003-07-0:10,CPC014_A549_24H:BRD-A25337146-003-07-0:10,CPC014_ASC_24H:BRD-A25337146-003-07-0:10,CPC014_HA1E_6H:BRD-A25337146-003-07-0:10,CPC014_HCC515_6H:BRD-A25337146-003-07-0:10,CPC014_HEPG2_6H:BRD-A25337146-003-07-0:10,CPC014_HT29_6H:BRD-A25337146-003-07-0:10,CPC014_MCF7_6H:BRD-A25337146-003-07-0:10,CPC014_MCF7_24H:BRD-A25337146-003-07-0:10,CPC014_NEU_24H:BRD-A25337146-003-07-0:10,CPC014_NPC_24H:BRD-A25337146-003-07-0:10,CPC014_PC3_6H:BRD-A25337146-003-07-0:10,CPC014_PC3_24H:BRD-A25337146-003-07-0:10,CPC014_PHH_24H:BRD-A25337146-003-07-0:10,CPC014_SKB_24H:BRD-A25337146-003-07-0:10,CPC014_VCAP_6H:BRD-A25337146-003-07-0:10,CPC014_VCAP_24H:BRD-A25337146-003-07-0:10
5720,-1.05106472969,-0.353700011969,-0.468312114477,0.246661856771,-0.287112236023,-1.08101165295,-1.86618423462,-2.23443365097,-1.87127804756,-1.75557947159,1.0218000412,-0.675199985504,-0.588643431664,-1.03558337688,1.47522497177,0.0548328086734,-1.58195030689,-1.08055591583
466,-1.30622076988,0.236000016332,-0.303716778755,-0.266548573971,-0.0486113876104,-1.14559650421,-1.31908178329,-0.304596453905,0.202333047986,-0.389420509338,0.598049998283,-1.43589997292,-0.927128553391,-0.404263675213,-0.327424973249,-0.281276732683,-6.11175584793,-0.340341746807
6009,0.524503231049,0.189499989152,-0.885899662971,-0.261674284935,-0.117811962962,0.385456323624,0.470871865749,-0.322917610407,-0.257214456797,1.01821053028,-0.407550007105,-1.07649993896,0.523541212082,-0.433885037899,-0.0315500199795,-0.482856094837,0.0185857079923,1.20930027962
2309,1.80956363678,-0.530900001526,0.486595928669,0.0147279240191,0.558682560921,0.1046615839,2.48359918594,0.972526431084,0.552746653557,0.12275505811,-0.472000002861,-1.05780005455,1.5347880125,-0.263939112425,-0.0082249995321,-0.950241565704,0.0804531276226,0.161657646298
387,-0.223491579294,0.703799962997,-0.966491341591,-0.0521445721388,-0.731696367264,0.57972151041,-0.487643122673,-0.253156542778,-0.0706315487623,1.21728408337,0.194200009108,-1.21325004101,-0.161253213882,-1.36908984184,0.61084997654,-0.272068500519,1.13608253002,-1.17071568966
3553,-0.356298714876,-0.225466668606,1.13115048409,0.137430682778,-0.220950499177,0.760007441044,1.32367563248,0.725333571434,-0.422954529524,0.155485659838,1.34189999104,2.65339994431,-2.44933962822,0.573915600777,0.365024983883,0.50916403532,-0.391481339931,1.70851111412
427,0.427560508251,-0.64906668663,0.123968556523,-0.576799154282,-0.174537435174,-0.562446415424,-1.60093617439,-0.598116159439,0.0154937654734,-1.13323748112,0.510349988937,0.702700018883,0.96956372261,-0.0466351509094,-0.277074992657,0.145042598248,-0.288703113794,0.0938117131591
5898,1.22986960411,0.446700006723,0.689319550991,0.728767633438,0.61491060257,-0.30953848362,0.577917635441,1.50414037704,1.00311493874,0.715724468231,1.09270000458,-0.0206499993801,0.488273233175,0.26051402092,0.0377749949694,0.78590631485,-0.0707763284445,-0.223861977458
23365,0.772506177425,0.989300012589,-0.0626689791679,-0.0188446901739,-0.11285059154,-0.161011517048,0.950130999088,0.144869431853,0.864318907261,1.29323196411,0.00809999927878,-0.549499988556,-0.464609146118,0.404630333185,-0.201050013304,0.00049040466547,1.10405528545,0.45579662919
6657,-0.540196537971,-0.166233330965,0.906268000603,-0.207970589399,0.442220747471,0.000488977879286,1.25244188309,0.411184668541,-0.159864127636,-0.846638858318,-0.667950034142,-2.78105020523,-0.053149715066,1.01993215084,-0.270849972963,0.112648904324,-0.259712457657,0.405045360327
5054,1.67895174026,-0.319466680288,0.367637395859,1.27657592297,-2.94017910957,-0.465937763453,0.314372628927,1.36681699753,2.65315914154,0.0280998181552,1.01310002804,2.11514997482,-0.153178155422,0.233268678188,-0.0563000179827,-0.0450473055243,-0.0194975957274,-0.287904679775
3108,-0.44899341464,0.716199994087,1.6346077919,4.04770994186,-0.248248159885,0.697483658791,0.603220283985,-0.372172474861,-0.297998398542,0.254415214062,0.302700012922,9.9404001236,-0.0183955729008,0.20645943284,1.52180016041,1.73194479942,-0.0730623602867,-0.60778260231
1950,-0.41609749198,0.0812999904156,1.34634625912,-0.680609107018,-0.664775431156,-0.041568800807,-0.415339142084,0.3295596838,-0.258610278368,-0.802921533585,0.379399985075,5.16480016708,0.458115637302,0.107036791742,-0.709849953651,-0.421030461788,-0.196489945054,-0.200080350041
351,-0.290743947029,-0.843266606331,0.75114184618,0.294990241528,-0.586147010326,-0.518015325069,-1.12275457382,-0.722116231918,-0.506132006645,-0.178159847856,-0.00170000002254,-0.185000002384,-0.285839259624,-0.335504174232,-0.000675000133924,-2.50107455254,-0.520118415356,0.57353669405
4846,-1.16982352734,0.419633358717,-0.249097198248,1.03938364983,-0.00751513242722,1.87661528587,-0.634624004364,-0.191162019968,-0.0656563937664,-0.0801628828049,0.910250067711,-1.83790004253,0.483558297157,0.433733642101,0.877925038338,0.594015002251,0.599985480309,0.285163760185
1452,0.352509140968,0.763633370399,-0.218590050936,-0.281419962645,-1.607000947,0.245948240161,0.171337783337,0.0280350297689,0.721200048923,-1.37783265114,-1.63910007477,-1.71115005016,-1.01169109344,-0.0149954054505,0.248875007033,-0.261554628611,-0.622925817966,0.285980582237
4776,-1.04969382286,0.316300034523,0.960422158241,0.070630274713,-0.805928945541,1.35476219654,0.0793133080006,0.471484541893,-0.0804126486182,-0.618587017059,0.700800001621,2.38420009613,0.0552714318037,0.8602643013,0.0162249878049,0.576207637787,-0.0295188724995,1.11175131798
6908,0.681162655354,-0.101833298802,-1.27205193043,-0.372038275003,0.528909623623,-0.0981921777129,-0.843352854252,0.445062845945,0.404024869204,-0.83519244194,-0.631250023842,-2.40740013123,0.285239040852,-0.705360531807,-0.115325003862,-0.504722952843,-0.171677842736,-0.180398076773
