rid,DOS020_VCAP_6H:BRD-K64034190-001-01-5:5.05,DOS020_VCAP_24H:BRD-K64034190-001-01-5:5.05,DOS043_A375_24H:BRD-K64034190-001-01-5:5.05,DOS043_A549_24H:BRD-K64034190-001-01-5:5.05,DOS043_HT29_24H:BRD-K64034190-001-01-5:5.05,ERG010_VCAP_6H:BRD-K64034190-001-01-5:10.109,ERG010_VCAP_24H:BRD-K64034190-001-01-5:10.109,ERG017_VCAP_24H:BRD-K64034190:9.68,ERG017_VCAP_24H:BRD-K64034190:3.23,ERG017_VCAP_24H:BRD-K64034190:1.08,ERG017_VCAP_24H:BRD-K64034190:0.36
5720,-1.55641365051,-0.0200548917055,0.469594955444,0.0210500061512,0.170997768641,-0.0266500115395,0.134279385209,0.275109827518,0.258778601885,1.45585024357,0.124002255499
466,-0.245589315891,-0.526406764984,1.07975256443,0.445050001144,0.341430872679,-0.379800021648,0.68173623085,-1.20419859886,-1.06573677063,-1.63667452335,-0.624062359333
6009,-0.671761393547,-0.759916961193,0.488568991423,1.1820499897,0.174980014563,0.0297000035644,0.12281781435,-0.391914844513,-0.805246949196,0.55865585804,-0.277575105429
2309,0.0346774309874,-0.491303145885,0.43958953023,-0.355450004339,2.0143198967,0.0350999981165,1.265827775,0.660108327866,1.96839570999,0.364268749952,0.624779939651
387,-1.24663424492,-0.7990244627,0.32969096303,0.307200014591,0.545751988888,-0.621450006962,1.17020833492,0.330044269562,-2.99374818802,1.4020537138,1.47043788433
3553,0.594283044338,0.433047115803,0.72562789917,0.428200006485,1.41607189178,0.53795003891,0.0847407579422,0.0202079415321,1.53198361397,-0.437762737274,0.40109372139
427,0.0912846028805,-0.448566049337,1.07069861889,0.630900025368,-0.182293206453,-0.239850014448,1.07329642773,-0.772438645363,-0.342467308044,-1.12726724148,-0.734247863293
5898,-0.356770992279,0.993115842342,0.406160354614,1.24699997902,-0.786882817745,0.532199978828,0.149225369096,-0.515401601791,0.397062331438,-0.962539970875,-0.505193710327
23365,0.351568818092,-0.15362483263,-0.60533362627,-0.904199957848,0.328740775585,0.211599990726,1.17836976051,0.897852003574,-2.30562853813,0.766013026237,0.795652031898
6657,1.06657207012,0.628228068352,0.91725975275,0.356350004673,-0.0780136883259,0.306999981403,-0.803083598614,0.68609303236,1.68057823181,-0.328550130129,0.750688791275
5054,0.219069868326,-0.478871822357,-1.34262108803,0.0119499862194,0.183122888207,0.201099991798,-0.288283199072,-0.834006547928,2.34681558609,-0.112018555403,0.527207016945
3108,-2.15357041359,-0.442768663168,-0.00211063027382,-0.0181500017643,-0.27433693409,-0.180950000882,-0.232049494982,-0.883698165417,6.40215015411,-0.361039042473,-0.341835051775
1950,0.497395455837,0.472176969051,0.374691486359,0.415650010109,-0.137692600489,0.0391499996185,-0.264738380909,-0.00666428729892,2.12496685982,-0.157291948795,-0.459467828274
351,-0.0724525153637,0.474847793579,0.405822455883,-0.0435500070453,0.140398472548,-0.918099999428,0.184385642409,-0.940956711769,-1.04056859016,-0.735968828201,-0.410196065903
4846,-0.489402234554,0.101435303688,-0.0189691260457,-0.21875,0.36937969923,-0.00669999420643,-0.384130060673,-0.80787551403,1.12529015541,0.233463525772,1.64730608463
1452,0.476236641407,-1.1516699791,-0.494017452002,0.342549979687,-0.730412483215,0.660950005054,1.14987564087,-0.407211273909,0.668525278568,0.305116832256,-0.170039653778
4776,-0.36392813921,-0.689962267876,-0.0713304281235,0.172399997711,-0.644555270672,0.769299924374,-0.537934720516,0.614978134632,0.337296962738,0.849193811417,1.48369157314
6908,-0.188704401255,-0.82525062561,0.247952878475,0.0175499916077,-0.418295502663,-1.10945010185,0.178241416812,0.552472829819,-1.04103076458,0.694963335991,0.584731519222
672,0.224280864,0.134040236473,1.7012887001,0.199800014496,-0.632729113102,-0.416200011969,-1.95482563972,-0.698706507683,-0.152144730091,-0.797430276871,-0.672786295414
5710,-0.797415137291,-0.0595061853528,-0.418304860592,-0.735599994659,0.436495244503,-0.532350003719,-0.181236296892,0.506421923637,0.0439628362656,0.444317877293,1.91927695274
2115,0.351992666721,0.193163990974,0.355955809355,0.14904999733,-0.365246325731,0.0694999992847,-0.164566501975,0.490162402391,1.79775476456,-1.11496186256,1.10943889618
7015,-0.150818482041,1.29736924171,0.266355365515,0.284799993038,0.0767785012722,-0.235499978065,-0.514957129955,0.431326806545,1.91266381741,0.0762495696545,0.933687865734
8726,-0.616392850876,0.266906499863,-1.09283900261,-0.432949990034,-0.352831870317,0.208849996328,-0.639942586422,-1.0921664238,-0.96833717823,-0.922589063644,-1.63924241066
2185,0.864401936531,-0.240025579929,0.318598568439,-0.359050005674,0.0103435367346,0.276400029659,0.286923587322,0.752474546432,1.10507881641,1.07649970055,1.67031502724
3315,0.0165011659265,0.0387998186052,0.455284386873,0.464299976826,-0.437510102987,1.93394994736,0.316737115383,-1.03126168251,0.591832697392,0.201856926084,-0.00241369009018
5289,0.0938176512718,-0.230281129479,0.717069685459,0.21384999156,-0.811594188213,-0.717949986458,-0.0634184330702,0.0591144859791,1.75155496597,-0.534553706646,-0.803985476494
868,-1.07776546478,0.814499497414,0.0290651619434,-0.224599987268,-0.232314184308,0.363999992609,1.65124058723,0.335036635399,0.534638822079,0.3930529356,0.921837210655
1677,-0.464714735746,1.58088564873,-0.304584592581,0.153050005436,-0.124369457364,-0.268299996853,-0.67948704958,0.10566945374,0.850478649139,0.0543324276805,0.673036634922
7043,1.39974939823,-0.202365159988,-0.369096726179,0.156300008297,0.682683885098,0.776350021362,0.143584176898,0.680792272091,-0.173577547073,0.747014760971,1.1949570179
5613,0.16652995348,1.58346199989,0.507820725441,-0.585250020027,-0.260785222054,1.12615001202,-0.873164713383,0.680870175362,0.848644673824,0.579855680466,1.54114985466
595,-0.351526618004,-0.291951388121,-0.784170627594,0.0951500013471,-0.23764526844,-1.31745004654,-0.297631829977,0.842940449715,-1.38233089447,1.30802130699,0.709199309349
4793,-0.415823549032,-0.583755910397,0.190018683672,-0.278750002384,-1.0194644928,-0.614799976349,-0.600501477718,-1.2602250576,5.01938867569,0.101379096508,0.656290888786
2736,1.1227773428,-0.257134109735,0.633552372456,0.145399987698,0.734414935112,0.233399987221,-0.292917609215,0.749212861061,1.59275841713,0.732200562954,1.45074486732
5290,0.702676236629,0.408648252487,0.688153028488,-0.125050008297,0.635741770267,0.146899998188,0.268047988415,-0.524580538273,0.423096030951,-0.0999898016453,-0.336615502834
6194,-0.860111951828,0.191657632589,-0.000113104630145,-0.109049998224,-0.452340871096,-1.70140004158,-1.35406661034,-1.15758299828,-0.956215858459,1.12889683247,-0.479151725769
1676,1.81059253216,0.837367415428,-0.347208082676,0.0157999992371,0.172253549099,0.955850064754,-0.274238407612,0.813056468964,0.5847402215,0.936983644962,1.21813857555
23512,-0.165433883667,1.76745223999,-0.106348618865,-0.218950033188,0.380275040865,-0.337249994278,0.0135526917875,-0.374859750271,-0.0850411579013,-0.659183442593,-1.14268183708
148022,-0.450263112783,0.0791121795774,0.474213242531,-0.527999997139,0.766850888729,-0.0239500012249,0.916470766068,0.838277220726,0.215801477432,1.9748468399,1.70170152187
1906,-1.29692542553,1.23183703423,-0.629209220409,-2.72005009651,0.295385628939,1.03139996529,-0.220110997558,0.703418970108,0.993038654327,0.744819164276,0.87082439661
8878,-0.493514835835,0.177009239793,0.836622834206,0.0357999950647,-0.0110975801945,-0.156150013208,0.698456048965,0.128493964672,-1.12228536606,0.685193538666,0.71084010601
3091,-0.547718524933,0.0698173046112,0.809133172035,0.483249992132,-0.803735554218,0.326499998569,-0.47923374176,0.313475012779,-0.203437715769,-0.312811642885,0.592985510826
5743,0.433478593826,1.30694484711,0.517438292503,0.37294998765,0.245163097978,0.617400050163,-1.37323927879,-0.839187562466,1.05923604965,0.836370587349,0.569161891937
5321,-0.46721586585,0.467033237219,0.791527628899,0.664649963379,-0.325472176075,0.444849997759,-0.852712392807,0.487912714481,0.971885204315,0.378536701202,0.337563246489
4144,0.430849850178,0.478480547667,-1.8239376545,-0.545000016689,-2.05715870857,-0.61755001545,-1.04151821136,-0.360932469368,1.25547397137,0.383888185024,1.19603991508
1981,0.530180335045,-0.381894826889,-0.0397826507688,0.812750041485,0.028814509511,-0.352400004864,0.573708772659,0.0917979478836,1.78557693958,2.04276371002,1.47698748112
695,-0.862761318684,0.0590842589736,-0.61218893528,-0.0382500290871,0.358503490686,0.38275000453,0.349840074778,-1.24522352219,-0.0867595076561,0.570837914944,0.287435859442
10398,0.0198891274631,1.42460942268,0.216009169817,-0.626199960709,0.619799554348,-0.0344000011683,-0.707272589207,0.184542119503,1.79618740082,-0.0863338559866,0.697332441807
5708,0.772773981094,0.761943757534,-1.40513193607,0.381899982691,0.023227404803,-0.596549987793,0.0319973491132,1.17635691166,0.600229084492,1.8082048893,1.91431510448
1213,-0.494015097618,-1.23760104179,0.230138510466,0.681900024414,0.277162641287,0.106899991632,0.656242847443,0.127499431372,-2.44669866562,0.284070074558,-0.234494298697
226,0.0477703511715,-0.234009370208,0.302554607391,-0.241099998355,-0.024828935042,0.172900006175,0.330008178949,0.556292533875,-1.45221579075,1.38936471939,0.515751302242
6777,0.118931889534,1.16874432564,-0.238673523068,-0.642400026321,-0.764068484306,-0.503300011158,-0.516237676144,-0.25690677762,-0.363373458385,0.240804836154,0.451183587313
2113,0.763856947422,1.12162017822,0.0902674123645,0.478450000286,0.345066964626,0.499049991369,-0.240933254361,-0.186214521527,1.02717900276,-0.364957869053,0.449279874563
3329,-0.892096579075,-0.241706356406,0.00254224985838,-0.494550019503,0.775134205818,-0.649150013924,-0.878857910633,-0.73594725132,-1.09283566475,1.01007246971,-0.176664039493
1050,-1.01258969307,-0.231285661459,0.164461538196,-1.02990007401,-0.473085939884,-1.36199998856,0.290024966002,-0.0725286453962,-0.0326818227768,-0.581288456917,-0.0586376190186
9491,0.356419712305,1.38586628437,0.143476754427,-0.130099996924,0.282656520605,-0.116200000048,-0.569862008095,1.27148365974,0.395612925291,0.836563467979,1.02082872391
22926,-0.33900809288,0.0214107334614,-0.230069234967,-1.66540002823,0.553592205048,-0.463850021362,0.370457828045,0.726263701916,-1.10115170479,0.9484821558,1.09692454338
5899,0.0519509911537,-0.0646770521998,-0.283295869827,0.985800027847,-0.641124367714,0.273000001907,0.763366103172,0.467164993286,-1.63285160065,1.12259459496,1.07048475742
5467,-0.122210815549,0.00939272344112,-0.691084206104,0.246349990368,2.13654327393,-0.738550007343,0.832178533077,0.59397315979,0.899109601974,0.317795753479,2.40616893768
6774,0.125735461712,0.290402412415,-0.766034722328,0.619249999523,-0.799078583717,0.153650000691,1.79398143291,0.163323432207,-0.631653726101,1.05929350853,0.823292851448
1788,0.791298270226,0.520881652832,0.634476542473,0.117300003767,0.438466519117,0.292299985886,-0.576995551586,0.514928936958,0.694951176643,0.661153078079,1.21415948868
5921,0.250468343496,1.1725782156,0.147932082415,-0.142900004983,0.334081113338,-0.556699991226,0.637343287468,0.21994663775,-1.22692298889,-0.639539837837,-0.342162430286
5721,-0.680822908878,0.0624131225049,-0.0101350396872,0.11969999969,-1.6437125206,-0.557699978352,-0.800105214119,-0.201546221972,-0.207198485732,0.0583325922489,-0.334449619055
2263,0.811632514,-0.0417708456516,0.102358132601,1.31675004959,-0.168151557446,0.417199999094,-0.898399472237,0.161462157965,0.35566419363,0.599481761456,0.693770587444
808,0.0716880857944,-0.961975693703,0.158232197165,-0.560800015926,-1.97401189804,1.12895011902,-0.456952244043,0.92605048418,1.06590676308,1.15467524529,0.934104681015
30001,-0.0555238872766,-0.449891388416,0.349839895964,-0.761800050735,-0.466755360365,0.367599993944,1.1419686079,0.0553279444575,-1.48968935013,1.34110081196,1.83486640453
348,0.732900559902,-0.0453737601638,0.671532154083,-0.380750000477,0.794169068336,0.255750000477,0.256951838732,0.0564210414886,2.754809618,0.0538757331669,1.17865145206
30849,-0.53237593174,-2.2028234005,0.184641376138,-0.000649996101856,0.267245441675,-0.587149977684,0.449143439531,-0.335565388203,-1.6869699955,1.17238414288,0.435785591602
1454,-0.0561110153794,0.688851475716,-0.703249931335,0.0118999928236,-0.286893337965,-0.464800000191,0.732752203941,0.930268406868,0.167427673936,1.17312765121,1.13871395588
6500,3.49446487427,0.452558249235,0.844378232956,0.731850028038,0.710775732994,-0.746300041676,-0.192340672016,0.108450628817,-2.65682053566,0.165913909674,-0.0896347016096
5627,-1.95003247261,0.0193155109882,-0.694143891335,0.719799995422,0.0697553604841,-0.647050023079,0.470151126385,0.128113463521,-0.422383397818,-1.07211124897,0.355938374996
5715,-0.121180206537,-0.909330189228,-0.172938495874,-0.458049982786,0.0499453097582,-0.966700017452,1.2086173296,-1.06610584259,-1.56227338314,0.763306260109,-0.23942001164
4791,-0.761164844036,0.55953001976,0.0617108643055,-0.217449992895,0.394967198372,-0.657649993896,0.159769281745,0.389402210712,1.29442775249,0.532457351685,0.299818992615
56924,-0.27671918273,-0.679121911526,-0.488737732172,0.0186500009149,0.717640280724,-0.413800001144,0.514803051949,-0.958240509033,-0.8467451334,-0.471610426903,2.30145454407
2690,-1.03890728951,-0.649310588837,0.0568073838949,0.200250014663,-0.129741311073,-0.141849994659,0.478516548872,-0.912619709969,-0.237308144569,-1.40739321709,-1.306640625
1019,-0.723428368568,0.194887772202,-0.509648561478,-3.87244987488,0.721052408218,-0.428700000048,-1.03778707981,-0.569002509117,-1.10080182552,-0.830352604389,-0.997246265411
51422,0.429553031921,-0.422096908092,0.896673560143,-1.29635000229,-0.0718419030309,-1.00320005417,-1.13927137852,-0.130437582731,-0.920130193233,0.222925633192,-0.465923845768
5788,0.250428199768,0.783837199211,0.147140234709,-0.610650002956,1.67949295044,0.416250020266,-0.600457072258,0.414688676596,0.697989225388,0.554970026016,1.15915596485
