rid,CVD001_HEPG2_6H:BRD-K67774729-001-01-3:9.9702,CVD001_HEPG2_6H:BRD-K67774729-001-01-3:2.4925,CVD001_HEPG2_24H:BRD-K67774729-001-01-3:9.9702,CVD001_HEPG2_24H:BRD-K67774729-001-01-3:2.4925,CVD001_HUH7_6H:BRD-K67774729-001-01-3:9.9702,CVD001_HUH7_6H:BRD-K67774729-001-01-3:2.4925,CVD001_HUH7_24H:BRD-K67774729-001-01-3:9.9702,CVD001_HUH7_24H:BRD-K67774729-001-01-3:2.4925,CVD001_PHH_6H:BRD-K67774729-001-01-3:9.9702,CVD001_PHH_6H:BRD-K67774729-001-01-3:2.4925,CVD001_PHH_24H:BRD-K67774729-001-01-3:9.9702,CVD001_PHH_24H:BRD-K67774729-001-01-3:2.4925,DOS016_VCAP_6H:BRD-K67774729-001-01-3:4.99,DOS016_VCAP_24H:BRD-K67774729-001-01-3:4.99,DOS042_A375_24H:BRD-K67774729-001-01-3:4.99,DOS042_A549_24H:BRD-K67774729-001-01-3:4.99,PCLB002_A375_24H:BRD-K67774729:10,PCLB002_A375_24H:BRD-K67774729:0.37,PCLB002_A375_24H:BRD-K67774729:0.12,PCLB002_A375_24H:BRD-K67774729:0.04,PCLB002_A375_24H:BRD-K67774729:3.33,PCLB002_A375_24H:BRD-K67774729:1.11,PCLB002_A549_24H:BRD-K67774729:10,PCLB002_A549_24H:BRD-K67774729:3.33,PCLB002_A549_24H:BRD-K67774729:1.11,PCLB002_A549_24H:BRD-K67774729:0.37,PCLB002_A549_24H:BRD-K67774729:0.12,PCLB002_A549_24H:BRD-K67774729:0.04,PCLB002_HA1E_24H:BRD-K67774729:10,PCLB002_HA1E_24H:BRD-K67774729:3.33,PCLB002_HA1E_24H:BRD-K67774729:1.11,PCLB002_HA1E_24H:BRD-K67774729:0.37,PCLB002_HA1E_24H:BRD-K67774729:0.12,PCLB002_HA1E_24H:BRD-K67774729:0.04,PCLB002_HCC515_24H:BRD-K67774729:10,PCLB002_HCC515_24H:BRD-K67774729:3.33,PCLB002_HCC515_24H:BRD-K67774729:1.11,PCLB002_HCC515_24H:BRD-K67774729:0.37,PCLB002_HCC515_24H:BRD-K67774729:0.12,PCLB002_HCC515_24H:BRD-K67774729:0.04,PCLB002_HEPG2_24H:BRD-K67774729:10,PCLB002_HEPG2_24H:BRD-K67774729:3.33,PCLB002_HEPG2_24H:BRD-K67774729:1.11,PCLB002_HEPG2_24H:BRD-K67774729:0.37,PCLB002_HEPG2_24H:BRD-K67774729:0.12,PCLB002_HEPG2_24H:BRD-K67774729:0.04,PCLB002_HT29_24H:BRD-K67774729:10,PCLB002_HT29_24H:BRD-K67774729:3.33,PCLB002_HT29_24H:BRD-K67774729:1.11,PCLB002_HT29_24H:BRD-K67774729:0.37,PCLB002_HT29_24H:BRD-K67774729:0.12,PCLB002_HT29_24H:BRD-K67774729:0.04,PCLB002_MCF7_24H:BRD-K67774729:10,PCLB002_MCF7_24H:BRD-K67774729:3.33,PCLB002_MCF7_24H:BRD-K67774729:1.11,PCLB002_MCF7_24H:BRD-K67774729:0.37,PCLB002_MCF7_24H:BRD-K67774729:0.12,PCLB002_MCF7_24H:BRD-K67774729:0.04,PCLB002_PC3_24H:BRD-K67774729:10,PCLB002_PC3_24H:BRD-K67774729:3.33,PCLB002_PC3_24H:BRD-K67774729:1.11,PCLB002_PC3_24H:BRD-K67774729:0.37,PCLB002_PC3_24H:BRD-K67774729:0.12,PCLB002_PC3_24H:BRD-K67774729:0.04
5720,-1.1788636446,-0.640531241894,-2.33660078049,-0.808081924915,0.658120512962,0.0692407339811,-0.642522335052,0.0797450467944,-0.592450022697,-0.737049937248,-1.12875139713,-0.258096963167,0.554948270321,-0.297081410885,0.105099998415,0.537450015545,-0.486171603203,-0.47432872653,0.133808970451,-0.659347057343,-0.899850010872,-0.554450035095,-1.09910464287,-0.865621089935,-0.786063432693,-0.334448575974,-0.98027575016,0.149549394846,-3.05525684357,-0.146586507559,-2.60727262497,-0.363035529852,-0.724441587925,-1.69968652725,-0.745045125484,0.243559420109,-0.427208483219,-0.31883084774,-0.347510129213,0.443715661764,-1.96850240231,-0.539312720299,-0.952779710293,-0.424801081419,-3.06574606895,0.0583432018757,-0.786334872246,0.26610904932,-2.55302286148,-0.545784831047,0.333651721478,-0.134871393442,-1.5215460062,0.510360002518,0.214428350329,-1.19042491913,-0.784238696098,0.106179594994,-1.92690432072,-0.0282099619508,-1.37011742592,-1.17034447193,1.06898033619,0.00587202236056
466,0.865357518196,0.692018210888,0.656169235706,-0.37547364831,-0.279230415821,-1.57735204697,-0.818242788315,0.35012331605,-1.2702999115,-0.207650005817,-1.3587937355,-0.328439354897,0.0944929718971,0.179197490215,-0.626150012016,0.5,-0.389304161072,-1.59681463242,0.0286771953106,-0.443860113621,-0.478350013494,1.56345009804,0.265534192324,-0.203308045864,-0.660522699356,-0.208070784807,-1.13105654716,-0.0366557389498,1.42544615269,0.174178719521,-0.937033772469,-0.939658522606,0.103088207543,0.155907139182,0.949738502502,-0.0293694809079,-0.632147550583,-0.436644166708,1.2903573513,0.0901811271906,-0.151065081358,0.67247313261,-0.686157822609,-0.0565257370472,0.00116440653801,-0.00644982606173,0.199205875397,-0.60504090786,-0.364225387573,0.000384178943932,0.807864546776,-0.256278455257,-0.727317154408,0.206131353974,-0.299674421549,-1.28388547897,-0.323177754879,-0.252202630043,1.511936903,1.82353305817,0.0539101958275,0.953369855881,0.302168875933,-0.0889657065272
6009,-0.500708281994,0.924810647964,0.122740074992,1.11966001987,1.52392494678,-0.275145381689,0.605553269386,0.59689694643,-1.23360002041,-0.0400499999523,0.210080817342,0.125184476376,0.671017408371,1.03961217403,-1.45185005665,-0.722599983215,0.114377722144,-0.158950835466,-0.407467097044,-0.44680133462,-0.881900012493,0.0645999982953,-0.214275836945,-0.529078423977,1.38173747063,1.2639734745,-0.197586402297,-0.917982757092,0.305806100368,-1.10006725788,1.13103890419,0.647410213947,-0.497836351395,-0.0191613733768,0.887064635754,-0.0884493142366,1.82044911385,-0.953553318977,-0.329154372215,-0.840607941151,-0.957568764687,-1.65194451809,0.407415181398,0.0136645436287,-0.620544910431,-0.254265427589,-0.205225065351,-0.356043875217,0.993587970734,0.169716030359,-0.0524995476007,0.313670396805,0.494154781103,0.0229449272156,1.74379587173,2.94702386856,-1.10357761383,0.162199467421,1.03032207489,-0.247478157282,1.52192819118,2.00468325615,0.176120758057,0.382477939129
2309,1.7065975666,1.06760752201,-0.0778288990259,1.1089618206,0.734963297844,-1.10792958736,0.720300674438,0.421385794878,0.991050004959,-0.198249995708,1.55224633217,1.05536305904,0.43314781785,0.140602856874,0.314199984074,1.26830005646,1.71666932106,1.01623702049,-0.48213493824,0.224847435951,-2.08544993401,-2.00839996338,-0.525338709354,0.403948098421,-0.0930130854249,3.44277429581,-0.274952739477,0.805831372738,-0.147667989135,-0.135402038693,0.973648905754,1.0645121336,-0.101548150182,0.140664890409,0.0392179638147,1.99281430244,0.19371804595,1.05983996391,-0.009711002931,1.05818605423,0.549977958202,0.687252759933,-0.494747161865,-0.859433054924,0.192035526037,0.280127167702,-0.435610085726,-0.336382180452,-0.204416543245,0.495672464371,1.15086483955,0.262009948492,0.427569389343,-0.61551451683,-2.67393684387,-1.17922985554,0.434670627117,-2.70319676399,0.472631424665,2.49175739288,-0.270159333944,0.11392635107,0.00773784704506,0.239891916513
387,-1.29758119583,-0.148699969053,-0.481188297272,1.32115006447,0.405054748058,-0.239567786455,-1.94892084599,-0.261133253574,-3.38754987717,-0.724099993706,-2.33944749832,-0.548453867435,0.978830575943,-0.0655946880579,-0.184249997139,-2.21974992752,0.132248222828,4.13278055191,0.383948862553,-0.288478463888,-0.713599979877,0.327600002289,-3.19951105118,-1.33654761314,2.0747730732,3.10693502426,0.453527808189,-0.73521900177,-0.383633673191,-0.553179681301,2.05025696754,0.679869532585,0.841737210751,0.0114868581295,-0.772160291672,-0.193487137556,1.18416321278,0.288009881973,-0.612239062786,-0.761789619923,-0.208107978106,-1.11263644695,0.815861821175,-0.158621832728,0.332557469606,-0.921320557594,-0.676272273064,-0.423284083605,3.7421901226,-0.0676848590374,0.00426290929317,-0.375088751316,-0.0464952886105,-0.459413766861,1.55738019943,1.08554208279,0.590625405312,-0.0171790421009,0.324692428112,-0.313474535942,0.103983044624,0.632050454617,-0.635896205902,-0.470116853714
3553,0.450634479523,0.136227279902,-0.36053031683,-0.137556880713,0.789863586426,0.164626553655,0.985504508018,-0.57903277874,1.46589994431,0.528249979019,0.582526922226,-0.25744497776,-0.994454979897,0.141597867012,0.276849985123,-0.547450006008,1.67383754253,0.871850252151,0.0246508419514,-0.35818707943,1.19029998779,-0.25720000267,0.290215373039,0.515204250813,0.104087628424,0.192879527807,0.13937138021,0.662789821625,6.52464151382,-0.178962722421,1.39601099491,0.639870762825,-0.625965535641,-0.51825273037,0.0509985089302,0.351531535387,0.743017137051,-0.206488847733,-0.768629312515,-0.788500726223,0.618718862534,-0.0732723101974,-0.123389542103,0.091612547636,0.437664568424,0.114514321089,-0.884312152863,-0.639721274376,-0.36071562767,-0.485598266125,1.1291949749,0.632375001907,-0.113602288067,0.105890311301,-1.14696383476,1.53920590878,-0.573285996914,0.418826192617,2.05140590668,0.429259091616,-0.266589522362,0.06915807724,0.158933758736,0.757737517357
427,-1.62480282784,-0.672953546047,0.202943220735,0.14572109282,-0.804069638252,0.849657058716,0.944045186043,0.89439022541,-0.72914993763,-1.47300004959,-0.0734806060791,0.0199312269688,-1.02058434486,-0.589852511883,-0.495750010014,-0.0713499933481,0.602205336094,1.49664318562,1.50197947025,-0.58555829525,-0.742200016975,0.300850003958,0.828362107277,0.749170303345,0.869793891907,-1.9629226923,-0.274951040745,-0.229392588139,-0.441247135401,-2.16897511482,0.111852586269,-1.33294057846,-0.381846338511,-1.08789515495,-1.29872894287,-0.955839037895,-0.736967682838,-0.877267897129,-0.672403395176,-0.783130168915,-1.22493100166,-1.52888774872,-0.821329474449,0.153356254101,-1.20985460281,-1.61271297932,0.41536206007,0.317608207464,-0.839012742043,-1.50735962391,0.244476720691,0.105456694961,-0.548420608044,0.0826809704304,0.43189406395,1.48820471764,0.107592239976,1.33704137802,-1.78855371475,-0.0466032475233,-1.71313333511,-1.82829046249,0.701196908951,-1.6451587677
5898,0.469741642475,0.0856694579124,1.58792030811,0.607530534267,1.12675082684,1.05751669407,-0.223974585533,-1.04208147526,-0.366950035095,0.445050001144,1.20587396622,1.82850980759,-1.480017066,0.26327970624,-0.507349967957,-0.401399970055,0.40092125535,0.458694815636,0.199070632458,-0.963567972183,-1.12050008774,-0.675500035286,0.447953283787,0.129538595676,0.504955470562,1.71365332603,0.473714053631,-0.18346516788,5.76400709152,-0.947713971138,0.905290901661,-0.122209101915,-0.752696037292,-0.672428786755,-0.481592416763,0.107864260674,0.421593159437,-0.182963952422,-0.335503578186,-1.21317255497,2.05836772919,-0.194030851126,-0.111276134849,0.207484707236,-0.0975345745683,0.599043130875,1.18560492992,0.269911050797,0.291862487793,0.0524583011866,-0.596149027348,-0.346764028072,1.06149637699,-0.0512991026044,0.112534932792,1.5422924757,-0.355987846851,0.379235953093,1.76847052574,0.268889069557,0.826838433743,0.768845438957,0.102258384228,-0.368528842926
23365,-1.93143975735,0.0207950770855,1.08729290962,3.19488763809,-0.694772481918,-0.0230553969741,0.0513071939349,-0.672764956951,-0.107050001621,-0.584949970245,-1.72989273071,-0.652357578278,0.812300682068,-0.0855169892311,0.715600013733,-1.16635000706,-0.458673596382,-0.623684406281,0.736106991768,0.308978259563,-1.34695005417,0.465200006962,-0.602051079273,-0.272664070129,0.656416833401,-0.385687202215,0.0781111642718,-0.367920070887,-0.701864123344,-0.642095565796,-0.335778951645,0.537124335766,0.180781155825,0.205338194966,1.37113821507,-1.51257777214,0.264890581369,-0.738563537598,0.923577189445,-0.670509696007,-0.0291959643364,0.619316220284,-0.310470342636,-0.162192285061,0.969169735909,-0.0830665230751,1.0532617569,0.572334945202,-0.809180736542,-0.120152190328,-0.133783429861,0.23909150064,0.201864659786,-0.416676342487,-0.208349257708,-0.451006740332,0.423934489489,-0.0551103316247,-0.28186839819,-0.676170289516,-1.68355917931,-0.723630845547,0.933820605278,0.0116090774536
6657,0.841831326485,0.197355851531,-0.277031421661,-0.545281291008,0.618768274784,-0.447435408831,1.19449782372,-0.189812541008,1.20054996014,0.702849984169,0.927887558937,-0.00345475971699,-1.19770526886,0.112034223974,0.115850001574,-1.48309993744,-1.11159908772,0.454022824764,-0.0361898727715,0.133268520236,-0.842849969864,-1.17849993706,-1.51064801216,-0.390183418989,-1.73817384243,-0.810841679573,-0.604031920433,0.50571167469,0.766349256039,-0.684366106987,0.732209682465,1.38462209702,-0.413477450609,-0.891688585281,0.431414544582,0.546278238297,1.67344546318,0.49346908927,-0.275453835726,1.51136159897,0.0088617503643,0.519337654114,-0.148749023676,-1.68995094299,-0.0578801929951,0.472097814083,-1.03985214233,0.155333518982,-1.69420695305,-0.110995188355,-0.35869371891,0.858821153641,-0.316118121147,0.197366178036,-0.24712985754,0.531967461109,-0.698375403881,-0.612256646156,0.462469011545,-0.464840352535,0.701983034611,0.113206386566,-1.19966042042,-0.0561036318541
