rid,CPC001_HA1E_6H:BRD-A59943784-001-01-8:10,CPC001_HA1E_24H:BRD-A59943784-001-01-8:10,CPC001_HCC515_6H:BRD-A59943784-001-01-8:10,CPC001_HCC515_24H:BRD-A59943784-001-01-8:10,CPC001_PC3_6H:BRD-A59943784-001-01-8:10,CPC001_PC3_24H:BRD-A59943784-001-01-8:10,CPC001_VCAP_6H:BRD-A59943784-001-01-8:10,CPC001_VCAP_24H:BRD-A59943784-001-01-8:10,CPC013_A375_6H:BRD-K14791739-001-01-9:10,CPC013_A549_6H:BRD-K14791739-001-01-9:10,CPC013_A549_24H:BRD-K14791739-001-01-9:10,CPC013_ASC_24H:BRD-K14791739-001-01-9:10,CPC013_HA1E_6H:BRD-K14791739-001-01-9:10,CPC013_HCC515_6H:BRD-K14791739-001-01-9:10,CPC013_HEPG2_6H:BRD-K14791739-001-01-9:10,CPC013_HT29_6H:BRD-K14791739-001-01-9:10,CPC013_MCF7_6H:BRD-K14791739-001-01-9:10,CPC013_MCF7_24H:BRD-K14791739-001-01-9:10,CPC013_NEU_24H:BRD-K14791739-001-01-9:10,CPC013_NPC_24H:BRD-K14791739-001-01-9:10,CPC013_PC3_6H:BRD-K14791739-001-01-9:10,CPC013_PC3_24H:BRD-K14791739-001-01-9:10,CPC013_SKB_24H:BRD-K14791739-001-01-9:10,CPC013_VCAP_6H:BRD-K14791739-001-01-9:10,CPC013_VCAP_24H:BRD-K14791739-001-01-9:10,CPC017_A375_6H:BRD-A59943784-001-01-8:10,CPC017_A549_6H:BRD-A59943784-001-01-8:10,CPC017_A549_24H:BRD-A59943784-001-01-8:10,CPC017_ASC_24H:BRD-A59943784-001-01-8:10,CPC017_HEPG2_6H:BRD-A59943784-001-01-8:10,CPC017_HT29_6H:BRD-A59943784-001-01-8:10,CPC017_MCF7_6H:BRD-A59943784-001-01-8:10,CPC017_MCF7_24H:BRD-A59943784-001-01-8:10,CPC017_NPC_24H:BRD-A59943784-001-01-8:10,CPC017_PHH_24H:BRD-A59943784-001-01-8:10,CPC017_SKB_24H:BRD-A59943784-001-01-8:10,CPD003_MCF7_6H:BRD-K11469942-001-01-8:10,CPD003_MCF7_24H:BRD-K11469942-001-01-8:10,CPD003_PC3_6H:BRD-K11469942-001-01-8:10,CPD003_PC3_24H:BRD-K11469942-001-01-8:10
5720,-3.86861515045,0.383562117815,-1.79540002346,1.17114973068,0.0061538759619,-1.36542654037,-0.156476840377,-2.87372136116,-0.667100727558,-1.20539999008,-1.67464649677,-0.427215218544,-1.11406672001,-1.29798829556,0.598036170006,-0.711492955685,0.102227903903,-0.979998886585,-0.197500005364,0.525666713715,-0.0219870042056,-1.25811576843,1.28588533401,-0.566119253635,0.340673953295,0.903773605824,-1.58687090874,-1.70020723343,-0.651040136814,-0.324293613434,-0.927237868309,0.349945187569,-1.03395533562,0.38206076622,0.558626532555,-0.0766500234604,-1.34800004959,0.544810771942,-0.267422139645,-0.970399975777
466,0.207709878683,-0.455853402615,-1.50720000267,-0.0174622237682,0.503242015839,0.49017265439,0.185424804688,-1.78509962559,-0.131635457277,-1.81435000896,-0.895451426506,-0.814749240875,-0.133900046349,-1.33141958714,0.0800692886114,-0.196690008044,-0.207280412316,-0.172288492322,2.20300006866,0.406100034714,-0.480610698462,-0.164171174169,-1.87275826931,-0.584777534008,-0.329616725445,1.05590653419,-3.16567611694,1.55986666679,-0.59959757328,-0.357985883951,0.296655535698,-0.0188029352576,-0.153288990259,-0.332964777946,-0.325825929642,-0.907649993896,-0.597450017929,-0.0528005734086,0.302956402302,-0.853100001812
6009,0.420165330172,0.632836222649,-1.21685004234,-0.828909873962,0.121369622648,-0.712553560734,-0.690567970276,-0.420703232288,0.617031335831,-0.560899972916,0.169883415103,-0.0557979121804,-0.138033345342,-0.00799733400345,0.700379788876,-0.416132748127,0.088697090745,-0.472614407539,-0.030150000006,-0.147800013423,0.224428057671,0.173509836197,-0.426275074482,0.10987278074,1.21555709839,0.570350170135,-0.390654087067,-0.23955181241,-0.209476649761,0.0832981020212,-1.56134295464,-0.0144948856905,0.274524509907,-1.35991680622,-0.0534443184733,0.199900001287,-1.11749994755,-0.323260188103,-0.685384511948,-0.317149996758
2309,0.745689749718,0.178857088089,2.21055006981,3.47123098373,-1.50882720947,-0.735030829906,1.3023942709,-1.52354490757,-0.345951557159,1.80650007725,3.96006679535,0.0236483812332,-1.16706669331,0.917118310928,0.155202403665,0.144859433174,-0.0144065953791,-0.471127986908,0.0533500015736,-0.799833357334,-2.0568113327,0.0467012524605,0.19537076354,-0.852968096733,-0.146347954869,-0.237019658089,6.39605426788,5.42417144775,-0.705815255642,0.814613282681,0.106416761875,-0.399858146906,-1.74222254753,-1.46238160133,-0.470196813345,0.335799962282,-0.208799988031,-0.28752219677,-1.00733041763,-0.380499988794
387,0.934972524643,0.516692638397,0.165950000286,1.57161962986,1.2282999754,1.04292750359,0.187787473202,0.0311144515872,0.990277349949,0.13924998045,-0.790011763573,-0.109454497695,-0.126699998975,0.442179322243,0.575326383114,0.242291033268,0.380231946707,-0.510576725006,0.398550033569,0.233266666532,-0.3545319736,-0.127240926027,0.0178477615118,-1.20822572708,-0.316276073456,-1.22722411156,-1.47607374191,0.0909085869789,0.18620339036,-0.470100671053,-0.354710757732,0.0214504301548,-0.510153651237,-0.829046666622,-1.04862785339,0.308600008488,-0.797199964523,-0.145060017705,-1.13933467865,0.131599992514
3553,0.355418384075,0.376754373312,-0.955399990082,0.788767576218,-2.92366743088,-3.39398908615,-1.04155361652,1.73559975624,-1.77120840549,0.761350035667,1.57583463192,1.62632763386,-0.0485666692257,0.260140299797,0.0206707790494,0.0393553227186,-0.946853995323,0.381004303694,-0.0548000186682,0.419566631317,-2.03469991684,-2.45485687256,1.71236467361,0.766092300415,-0.661072850227,0.0493179261684,1.2768702507,0.610655009747,0.691307842731,1.05572354794,0.975618541241,-0.485660493374,1.06597030163,1.41873383522,-0.87484318018,0.28615000844,1.52474999428,0.19583041966,-3.74145627022,-2.4865500927
427,1.41041100025,0.852490067482,-0.79540002346,1.03474164009,0.568260908127,-0.225943818688,0.290941119194,-1.24574708939,-0.187299311161,-0.49304997921,0.154869571328,-2.03688216209,-0.186233341694,0.424174308777,-0.473427981138,0.115339197218,-0.613189399242,-0.667358517647,0.270599991083,0.198300033808,-0.448319673538,-0.110901623964,-1.35856199265,-0.628159701824,-0.863323807716,0.242412865162,-1.08064639568,-0.465348899364,-0.136967808008,-0.413414508104,1.02196073532,-0.635251224041,1.10243082047,2.65088319778,1.60438215733,-0.0599500015378,0.107300005853,0.539250791073,-0.276795506477,0.200500011444
5898,-1.59806478024,-1.80292630196,-2.93164992332,-1.08469057083,0.808321475983,-0.357632875443,-1.83443415165,0.522897064686,-0.168314576149,0.15419998765,0.0761463046074,-1.33836054802,-0.528433382511,-0.327367872,0.283396929502,-0.409773468971,-0.137162983418,-0.268729358912,0.729200005531,0.691700100899,0.448217749596,-0.271860033274,-2.20260429382,0.704498052597,-0.78272408247,0.762353420258,-1.05938208103,0.925506591797,0.0958103388548,0.563808321953,0.47424814105,1.31675422192,-0.989701867104,0.00831801909953,0.681057929993,-0.409550011158,0.509150028229,0.273314684629,-0.744362354279,-0.183150023222
23365,-0.581027626991,-1.33871138096,0.24469999969,1.71178352833,-0.287760138512,0.42217823863,-0.290239334106,0.611136257648,0.230720743537,0.439150005579,1.05114531517,-0.0406216084957,0.258800029755,-0.773565292358,0.539674699306,0.255448579788,0.278533935547,0.676638841629,0.863899946213,0.904600083828,0.315451651812,-0.187967732549,0.868171274662,-0.256841391325,-0.497740864754,1.30029284954,-1.56346130371,0.011958360672,-0.183872401714,-0.373185396194,-0.503776669502,-0.0937980115414,0.325358808041,-0.440993279219,0.148972377181,-0.21130001545,0.631900072098,-0.0465719364583,-0.413645148277,-0.612450003624
6657,0.219745218754,0.017840474844,-2.47709989548,-3.72198963165,-0.431913852692,-0.345153689384,-0.737540781498,2.28687906265,0.397941470146,0.262149989605,1.04930579662,0.844948649406,-0.372799992561,-0.222530543804,-0.299925029278,0.132746830583,-0.936395287514,0.898432731628,0.47184997797,-0.682866692543,0.268666595221,-0.23286741972,0.231580927968,0.142296627164,-0.592335164547,0.0344093441963,1.17306125164,-0.30888479948,0.443409055471,1.78675878048,0.455435365438,-0.625000655651,0.812028050423,-1.71696126461,-1.42965257168,0.303000003099,0.0850999951363,0.0180317014456,-1.02407038212,-0.00505000352859
