rid,CPC012_A375_6H:BRD-A76732176-001-01-0:10,CPC012_A549_6H:BRD-A76732176-001-01-0:10,CPC012_A549_24H:BRD-A76732176-001-01-0:10,CPC012_ASC_24H:BRD-A76732176-001-01-0:10,CPC012_HA1E_6H:BRD-A76732176-001-01-0:10,CPC012_HCC515_6H:BRD-A76732176-001-01-0:10,CPC012_HT29_6H:BRD-A76732176-001-01-0:10,CPC012_MCF7_6H:BRD-A76732176-001-01-0:10,CPC012_MCF7_24H:BRD-A76732176-001-01-0:10,CPC012_NEU_24H:BRD-A76732176-001-01-0:10,CPC012_NPC_24H:BRD-A76732176-001-01-0:10,CPC012_PC3_6H:BRD-A76732176-001-01-0:10,CPC012_PC3_24H:BRD-A76732176-001-01-0:10,CPC012_PHH_24H:BRD-A76732176-001-01-0:10,CPC012_SKB_24H:BRD-A76732176-001-01-0:10,CPC012_VCAP_6H:BRD-A76732176-001-01-0:10,CPC012_VCAP_24H:BRD-A76732176-001-01-0:10
5720,0.24517326057,0.148905873299,0.561100006104,0.285328507423,0.589266657829,1.0463000536,0.0167411919683,-0.248735815287,0.0990861952305,0.257837474346,-0.258733332157,0.310316264629,0.487684249878,-1.08555853367,0.069341480732,0.384206742048,0.917545795441
466,0.583948254585,0.800477802753,0.514400005341,-0.128268063068,0.234200000763,0.0863666683435,0.533430993557,-0.526370584965,0.49141561985,-0.300572693348,0.366699963808,-1.9249202013,0.654732704163,0.591348707676,0.15387403965,1.20632100105,0.415138930082
6009,-0.129368945956,-0.301310777664,0.686900019646,-0.851395606995,-0.500266671181,-0.466133356094,-0.567985355854,-0.373504072428,-0.346916109324,0.604789793491,0.223333373666,0.947996914387,0.87427431345,0.5783213377,-0.292212367058,0.262564659119,0.302498340607
2309,-0.262763947248,0.0822861045599,-0.196799993515,0.0748033300042,0.284166693687,-0.498800039291,0.131108880043,-0.796565771103,-0.0995408594608,0.409360170364,0.259566634893,0.0323113501072,-0.0668999180198,-0.230857998133,0.513998568058,0.529319524765,0.432279169559
387,0.387396335602,-0.940231561661,0.0101499995217,0.84027916193,0.0089999884367,0.00466668605804,-0.451970368624,-0.505641996861,0.0566300004721,-1.65740180016,-0.695733308792,-0.670448541641,0.236739337444,0.301416754723,0.107346579432,-0.609272241592,-0.0971268862486
3553,-0.488623052835,0.562202572823,-0.238000005484,0.0188476685435,0.187766671181,0.486233323812,0.252464383841,1.05058860779,0.29069685936,-0.0655487626791,0.301233351231,0.334717124701,-0.279727011919,-0.598492383957,-0.539467573166,-0.22535020113,-0.114729531109
427,0.1950058043,-0.838704764843,-0.0267999991775,0.00775142014027,-0.130666643381,0.108933337033,0.221351236105,0.284854084253,0.137169614434,-0.0853843688965,-1.48706674576,0.146543383598,0.324849158525,0.393477141857,-0.553625285625,1.45608103275,-0.505236625671
5898,-0.0829653143883,0.370960652828,-0.0175999999046,0.319717407227,-0.309566676617,-0.334299981594,0.514149785042,0.73964202404,-0.121230773628,-0.247839212418,0.121966689825,0.586942493916,0.233595266938,-0.377078682184,1.04862523079,0.976866006851,-0.157361656427
23365,0.342817038298,-0.103927239776,0.237599998713,0.812474727631,0.184900030494,-0.445866674185,0.17951670289,0.48134163022,0.348104208708,-0.150957450271,-0.158233359456,-0.396309673786,0.243318229914,-0.527140378952,0.886261045933,0.270253151655,0.0467649698257
6657,-0.0192900504917,-0.0439977347851,-0.347350001335,-1.30643987656,-0.377633303404,-0.773766696453,0.0398733690381,0.923593819141,0.323635876179,0.526813328266,0.610533356667,0.0257127322257,-0.848845720291,-0.632947981358,-0.360702991486,-0.456869751215,-0.987898588181
5054,0.136282905936,-0.0101861357689,-0.0326499938965,0.301397800446,-0.73390007019,-0.658566653728,-0.117624476552,0.215667784214,0.547434568405,-0.368495285511,-2.12236690521,-0.889111042023,0.551175475121,0.38482105732,1.04885268211,0.213575929403,-1.08274888992
