rid,CPC009_A375_6H:BRD-K69516039-001-02-9:10,CPC009_A549_6H:BRD-K69516039-001-02-9:10,CPC009_A549_24H:BRD-K69516039-001-02-9:10,CPC009_HA1E_6H:BRD-K69516039-001-02-9:10,CPC009_HCC515_6H:BRD-K69516039-001-02-9:10,CPC009_HEPG2_6H:BRD-K69516039-001-02-9:10,CPC009_HT29_6H:BRD-K69516039-001-02-9:10,CPC009_MCF7_6H:BRD-K69516039-001-02-9:10,CPC009_MCF7_24H:BRD-K69516039-001-02-9:10,CPC009_PC3_6H:BRD-K69516039-001-02-9:10,CPC009_PC3_24H:BRD-K69516039-001-02-9:10,CPC009_VCAP_6H:BRD-K69516039-001-02-9:10,CPC009_VCAP_24H:BRD-K69516039-001-02-9:10,CPC014_A375_6H:BRD-K69516039-001-01-1:10,CPC014_A549_6H:BRD-K69516039-001-01-1:10,CPC014_A549_24H:BRD-K69516039-001-01-1:10,CPC014_ASC_24H:BRD-K69516039-001-01-1:10,CPC014_HA1E_6H:BRD-K69516039-001-01-1:10,CPC014_HCC515_6H:BRD-K69516039-001-01-1:10,CPC014_HEPG2_6H:BRD-K69516039-001-01-1:10,CPC014_HT29_6H:BRD-K69516039-001-01-1:10,CPC014_MCF7_6H:BRD-K69516039-001-01-1:10,CPC014_MCF7_24H:BRD-K69516039-001-01-1:10,CPC014_NEU_24H:BRD-K69516039-001-01-1:10,CPC014_NPC_24H:BRD-K69516039-001-01-1:10,CPC014_PC3_6H:BRD-K69516039-001-01-1:10,CPC014_PC3_24H:BRD-K69516039-001-01-1:10,CPC014_PHH_24H:BRD-K69516039-001-01-1:10,CPC014_SKB_24H:BRD-K69516039-001-01-1:10,CPC014_VCAP_6H:BRD-K69516039-001-01-1:10,CPC014_VCAP_24H:BRD-K69516039-001-01-1:10
5720,0.746344864368,-0.465951889753,0.0201000012457,-0.228499144316,-0.129366219044,0.0707010924816,0.724617898464,-8.40418624878,0.268000006676,0.853820621967,-0.136827096343,-0.2082978338,0.00684943795204,-0.624188244343,-0.432444036007,0.421404480934,0.749542653561,-0.0512476600707,-0.442536085844,0.00473996624351,-0.361735641956,-0.00110252387822,0.580205917358,-0.562699973583,0.626213848591,-1.29370844364,-0.474282562733,0.00900036096573,-0.630501806736,-0.0177382975817,-0.341640770435
466,0.960951387882,-0.199641615152,-0.291750013828,0.610678195953,1.1188890934,0.989557743073,0.227885559201,2.83268666267,0.265299975872,0.0649985671043,0.253513008356,-0.45228818059,-0.924096286297,0.689641356468,-0.395895779133,0.635499835014,-0.595806121826,0.0219297111034,-0.0109634641558,-1.07095062733,-0.519594669342,-0.447285324335,0.276034295559,-1.07490003109,-0.412613481283,-0.300311297178,0.552695155144,-0.313210427761,-0.106992170215,0.0296163409948,-0.61005038023
6009,0.187695235014,-1.01235222816,0.380800008774,-0.409719198942,-0.474651932716,0.277166068554,0.496641218662,0.956058204174,-0.859350025654,-0.136659726501,-0.191117912531,-0.540799975395,-0.81277179718,-0.551439762115,-0.93635571003,0.714725852013,-0.0309346616268,0.08142939955,-0.669682919979,-0.32939568162,-0.18952909112,-0.39528337121,-0.0679773911834,-0.133900001645,-1.74748420715,-0.136715352535,0.0441911518574,-1.08724558353,-0.772255122662,-1.18775248528,-0.608601331711
2309,-0.0480877235532,-1.35072314739,0.877850055695,-0.00960596650839,-0.090631917119,1.19239711761,0.101657867432,2.78135728836,0.346300005913,-0.0698111355305,-0.10956569761,0.382399141788,0.151451230049,-1.22907912731,0.394417881966,-0.316134482622,-0.476441860199,-0.124032065272,-0.56414693594,0.226131275296,0.272269934416,-0.183166638017,-0.15591417253,0.47729998827,0.0651523023844,-0.291980862617,0.41931438446,-0.686568856239,0.0434144735336,0.453927069902,1.52706944942
387,0.223050475121,-0.992014110088,0.35150000453,0.0200083404779,-0.442461252213,0.250122904778,-0.720635712147,2.61882019043,-0.552500009537,-1.1331063509,-0.355850934982,-0.750892221928,-0.931141912937,-0.215424105525,-0.595691204071,1.42482924461,-0.220487266779,-0.789263188839,-0.493296355009,-0.900174260139,-0.801613211632,-0.443833529949,-1.04261827469,0.882600009441,-0.871735870838,-0.892987251282,0.0152767933905,-0.990169525146,-0.596566140652,-0.712273538113,-1.06011033058
3553,-0.596970200539,0.621215164661,0.361299991608,0.557794630527,0.0786434412003,-0.437609881163,0.132713198662,3.22487401962,0.536799967289,-0.533114671707,0.189066380262,0.530486524105,-0.140737369657,0.72807353735,1.07853293419,-0.114298611879,0.619297623634,0.228665992618,0.649878144264,-0.410546123981,0.526635169983,0.0450874343514,0.153121083975,-0.0808999985456,1.41710937023,-0.481446683407,1.04335343838,0.816939175129,0.976161062717,0.292277723551,-0.100830443203
427,-0.0618146061897,-0.100392453372,0.283349990845,0.926555812359,1.56737017632,-0.619477748871,-0.230761289597,4.10512828827,-0.293950021267,-0.365666925907,-0.254110634327,0.0540282726288,-0.0821337550879,0.848979651928,0.513564944267,0.0542413294315,0.194156974554,-0.12877586484,0.146824762225,-0.503750741482,-0.05924616009,-0.380806148052,-0.501854300499,-1.03059995174,-0.0189249776304,-0.578936696053,0.0922666564584,0.774169623852,0.0763284265995,-0.245190426707,0.153728470206
5898,0.594837188721,-0.418941676617,-0.901300013065,-2.01707172394,0.702654600143,0.00944364070892,-0.0841270685196,3.51647210121,-0.345349997282,-0.359312921762,0.321566015482,-1.272970438,-0.0500674545765,0.0385686382651,0.136692509055,-0.337477266788,-0.91629576683,-0.321690261364,0.147453784943,-1.27735364437,-2.36222100258,0.37075445056,-0.974689543247,0.0,0.861499845982,-0.87068015337,0.405887693167,0.0594712905586,-0.0437399148941,0.181060761213,-0.580272555351
23365,-0.0977763906121,-0.00161008536816,-0.276849985123,-1.17844462395,0.228789001703,-1.20453631878,0.0312348902225,3.93502664566,0.762199997902,-0.383771628141,0.112962380052,0.0676968544722,0.128501445055,-0.369821369648,-0.550296187401,-0.65937179327,0.0784205794334,-0.657965242863,0.432426929474,-1.00954210758,-1.02667689323,0.125346839428,3.46818375587,0.470200002193,0.505167126656,-0.382384479046,0.909022569656,0.388664662838,-0.00642776489258,0.656616568565,-0.355944484472
6657,-0.483651041985,-0.499245911837,0.222849994898,0.694067537785,0.0942148566246,-1.199629426,-0.573436558247,1.01428055763,-0.0845499932766,1.02410173416,0.984189033508,0.411646187305,0.173256367445,0.014176607132,0.525743544102,-0.832941055298,1.03990602493,0.694290101528,0.756044089794,-0.721219420433,0.608816444874,-0.111122637987,0.127122402191,0.535799980164,-0.611842155457,0.610923647881,-0.552996516228,0.485735416412,0.0439246855676,-0.552961230278,0.0284174382687
