rid,DOS006_VCAP_6H:BRD-K94643104-001-02-0:5,DOS006_VCAP_24H:BRD-K94643104-001-02-0:5,DOS036_A549_24H:BRD-K94643104-001-02-0:5
5720,-3.2188668251,1.69669425488,-0.61185002327
466,1.04933333397,0.719818115234,-0.270600020885
6009,-0.0977000296116,0.312484055758,0.157099992037
2309,0.230266675353,0.144182860851,-0.0596500039101
387,-0.113433331251,0.380727291107,-0.549799978733
3553,0.772633314133,-0.214039459825,1.00699996948
427,0.0608333572745,-0.457341969013,1.04320001602
5898,0.509700059891,0.850488245487,0.978049993515
23365,0.178300023079,0.421221673489,0.417449980974
6657,-0.106333367527,-0.73777616024,2.65750002861
5054,0.42003339529,-0.596087574959,0.335549980402
3108,0.249300003052,0.103154316545,-0.145900011063
1950,0.421266645193,-0.973810315132,1.13559997082
351,0.363766670227,-1.47421145439,-0.422600001097
4846,-1.16783332825,0.0113031864166,0.0239500105381
1452,0.551699995995,0.917527675629,-0.0347499847412
4776,0.752366662025,-0.870655536652,0.778349995613
6908,4.12010002136,1.13197481632,-1.21504998207
672,1.08080005646,0.276710212231,-0.84224998951
5710,0.591133356094,1.07886278629,-0.523149967194
2115,1.09290003777,1.54090762138,0.510699987411
7015,2.09870004654,-0.557491898537,1.40055000782
8726,0.282933413982,2.56582307816,-1.65825009346
2185,-0.111199989915,-0.729262769222,0.643949985504
3315,2.8749666214,1.70188271999,-2.01370000839
5289,0.263533353806,0.0284827649593,0.894550025463
868,0.274300009012,-1.19554543495,0.43284997344
1677,1.02539992332,-1.10524582863,1.16869997978
7043,0.447966694832,-0.735212504864,1.49709999561
5613,0.808300077915,-0.863090872765,1.02324998379
595,1.13506674767,1.01542425156,0.104849994183
4793,1.3275001049,0.670773923397,-0.510399997234
2736,1.80610013008,-0.110261142254,0.515249967575
5290,-0.243400007486,-2.51557779312,0.767199993134
6194,0.0,0.110876277089,0.00034999998752
1676,0.468600034714,-2.26330709457,0.778249979019
23512,0.573166668415,-1.33829641342,0.39414998889
148022,1.543633461,1.01292777061,0.297100007534
1906,-0.5271666646,-1.07526516914,0.3070499897
8878,-1.90826678276,0.0743351131678,-4.41534996033
3091,-0.371099978685,0.25816103816,-3.71985006332
5743,0.463333338499,0.56404364109,-0.148649990559
5321,-0.496166676283,-1.99253606796,-3.17219996452
4144,-0.883500039577,0.145362526178,0.584349989891
1981,1.8204665184,0.56557393074,-0.0278500020504
695,1.0436000824,0.410843580961,0.076049990952
10398,0.457700014114,-0.840986251831,1.04980003834
5708,-2.09899997711,-0.535148561001,-0.188249990344
1213,-0.640233397484,0.371618509293,0.0803000032902
226,0.508333384991,0.810824155807,-0.356799989939
6777,0.732800006866,-0.199537277222,2.23204994202
2113,0.434300005436,-0.794765710831,-0.0492999851704
3329,1.10280001163,1.20072174072,-0.891299962997
1050,0.440133303404,0.913915038109,-0.611599981785
9491,0.69853335619,-0.818763256073,-0.529350042343
22926,-0.0131333470345,-0.381690770388,0.735650002956
5899,-0.582633376122,0.279521524906,0.104699999094
5467,3.44716644287,0.191231489182,0.510699987411
6774,2.04713344574,0.0327417477965,0.318849980831
1788,0.44810000062,-1.72037684917,0.745900034904
5921,0.835600018501,0.997049987316,-1.00730001926
5721,-1.9172668457,0.108332127333,-0.551600039005
2263,0.829633295536,-1.91881370544,-1.10430002213
808,0.309833347797,-1.1805536747,0.828750014305
30001,-0.33630001545,0.985629975796,0.213699996471
348,0.275733351707,1.0594599247,1.29369997978
30849,-0.134299993515,-0.290021717548,-0.685099959373
1454,-0.358700037003,1.28420138359,-0.0221000015736
6500,0.464999973774,0.557858109474,1.11844992638
5627,0.790466666222,0.627009391785,0.228100001812
5715,-1.4388999939,0.840561211109,-1.26614999771
4791,0.528266727924,-0.337570399046,1.19865000248
56924,0.832433342934,0.278720468283,0.560400009155
2690,-0.184033304453,-0.590113639832,1.05134999752
1019,0.971066653728,1.23635983467,-0.0102000012994
51422,1.02670013905,0.46034553647,0.601349949837
5788,0.562200009823,-0.71439987421,-0.102549999952
6709,-0.021133357659,1.5587168932,-0.499050021172
1277,0.428800016642,0.0866674184799,0.487850040197
993,-1.07086658478,0.966663777828,0.333299994469
7157,-0.72990000248,1.04719102383,-0.967149972916
1958,-0.50150001049,-0.0346973836422,1.38660001755
4582,0.598899960518,-0.33841240406,-0.609050035477
9212,-0.259533345699,-0.488268435001,0.483550012112
8440,-0.00166670978069,0.623520255089,-0.224549993873
6790,0.960166633129,0.509011387825,0.168250009418
8851,1.62296664715,0.374548792839,0.766099989414
2534,0.490866720676,1.23080408573,0.0439500212669
4893,4.40796709061,-1.56444478035,-0.114900007844
665,-0.680866718292,-0.591897845268,-0.44034999609
4313,-0.177900001407,-1.73396158218,0.884649991989
1022,0.363633334637,0.359957396984,-0.692750036716
5880,-1.30643343925,-1.23723232746,0.0857999920845
3162,2.28423333168,1.94039571285,-0.475600004196
1282,0.343733340502,-0.984625637531,0.851399958134
3383,0.906533360481,-2.19798851013,0.763749957085
727,0.285833388567,2.96013259888,0.220750004053
4792,-0.774900019169,0.895389795303,-0.774850010872
4794,1.16086661816,-0.908625125885,0.762699961662
902,-0.45486664772,-1.70646178722,-0.121450006962
8091,1.73533344269,0.24520984292,0.452749967575
3486,-0.728699982166,-0.406299650669,-1.62109994888
10818,2.09699988365,-0.0183311998844,0.385149985552
3454,1.14390003681,-1.98206245899,0.288550019264
4282,-0.224833339453,0.615942895412,-1.64714992046
1605,0.0181000009179,0.527231693268,-0.783050000668
10644,0.800166726112,-0.026295773685,2.00375008583
2065,0.021666675806,0.0914838016033,-0.971949994564
8321,0.350966691971,-2.19015741348,0.766450047493
8503,2.26386666298,1.00396835804,0.408299982548
7027,1.38873326778,-0.389630138874,-0.368550002575
6850,0.741966664791,-0.300739765167,1.1793500185
1978,0.619500041008,1.56589353085,-0.852800011635
896,0.0291666686535,1.10651195049,-0.680850028992
5777,0.0841333568096,0.913596391678,0.245299994946
1846,3.38103342056,1.62928938866,0.0129499956965
5925,1.64950013161,-1.45555090904,0.159250020981
142,-0.282700031996,1.15517115593,-0.564800024033
1021,0.0316333472729,0.335922539234,-0.931400001049
5699,0.540433347225,-0.26703569293,0.623300015926
8061,2.12433338165,-0.735071182251,-1.46740007401
1870,0.801500082016,1.35817599297,-0.00689999759197
1398,0.762866675854,1.38794958591,0.34319999814
3312,0.617500007153,-3.60710000992,-1.11330008507
891,-3.13963341713,-1.52934670448,0.0430499985814
4775,0.567066669464,-0.565650522709,0.525499999523
5111,0.0471666455269,-0.0689025893807,-0.0010000000475
5696,-4.48679971695,1.48595380783,-0.252149999142
5588,1.02563345432,-0.0474483221769,0.978850007057
6839,0.914199948311,0.67279291153,-1.1209499836
329,-0.378800004721,-1.46993672848,1.55259990692
5058,0.535800039768,4.86478328705,0.985099971294
998,0.8927333951,0.385414898396,0.223500013351
9134,1.82236683369,-0.947597503662,-0.0819999948144
6616,0.861433327198,-1.21340286732,0.729399979115
5223,-0.781833350658,0.965933203697,-2.39720010757
4690,-1.93000006676,0.953312635422,0.615799963474
958,1.8818334341,-2.32050347328,2.36520004272
1616,-0.724666655064,-0.436118364334,1.07945001125
991,0.130799978971,1.02460515499,-2.07439994812
6347,0.228700011969,-0.192213892937,-0.537500023842
6714,0.195933371782,-2.8661403656,0.286599963903
652,-0.311066687107,-1.31592297554,0.783699989319
4331,0.381233274937,1.30831706524,0.845399975777
7099,0.54736661911,-0.622817158699,-0.691149950027
10320,1.47056674957,-0.276121050119,0.190099984407
2042,0.163433328271,-1.08891689777,-0.356050014496
843,0.421033322811,-1.71983718872,1.88779997826
840,-2.7638669014,0.77925413847,-0.0429999828339
