rid,DOS050_HT29_24H:BRD-K83727172-001-01-3:5,DOS050_MCF7_24H:BRD-K83727172-001-01-3:5,DOS050_PC3_24H:BRD-K83727172-001-01-3:5,ERG015_PC3_24H:BRD-K83727172-001-01-3:10.2115,ERG015_PC3_6H:BRD-K83727172-001-01-3:10.2115,ERG015_VCAP_24H:BRD-K83727172-001-01-3:10.2115,ERG015_VCAP_6H:BRD-K83727172-001-01-3:10.2115
5788,1.24632358551,-2.94219994545,0.913600027561,-0.0834147557616,-0.82688999176,-0.951990485191,-0.841871261597
6709,0.100542664528,1.05894994736,-1.83990001678,-0.286129295826,0.27798974514,0.615257322788,-0.432063937187
1277,-0.250145375729,1.87520003319,1.85214996338,-0.239141345024,-0.179228425026,-0.993922114372,-0.32635229826
993,-0.347900092602,0.674700021744,0.452150017023,-0.274986028671,-0.0119382962584,0.347800046206,0.329317897558
7157,0.188104361296,0.250800013542,0.168799996376,0.643195986748,0.149453282356,-0.405135214329,-0.422178030014
1958,0.37934678793,-0.306149959564,-0.622600018978,0.220498740673,0.217334389687,0.712902009487,0.0233136154711
4582,0.695490956306,2.32509994507,-0.846949994564,0.818047761917,-0.161981016397,1.28367066383,0.308244764805
9212,1.17613124847,-1.47259998322,2.23955011368,-0.433792859316,-0.824727058411,-1.02329063416,-0.981658101082
8440,-1.24382448196,0.0858000069857,-1.85540008545,-0.663512945175,0.110530138016,0.763892352581,0.38660377264
6790,0.441927194595,-1.31169998646,-1.21850001812,-0.12086763978,0.0840246528387,-1.02047014236,0.865071177483
8851,-0.659495949745,0.0772499442101,0.774749994278,-0.55767261982,0.263588100672,1.76404857635,0.751384973526
2534,0.526340901852,0.286549985409,-3.02189993858,-1.34309780598,0.00132492743433,-0.0874404460192,-0.844853281975
4893,0.955749332905,-0.399450004101,1.30790007114,0.409909546375,-0.519116401672,-0.729092538357,-0.918781757355
665,-0.329694569111,-0.489199966192,-0.331799983978,0.442992776632,0.653658628464,0.501476287842,-0.598333120346
4313,0.827070832253,-1.15320003033,1.60275006294,0.235499411821,-0.515868544579,-0.766033530235,-1.0046762228
1022,-1.37965631485,0.346199989319,-5.98995018005,0.305414617062,0.663279235363,1.00861382484,0.109773278236
5880,0.0596713125706,-1.54240000248,-0.805199980736,-1.09973943233,-0.32402330637,1.08134055138,-0.19291742146
3162,0.924264907837,0.820100009441,-1.46875,-0.826758086681,0.53581571579,-0.135637447238,-0.406933814287
1282,0.725906074047,-0.939350008965,1.84284996986,-0.0486411452293,-0.459019601345,-0.825817108154,-0.590241551399
3383,0.537309765816,-0.27294999361,1.36089992523,-0.548135757446,-0.641142010689,-0.188872635365,-0.346422940493
727,1.25984954834,-0.657050013542,0.340099990368,0.151207521558,-0.441697776318,-1.42585778236,0.28759509325
4792,0.676092267036,1.02670001984,-1.43824994564,0.0355993509293,0.326359570026,-0.794025659561,-0.600878715515
4794,0.186192885041,-0.730450034142,1.96504998207,0.568235993385,-0.804122924805,-0.863811254501,-0.7598503232
902,0.724783062935,-0.881600022316,0.0306500196457,0.352024018764,0.572825372219,-0.484233915806,-0.884078621864
8091,0.0690106898546,-0.332049995661,-2.05649995804,-0.344357013702,0.529721856117,-0.273331284523,-0.286849051714
3486,0.758676767349,-0.496849983931,0.0314999967813,-0.984255433083,-0.897152662277,-1.67811965942,-0.273022979498
10818,1.09219670296,-0.409799993038,1.63919997215,-0.211647540331,-1.08166265488,-0.170505970716,-0.775836706161
3454,0.455010712147,-0.960150003433,1.63944995403,0.159618645906,-0.686632990837,-0.178136989474,-1.1367752552
4282,-0.661609113216,-0.825900018215,-0.876700043678,-0.0238547474146,0.0654805898666,0.0371719151735,-0.0342566370964
1605,0.507913887501,0.757849931717,-0.444549977779,-0.700035095215,0.355282872915,-0.292997658253,0.387981891632
10644,0.677779912949,-0.322400033474,-0.661599993706,-0.401716858149,0.157538026571,-1.16074860096,-0.910237491131
2065,0.0513314604759,0.475650012493,-0.450049996376,-0.765941143036,0.852684795856,0.428182482719,-0.400849759579
8321,0.288522183895,-1.82770001888,0.672549962997,0.0747902691364,-0.34055903554,0.155120447278,-0.169023841619
8503,0.00928699970245,-0.70744997263,0.225249990821,-0.606289029121,-0.00952076911926,-0.0711819902062,-0.338219404221
7027,-0.287740468979,-2.25314998627,-1.37185001373,-0.410907149315,0.0025215446949,1.10863995552,-0.360152244568
6850,-1.08987689018,-1.81120014191,1.11840009689,0.862891614437,-0.588274240494,-1.03794717789,-0.417278945446
1978,0.64981007576,-0.276500016451,-0.337149977684,-1.00448286533,-0.809720635414,-0.130425542593,0.703120350838
896,-0.647614717484,1.70350003242,-0.418550014496,-0.583155035973,0.512395083904,0.376105010509,-0.614598214626
5777,-0.454243093729,-0.654249966145,0.597849965096,-0.127130120993,-0.395775347948,0.307178199291,0.35340231657
1846,-0.251222193241,0.917750000954,-0.952000021935,0.274520844221,0.329919874668,0.160909861326,0.336354523897
5925,0.154752165079,-1.6642999649,0.822049975395,-0.200825855136,0.461524903774,-0.358996391296,0.152119219303
142,0.626025080681,0.0794000029564,0.62809997797,0.0423025414348,0.246989935637,0.325597792864,0.101048901677
1021,0.569627821445,0.986250042915,-0.209450006485,0.48515444994,0.337151825428,0.349912822247,-0.012505620718
5699,0.356639266014,-2.27929997444,-1.86290001869,0.0296715125442,-0.786098897457,-0.303389847279,-0.349858462811
8061,0.960136771202,0.806650042534,-0.0530000030994,-1.30463027954,-0.0651564002037,-0.837367296219,-0.774626910686
1870,0.315043747425,0.448300004005,1.58109998703,-0.601455271244,-0.369088351727,-0.175978451967,3.40070486069
1398,0.222280994058,-1.76924991608,-0.460850000381,-1.3352483511,0.128354951739,-0.152629703283,-0.305003166199
3312,0.311334997416,-0.498349994421,-1.11479997635,-1.58762431145,-0.309210717678,-0.142479926348,-0.0878468751907
891,0.208261221647,-0.525650024414,0.535199999809,-1.77652168274,-3.46542668343,-4.96302556992,-0.573085784912
4775,-0.352222591639,0.253600001335,-0.323049962521,4.22878980637,-0.638655424118,-0.715986073017,-0.730714321136
5111,-0.826325774193,0.59969997406,0.440149992704,-1.50813925266,-3.04003071785,0.237341433764,0.475768774748
5696,-0.186353668571,0.0813499987125,-0.419349998236,-1.2932767868,-0.122319079936,0.338960438967,-0.235243409872
5588,0.25733923912,-1.47535002232,1.35154998302,1.87083888054,-0.563867807388,-0.0451897382736,-0.576417028904
6839,-0.631771922112,0.317000001669,-0.836000025272,1.53765106201,0.31865721941,-0.0732636600733,0.241680771112
329,0.917988181114,-0.319499999285,0.985300064087,0.467092037201,-1.16744756699,0.148010164499,0.230978041887
5058,0.076599419117,0.413399994373,-1.25759994984,-0.122461110353,-0.291574120522,0.818627655506,-0.319919556379
998,-0.763722896576,0.107950001955,1.15829992294,0.277010351419,-0.484411865473,0.0255490485579,-0.63831692934
9134,0.524990200996,-0.500450015068,0.191950008273,-0.0347538627684,0.983726203442,0.450889348984,0.896253228188
6616,-0.0808509588242,-0.419449985027,1.21204996109,-0.158984556794,-0.454122036695,-0.0600706636906,-1.2512447834
5223,0.0761821940541,0.881999969482,0.241200000048,-1.49055922031,-0.0532056763768,0.279052138329,-0.0519824624062
4690,-0.850187003613,-0.306500017643,-0.509850025177,-0.377783238888,2.24303531647,1.55837202072,0.109276533127
958,0.653854310513,-1.75340008736,0.866649985313,0.096280708909,-0.0610321462154,-0.241252049804,-0.967230618
1616,0.202925205231,0.0975999981165,0.165799975395,0.500924289227,-0.50585693121,0.514531373978,-0.178356647491
991,-1.18663430214,0.0,0.108949996531,0.10284050554,-0.226232275367,-1.04389357567,0.333751529455
6347,-0.265587568283,-0.269950002432,0.995399951935,0.342965096235,-0.555109858513,-0.0909306406975,-0.928115487099
6714,-0.189345479012,2.44865012169,0.32800000906,-0.525371968746,-0.00523194670677,0.770941793919,0.248393058777
652,-0.24869993329,-1.25174999237,1.12770009041,1.79544091225,-0.346363544464,-0.573762118816,-0.79212397337
4331,-0.295420467854,-0.0358000099659,-0.402999997139,0.515240848064,1.3332092762,-0.343993157148,0.869756579399
7099,0.101083397865,-0.62450003624,0.586050033569,-0.521310925484,-0.368144214153,-0.177096739411,0.146605938673
10320,-0.666296482086,0.876749992371,0.546150028706,-1.36024045944,-1.22003245354,-0.344754189253,-0.560081601143
2042,-1.09460115433,0.240600019693,-0.603500008583,1.23120522499,0.567181825638,0.0278099924326,-0.483856409788
843,0.148462370038,-1.17984998226,0.293700009584,1.76001143456,-0.396049946547,0.0851000919938,-0.817705452442
840,0.286196351051,-1.16205000877,1.09599995613,-0.0720828846097,0.790291905403,0.625604271889,0.354434996843
7048,-0.148665696383,-0.507899999619,-0.833150029182,-0.647443950176,2.97484612465,0.76299071312,0.76092261076
4851,1.02375626564,-0.361400008202,2.23740005493,1.39839160442,-0.493903309107,-0.989631712437,1.54937052727
6464,0.464674890041,-0.927550017834,-0.306699991226,0.162962242961,-0.800981402397,-0.570570886135,-0.263644933701
23410,1.45360612869,-0.227099999785,1.84170007706,0.865469276905,-0.737945079803,-0.578807651997,-0.406760215759
54205,-2.69058513641,-2.04745006561,-1.17365002632,-1.17846310139,-2.44773721695,0.880017399788,0.786548495293
2770,0.322210490704,-1.18805003166,-3.62140011787,1.23224210739,-0.522484660149,0.284212976694,0.846957206726
80204,0.153688490391,-0.938899993896,1.98160004616,0.672695457935,0.109425321221,-0.0411497056484,0.314978003502
4208,-0.243610262871,-0.701300024986,-0.701499998569,-0.47004711628,-0.384275764227,-0.11661824584,0.400031268597
1845,1.12140381336,-1.73520004749,0.354749977589,-0.40587580204,-0.109817877412,-1.212875247,0.0323200821877
23368,0.353774428368,2.3884499073,0.209250003099,0.299025714397,-0.460594564676,4.63273906708,-0.878326773643
5583,0.126512765884,-0.901199996471,-0.578649997711,-1.12524902821,-0.547765135765,1.10456192493,0.531804263592
8900,0.419399946928,-1.04519999027,2.18009996414,0.351948827505,-0.612151443958,0.282395392656,0.840983510017
581,-0.740108370781,-4.24420022964,0.517549991608,3.83400940895,-0.987477838993,-0.628541707993,-1.03119039536
6193,-0.0698051676154,0.466150015593,-0.354299992323,0.00397480279207,-0.30045157671,0.327010512352,0.424727380276
6622,0.481950104237,-0.771699965,1.46564996243,0.158866479993,-0.579263150692,0.595546960831,0.121611908078
11261,-0.517432391644,1.40075004101,2.13910007477,-0.0701790452003,-0.0402774512768,-0.403733342886,0.923970103264
6696,-0.310080260038,-0.826450049877,0.680700004101,-0.944312870502,-0.436646699905,-0.0638186484575,-0.831889033318
8312,-0.625574111938,-0.551550030708,-0.638150036335,1.01093888283,-0.452876329422,0.25829154253,-0.432426512241
835,0.163305222988,-0.123050004244,0.321299999952,0.190762907267,0.201466143131,0.616667211056,0.110011309385
8324,0.902011573315,-0.762750029564,4.41295003891,1.12146043777,0.822595477104,0.546370863914,0.094094581902
1848,-0.0947941243649,-1.42409992218,-6.17449998856,-0.679207265377,0.700396299362,-0.885496377945,-0.169690310955
154,-0.98674249649,-0.547899961472,-0.968800008297,0.492851942778,0.562198162079,0.133516028523,0.471817910671
4312,0.347008377314,-0.736999988556,-0.446350008249,1.35461449623,0.67271900177,-0.693403363228,-0.685680925846
994,-0.158340752125,0.656649947166,-0.727849960327,0.0741362720728,0.325457036495,0.324036985636,0.275675356388
2048,0.421965450048,-0.712050020695,1.12954998016,0.704968512058,-0.0555752925575,1.118917346,-0.0615068674088
1111,-1.31502306461,-0.96229994297,0.448199987411,0.29713627696,1.7906140089,0.02827501297,0.0540674887598
5154,1.66002297401,0.906650006771,-0.727650046349,0.905775666237,0.20680347085,-0.48459726572,1.10608959198
2920,0.309356868267,-0.109050005674,-0.542949974537,0.178727090359,0.397588372231,-0.0574185997248,-0.727012395859
3122,0.230107784271,0.22904998064,-0.21305000782,0.0156967714429,-0.775953888893,-0.289688110352,-0.738286733627
2769,-0.0402803048491,0.442999958992,-0.217449992895,0.860770463943,-0.766576945782,-1.14651978016,-0.615149915218
5900,-0.632239222527,1.08259999752,-0.22389999032,-0.770210623741,0.310460448265,-3.94228219986,-0.158576130867
6304,-0.19255772233,0.394650012255,-0.410099983215,-0.111228168011,-0.339363634586,-1.07490646839,-0.654825747013
5211,0.0284247845411,0.535499989986,0.937849998474,1.29935419559,-0.612719416618,-0.65836083889,-0.378610372543
2886,-1.74904894829,-1.61594998837,1.10354995728,0.808731913567,-0.724418759346,-1.0688431263,-0.559421598911
9261,-0.404820263386,1.18195009232,-0.302999973297,-0.412094146013,0.558195412159,0.692244112492,-0.166014820337
8569,-0.411504268646,0.393749982119,1.39344990253,0.322582840919,-0.924902796745,-0.986504971981,-0.873012185097
3303,0.217993199825,0.422150015831,-0.537150025368,0.492779761553,0.368752419949,-0.441532462835,-0.0605127364397
5331,-0.347947537899,0.433349996805,0.781850039959,1.24957060814,-1.02579855919,-0.887986600399,-0.356549859047
5347,-0.108567684889,-0.317149966955,0.115050017834,0.00291635841131,0.0796534717083,0.256620258093,-0.130724608898
4638,0.857259333134,-1.45355010033,0.440650016069,1.88082766533,0.876640677452,-0.059299595654,3.29695439339
2264,-1.22918844223,1.32299995422,2.48930001259,-0.617767930031,-0.634667098522,0.0265239626169,0.0931453108788
1029,-0.608012080193,0.948700010777,-0.0116999894381,-0.592387080193,-0.611165046692,-0.471027851105,0.298226028681
1027,-0.369384974241,-1.00024998188,0.146649986506,0.497335404158,-1.0120806694,-0.5899502635,0.87332701683
2597,-0.233719214797,-0.00034999998752,0.00130000000354,0.0,0.226675882936,-2.04949855804,0.0
55847,1.18601536751,-1.40909993649,-0.575049996376,-0.405786186457,0.812671363354,-1.38283240795,-0.868302345276
25803,-0.043426707387,0.284000039101,0.436749994755,0.675074398518,-0.895587265491,-1.18464291096,-0.408584952354
3480,1.13208699226,0.617500007153,1.0814499855,0.122753679752,0.84495806694,0.189993143082,0.469911843538
2946,-1.05485105515,-0.0469500049949,0.4416000247,-0.750044167042,-1.06806862354,-0.649512171745,-1.00904214382
9517,-0.29218506813,-0.229949995875,-0.38820001483,-1.23693871498,0.691456437111,-0.175131872296,0.86855083704
25987,-0.447401553392,1.24485003948,1.08185005188,-0.754166007042,-0.220850735903,-0.86168807745,0.164147615433
23670,0.601858198643,1.24944996834,-1.29914999008,-0.76555120945,0.0138237327337,0.604921996593,1.20327699184
11182,-0.0508768707514,-0.0256500095129,0.854250013828,0.880724966526,-1.13387775421,-1.6174993515,0.607154607773
2146,-0.126898244023,0.856249988079,0.252499997616,0.511275410652,0.451362431049,1.2422554493,0.507867991924
3385,0.748300671577,0.686749994755,0.57564997673,0.555836379528,-0.0683273077011,-0.148759648204,0.538980007172
5261,0.527288913727,0.160549998283,0.758149981499,0.801837384701,-0.970984280109,-0.140966400504,-0.662069380283
10765,0.0271591320634,1.81134998798,1.26909995079,-1.05432498455,-0.670573115349,-0.502001821995,-0.882282853127
25839,0.0883043855429,1.36094999313,-2.64254999161,-0.264232695103,-0.0705166459084,-0.160974726081,0.338655054569
4172,0.378192663193,1.25310003757,-0.123699992895,-0.386264383793,0.696781039238,0.0416853278875,0.210973709822
23161,-0.956536829472,-1.22364997864,0.32260003686,0.387721002102,-0.797537922859,-0.80518579483,-0.594897329807
10298,-0.626577854156,1.30075001717,-0.919299960136,-0.758747756481,-0.938560009003,0.4739164114,-0.189960420132
1802,0.293277025223,0.702049970627,-0.965600013733,0.866694748402,-0.53046309948,0.917259395123,0.921816051006
58533,0.562070071697,0.55110001564,-0.170450001955,-0.180023878813,0.108543768525,-0.918402731419,0.237069100142
147179,-0.476085931063,0.80915004015,0.293049991131,0.51582467556,1.24279725552,0.763972640038,0.0556174963713
29937,-0.281943053007,-0.560850024223,-0.746349990368,0.604287624359,0.0668623670936,-0.918694674969,0.213686600327
6184,-0.667278289795,-0.770749986172,-2.79449987411,-1.42636871338,-0.500850379467,-0.522824585438,0.340029299259
9854,-0.865568697453,1.17344999313,-0.263650000095,-0.684783220291,-0.0483890995383,0.774469256401,0.695144832134
2553,-1.87798726559,0.422600001097,-3.32074999809,0.292990267277,0.774002790451,1.23567140102,0.349056065083
5440,-0.640213012695,-1.13349997997,-2.23829984665,0.0667933225632,0.525358319283,0.432866632938,0.0106154754758
54623,0.698900640011,-0.601000010967,1.30970001221,0.270731270313,-0.682096362114,-1.21681261063,0.0473107397556
9533,-0.0692999362946,-0.40830001235,-0.403800010681,0.250642836094,-0.620140433311,-0.192712768912,-0.287937015295
8607,-0.473982930183,-0.565800011158,-0.364550024271,1.00411474705,-0.0513356812298,0.437343925238,0.458463430405
207,-0.773339569569,0.593200027943,-2.75045013428,-0.266991049051,-0.215395450592,1.51875185966,0.358221083879
26054,0.141301944852,1.60160005093,1.10019993782,-0.0396900251508,-0.687935888767,-0.00421675667167,0.21500967443
10682,-0.239303290844,-0.223349988461,-0.874049961567,0.279785424471,0.208712220192,0.249255537987,1.68486022949
8573,-0.292045235634,1.12234997749,-0.45940002799,0.0111457929015,0.789063692093,1.1729786396,0.387170135975
23378,-0.257948160172,-0.465000003576,-0.319299995899,-0.343109548092,0.01157528162,0.471435308456,0.607270121574
8553,0.543165683746,-0.374699950218,-0.483850002289,-0.72686612606,-0.49540668726,0.311809182167,0.559371173382
622,0.0171369165182,0.383249998093,-1.35535001755,1.95842015743,0.101417809725,0.616471230984,-0.317342340946
9467,-1.31634783745,-0.188300013542,0.281100004911,0.000936165452003,-0.329933494329,0.0804147422314,-0.940086007118
5525,-0.0167053937912,1.43250000477,-0.0326500236988,-0.00612634047866,1.18461513519,-0.491950631142,-0.0124822407961
256364,0.0831234306097,1.27094995975,0.885450005531,0.424892365932,-0.403571516275,-0.128731355071,-0.421354085207
332,-4.21142053604,1.58080005646,-0.373899996281,0.433539181948,0.426308840513,-0.544731616974,0.200012147427
2058,-0.707322895527,0.771600008011,-1.47110009193,-0.605766534805,0.970910787582,1.22474551201,0.485589832067
7849,-0.0517844557762,0.956900000572,0.139999985695,0.179248094559,-0.303219079971,1.51383721828,0.198221981525
23244,0.460784047842,-1.47200000286,0.238700017333,-0.862622916698,0.717336952686,1.24079024792,0.361561864614
7494,-1.82929933071,0.362849980593,-0.669350028038,0.00676545500755,0.483101308346,-0.0561630800366,0.45408976078
4836,-1.4629073143,-0.670099973679,0.383450001478,0.542596161366,-0.432580411434,-1.17400717735,-0.551113009453
23647,1.24331343174,1.45965003967,0.37395003438,-0.535243809223,-0.649584770203,-0.430495172739,-0.116938970983
10617,-0.142756268382,-0.0623500049114,-0.740200042725,0.732184350491,0.0709301382303,-0.471281081438,0.386268556118
2184,-0.386154174805,0.782200038433,0.462449997663,-0.246476262808,-0.590121567249,-0.645029246807,-0.0510001480579
5355,0.0506267994642,-0.242449998856,-0.359100013971,-0.0984772518277,-1.50978422165,-0.458497315645,-0.686924219131
6659,-0.143860042095,1.2172999382,-1.17685008049,0.138618513942,-0.269977986813,0.776725649834,0.093404263258
