rid,DOS020_VCAP_6H:BRD-K71387353-001-01-1:5.04,DOS020_VCAP_24H:BRD-K71387353-001-01-1:5.04,DOS043_A375_24H:BRD-K71387353-001-01-1:5.04,DOS043_A549_24H:BRD-K71387353-001-01-1:5.04,DOS043_HT29_24H:BRD-K71387353-001-01-1:5.04,DOSBIO001_A375_24H:BRD-K71387353:10.0773,DOSBIO001_A549_24H:BRD-K71387353:10.0773,DOSBIO001_HT29_24H:BRD-K71387353:10.0773,DOSBIO001_MCF7_24H:BRD-K71387353:10.0773,DOSBIO001_PC3_24H:BRD-K71387353:10.0773,DOSBIO001_NEU_24H:BRD-K71387353:10.0773,DOSBIO001_NPC_24H:BRD-K71387353:10.0773
5720,-0.851641654968,-1.41804230213,1.58552467823,0.432150006294,-2.389742136,0.798020482063,-0.159643039107,-0.441297262907,-0.963280439377,-0.65435218811,-0.255649983883,-0.644057631493
466,0.45564031601,-1.51687610149,1.95029759407,0.157350003719,-0.691584825516,0.67242026329,1.11171615124,-0.531219542027,-0.721397042274,-0.126251876354,2.03489995003,-0.818306088448
6009,0.563102304935,0.0999319702387,0.757808923721,0.0551000013947,-3.23562455177,0.309921532869,-0.408819615841,-0.624170541763,-0.562186360359,0.301503896713,-1.06690001488,-0.913131594658
2309,-0.516071379185,-0.988275408745,-0.0107975266874,0.551800012589,0.167789757252,-0.0889717042446,-0.779084563255,-0.122144967318,-0.236537948251,-0.785563230515,-4.22949981689,-0.589715719223
387,0.64078605175,0.639278888702,1.01052093506,2.36644983292,-1.51416611671,-0.0301158726215,1.18687224388,-0.72533082962,-0.275642991066,-0.523054540157,2.52644991875,-0.122866906226
3553,0.41895866394,-0.532943844795,-1.36390912533,-1.41879999638,0.187645867467,-0.67930829525,-1.15017402172,-0.787481606007,0.455859601498,-0.857104599476,0.529250025749,0.768268942833
427,1.23671364784,1.24283564091,-1.05584931374,-0.20530000329,2.47355079651,-0.0809883326292,1.77659499645,-0.293714344501,0.239231035113,-0.0613106191158,-1.36100006104,0.152039021254
5898,-3.09126758575,-0.762209892273,-0.17683967948,-1.11439990997,0.664670646191,-0.184947475791,-0.893426299095,-2.61943864822,-2.82024335861,-1.16385829449,0.876950025558,-2.05623102188
23365,0.415089726448,-0.477494001389,-1.19468343258,-0.649500012398,-0.237679973245,0.0328749120235,0.704655528069,1.23189663887,1.03375458717,0.629646539688,0.856000006199,0.228799775243
6657,1.25715434551,0.789336740971,-0.415611356497,-1.47730004787,0.997030138969,-0.853970766068,-1.0635393858,0.154598668218,0.74524641037,0.0227642953396,-0.704450011253,0.299027860165
5054,0.030392639339,-1.11690545082,-0.643498003483,-0.0418999791145,0.225651592016,0.270818829536,0.21841520071,-1.07101583481,2.35531282425,0.30439132452,-1.21504998207,-0.500987529755
3108,0.0716650485992,-0.142170116305,1.9827170372,0.894050002098,2.93889307976,0.347458839417,0.564608931541,-0.771842360497,1.02485704422,0.874125480652,1.41514992714,0.760644614697
1950,0.697060883045,-0.596957743168,-0.228694573045,-0.665899991989,3.1853864193,0.332996219397,0.208256363869,0.381727606058,0.909169733524,-0.45506978035,-0.597749948502,-0.100297801197
351,-1.00815403461,0.46601575613,-0.886509597301,-0.304250001907,1.54949367046,0.183142364025,-1.18925583363,-0.234992414713,1.87494838238,1.18011856079,-2.82950019836,-0.0138273835182
4846,-0.529473781586,0.411011457443,0.551248908043,0.603250026703,3.16247272491,0.442103505135,0.92982506752,-0.352890253067,0.485924273729,-0.96896147728,0.374249994755,0.413172543049
1452,-0.463901251554,-2.9779458046,-0.0913004055619,0.135650008917,-1.07083415985,-0.735945463181,-0.677357673645,1.03144013882,-0.130516529083,0.112694650888,-2.28854990005,-0.770555078983
4776,0.567717015743,0.187030732632,-1.78843796253,-1.71780002117,2.31039810181,-0.394777834415,-0.755835950375,-0.162192285061,2.28408360481,0.54651761055,1.95460009575,1.61737632751
6908,0.4769128263,-1.24680566788,1.0566380024,1.32679998875,-1.17820572853,0.385029256344,-0.353578746319,-0.726083099842,-0.545731365681,-0.307752341032,-2.16384983063,0.0351825803518
672,-1.25350487232,-0.112459741533,-0.170649573207,0.756449997425,0.366713762283,0.327895283699,0.098388120532,-0.0605847500265,0.247948646545,-0.859738111496,-2.78445005417,-0.349973082542
5710,-1.22442054749,-1.27733027935,-1.37825238705,-2.27309989929,-0.558605492115,-0.862877964973,0.350976318121,0.0145093500614,-0.661657691002,0.0982823073864,-3.10699987411,-0.453777462244
2115,-1.379535079,0.792502582073,-0.772697687149,-0.1820499897,1.44184470177,1.19691693783,-0.758331775665,0.210493087769,-0.225194677711,0.412082254887,0.142100006342,0.596789002419
7015,0.0514109134674,0.0844294726849,-1.62124025822,-1.89759993553,1.47471129894,-1.77339172363,-0.556418895721,0.0515034981072,1.10638356209,1.24402344227,0.671800017357,0.342428028584
8726,0.231983214617,0.589030325413,-1.39861047268,0.327649980783,-2.0024266243,0.337211072445,1.81867408752,-0.585011005402,-0.59148389101,-0.166232064366,-1.16939997673,-0.71784299612
2185,1.24376809597,-0.272871911526,-2.02663755417,-0.894749939442,3.24663281441,-0.652375400066,-1.70133090019,0.101124450564,1.74757492542,0.256184607744,0.857800006866,0.196748703718
3315,-1.50922989845,0.0263574272394,0.882105648518,-0.112649992108,-1.6729310751,0.447086513042,-0.362564921379,1.31276702881,-0.771335721016,0.712566554546,-1.39835000038,0.250687777996
5289,0.750284850597,-0.399977236986,-0.145550474524,-1.57955002785,1.49610459805,-1.18581902981,0.987277269363,-0.0607249885798,0.31429323554,-0.374568521976,0.360950022936,-0.840579628944
868,-0.530752718449,0.32672855258,-0.2303802073,-0.484799981117,0.391630619764,0.526577293873,-0.334115236998,-0.016235768795,0.595861554146,-0.978675484657,-1.17414999008,-0.495133846998
1677,-0.51616281271,-1.83499336243,-0.468692272902,-1.08704996109,3.06637907028,-0.637016057968,-0.466800749302,0.688917338848,1.23305737972,0.32002478838,0.553350031376,0.486267805099
7043,0.10037676245,-0.177891492844,-2.09096264839,-2.12374997139,0.494024991989,-0.838330984116,-0.877584457397,-0.683354139328,-0.258977293968,-0.435913145542,0.290100008249,-0.293406426907
5613,0.398369520903,-0.81167536974,0.961148679256,-0.943099975586,-0.268812417984,-0.384847104549,-1.84533333778,-0.606687605381,1.92988634109,1.54107415676,-0.530250012875,1.15782296658
595,-0.627427518368,-1.14081585407,-0.87344712019,1.20244991779,-0.526796162128,-0.772654056549,0.4950273633,-0.0747926533222,-0.875955820084,-0.340763449669,0.634299993515,0.213879913092
4793,0.385868281126,0.235891520977,1.10946345329,2.03274989128,1.12443304062,-0.963411748409,0.425971627235,-0.468844652176,-0.280196845531,-0.0277937650681,2.72635006905,-0.286358594894
2736,0.15276902914,0.0759723782539,-1.18567454815,-0.787249982357,0.130880117416,0.368231624365,-0.9863063097,-0.13175085187,1.58546376228,0.395931780338,0.333199977875,0.149502173066
5290,0.28510504961,-0.587378144264,0.00706859864295,-1.00580000877,1.51015019417,0.301628947258,-1.48640429974,-0.984466195107,-0.073691830039,-0.900847792625,-1.13654994965,0.407495856285
6194,-0.08850222826,0.22545710206,0.000699999975041,-0.00034999998752,-0.46398961544,0.616487503052,0.391908019781,-0.598174452782,0.49673768878,0.153208360076,-3.61925005913,-0.238496601582
1676,1.17705452442,0.151380434632,-2.27157831192,-1.35974991322,3.59631228447,-0.418667793274,-1.79896771908,-1.27641034126,1.06799912453,-0.261056602001,2.40159988403,0.582651436329
23512,-1.76986956596,1.26173186302,-0.424877822399,-0.109300017357,-1.86485469341,-0.0420088469982,-0.509362637997,0.0335605591536,1.35678195953,0.267388701439,-2.2312002182,-1.27466070652
148022,0.208496376872,0.464732825756,0.641208767891,0.399300009012,-0.545537471771,-0.800176918507,0.22041580081,0.674859762192,1.52255392075,0.680642783642,1.24000000954,-0.40254765749
1906,-0.345915943384,-0.439689189196,0.346865981817,-0.361699998379,0.180896773934,-0.898819208145,-0.453102827072,0.53806501627,2.02736949921,0.353799670935,1.23600006104,-0.814254760742
8878,-1.21287059784,-0.554105460644,-1.41831994057,-0.953250050545,-2.36107826233,-0.389022529125,1.21299302578,3.77874231339,-0.427262425423,0.58002102375,-0.47310000658,-0.758164346218
3091,-1.16501092911,-0.250814795494,0.425066649914,-0.627900004387,1.28757214546,0.675170242786,-0.674086928368,-1.08805537224,1.34430551529,1.29973220825,1.39974999428,0.165246590972
5743,0.0790912210941,2.01032948494,0.809211611748,0.175049990416,1.6958681345,-1.25590741634,1.67098808289,0.514585018158,-0.0941118001938,0.207498595119,0.949899971485,0.433372408152
5321,0.754237830639,-0.0129828155041,-2.40508413315,0.438049972057,-0.125143870711,-0.323983430862,-0.507599830627,0.420231431723,0.29184448719,0.761203229427,-0.818599998951,0.918321311474
4144,-1.16538155079,-0.459553986788,-1.50410294533,-3.32660007477,-2.55402326584,0.0811335146427,1.02842402458,0.0610286146402,-1.63034319878,-0.00456610321999,-2.99035000801,-0.08404687047
1981,0.473327130079,-1.49840140343,-1.3128105402,2.33109998703,-0.309789478779,1.00957083702,-0.686794161797,0.60434794426,-0.322782367468,0.125276431441,4.37139987946,0.851509690285
695,-0.791637301445,-0.0424470305443,3.30020737648,-1.047549963,3.14343523979,-0.265328854322,-0.580313742161,-0.243909448385,0.288778662682,-0.349324941635,1.02929997444,1.0721154213
10398,-0.173474624753,-0.288849174976,-1.62730646133,-1.20464992523,0.661177039146,-0.262008428574,-1.8306504488,-1.13148868084,0.716257572174,-0.860599517822,-0.514450013638,0.710033893585
5708,-0.732918262482,0.576874673367,-0.679687082767,-1.3655500412,0.168010875583,0.0707634463906,-0.937990546227,0.915576219559,1.19867932796,1.01836025715,1.85134994984,0.613201737404
1213,0.780762434006,0.556613922119,-0.981012225151,-1.52974998951,-0.513327419758,0.328312456608,1.47048020363,0.503176450729,-1.06808078289,1.45647239685,0.126399993896,0.273700833321
226,-0.603103995323,-0.533575773239,-0.732722461224,-0.883050024509,-0.478263109922,-1.10833775997,0.786903440952,0.943746328354,0.057619959116,0.704316675663,0.16654998064,0.479378342628
6777,0.139305323362,-0.365881085396,2.53887939453,-0.436350017786,-0.0628446042538,-0.147170707583,1.47427499294,0.865958809853,0.0071137174964,0.00756369531155,2.75819993019,0.892181277275
2113,-0.165156215429,-0.0561434626579,-1.04058039188,-0.723699986935,-1.68166708946,0.448316395283,-1.08638441563,1.69610178471,0.574004769325,-0.343116939068,0.737900018692,0.852683365345
3329,-1.01132929325,-1.81790292263,0.160815611482,-0.21439999342,-0.867968022823,1.03831148148,1.98670959473,-2.09475183487,-1.21400129795,-0.0773718729615,-1.57780003548,1.15609455109
1050,-0.705135822296,-0.895409464836,1.36890733242,2.37879991531,-0.971617937088,-0.548822939396,-0.0535438768566,0.223582416773,-1.07073783875,0.0931813269854,1.49989998341,-0.679203569889
9491,1.28443050385,0.894890606403,0.66307926178,-0.289750009775,2.57501125336,0.391432076693,0.930500626564,1.28068399429,1.76234650612,0.653563678265,1.50795006752,0.909707546234
22926,0.157759040594,0.258257269859,-1.33067750931,-0.495999991894,-0.388628602028,0.0629362910986,-0.539598047733,-0.422966986895,-1.08490490913,-0.0354929119349,-2.1711499691,0.228015840054
5899,0.723517656326,-0.344389796257,0.371246546507,0.555850028992,0.260139524937,0.365299016237,1.1175442934,0.977411150932,0.563624501228,-0.361582636833,2.31005001068,-0.293268948793
5467,0.106079250574,1.11675107479,-1.59968173504,-1.40565001965,-0.661244750023,-0.240661293268,0.319335430861,0.524053454399,1.64317822456,-0.880294501781,3.13680005074,-0.123639911413
6774,-1.04720306396,-0.958334922791,0.161235257983,-0.552799999714,-1.11624085903,-0.51766115427,0.141338378191,0.845727980137,0.628534436226,0.127125710249,-1.06325006485,0.745698213577
1788,0.982230842113,-1.1338956356,-1.40917062759,-2.47870016098,0.742893874645,-0.714764654636,-0.0431836098433,-0.397328913212,-0.320548981428,-0.28267750144,1.4211499691,1.25567293167
5921,-0.87525832653,0.192467212677,0.581069231033,0.352950006723,-1.32229268551,-0.503213524818,1.14217758179,-0.0461788475513,-0.866168618202,-0.491012096405,-2.72969985008,-0.294218629599
5721,0.196713984013,-0.600281000137,1.68240320683,0.148000001907,-1.28354609013,0.187626093626,-0.58551132679,-0.798986077309,-0.129363641143,-0.558820128441,-3.30085015297,-0.357245206833
2263,1.73340988159,-0.649584531784,-0.217558696866,2.17610001564,1.4613622427,-0.715277314186,-0.769375681877,0.268114566803,0.699105620384,0.707104563713,-0.565450072289,0.276616036892
808,1.7098801136,-0.166793256998,-2.04046940804,-1.14915001392,2.36030697823,2.24525761604,2.92872786522,0.892498314381,1.76377916336,0.298580020666,2.31500005722,1.91336083412
30001,-0.361074715853,3.12478756905,0.820365011692,1.34364998341,-0.392234027386,0.704709231853,1.02390265465,1.66583526134,0.319545716047,0.408264696598,1.16330003738,0.415393233299
348,-0.0478301607072,-0.733023166656,-1.1118272543,-0.706400036812,2.93792486191,-0.44918525219,-0.912902474403,-0.592469573021,0.873335957527,-0.349761724472,1.1318000555,-0.084570504725
