rid,MUC.CP001_MCF7_6H:BRD-K10499894-001-01-4:10.132,MUC.CP001_MCF7_6H:BRD-K10499894-001-01-4:3.3773,MUC.CP001_MCF7_6H:BRD-K10499894-001-01-4:1.1258,MUC.CP001_MCF7_6H:BRD-K10499894-001-01-4:0.3753,MUC.CP001_MCF7_24H:BRD-K10499894-001-01-4:10.132,MUC.CP001_MCF7_24H:BRD-K10499894-001-01-4:3.3773,MUC.CP001_MCF7_24H:BRD-K10499894-001-01-4:1.1258,MUC.CP001_MCF7_24H:BRD-K10499894-001-01-4:0.3753,MUC.CP001_NKDBA_24H:BRD-K10499894-001-01-4:10.132,MUC.CP001_NKDBA_24H:BRD-K10499894-001-01-4:3.3773,MUC.CP001_NKDBA_24H:BRD-K10499894-001-01-4:1.1258,MUC.CP001_NKDBA_24H:BRD-K10499894-001-01-4:0.3753
5720,1.61718785763,1.0511251688,1.78317832947,2.00885152817,0.959766685963,1.09573316574,0.650858163834,1.09479999542,0.791406095028,0.483006477356,1.19944310188,0.532160639763
466,-1.809653759,-0.905660510063,-1.3588681221,-0.935357570648,-0.481333315372,-2.10895252228,-1.54676687717,-1.79533338547,0.490367472172,0.71246099472,0.128231853247,0.547831773758
6009,1.49179172516,2.01801609993,1.15602123737,1.22962653637,-0.674833357334,0.394515693188,0.63928091526,-0.65526676178,0.260996729136,-0.37627696991,-0.4756539464,0.384791910648
2309,1.04380047321,1.26996600628,0.987696528435,1.11799347401,0.06603333354,0.203902572393,0.115830346942,-0.204166695476,0.385941356421,0.527164876461,2.1623852253,-0.178745031357
387,1.56139814854,1.8337469101,1.7610502243,2.1610660553,0.252033352852,0.118707001209,1.44147455692,-0.0646000355482,0.450848340988,0.142551645637,1.64766430855,0.425571680069
3553,-0.20236569643,-0.816979587078,-0.473921865225,-0.604321479797,-0.353666633368,-0.900097966194,-1.35374236107,0.294766634703,-0.470402657986,-0.552932977676,-0.0776787251234,-0.356306403875
427,0.144418120384,-0.162357330322,0.632924318314,-0.359099030495,0.414666652679,-0.75125092268,-0.741153120995,0.0651666522026,0.223752364516,0.378135114908,-0.727265894413,0.596040010452
5898,-1.16870868206,-0.795177459717,-1.44338834286,-0.631461679935,-0.282400012016,-2.20814704895,-2.60052847862,-0.70609998703,-0.270962536335,0.183134302497,-1.16628241539,0.459179162979
23365,-0.707752108574,-1.43378615379,-1.07300436497,-0.224258586764,1.10863339901,0.167542308569,0.383081585169,0.433933317661,0.23828625679,-0.549372732639,-0.96843290329,-0.669609248638
6657,0.795542418957,-0.127832308412,0.827006161213,0.0356953069568,0.0910333693027,-0.414290338755,-1.00748383999,0.804866671562,-0.594516158104,-0.432720959187,-0.254149198532,-0.849285840988
5054,0.126209467649,-0.228244170547,-0.588955402374,0.597392201424,-0.073266685009,0.349250972271,-0.947570621967,-0.0893666744232,0.413606852293,0.382797956467,0.943816184998,1.05804753304
3108,4.37611055374,-0.640186846256,1.8664598465,0.0446525663137,0.287833362818,-1.92928683758,-0.415266633034,-0.0785333365202,0.0098329782486,0.986415088177,5.84297800064,0.0150122791529
1950,0.375452101231,0.396236211061,1.21454691887,-0.588573038578,-0.0912666916847,0.577846467495,-0.872209429741,0.361300051212,-0.126057893038,0.320954918861,-0.312630206347,-0.361654818058
351,-0.563601732254,-0.762453496456,1.07058227062,-2.08770298958,-2.33663344383,-1.13883638382,-6.88325214386,-1.31180000305,0.346492707729,0.979260385036,0.126673206687,0.444514632225
4846,-0.630493462086,0.363631755114,-0.716062009335,1.03147935867,0.261466681957,-0.539102554321,-1.47123837471,0.179300010204,-0.05766768381,0.570786356926,0.926470160484,-0.186159491539
1452,0.271272957325,-0.0107896439731,0.431243300438,1.04579555988,-0.438733309507,-0.489791691303,0.708619058132,-0.250099956989,-0.290163606405,-1.0037958622,-1.01554572582,-0.403517633677
4776,-0.0680632069707,-0.662643909454,-0.450905323029,-1.06837272644,0.122300028801,0.18110948801,-0.552871882915,-0.0342000126839,-0.789743185043,-0.337450116873,-0.392536461353,-0.78206551075
6908,-0.185935735703,1.22744214535,0.412023365498,1.66248607635,-0.744266688824,0.0832885876298,1.21105980873,-0.423533320427,0.408568501472,0.159377038479,0.486866861582,0.350367933512
672,-2.49073934555,-2.69441771507,-2.63588500023,-0.828140437603,-0.196433335543,1.21337866783,0.390013813972,0.12610001862,-0.0776488631964,0.444945305586,-0.358156383038,0.750464558601
5710,0.364498198032,0.151462480426,0.727421522141,0.923622608185,-0.802666664124,0.520345151424,0.830529987812,-0.89086663723,0.595204234123,0.147361636162,1.12212574482,0.483254611492
2115,-0.521613657475,-1.32739186287,-0.0562396422029,1.83765208721,0.132133349776,-0.365497976542,-0.547405421734,0.240166664124,0.4149736166,0.0704077258706,-0.718449950218,-0.227795541286
7015,0.0618732720613,-0.154531896114,0.364686965942,-0.602644205093,-0.0927666723728,-0.058045309037,-0.508720159531,0.125233352184,-0.749590396881,-0.719412624836,-0.311161339283,-0.655381917953
8726,-1.27458536625,-1.40339064598,-2.69809770584,-0.989298582077,0.00896668434143,0.014742732048,0.0116265192628,-0.196966677904,0.0657536834478,0.357266545296,-0.426685214043,1.35616016388
2185,0.308297514915,-0.627838492393,0.200097948313,-0.357184112072,-0.325633347034,-0.664395987988,-1.00565719604,-0.0237666219473,-0.61113345623,-0.399948775768,-0.177907884121,-0.716641545296
3315,0.0781290233135,-0.0299701057374,-0.587676763535,0.237086609006,-0.123100012541,-0.0526818521321,0.744995117188,-0.500599980354,0.57389318943,-0.736653029919,1.26882886887,0.535254716873
5289,-0.434166371822,0.109148800373,-1.13652801514,0.386963814497,-0.374633342028,-0.621784985065,-0.272699445486,0.0797666609287,-0.162210151553,0.137437880039,-1.24008738995,0.0379165709019
868,0.115650832653,-0.179657235742,0.504621505737,0.0688284486532,-0.262433350086,0.0249386318028,-1.01027286053,0.454766690731,0.686566531658,1.08036780357,0.312702178955,-0.509778618813
1677,0.754965782166,-0.652579367161,0.853811264038,0.585288882256,-0.250833332539,-0.0183771122247,-1.04924356937,0.274899959564,-0.286314427853,-0.0462990179658,0.331095188856,-0.831735491753
7043,-0.546217501163,-0.117241546512,0.382693767548,0.370925277472,-0.196833342314,-0.556216955185,-0.455029904842,0.660600066185,-0.256597220898,-0.566978812218,-0.11721175909,-0.492787659168
5613,-0.340898483992,-1.33151471615,-0.201995044947,-1.3083627224,-0.253533303738,-0.608558952808,-1.19637060165,0.196100011468,-0.340636432171,-0.467298209667,-0.587047040462,-0.556116580963
595,-0.357001751661,0.332637012005,0.010009534657,1.23549163342,2.15726661682,0.420807957649,0.793200135231,-0.528866648674,0.432114124298,0.70260989666,-0.00638829171658,0.94469255209
4793,1.55538272858,1.0247040987,2.01172375679,1.49725651741,0.527433395386,0.0910309106112,-0.397596389055,2.07580018044,0.268408179283,1.56462192535e-07,0.525867760181,4.41016340256
2736,0.633745372295,-0.56010389328,-0.439741045237,0.103764206171,0.877200067043,-0.754196345806,-1.06767308712,0.201566666365,-0.862514793873,-0.416620731354,-0.860391736031,-0.29420542717
5290,0.267514705658,0.118605703115,-0.0259248390794,-0.427581608295,-0.315733343363,-0.78252851963,-1.11957609653,0.0340000241995,-0.795935928822,-0.399484664202,-0.32169803977,-0.602737009525
6194,-0.0258086398244,0.249451115727,0.394046574831,0.0822211652994,-3.27266669273,-0.287503927946,-0.219540372491,-1.36496675014,-0.00043972482672,4.53315697087e-05,-0.00158548098989,0.0
1676,0.000611602736171,-1.26636362076,-0.676530361176,-1.2450504303,0.164466708899,-0.0754949226975,-0.645621955395,0.60083335638,-0.797660827637,-0.716255307198,-0.240770161152,-0.597219407558
23512,-1.74231958389,-1.35743033886,0.249374374747,-1.3507848978,-1.28123342991,0.822532176971,0.163941353559,0.582933306694,-0.0855471119285,-0.504305660725,0.339903771877,0.929418385029
148022,-0.391834169626,0.069672100246,-0.765176951885,1.11036455631,0.700533390045,0.412158191204,-0.83670347929,-0.664100050926,0.179419964552,0.139897942543,-0.223531126976,-0.320574611425
1906,-2.08049798012,-0.486696600914,0.785909295082,-0.972744524479,-0.55529999733,-0.47922000289,-1.11504387856,-0.230699971318,-0.0703963711858,-1.35772264004,-0.320639699697,-0.281606942415
8878,0.145969673991,0.436958104372,0.188410311937,0.91709959507,-0.567633390427,0.127260357141,0.479157447815,-0.490866690874,0.294188380241,0.258485376835,0.32480442524,0.249288037419
3091,-2.0582485199,-2.52092862129,-1.52804946899,-2.13062024117,-1.25633335114,-1.56678974628,-2.97329258919,-0.902300059795,0.233067363501,-0.558744668961,0.0615498200059,0.29962900281
5743,-0.269604921341,-0.490189194679,-0.198976278305,-0.147061288357,1.32770001888,-0.302277565002,-0.594918131828,0.78523337841,-1.82697296143,0.512951076031,0.684202134609,-0.174069717526
5321,0.226163730025,-1.05814027786,0.283376395702,-1.5593726635,-1.62056672573,0.191366121173,-1.62458539009,-0.480199933052,-0.7595962286,-0.478210389614,-1.09860169888,-0.862097859383
4144,0.396978527308,0.0512609146535,0.276156365871,0.73959594965,-1.04523336887,-0.432348191738,-0.215317472816,0.296566694975,-0.318319052458,-0.20247811079,0.508869588375,-0.510614573956
1981,0.144695281982,1.07723164558,-0.00026261806488,0.262233495712,0.323466688395,-0.00872997194529,-0.229985415936,0.250033348799,-0.379643559456,0.108464583755,-0.39647758007,-0.493594437838
695,0.841198980808,-1.42352604866,-0.0513015091419,0.0630241185427,-0.476100027561,-0.783886253834,-0.361081957817,0.131199985743,0.968060910702,0.760822534561,0.920673489571,-0.320380657911
10398,-0.0705787837505,-1.04197633266,0.864243626595,-0.913046658039,-0.35150000453,-0.224533647299,-0.51184463501,0.022033309564,-0.0172683373094,-0.359966367483,-0.398118913174,0.540806949139
5708,0.870681345463,0.53826880455,-0.313072234392,0.0644431263208,0.246900036931,-0.315151870251,-0.464372605085,0.34536665678,0.450789391994,0.128786951303,1.73416960239,-0.605821728706
1213,0.0304451547563,0.128453671932,-0.326949417591,-0.180551484227,-0.087199985981,0.56607401371,1.40187776089,-0.530733346939,0.80288374424,0.585713148117,1.19430816174,0.74615418911
226,0.217267811298,0.565170764923,0.0580512732267,1.0299911499,-0.236200019717,0.119539819658,1.43743157387,-0.566266655922,0.450668185949,-0.524458169937,1.29932749271,0.31502404809
6777,-0.324305444956,0.916648209095,-0.496157348156,-0.129176855087,0.019833356142,-0.0770629495382,-0.0401086583734,0.183100000024,-0.831543505192,1.23206460476,-0.551871836185,-0.310711443424
2113,0.145817175508,-0.563529908657,0.630449771881,-0.38123819232,-0.316633373499,-0.401426076889,-0.826186180115,0.0370000004768,-0.941003501415,-0.168433979154,-0.382800787687,0.131368726492
