rid,CPC002_HA1E_6H:BRD-A35989968-001-03-4:10,CPC002_HA1E_24H:BRD-A35989968-001-03-4:10,CPC002_HCC515_6H:BRD-A35989968-001-03-4:10,CPC002_HCC515_24H:BRD-A35989968-001-03-4:10,CPC002_PC3_6H:BRD-A35989968-001-03-4:10,CPC002_PC3_24H:BRD-A35989968-001-03-4:10,CPC002_VCAP_6H:BRD-A35989968-001-03-4:10,CPC002_VCAP_24H:BRD-A35989968-001-03-4:10
5720,-0.0602393448353,-0.783004522324,0.294259607792,-1.40953922272,-0.196158722043,-1.76679718494,-1.4428614378,-0.41474622488
466,0.752691864967,-1.23414564133,-0.34922593832,-0.761602938175,-0.530478417873,-1.85550153255,-1.9185706377,-0.732402682304
6009,-0.335761755705,-0.781031310558,0.315830916166,-0.409688711166,0.157294303179,0.211866244674,-0.401664972305,-1.19437742233
2309,0.272890776396,0.124251052737,-0.0729608908296,-0.366482883692,-0.918885886669,-1.06422317028,1.88639760017,1.38564586639
387,-1.01813042164,-0.372132897377,-0.0461324676871,0.122102104127,1.56453359127,-0.0985766127706,0.538877487183,0.193479016423
3553,0.307445108891,0.220365568995,-0.142452865839,-0.463005423546,-1.06996536255,-0.441805332899,1.6445555687,0.555695295334
427,0.129187613726,-0.462908148766,-0.100173324347,0.881546497345,-0.510126411915,-0.394409447908,-0.318730801344,-0.290142774582
5898,0.246803671122,-1.56813561916,-0.345998853445,-0.416340708733,0.787064790726,-0.0868205651641,0.260529458523,-0.0687944442034
23365,0.212617978454,-0.328140199184,-0.186330124736,1.13143050671,2.12997961044,0.622425615788,0.131459027529,1.02551841736
6657,0.145607084036,0.181295886636,8.32128620148,-0.586106538773,-0.798030674458,0.968090415001,0.426375031471,0.197702899575
5054,2.00108075142,1.65327906609,0.550260186195,0.340621829033,0.433902144432,-0.612166821957,-0.119074426591,-0.33724796772
3108,0.547736525536,-0.403693079948,-0.0831953436136,-0.385605037212,-0.0238874666393,0.215479701757,0.0462584942579,1.0663921833
1950,-0.947627365589,-1.45336925983,-0.0152385979891,0.617641568184,-1.11658573151,0.114554211497,0.344034463167,-0.413637697697
351,0.898116409779,0.383517026901,0.238741919398,0.703862726688,-1.63065445423,0.23273023963,-1.56504535675,0.346910148859
4846,0.239449217916,-0.647881627083,-0.0412107221782,-0.932365596294,-0.592655777931,-0.183345749974,0.494873195887,3.64048981667
1452,-0.539595425129,-0.824268519878,0.246466770768,0.226683676243,0.328492850065,0.209612131119,-0.641953825951,1.3905967474
4776,-0.491174727678,-0.23591978848,-0.5572270751,0.383757501841,-0.905048847198,1.00104105473,1.21034312248,-0.117125503719
6908,-0.361643850803,0.13002333045,-0.386238247156,-0.928640961647,0.290337562561,-0.827914237976,-0.561931014061,-0.808742761612
672,0.376627624035,-0.0380008406937,-0.343656480312,-0.56271392107,0.109391346574,-1.08037233353,-0.667451500893,-1.56177043915
5710,0.298313438892,-0.217941597104,-0.072082400322,0.00837448239326,-0.0267659462988,-0.13721755147,-0.369427293539,-0.147795796394
2115,-0.32889059186,0.836594343185,-1.70051395893,-0.0987225174904,-0.70152425766,-1.28971421719,0.682105600834,0.123998507857
7015,-0.255485922098,0.56969833374,-0.0881234705448,-0.00667932629585,-0.326083004475,0.407616257668,0.534549057484,0.905991911888
8726,-0.165846049786,-0.138961881399,-0.495606780052,0.137465551496,0.205418393016,-0.0664337947965,0.339624762535,0.0994369834661
2185,0.516390740871,0.908524036407,0.157859772444,0.484468519688,-0.369633883238,1.45067083836,1.23075532913,0.40339744091
3315,-0.140986293554,-0.0893101394176,-0.205564320087,0.507643640041,0.447948008776,0.203261345625,0.780214905739,-0.357667148113
5289,-0.325567662716,0.520273208618,-0.225176230073,0.287027597427,0.075643569231,-0.456853687763,0.0038849376142,-0.173402160406
868,0.554430246353,0.175803571939,-0.255237549543,2.13584852219,-0.030914183706,0.409851133823,0.112696528435,0.043463088572
1677,-0.331994444132,-0.266244202852,0.415412187576,1.42287862301,-0.648425936699,-0.627470612526,0.134674012661,-0.64460927248
7043,0.0370060764253,0.410892963409,-0.258065223694,0.592071533203,0.0185513291508,-0.329263210297,0.617802023888,0.278846651316
5613,0.607930660248,0.211185261607,-0.0415866672993,0.389255732298,-0.813364803791,1.33910536766,-0.134024739265,-0.221191644669
595,-0.00254960358143,-0.918880701065,0.221418499947,0.460952758789,-0.143923103809,-1.08189237118,-0.357659399509,1.50697541237
4793,-0.617541313171,-0.824886083603,-0.173146143556,0.554482758045,0.192170739174,0.536299705505,-0.448931366205,0.80007815361
2736,-0.0656904429197,-0.753798425198,-0.548303127289,-0.385054528713,-0.61492818594,1.14821457863,2.15804028511,-0.303348958492
5290,0.904126644135,0.263651072979,-0.142955780029,-0.149180203676,-0.273227930069,1.36490881443,1.22479104996,-1.06696653366
6194,0.0,-0.623451590538,0.000232063481235,0.0,-0.293342411518,0.0445031709969,-1.63756549358,0.15218219161
1676,0.575968027115,0.468228161335,-0.100369587541,0.769828081131,-0.34461158514,1.1629396677,1.10476434231,0.240157708526
23512,-0.229516908526,-0.655768752098,-0.24787838757,-0.324267029762,-0.758256793022,-1.85993897915,-0.639171123505,-0.654579162598
148022,-0.0773154497147,0.111096933484,-0.0556997060776,-0.766901910305,0.128355190158,-0.510904192924,-1.12064826488,0.342363595963
1906,-1.1830368042,-2.66383218765,-0.108833923936,-0.782293200493,0.0390122532845,1.34011566639,-0.765606760979,-0.342916786671
8878,-0.806668043137,-0.634269952774,-2.21827721596,-2.01170778275,0.177011489868,-1.31088781357,0.123465485871,0.668731570244
3091,1.14147055149,0.285617351532,0.837528169155,0.353228956461,-0.0579537265003,-0.071927472949,0.0952273532748,0.421515703201
5743,1.13836562634,0.00590023398399,-0.537077069283,1.09146165848,-0.531653821468,-0.0309442207217,0.710668563843,0.333114564419
5321,0.72608923912,0.502571165562,-0.0999777838588,0.556260049343,-1.13365912437,0.833713948727,0.256589442492,-0.286430358887
4144,-0.550249695778,0.356044620275,1.16791856289,0.989394187927,-1.06514656544,-0.137298747897,-0.614206850529,0.0106817856431
1981,-0.788249373436,-0.033496119082,-0.184390693903,0.54155933857,0.427218556404,-0.884679317474,0.185081481934,3.28243494034
695,0.201108917594,-0.621284365654,-0.126300528646,-0.121207714081,0.492536276579,0.293317645788,0.422996163368,-0.983484745026
10398,-0.0672863125801,-0.163322329521,-0.145736858249,-0.722519814968,-1.14286565781,-0.683249115944,0.767074942589,0.094494946301
5708,0.608242154121,-1.47030091286,-0.961324691772,-0.362542450428,-0.373765408993,-2.50688624382,0.0624349340796,-0.302194327116
1213,-0.884521722794,-0.258619844913,-0.286449581385,-1.14998173714,0.476125240326,-0.744002342224,-0.216849163175,0.881104946136
226,0.486037015915,0.0050345659256,-0.401540100574,0.0398984104395,0.276083469391,0.327060520649,-0.171363472939,0.256339728832
6777,-0.206897854805,-0.493335127831,1.53895270824,-0.365917026997,0.57177644968,-0.409304946661,0.700296401978,0.132177948952
2113,0.203978553414,0.00967860966921,-0.19083853066,0.983997404575,0.20264390111,-0.472209781408,0.318226456642,-0.105816237628
3329,-0.856047034264,-0.325653880835,0.632879555225,0.579156517982,-0.392020821571,-1.1324763298,-0.995617032051,-1.58807682991
1050,-0.610421359539,-0.836534619331,0.288693666458,-0.0479533001781,0.329118192196,-0.502284884453,-2.01396203041,1.00679385662
9491,-0.00500396825373,0.132077559829,0.904836058617,0.190147668123,-0.441845625639,1.11470651627,0.98634237051,0.295289814472
22926,0.115298695862,0.198308810592,0.0263336747885,0.356111288071,-0.14490032196,-0.542331337929,0.934965610504,0.184015750885
5899,-1.10055196285,0.0384230017662,-0.758210241795,-1.35465025902,-0.556404232979,0.325097858906,0.166654989123,1.47774195671
5467,-0.180272683501,-0.00543135218322,0.315272212029,0.101188123226,1.66612374783,0.455730468035,0.403822243214,0.351550489664
6774,0.400101065636,-0.384905040264,0.716565430164,0.795568525791,0.715615272522,-0.0909554511309,0.697998523712,1.30315995216
1788,0.235149726272,0.624640583992,-0.155224710703,0.670985281467,-0.46739962697,1.77785933018,0.444041967392,-0.0214289277792
5921,-0.556963443756,0.396463423967,2.00836825371,-0.944505631924,1.02204525471,0.351797193289,0.414293289185,0.203932642937
5721,-0.569415390491,-0.59763520956,-0.419076442719,-1.12330365181,0.576575517654,-1.00197064877,-1.60700464249,0.765414893627
2263,-0.281168937683,-0.35414609313,-0.0323964953423,0.363217055798,-0.878671228886,0.571121931076,0.61501955986,0.0161721371114
808,0.299742996693,1.44316387177,-0.0334471464157,-0.199652731419,-0.546321630478,0.995486617088,1.51945710182,-0.158999204636
30001,-0.428931355476,-0.0489950925112,-0.374504297972,0.312096714973,-0.383593529463,0.879378437996,-0.0231553018093,1.46045446396
348,0.30964589119,0.364208698273,-0.368420034647,0.756690740585,-0.322550863028,0.376357376575,0.716929793358,0.437198638916
30849,-0.245930597186,0.0175939798355,0.368444919586,0.190358266234,-0.351187616587,-0.544772624969,0.439328998327,0.0882183015347
1454,-0.935027599335,0.537862420082,0.0584898851812,-0.11684410274,0.15594188869,0.436732500792,0.165087327361,-0.991691112518
6500,0.0523339100182,0.0280305575579,0.778312504292,0.531474530697,1.54375970364,0.351716756821,-0.379456341267,1.19966197014
5627,0.932836413383,-0.614425063133,-0.233436509967,-0.166708707809,-0.299741059542,-0.977501571178,-1.40263652802,-0.193046838045
5715,-0.0184064209461,-0.482641160488,0.000721633434296,-0.221914023161,0.672161579132,-0.112993605435,-0.0648420006037,-3.06979990005
4791,-0.0283740609884,-0.26347130537,-1.03949820995,0.161835491657,-1.31710422039,0.253253340721,0.249110355973,0.274807244539
56924,0.358568221331,-0.407161056995,0.168013900518,-0.0700615346432,0.701195836067,-0.8062261343,-0.689741075039,-0.476689636707
2690,-0.736824393272,-0.056732237339,-0.0256058946252,-1.09767985344,3.0690715313,-1.21882379055,-1.26613771915,-1.5126183033
1019,0.575215339661,0.526551485062,-0.274738192558,-0.254624426365,0.0633018314838,0.849573791027,-1.67509770393,-0.228010803461
51422,-0.431955039501,-0.880748927593,0.480282187462,-1.01935184002,0.797601699829,0.140097796917,0.0912340953946,0.913448572159
5788,0.254765152931,-0.393887341022,0.571950733662,0.656380951405,-0.156842172146,0.988534450531,0.0114409029484,-0.294656455517
6709,-0.332965373993,-0.115713499486,-0.322224259377,-0.924366354942,-1.30329418182,-0.961354017258,-0.376099348068,0.178232401609
1277,-0.712911307812,0.38929694891,0.145422622561,-1.77440953255,3.00560235977,-0.527555286884,0.205299258232,1.07328033447
993,-0.0814262777567,-0.182160392404,0.101968124509,-0.0156125426292,0.31627124548,-1.19686043262,-1.16527485847,-1.84705638885
7157,0.241441562772,-0.462838888168,-0.554830729961,-0.178897038102,-0.131451383233,-0.969375193119,-1.55586314201,0.0925446003675
1958,-0.718840777874,0.983827590942,-0.0600228533149,-0.433661729097,0.438260734081,-0.135560199618,-0.0896406322718,0.244397968054
4582,0.599917471409,0.193345233798,0.920420765877,2.45627045631,3.3519654274,0.903677463531,-0.239712044597,0.771356582642
9212,0.288043797016,-0.702184200287,-0.791420638561,1.10528361797,0.691009402275,0.0463392101228,-0.0811342000961,-1.05164337158
