rid,CPC014_A375_6H:BRD-K41170226-001-05-4:10,CPC014_A549_6H:BRD-K41170226-001-05-4:10,CPC014_A549_24H:BRD-K41170226-001-05-4:10,CPC014_ASC_24H:BRD-K41170226-001-05-4:10,CPC014_HA1E_6H:BRD-K41170226-001-05-4:10,CPC014_HCC515_6H:BRD-K41170226-001-05-4:10,CPC014_HEPG2_6H:BRD-K41170226-001-05-4:10,CPC014_HT29_6H:BRD-K41170226-001-05-4:10,CPC014_MCF7_6H:BRD-K41170226-001-05-4:10,CPC014_MCF7_24H:BRD-K41170226-001-05-4:10,CPC014_NEU_24H:BRD-K41170226-001-05-4:10,CPC014_NPC_24H:BRD-K41170226-001-05-4:10,CPC014_PC3_6H:BRD-K41170226-001-05-4:10,CPC014_PC3_24H:BRD-K41170226-001-05-4:10,CPC014_PHH_24H:BRD-K41170226-001-05-4:10,CPC014_SKB_24H:BRD-K41170226-001-05-4:10,CPC014_VCAP_6H:BRD-K41170226-001-05-4:10,CPC014_VCAP_24H:BRD-K41170226-001-05-4:10,NMH002_FIBRNPC_24H:BRD-A08027849-236-01-7:10,NMH002_FIBRNPC_24H:BRD-K41170226-001-10-4:10,NMH002_FIBRNPC_6H:BRD-A08027849-236-01-7:10,NMH002_FIBRNPC_6H:BRD-K41170226-001-10-4:10,NMH002_NEU_6H:BRD-A08027849-236-01-7:10,NMH002_NEU_6H:BRD-K41170226-001-10-4:10,NMH002_NEU_24H:BRD-A08027849-236-01-7:10,NMH002_NEU_24H:BRD-K41170226-001-10-4:10,NMH002_NPC_6H:BRD-A08027849-236-01-7:10,NMH002_NPC_6H:BRD-K41170226-001-10-4:10,NMH002_NPC_24H:BRD-A08027849-236-01-7:10,NMH002_NPC_24H:BRD-K41170226-001-10-4:10
5720,-0.20134960115,-0.338467091322,-0.337415516376,0.665728330612,0.312152534723,0.39971742034,0.716461002827,-0.374245166779,0.482692539692,-0.190635636449,0.670650005341,1.29883337021,-0.248341977596,-0.449133902788,0.994035065174,-0.246003255248,-0.511488139629,-0.183455348015,0.571259856224,-0.472908824682,0.971648335457,-0.187792241573,0.542499959469,-0.985678672791,-0.612640142441,-0.750972211361,0.127139732242,-0.85178476572,0.297054767609,0.368712604046
466,0.352823495865,-0.780026078224,1.20290720463,-1.01113319397,0.00487068574876,1.03577458858,-0.187564298511,-0.413458317518,2.06461071968,-0.962763309479,-0.604700028896,-0.168700024486,-0.661673724651,0.420243740082,-0.680334925652,-1.13133144379,-0.13456171751,1.34866547585,0.598142743111,-0.599911391735,-0.367062330246,0.0573759451509,0.149533346295,0.267431944609,2.85412716866,-0.0372621379793,-0.316667795181,-0.569187581539,-1.37332940102,0.807263970375
6009,-1.61570775509,-0.21552670002,0.444801717997,-0.324853599072,-0.356342494488,-0.657392442226,-0.114187657833,-0.663228750229,0.408088922501,-0.51806229353,0.246500000358,-0.538633346558,0.0083668101579,0.654704928398,-1.71239924431,-0.465945482254,0.194512009621,0.764142990112,0.279282391071,-0.371034622192,0.628458738327,0.0896394178271,0.195833325386,-1.26134288311,-0.834882676601,-1.56654012203,0.286143481731,-1.44410991669,0.687696456909,-0.574826359749
2309,0.518625259399,-0.227767392993,-0.218072503805,-1.18141794205,0.553073942661,0.457379728556,-0.584269881248,-0.460525244474,0.186910912395,-0.567869782448,0.19794999063,-0.894933342934,0.0475282073021,-0.0965929925442,-0.40145534277,-1.01222455502,-0.9151892066,0.158080905676,-0.708499193192,0.0464353263378,-0.712188601494,-0.0760817080736,0.640433371067,-1.01360821724,0.162744522095,-1.07625746727,-0.526394486427,-0.770674407482,0.965769410133,-0.308554589748
387,-1.89728832245,-0.636523246765,-0.0837785899639,-0.293101906776,-1.03274428844,0.03384514153,-0.0883602574468,-0.543263494968,0.274857401848,-0.0279083251953,0.736500024796,-0.598566710949,0.116163864732,1.54155373573,-1.17553949356,-0.511793196201,-0.328236371279,-0.394842624664,0.432009160519,-0.36884611845,1.33638393879,-0.314487576485,0.421966671944,-1.01109576225,-1.75512003899,-0.509633541107,0.311052083969,-0.554413676262,1.06261825562,-0.477597892284
3553,0.35448217392,0.5963062644,-0.258066833019,1.27403557301,0.480366438627,0.0162532329559,0.154434934258,1.1320053339,1.33013665676,0.0414827316999,-0.742449998856,0.407800018787,-0.323224693537,1.33288836479,1.45265495777,0.796311199665,0.690730810165,-0.178084969521,-0.0790062397718,0.755011439323,-0.225336819887,1.07342076302,-0.629066705704,1.09292900562,0.538597822189,1.24472880363,-0.349085986614,1.42329525948,-0.197822809219,-0.559897840023
427,0.36237257719,0.100863128901,-0.966013789177,-0.693475365639,-0.401027321815,-0.174814000726,-0.23410782218,-0.284480065107,2.16605353355,-0.575350701809,0.724150002003,-0.257233351469,-0.37533262372,-0.0339703634381,0.411478191614,0.336362123489,-0.331195920706,0.824110269547,0.0267767682672,-1.23720180988,-0.127727985382,0.108930200338,0.0182000100613,0.17908808589,2.95823478699,-0.102210879326,-0.353027313948,-0.320941448212,-1.17494380474,0.46761366725
5898,0.206210911274,-1.47973608971,0.200189590454,-1.03927898407,-0.437709599733,-0.126266434789,-0.439536094666,-1.76353645325,0.294124603271,0.157513186336,0.251650005579,-0.689266681671,0.250186920166,0.0605925917625,-0.398508101702,-0.175662323833,-0.665379106998,0.253183037043,0.165754958987,-0.732453227043,0.603193581104,-0.28177818656,-1.42913341522,0.135672807693,1.33815145493,0.355718493462,-0.280681192875,0.181211769581,-2.71676206589,0.162172287703
23365,-2.05482029915,-0.479304134846,-1.29362857342,-0.12269102037,-1.50889158249,0.116409465671,-0.551308333874,-0.821311175823,-0.137077271938,-0.225124686956,-0.186699986458,0.194099992514,-0.337159752846,1.77553296089,1.15326809883,-0.301991075277,-0.26380699873,0.321060776711,-0.15939411521,-1.63610625267,0.343559831381,0.0804728716612,0.491866707802,-0.0554735511541,-1.30218851566,-0.65566277504,0.180227160454,1.11965203285,-1.14098858833,0.120879366994
6657,0.631130099297,0.289441049099,0.183768972754,0.401927947998,1.00856590271,0.146413713694,0.0878028571606,1.03536510468,1.22841358185,0.367038279772,0.700899958611,0.11983332783,-0.276586771011,-1.11934757233,0.92282563448,0.438030034304,0.590283751488,-0.197575941682,-0.281070619822,1.26368618011,-0.965104162693,0.616804242134,-0.249600023031,-1.00063574314,0.504772007465,-1.899279356,0.655509412289,-0.77253562212,0.558645188808,0.342982053757
