rid,DOS029_VCAP_24H:BRD-K74046820-001-01-5:5.25,DOS033_A375_24H:BRD-K74046820-001-01-5:5.25,DOS033_A549_24H:BRD-K74046820-001-01-5:5.25,DOS033_HT29_24H:BRD-K74046820-001-01-5:5.25,DOS033_MCF7_24H:BRD-K74046820-001-01-5:5.25,DOS033_PC3_24H:BRD-K74046820-001-01-5:5.25,DOSBIO001_A375_24H:BRD-K74046820:10.4904,DOSBIO001_A549_24H:BRD-K74046820:10.4904,DOSBIO001_HT29_24H:BRD-K74046820:10.4904,DOSBIO001_MCF7_24H:BRD-K74046820:10.4904,DOSBIO001_PC3_24H:BRD-K74046820:10.4904,DOSBIO001_NEU_24H:BRD-K74046820:10.4904,DOSBIO001_NPC_24H:BRD-K74046820:10.4904
5720,0.611378908157,0.464510023594,-0.516207277775,0.314585804939,0.164733335376,0.584432542324,-0.0337356925011,0.211033299565,1.50679254532,0.492011427879,0.0542794317007,-0.38069999218,-0.398317366838
466,1.89487814903,0.674668371677,0.148849412799,-0.390455901623,0.695133388042,-0.436704218388,1.02065849304,-0.68354344368,0.194950580597,0.683673381805,0.914077162743,0.219950005412,0.440291106701
6009,-0.0306311845779,-0.183200284839,-0.596382379532,-0.201395094395,-0.215433344245,-1.07279348373,-0.722741365433,0.0724160373211,0.716051578522,0.198531806469,1.49281907082,0.182300001383,-0.0181125402451
2309,-1.89621305466,0.401443600655,-0.804235398769,-0.20079472661,-0.550966620445,-0.00648703426123,-0.0109251141548,-0.0221653580666,0.0286373496056,-0.325316280127,-0.299297392368,0.267949998379,0.106413029134
387,1.16445088387,0.00250270869583,-0.897985041142,-0.0398586951196,-0.161233335733,-0.523013174534,-0.0463796854019,-1.03702092171,-0.557151913643,0.838036417961,1.03721296787,-0.580649971962,0.28984811902
3553,-1.45755505562,-0.0592934973538,0.675215542316,-0.138130277395,0.406500041485,-0.776232242584,0.142733663321,0.914489924908,0.933599054813,0.461155861616,-0.123699478805,-0.302549988031,-0.595322966576
427,0.772036910057,-0.317420482635,0.00600707530975,0.248632609844,1.25706672668,-0.290040612221,-0.137057676911,0.204532802105,0.444605529308,0.189636573195,0.0383447520435,-0.906449973583,0.366681814194
5898,1.38396215439,-0.797530412674,-0.717771232128,0.740878641605,0.324800014496,1.18953514099,0.0512155294418,0.736940681934,0.746292114258,0.586448132992,0.137276738882,-0.192699998617,0.935412704945
23365,0.455670237541,-0.118879005313,0.254521340132,0.610744416714,-0.0261666700244,0.226804062724,-0.436149716377,-1.0871655941,-0.821142494678,-0.594749987125,-0.27333766222,0.65600001812,-0.180555298924
6657,-0.94152200222,-0.23686273396,0.802605926991,-0.521381855011,-0.270599991083,0.516504049301,0.530360817909,0.647094726562,1.60112798214,0.756805539131,-0.801587045193,0.688950002193,0.380990684032
5054,-0.220041677356,-2.51732754707,-0.00691494345665,-0.678114414215,-0.265766680241,0.473972141743,1.45386040211,-0.883096277714,0.0751335918903,0.752599656582,-0.487530231476,-1.40529990196,0.15121665597
3108,0.545095562935,-0.894669771194,-0.760737717152,-0.428880482912,-0.222200021148,0.222841113806,-0.215663611889,0.0449914038181,-0.177512228489,0.767581760883,1.0203666687,-0.523499965668,-0.0605955272913
1950,-0.443200230598,0.342645525932,0.643730521202,-0.521660447121,-0.00139999389648,0.628590583801,-0.907064855099,1.39121747017,3.59220385551,0.117709986866,0.133601546288,1.01154994965,-0.261332571507
351,-1.43833518028,0.509308338165,0.0513163655996,-0.790688514709,0.737366676331,0.175515532494,-0.130100220442,0.127419829369,0.974571883678,-0.650554120541,-0.110532358289,-0.858299970627,-0.637373268604
4846,0.346384912729,0.0418958365917,-0.292979747057,-0.241263404489,0.480966687202,0.276388883591,-0.411800295115,-0.0400741994381,0.138429969549,0.909606337547,0.313637554646,0.0374500006437,0.713142335415
1452,0.849748373032,-0.0775447040796,-1.22553002834,0.714084804058,-0.415966689587,0.454598009586,-0.675684094429,0.511553645134,0.00522430241108,0.155412018299,0.50313693285,0.803900003433,0.689448773861
4776,-0.228231742978,-0.309585928917,1.66069173813,-0.622893810272,0.421733349562,-0.0516313314438,0.160056740046,-0.0503068938851,-0.150015190244,-0.464103937149,-0.885980963707,-0.470300018787,0.372299969196
6908,1.01232862473,-0.00678333640099,-0.0461748838425,0.527808487415,-0.05233335495,0.380739450455,0.431098401546,-0.389877825975,0.296760201454,0.14528554678,1.41148126125,0.651499986649,0.203616082668
672,0.0106135308743,-0.563248157501,0.440134197474,-0.0293242000043,0.418633341789,0.823982477188,0.474466651678,-0.108986891806,0.641269207001,0.567646741867,0.760217726231,0.621999979019,-0.317181766033
5710,1.42024970055,0.127543106675,-1.64067900181,0.950706362724,0.00586667656898,0.301594376564,0.850830793381,-0.996379315853,-1.00357425213,0.046934992075,1.16976797581,0.684949994087,0.509949862957
2115,-0.0499753877521,-0.378576785326,-0.626981019974,-1.06525373459,-0.0484666675329,0.0929662361741,0.377403616905,1.45975089073,0.428757548332,-0.312329024076,0.13407087326,-0.359850019217,0.169122800231
7015,-1.24105453491,-0.422789245844,0.543824791908,-0.92914044857,0.910833358765,0.879794597626,0.583979427814,0.795734345913,1.08951544762,-0.752138257027,-1.66082167625,-0.769749999046,-0.760156691074
8726,-0.568842113018,-0.485507369041,0.118819713593,4.63552761078,-0.0671333372593,0.434670448303,0.745343387127,0.138336241245,1.46145474911,0.198464751244,2.15715241432,0.603150010109,0.392427146435
2185,-0.504014790058,-0.183524534106,0.624755859375,-0.605569601059,0.43166667223,0.862270355225,-0.165632277727,0.984302163124,1.20587801933,-0.269905626774,-1.09718966484,-0.899999976158,-1.25256371498
3315,-0.690369725227,-0.120952755213,-0.467111229897,0.76952713728,-0.296299993992,0.159829601645,-0.350825786591,0.375346451998,-0.0713930130005,0.323717981577,1.03088581562,0.141649991274,0.259914398193
5289,0.935036242008,0.369898200035,-1.34244370461,-0.405883729458,0.159833312035,0.170609325171,-1.25340604782,1.17968082428,0.0337631814182,0.628823697567,-0.451959788799,-0.191200017929,-0.349291712046
868,-0.923041462898,0.179172948003,-0.683790206909,-0.979604959488,0.031966663897,0.0295469090343,-0.427219748497,-0.807836294174,0.00114190578461,-0.44086894393,-0.468226462603,-0.0946500152349,-0.744745135307
1677,0.648187756538,0.585974216461,1.0768276453,-0.771754205227,-0.0954333394766,1.31459331512,-0.0105259865522,0.906087636948,-0.225186288357,0.352708756924,-0.159045517445,-0.221499994397,-0.466206550598
7043,-0.888719201088,-0.213725298643,-0.0966156870127,-0.48771071434,-0.631733357906,0.35991948843,-0.139195531607,0.746077716351,0.155796959996,-0.168494194746,-0.214044630527,-0.439049988985,-0.762383818626
