rid,DOS013_VCAP_6H:BRD-K80171496-001-01-6:5,DOS013_VCAP_24H:BRD-K80171496-001-01-6:5,DOS040_A375_24H:BRD-K80171496-001-01-6:5,DOS040_HT29_24H:BRD-K80171496-001-01-6:5,DOSBIO002_A375_24H:BRD-K80171496:9.99304,DOSBIO002_A549_24H:BRD-K80171496:9.99304,DOSBIO002_HT29_24H:BRD-K80171496:9.99304,DOSBIO002_PC3_24H:BRD-K80171496:9.99304,DOSBIO002_MCF7_24H:BRD-K80171496:9.99304,DOSBIO002_NEU_24H:BRD-K80171496:9.99304,DOSBIO002_NPC_24H:BRD-K80171496:9.99304
5720,0.969412624836,0.923936367035,0.566250026226,-0.791949987411,-0.491200000048,-0.390739440918,0.0971628427505,0.59681558609,-0.0461940169334,0.95064997673,1.44425058365
466,-0.615268349648,0.234988436103,0.385850012302,-0.086050003767,0.0376999974251,0.13582354784,0.334979265928,-0.684989750385,-0.734882712364,-0.465600013733,-0.967601180077
6009,-0.192961141467,0.0162772387266,-0.00435000658035,2.43190002441,0.43125000596,-0.873093366623,0.267222583294,0.236089646816,0.214909821749,0.241149991751,-0.0930337011814
2309,-0.129510655999,-0.842412829399,-0.749899983406,0.259750008583,-0.144799992442,-1.24723291397,0.316982716322,-0.37577393651,1.26550483704,-0.292299985886,-0.730507493019
387,-0.148414567113,0.414978861809,-0.312800019979,3.13275003433,-0.15600001812,-0.6138240695,-0.0261858701706,0.777195096016,0.157435894012,-0.0197999998927,-0.691209375858
3553,-0.357010185719,0.472429931164,0.504700005054,-1.46095001698,0.159449994564,1.20789432526,0.707479655743,1.63641452789,0.764512002468,-0.232500001788,0.452950835228
427,-1.48045432568,-0.661945104599,0.240050002933,-0.0525500029325,0.309500008821,0.0932646021247,1.48832559586,-0.749260783195,0.418666601181,1.35000002384,0.284530371428
5898,-0.52824640274,0.167104110122,0.270700007677,-0.426899969578,0.0921000018716,-1.53245127201,-0.250254452229,-0.782070696354,-0.77287197113,-1.22530007362,-0.349028676748
23365,-0.449917435646,-0.450786888599,0.702449977398,0.347350001335,-0.382650017738,0.890533804893,-0.761247992516,0.942480146885,0.556272983551,0.380849987268,-0.135844767094
6657,-0.266004800797,1.13663554192,0.0219000019133,-2.03414988518,-0.0170499682426,0.183988392353,-0.28338932991,-0.729806900024,0.337939083576,-1.22745001316,0.188765481114
5054,-0.262033432722,-0.140913963318,0.113549992442,1.25104999542,-0.533100008965,-0.658045470715,-0.789487600327,0.445259869099,-0.793398559093,-0.246399983764,0.520129263401
3108,0.231750294566,0.224933534861,0.42919999361,2.75999999046,-2.02155017853,-0.74063128233,0.281343787909,0.391635239124,-0.157831788063,0.0827000141144,-1.70339941978
1950,-0.0769958943129,-0.0350400209427,-0.111900001764,-1.04664993286,-0.00674998760223,0.460835039616,0.625289320946,-0.37899273634,-0.0901286676526,-0.0412499979138,-1.08735215664
351,-0.593630552292,-1.29952454567,0.19224999845,-0.868250012398,0.80009996891,-0.875077307224,-0.180722609162,-0.141272947192,0.138459593058,0.256300002337,0.605788707733
4846,-0.297419667244,-0.961596786976,-0.196900010109,-0.0209499895573,-0.0428500175476,0.269951105118,0.248640596867,-0.709553778172,-0.217226684093,0.582700014114,-0.837143778801
1452,0.273605287075,-0.0360174775124,-0.781999945641,-0.169299989939,-0.278549998999,-0.233791708946,-0.060003221035,-1.54335808754,0.377476990223,0.513849973679,0.475840657949
4776,0.344236522913,1.08429551125,0.414200007915,-1.11135005951,0.174249991775,2.9299018383,-0.489856153727,-0.349805951118,0.160395950079,0.19280000031,0.135588392615
6908,0.930063843727,-0.860240459442,-0.11645001173,-1.06019997597,-0.161500006914,0.790157079697,0.299456775188,0.681607484818,-1.28963208199,0.595499992371,0.902850151062
672,-0.363394796848,-0.564727842808,-0.99270004034,-2.20510005951,-0.207049995661,-1.07680130005,0.0940608382225,0.0309687256813,-1.25238847733,-0.149749994278,0.387057989836
5710,-0.292353093624,-0.410396337509,-0.393700003624,-1.35514998436,0.382250010967,0.641728699207,-0.235429525375,-0.519901275635,0.242598623037,0.739049971104,1.13416337967
2115,-0.629510998726,0.764522731304,0.247449979186,-0.805400013924,0.545599997044,-0.501559495926,-0.640282988548,1.16992628574,0.0499489754438,-0.981050014496,-0.566972374916
7015,0.148530721664,1.83719873428,0.383650004864,-2.10584998131,0.615800023079,1.08990252018,0.167867988348,-1.68007552624,-0.099980533123,-0.106999993324,0.680083751678
8726,-0.772528707981,0.191076278687,0.304549992085,2.65960001945,0.23014998436,-0.277307271957,-0.106217034161,0.38390403986,-0.861871242523,0.814050018787,-0.425149738789
2185,0.144744470716,0.64946782589,1.23175001144,-1.01584994793,-0.36755001545,1.10579264164,-0.232941493392,-1.47923374176,0.598523378372,-0.156700015068,0.496754765511
3315,1.18969976902,0.312756597996,0.487949997187,1.63709998131,-0.2024500072,-0.00796359777451,-0.0203444212675,0.613146960735,0.495621323586,-0.286850035191,-1.2258644104
5289,-0.672850310802,0.190720364451,1.09139990807,-1.93579995632,-0.417950004339,1.64284026623,-1.03576254845,-0.8752861619,0.327245950699,-0.158150017262,-1.02993226051
868,0.130044683814,-0.269670248032,0.0629500150681,1.38330006599,-0.260199993849,0.235217064619,0.314252406359,1.06460475922,0.7307497859,0.170350000262,0.267248511314
1677,-1.38047397137,0.458005398512,0.366950005293,-0.746450006962,-0.391200006008,1.93693852425,-0.352924644947,-1.16253209114,-0.204535856843,-0.29469999671,0.213354438543
7043,-0.522224903107,-0.357106626034,1.05060005188,0.819649994373,-0.205949991941,2.08982133865,-0.505137205124,0.616216540337,0.889516055584,0.332300007343,1.16530478001
5613,-0.42286914587,1.33543765545,0.141849994659,-0.615299999714,0.853049993515,0.998627603054,-0.36031627655,-1.62648677826,0.439645290375,0.40909999609,0.434655874968
595,-0.454552263021,0.120936267078,-0.674499988556,2.10704994202,-0.267500013113,0.0153093785048,-0.133708775043,0.160335272551,-1.51845908165,-0.338950008154,-0.390602946281
4793,0.665987730026,2.72166633606,0.258799999952,1.71035003662,-1.08134996891,4.11200380325,-0.476888298988,1.77700233459,-0.409086078405,-0.621249973774,-0.440559089184
2736,-0.130125492811,1.5051753521,-0.127250000834,0.0810000002384,-0.512449979782,-0.883950591087,0.234294563532,-1.13271832466,0.437862992287,-0.034049987793,0.0508296042681
5290,1.33414137363,0.685953021049,1.40974998474,-0.578549981117,0.45064997673,0.0642081648111,0.376496583223,-1.85766553879,0.690271735191,-0.00554999709129,-0.770840764046
6194,-0.0220313370228,0.438055813313,0.0,0.846149981022,-1.07760000229,0.224723815918,-0.512016236782,0.655119478703,0.719102621078,0.1929500103,0.31498080492
