rid,DOS029_VCAP_24H:BRD-K03050720-001-01-4:4.97,DOS033_A375_24H:BRD-K03050720-001-01-4:4.97,DOS033_A549_24H:BRD-K03050720-001-01-4:4.97,DOS033_HT29_24H:BRD-K03050720-001-01-4:4.97,DOS033_MCF7_24H:BRD-K03050720-001-01-4:4.97,DOS033_PC3_24H:BRD-K03050720-001-01-4:4.97,DOSBIO001_A375_24H:BRD-K03050720:9.94436,DOSBIO001_A549_24H:BRD-K03050720:9.94436,DOSBIO001_HT29_24H:BRD-K03050720:9.94436,DOSBIO001_MCF7_24H:BRD-K03050720:9.94436,DOSBIO001_PC3_24H:BRD-K03050720:9.94436,DOSBIO001_NEU_24H:BRD-K03050720:9.94436,DOSBIO001_NPC_24H:BRD-K03050720:9.94436
5720,0.376826763153,0.762929856777,1.42356014252,0.30885002017,-0.617826223373,-0.434661865234,0.353342890739,0.402315616608,0.914947509766,-0.0107733011246,0.376012176275,2.55255007744,-0.297632932663
466,-1.26146376133,0.589947104454,0.826332390308,0.0480499863625,-2.05618357658,-1.09419536591,-0.23998054862,-0.488364160061,-0.538865745068,-0.235288083553,0.585956633091,0.164899989963,0.73222720623
6009,-0.392661124468,0.451878964901,0.0594261847436,-0.965849995613,-0.230152979493,1.18268108368,0.25215497613,0.135027080774,0.258526533842,-0.626411795616,0.197739899158,-0.256049990654,0.7019059062
2309,0.269210785627,0.395497620106,-0.701752662659,1.01679992676,-0.93034273386,-0.146705180407,0.52424287796,-0.19807907939,-0.31514069438,-0.0311987400055,-0.668207883835,-0.265549987555,-0.305834889412
387,-0.877950429916,0.619669914246,-0.0764283537865,-0.483150005341,-0.60820555687,-0.323846101761,-0.385111361742,-0.167466133833,0.0614458322525,-0.175365179777,0.949886918068,-0.799349963665,0.276834130287
3553,1.71427440643,-0.618256747723,-0.593579888344,0.759649991989,2.72580814362,0.673897564411,-0.738783180714,-0.572247624397,-0.951922535896,0.116494931281,-0.0710609182715,0.249050021172,0.508775770664
427,-0.930694460869,-0.0250306352973,-0.532872200012,0.498350024223,0.311498254538,0.458406656981,-0.29172205925,0.580727040768,-0.117268502712,-1.09415435791,1.39578187466,0.630349993706,0.341482460499
5898,-2.6647799015,-0.0801781713963,0.534888505936,0.0320000052452,-1.0801807642,-0.306421637535,0.348794966936,-0.00331810116768,-1.0756726265,-0.356808930635,0.178733289242,-0.50284999609,0.507911324501
23365,0.0823387801647,-0.185412198305,0.0364609211683,-0.47595000267,0.679551243782,0.707891285419,-0.998748362064,-0.881582200527,0.556580901146,-0.977495551109,-0.305860042572,-0.929700016975,-0.54399907589
6657,0.934742927551,-0.513439953327,0.584105789661,-0.114199995995,2.16443967819,0.826066434383,-0.0795761942863,0.183357670903,-0.0501089692116,0.496349185705,-0.648578345776,-0.130400002003,-0.186773985624
