rid,DOS025_VCAP_6H:BRD-K22080587-001-01-0:5.02,DOS025_VCAP_24H:BRD-K22080587-001-01-0:5.02,DOS047_A375_24H:BRD-K22080587-001-01-0:5.02,DOS047_A549_24H:BRD-K22080587-001-01-0:5.02,DOS047_HT29_24H:BRD-K22080587-001-01-0:5.02,DOS047_MCF7_24H:BRD-K22080587-001-01-0:5.02,DOS047_PC3_24H:BRD-K22080587-001-01-0:5.02,DOSBIO001_A375_24H:BRD-K22080587:10.0476,DOSBIO001_A549_24H:BRD-K22080587:10.0476,DOSBIO001_HT29_24H:BRD-K22080587:10.0476,DOSBIO001_MCF7_24H:BRD-K22080587:10.0476,DOSBIO001_PC3_24H:BRD-K22080587:10.0476,DOSBIO001_NEU_24H:BRD-K22080587:10.0476,DOSBIO001_NPC_24H:BRD-K22080587:10.0476
5720,0.0206499993801,0.473516821861,0.221948057413,-0.156233325601,-1.13982284069,-0.930635154247,0.984370052814,0.198949664831,-0.512723565102,0.784950017929,-0.199010431767,-0.421637773514,1.19410002232,-0.254931628704
466,1.30009996891,0.31533780694,0.163409292698,-0.0313333570957,-0.185499966145,0.641621887684,1.30150842667,0.47047111392,0.667773604393,-0.550499975681,0.637910425663,-0.059109929949,-0.882849991322,-0.313120692968
6009,0.676399946213,0.800966620445,-0.444404006004,-0.634700059891,0.317797333002,1.47887969017,2.38250637054,0.267368912697,0.341534346342,2.08100008965,1.44605898857,-0.260913312435,0.0974999964237,-0.264896094799
2309,-1.30325007439,-1.47385823727,-1.04646611214,0.176000058651,-0.0883660465479,-0.769403874874,-0.936457633972,-0.504701495171,-1.11307907104,0.344350010157,0.673757195473,-0.142397508025,-2.22930002213,-0.244688853621
387,1.02129995823,-0.0960024297237,-0.38509452343,0.551633358002,-0.858873486519,-0.0888076499104,1.22157084942,-0.588076472282,-1.19232845306,-1.00894999504,2.24251127243,0.419672936201,-0.672150015831,1.16009581089
3553,1.09679996967,0.937873244286,0.188864842057,-0.405100017786,1.49263513088,0.89347743988,-0.696540117264,0.171975165606,-0.38039368391,-0.766049981117,-1.17263484001,-0.713778972626,0.216599971056,-1.21260654926
427,1.25125002861,-0.645190477371,0.585988640785,-1.45763337612,-0.0600547008216,-0.503967523575,2.13016700745,0.18971504271,0.796870589256,0.0156999975443,-0.178527146578,-0.975850462914,-1.16105008125,-0.663493514061
5898,0.473150014877,-0.412266969681,-1.64173221588,-3.29100012779,-5.52054738998,-0.0758716985583,0.0165878534317,-0.387978702784,0.575285732746,-0.173150002956,0.404314994812,0.0249769613147,1.51695001125,0.575650751591
23365,0.373400002718,-0.673160016537,1.30947208405,-0.140700012445,-0.297292739153,2.74194478989,1.07766413689,-0.544562220573,1.05143523216,-0.128599971533,0.616450071335,-0.664145946503,-0.411449968815,0.66650891304
6657,0.876899957657,1.86881947517,-0.784799396992,0.0703333392739,1.55554270744,0.892112255096,-0.216027855873,-0.450737267733,0.724135518074,-1.31914997101,-1.44649958611,0.132910728455,-0.42634999752,0.750744402409
5054,-0.234550014138,-0.519057393074,0.264307081699,0.19470000267,0.303909182549,0.306999862194,1.13521921635,1.93918943405,-0.342395722866,2.93470001221,-1.35486936569,0.503912270069,-0.162849992514,0.92267614603
3108,1.38220000267,-0.359733194113,-0.587261974812,-0.0905666649342,0.73403942585,-0.0978922620416,-6.20419931412,-0.0610526390374,-0.593157589436,-0.717750012875,0.627283215523,0.549669623375,0.550700008869,-0.191273808479
1950,1.62259995937,-0.193746089935,-0.829526782036,1.06243336201,0.966072797775,1.78184807301,0.926002204418,0.354134172201,0.0827696397901,-0.749699950218,-1.3574808836,0.0836503654718,0.132800012827,-0.0937788709998
351,-0.184299990535,-0.0958891808987,0.882885158062,-1.16746664047,0.643847644329,0.932361125946,0.284568339586,0.579651236534,0.992122709751,0.550999999046,-1.71081924438,0.0827051252127,1.35774993896,0.0650726407766
4846,1.35199999809,-0.289646148682,-0.229478776455,1.25226664543,0.435985267162,1.00475275517,0.470185011625,1.44884324074,-0.00719685852528,0.346199989319,-0.58750128746,1.39049136639,0.658399939537,-0.0448262430727
1452,-1.7798999548,-1.08084845543,-2.68024086952,-0.274433344603,-2.32866430283,-1.54290831089,0.264689058065,-0.431862056255,-0.00572301447392,-0.962749958038,0.673189163208,0.480029284954,0.301599979401,1.0432986021
4776,0.429099977016,1.09731447697,-0.480992257595,0.329300016165,2.01355719566,1.94062614441,-0.212816804647,0.645322918892,-0.521831154823,-1.4008500576,-1.19273972511,0.271784126759,0.185350000858,-0.153292655945
6908,-0.61360001564,-0.51626765728,-0.0467628538609,0.704866707325,-1.4956870079,-0.15674905479,0.799008488655,-0.0553344488144,-0.292525440454,-0.354449987411,0.922307014465,-0.382341206074,-1.26715004444,0.147934496403
672,-2.12674999237,-0.835529148579,-1.59895646572,-0.449200004339,-2.14771485329,-0.791850090027,-0.543386340141,0.0235054343939,0.449200630188,-0.549100041389,0.549109101295,0.947151064873,-1.04005002975,-1.06404936314
5710,-0.405050039291,-0.632785558701,0.187142208219,-0.356233358383,-0.962371408939,-1.09845721722,-0.182804882526,-0.0422097891569,-0.551643848419,-0.788650035858,1.15663743019,0.519798755646,-0.620299935341,0.74914252758
2115,0.18940000236,-0.542552709579,-1.98027145863,-1.3383667469,0.763695240021,0.225378572941,-1.23018610477,-0.00416900962591,0.234815210104,0.881850004196,-0.762689828873,0.258030176163,-0.501199960709,0.207154452801
7015,0.801299989223,0.299848347902,-0.956864714622,-0.200000047684,1.38255381584,3.09822320938,-0.778444290161,-0.50945019722,-0.639358639717,0.341100007296,-1.17644762993,0.489795207977,1.28244996071,-0.665336847305
8726,-0.815200030804,-0.461160004139,-1.05968761444,-0.399200022221,0.160790100694,-0.00519011169672,0.391085118055,-0.198455125093,0.134839728475,0.746700048447,1.97200012207,0.672810733318,-0.724799990654,-0.0723734274507
2185,1.1602499485,-0.047321870923,1.02207505703,-0.114099994302,1.75033998489,1.36072587967,0.106049060822,-0.0112723112106,-0.00989753007889,-0.994949996471,-1.38818979263,-0.230171740055,0.912999987602,-0.421885877848
3315,1.11419999599,0.670770525932,0.23018796742,0.84883338213,0.784261524677,-0.424220472574,-2.89317965508,0.0517495945096,-0.544656634331,0.824949979782,0.731341719627,0.308664828539,-0.263450026512,-0.217206656933
5289,0.769950032234,-0.741735339165,-8.80437660217,-0.109033331275,1.68489277363,0.965986669064,-0.196418061852,0.256915926933,-0.0290893018246,-1.33869993687,-1.3440836668,-0.0416934788227,1.46919989586,-0.663016080856
868,0.201649993658,1.04994773865,0.0119193866849,0.0624333359301,0.388612419367,-0.197885200381,-0.0264971554279,0.492074757814,-0.330857932568,-0.787000000477,-1.0884295702,-1.22623002529,-2.99130010605,-0.326294451952
