rid,CPC009_A375_6H:BRD-A67981824-236-01-2:10,CPC009_A549_6H:BRD-A67981824-236-01-2:10,CPC009_A549_24H:BRD-A67981824-236-01-2:10,CPC009_HA1E_6H:BRD-A67981824-236-01-2:10,CPC009_HCC515_6H:BRD-A67981824-236-01-2:10,CPC009_HEPG2_6H:BRD-A67981824-236-01-2:10,CPC009_HT29_6H:BRD-A67981824-236-01-2:10,CPC009_MCF7_6H:BRD-A67981824-236-01-2:10,CPC009_MCF7_24H:BRD-A67981824-236-01-2:10,CPC009_PC3_6H:BRD-A67981824-236-01-2:10,CPC009_PC3_24H:BRD-A67981824-236-01-2:10,CPC009_VCAP_6H:BRD-A67981824-236-01-2:10,CPC009_VCAP_24H:BRD-A67981824-236-01-2:10,CPD001_MCF7_6H:BRD-K76018977-236-14-8:10,CPD001_MCF7_24H:BRD-K76018977-236-14-8:10,CPD001_PC3_24H:BRD-K76018977-236-14-8:10
5720,-0.365354239941,-0.348637998104,0.519649982452,0.130390942097,-0.365733325481,-1.05434250832,-0.83350020647,-0.303493916988,-0.162750005722,-0.0781348645687,-1.14092576504,1.23290634155,0.556520044804,0.245282813907,1.85063123703,0.300933361053
466,-0.608426868916,1.0960534811,0.621399998665,0.966215193272,0.907433331013,0.745428740978,-0.382058084011,0.0981967002153,-2.06095004082,-0.757415056229,-1.01234185696,2.95136117935,-0.715394496918,-2.4028775692,-0.50371837616,-0.315766692162
6009,-0.526867985725,-0.290011614561,0.0766000002623,0.131192117929,1.4849332571,-0.79289495945,-1.85591936111,-0.855175673962,-0.343299984932,-0.406010210514,-1.26865804195,1.66099596024,-0.743352949619,-0.156959593296,1.26121473312,0.160200059414
2309,1.76852703094,0.0526487827301,0.668449997902,-0.0888705402613,-1.03096675873,-2.43719768524,-0.252099871635,-0.307634890079,0.526499986649,0.204297974706,-0.258650243282,-1.42181825638,0.442145109177,1.1186850071,0.62533146143,-0.450533360243
387,-0.538791596889,-1.48371756077,1.67005002499,0.142979949713,0.461300075054,-1.20998597145,-1.61942565441,-0.230359911919,0.109600000083,0.0754014402628,-1.33349704742,0.1992880404,-0.119815394282,0.504262328148,0.907021164894,-0.043166667223
3553,0.249994933605,0.495203495026,-0.153699994087,-0.330416232347,0.175633355975,1.87618470192,-0.178488537669,0.389925956726,-0.714900016785,-0.0801029652357,-0.720498919487,-2.10131597519,-1.07418477535,-0.327767670155,0.66576474905,-0.0409333519638
427,0.32553884387,0.337306499481,0.412400007248,1.3717597723,0.0679666996002,0.100449413061,-0.482210963964,0.398464083672,-2.01725006104,-0.114233642817,0.241967737675,2.64141798019,0.118433430791,-1.71494090557,-0.457692146301,-0.923100054264
5898,-1.33214247227,-0.22741818428,-0.801800012589,-0.417121201754,0.344866663218,-0.222354888916,-0.879496395588,-0.172271803021,-0.774450004101,-1.51388061047,-1.58921289444,0.425040185452,-1.65531730652,-1.03008294106,-1.68996238708,-0.696566700935
23365,-0.486846923828,-1.3535759449,-1.16849994659,-0.237949803472,-0.292300075293,-0.475312024355,-1.27899503708,0.628208637238,0.858500003815,1.14429354668,-0.18079161644,-0.481795310974,-0.060323305428,0.107678160071,0.0623035207391,-0.824033379555
6657,0.503389120102,0.897457301617,0.247849985957,-0.375871062279,0.559066653252,2.75141048431,0.618559241295,0.306804925203,-0.224800005555,0.124320223927,0.484728842974,-1.11291909218,0.0345603525639,-0.50114107132,0.123024441302,0.0906000137329
5054,-0.286135166883,-1.0720539093,-0.133450001478,-0.711625337601,1.04406666756,-1.56360280514,1.45997333527,-0.0571928322315,0.973150014877,-0.539855599403,-0.457916975021,0.0636570602655,-0.280955195427,2.63868570328,-1.11469244957,-0.193733349442
3108,-0.689322412014,-0.266363471746,-0.301699995995,-0.873309671879,0.0789666771889,1.17506074905,-0.409883081913,-0.399677395821,0.0607499927282,0.0360601246357,0.684332311153,-0.518542647362,1.01766300201,0.543683469296,4.81521034241,-0.845100045204
1950,1.36140978336,0.702321350574,1.05084991455,1.08739769459,0.649033308029,1.69592273235,1.99182093143,0.590888738632,1.23389995098,0.19815403223,1.22481238842,-0.562518596649,0.792140245438,-0.892042040825,-0.53104352951,0.261633366346
351,0.742758452892,1.08346939087,0.394200026989,-1.76716339588,-0.553133368492,2.35602450371,0.703614771366,0.177316069603,1.85564994812,0.75011742115,0.787508547306,1.09225165844,-0.41497656703,-0.643536508083,-5.6470284462,-0.572200000286
4846,0.950152218342,0.914106547832,-0.0357499979436,-0.526666164398,0.267666637897,-1.65980648994,0.278182774782,-0.895289540291,0.731550037861,-0.0501874387264,0.313806980848,0.227251052856,0.108876466751,0.182572364807,0.0176727063954,0.151266694069
1452,0.165213674307,-0.128527492285,-1.04084992409,-2.9374628067,-1.03436660767,-2.27027988434,-0.686119139194,-0.225022748113,0.01755002141,0.344722509384,-0.333211481571,-0.412771344185,-0.14355777204,0.921022891998,0.465533137321,-0.420666664839
4776,0.624604642391,1.10640203953,0.611800014973,-0.68090313673,0.158833235502,2.23896622658,0.694358885288,0.640121102333,-0.172049999237,0.674165010452,0.458437085152,-0.845704317093,-0.78109306097,-0.518676042557,-0.471436619759,0.0101333111525
6908,1.82575750351,0.179741382599,0.847049951553,0.901491641998,0.831033349037,0.5749335289,-0.859123110771,-0.546001434326,-0.297600001097,0.644000172615,-0.104066297412,2.08993530273,-0.0890440866351,0.502212524414,1.39069497585,-0.851566672325
672,-0.746839702129,0.392693281174,-0.636299967766,2.33383846283,-0.168866664171,-0.80932623148,-0.434821248055,-1.15704417229,1.06185007095,0.351785778999,0.155793279409,1.33590984344,-0.143927261233,-0.0531883984804,-0.0311244614422,-0.762733340263
5710,-1.24589717388,-0.515056371689,-0.984050035477,-0.842469155788,-1.27436673641,-2.77949261665,-1.27616643906,-0.233457118273,0.924199998379,-0.160849899054,-0.569252490997,0.276473909616,-2.06320929527,0.244952470064,1.12922179699,-0.208566680551
2115,-0.398736953735,-1.18709385395,0.514699995518,0.742181837559,0.0443999767303,1.11664247513,-0.760066390038,1.1911649704,-0.340949982405,0.272618710995,-0.982535600662,-0.715981602669,-0.0727002471685,-0.796086192131,-0.195477187634,0.138666674495
7015,0.621112585068,0.34186860919,0.798449993134,0.865651667118,0.363966703415,0.349626511335,1.17071461678,-0.375770717859,0.194350004196,0.108495295048,0.78470492363,1.05172789097,-0.0443592220545,-0.0747132599354,-0.379712164402,0.345866650343
8726,-0.855007767677,-0.52239215374,-0.584300041199,0.811397373676,0.225066676736,-0.0599968992174,-0.35257679224,-0.648776948452,1.20574998856,-0.611058950424,-1.05454897881,1.09729969501,-0.245995551348,2.6275639534,-0.68525493145,-0.166833370924
2185,0.716753005981,1.51298427582,0.378500014544,-0.39091861248,0.590366661549,2.34515070915,0.662077069283,0.191865116358,-0.304899990559,-0.384953796864,0.761875212193,-0.479775607586,-0.455300360918,1.07144546509,0.197546809912,0.0237333625555
3315,0.448209583759,-1.72060358524,1.21694993973,-0.704735815525,-1.62696671486,-1.64095592499,0.0354184508324,0.204266309738,-0.461250007153,0.150097832084,-0.814987540245,0.858893275261,-0.420148432255,0.461371511221,-0.697075843811,-0.274500012398
5289,0.00985163450241,1.58196651936,0.632699966431,0.239828109741,-0.324699997902,1.16907978058,-0.385521322489,0.926439285278,-0.317000031471,-0.140938669443,1.30707144737,0.0142149180174,0.616313159466,0.396425664425,0.288695752621,0.968366682529
868,0.732306778431,3.77121067047,-0.326449990273,-0.163080364466,-0.382633328438,0.275273382664,0.317772686481,0.149055600166,0.0579499900341,-0.388627380133,-1.1403990984,-1.36437571049,0.0213539600372,0.43383872509,0.383355677128,0.814999997616
1677,1.22988200188,1.9038618803,-0.459399998188,-0.00291705131531,1.16963338852,1.31173920631,1.81481564045,-0.115696430206,0.412200003862,-0.508566379547,0.454655796289,-0.768880188465,1.35042476654,0.772672235966,-0.241822093725,-0.119500011206
7043,1.36624217033,0.0324490591884,-0.647500038147,-0.903672516346,-0.0134333223104,0.991958141327,0.306989610195,0.162046924233,-0.114250004292,-0.0639034807682,-0.650957405567,-2.11965990067,-0.545268237591,0.053507104516,0.906804680824,-0.220333337784
5613,0.0115291029215,0.722413599491,0.0177999734879,-0.417714238167,-0.0894333720207,2.59436297417,0.552113473415,0.558653175831,-0.798449993134,0.474373757839,-0.298942834139,-1.19675529003,-0.549415767193,-0.745400667191,-0.990416884422,-0.215533316135
595,-1.33677554131,-1.20437479019,-0.878300011158,0.731966853142,-0.91160005331,-0.583446264267,-0.847161531448,-0.0283876657486,0.388949990273,0.126875296235,-0.586704671383,0.127501234412,-0.366976439953,0.966646850109,1.24476802349,-0.121700003743
