rid,ERG010_VCAP_6H:BRD-K79080366-001-01-9:10,ERG010_VCAP_24H:BRD-K79080366-001-01-9:10,ERG016_VCAP_24H:BRD-K79080366:10,ERG016_VCAP_24H:BRD-K79080366:3.33,ERG016_VCAP_24H:BRD-K79080366:1.11,ERG016_VCAP_24H:BRD-K79080366:0.37
5720,0.40775001049,0.372431248426,0.391553521156,1.22161507607,1.24102723598,-0.250876516104
466,0.22349999845,0.596020102501,0.127587541938,-0.502997517586,0.177957609296,0.140662401915
6009,-0.997249960899,-0.0780292600393,-0.26807513833,0.287838727236,0.105557382107,0.141610383987
2309,0.624400019646,-0.470019876957,0.796638846397,0.0875406339765,0.102464497089,-0.329965233803
387,0.0974499955773,0.14641597867,-0.485877305269,0.700877666473,-0.055660225451,-0.652586638927
3553,-0.834399998188,1.36671078205,-0.137525379658,-0.36934530735,-0.764550328255,-1.09919309616
427,0.342999994755,1.23705244064,-0.161549448967,-0.239213988185,0.397317141294,0.149082839489
5898,-1.01370000839,0.812503933907,0.248063206673,0.166088938713,-0.724892437458,-1.4992685318
23365,0.0489499866962,0.466311335564,0.402600467205,-0.138836890459,-0.721747815609,-1.18902933598
6657,-0.884450018406,0.0150267388672,0.283911496401,-0.485330939293,-0.19910043478,-0.871726989746
5054,-1.48495006561,0.784062325954,-0.163709029555,-0.841455936432,-0.4639120996,-0.757475376129
3108,0.0184500031173,-0.404296159744,-0.452185362577,-0.294455587864,-0.619837999344,-0.0328779667616
1950,0.529950022697,-0.990723192692,-0.639989733696,0.0514910705388,-0.459145992994,-0.088759303093
351,0.42429998517,0.155126065016,-0.85808467865,-0.898951947689,0.493645370007,0.29561021924
4846,0.407350003719,0.172102019191,0.144542083144,-0.222814142704,0.436269491911,-0.238421395421
1452,0.417999982834,-0.189041137695,-0.713929891586,0.349342763424,-0.422718048096,-0.613151490688
4776,-0.443500012159,-0.125935584307,-0.512634634972,-1.02618789673,-0.489341646433,-0.0785413384438
6908,-0.0368999838829,0.17176361382,-0.217127919197,0.682924151421,0.593428611755,0.260658562183
672,0.29540002346,0.89473092556,0.0757064819336,0.513825893402,0.532481431961,0.972497999668
5710,0.727649986744,0.817600667477,0.0838035345078,0.608872056007,0.237828314304,0.309265732765
2115,-1.38260006905,0.537509858608,-0.677016198635,-0.138070851564,-0.136818021536,0.275033056736
7015,-0.923150002956,0.58158236742,-0.823596954346,-0.796811163425,-0.119266077876,-0.017246067524
8726,-0.658200025558,0.610484480858,-0.535293877125,-0.311246693134,0.781216263771,0.333029299974
2185,-1.59815001488,-0.146389976144,-0.324455350637,-1.3732817173,-0.885363936424,-0.959127664566
3315,0.253750026226,0.51077902317,-0.195555791259,-0.735502660275,-0.592118620872,0.459514737129
5289,0.235650002956,0.837991058826,-0.599446058273,-0.428031623363,-0.712470769882,0.258622407913
868,-0.376150012016,-1.35681521893,-0.588465452194,-0.572742700577,-0.317939519882,-1.02876722813
1677,-0.41455000639,0.338922381401,0.0558038800955,-0.90008431673,-0.256406128407,-0.00332987308502
7043,-0.555350005627,0.482681035995,-0.23037904501,-0.166336074471,-0.542805552483,-2.00883960724
5613,-0.548300027847,-0.113580480218,-0.737333655357,-0.626366019249,-0.311769455671,-0.419602572918
595,0.178200006485,0.43307441473,0.612137258053,1.00621044636,0.00560665130615,0.222261533141
4793,0.66060000658,-0.303797841072,-0.235481292009,0.168872892857,-1.26577591896,4.72404336929
2736,-0.0673500001431,-0.229553729296,-0.224785789847,-1.01378846169,-0.248189210892,-0.273210018873
5290,-0.853700041771,-0.336374670267,-0.981946110725,-0.995569944382,-0.50790822506,-0.74001455307
6194,0.0,0.0,-0.527529239655,0.234212547541,0.0695067495108,0.0
1676,-0.989799976349,-0.0532860681415,-0.0281744264066,-0.6828789711,-0.39690220356,-0.824120521545
23512,-0.239050030708,0.910736560822,0.108097478747,0.509192109108,0.397573441267,0.733181536198
148022,0.324199974537,0.536617815495,0.349361985922,0.251104950905,-0.238410517573,0.181508660316
1906,-0.963800013065,-0.0615916587412,-0.0131483525038,-0.606187939644,-1.09761810303,-0.790480911732
8878,-0.109100013971,0.360281765461,-0.616147756577,0.480018258095,-0.394011437893,0.05025280267
3091,-1.09249997139,0.977618932724,0.337580561638,-1.31561517715,0.0276072323322,0.119820177555
5743,-0.341949999332,0.0181461703032,-0.524331331253,1.71522796154,-0.399096608162,-0.214921578765
5321,-0.525849997997,-8.60691070557e-05,-0.395447492599,-1.44832408428,-0.336586117744,-0.129445269704
4144,0.542299985886,-0.254371464252,-0.143233120441,0.337185323238,0.911967694759,0.577046394348
1981,0.449699997902,-0.470974117517,0.717714250088,0.97326529026,-0.343149781227,0.0801302790642
695,-0.51810002327,-0.206285864115,-0.558796644211,0.209713593125,0.541836500168,0.167747020721
10398,-0.716099977493,-0.0326218977571,0.0341981053352,-0.263193160295,-0.659340143204,-0.950196266174
5708,-0.886049985886,-0.0325757116079,-0.292095214128,-0.182067632675,0.000917598605156,-0.201295316219
1213,0.0418500006199,0.038827329874,-0.29223716259,0.405502021313,0.16636005044,-0.170076355338
226,0.166999995708,0.580105185509,0.559850752354,1.13950705528,0.0809272229671,0.618618309498
6777,-1.13189995289,1.20025396347,-0.516403257847,-0.383248955011,0.515948712826,0.0471130162477
2113,-0.729399979115,-0.00845655798912,-0.222498595715,0.993746399879,0.0121921002865,-0.347635865211
3329,-0.106300003827,0.64718401432,-0.562103509903,1.48329770565,0.715256690979,0.750813782215
1050,1.52154994011,0.439131557941,-0.0849180519581,0.158316940069,0.23514971137,-0.0175058543682
9491,-1.08354997635,0.61746776104,-0.738494753838,-0.588185548782,-0.105477258563,-0.766226649284
22926,-0.408399999142,-0.345085889101,-0.497854024172,0.39030867815,-1.10115230083,-0.546266853809
5899,0.513300001621,-0.418606311083,0.462884038687,0.0386060848832,0.125967025757,-0.759298205376
5467,0.511449992657,0.0292277634144,-0.465296775103,-1.00239372253,-0.838269233704,3.17539262772
6774,0.623549997807,2.03514242172,0.377041995525,-0.292558968067,-0.585159778595,-0.637772083282
1788,-0.847549974918,-0.120513871312,-0.486080408096,-1.02397632599,-0.795777916908,-0.906410634518
5921,-0.714500010014,-0.122881352901,-0.104341998696,-0.0615137144923,-0.382696151733,-0.667745411396
5721,0.941500008106,0.0326118767262,0.394333064556,0.469370633364,-1.33005857468,1.70632338524
2263,0.0030500292778,-0.555281817913,0.0574747920036,-0.0187103934586,-0.492016971111,-0.142504423857
808,-0.40909999609,-0.610364556313,-0.152653664351,-0.546153366566,-0.626739501953,0.378536224365
30001,0.0283000022173,0.670389592648,-0.549926161766,-0.252943098545,0.339195370674,1.25027704239
348,0.70039999485,-1.12847101688,-0.241597026587,0.269397765398,-0.678919970989,-0.28164678812
30849,0.455800026655,1.15999257565,-0.158098548651,0.231602609158,-0.818343520164,0.0357285439968
1454,-0.611050009727,0.356716126204,0.367763727903,0.242456272244,0.124683499336,0.54426664114
6500,-0.547550022602,1.18108904362,0.210488602519,0.484969735146,-0.113824054599,-0.242225214839
5627,0.421849995852,0.93184697628,-0.755457401276,-0.358326077461,-0.259441971779,0.634186983109
5715,0.105949997902,-0.457625448704,0.0649729520082,0.0749218761921,-0.289498925209,-0.145214319229
4791,1.91400003433,1.09259176254,-0.602837920189,-0.47681131959,-0.342308521271,-0.550611913204
56924,0.347599983215,-0.465171486139,0.271748363972,-0.0836660116911,0.0218373686075,0.336470901966
2690,0.388999968767,0.539497554302,-0.657179355621,-0.816567540169,-0.15494735539,-0.258549302816
1019,0.334149986506,0.52261865139,0.35609510541,-0.458846032619,0.612649083138,0.263963639736
51422,1.08564996719,-0.872795581818,0.128061756492,-0.0198456719518,-0.172443449497,-0.223625794053
5788,-0.842649996281,0.0867384076118,0.30180901289,-0.134857952595,0.0245205610991,-0.067346483469
6709,-0.0210500061512,-0.193008244038,-0.523663818836,-0.711679816246,0.93398976326,-0.448088735342
1277,0.932099997997,-0.181130468845,-0.331239104271,-0.451521635056,-0.223331272602,-0.781216800213
993,0.501399993896,0.36101514101,-0.0162798464298,1.09327745438,1.1000803709,1.13564741611
7157,0.400700002909,0.672728717327,0.334538161755,1.07990527153,0.456420123577,-0.14278665185
1958,0.244650006294,4.61806678772,0.147939473391,-0.727890789509,1.03557050228,0.908083021641
4582,0.863250017166,-0.0588978827,0.110349476337,-0.478673905134,-0.343033105135,0.590259075165
9212,-0.605849981308,0.360598504543,-0.269438296556,-0.0184500813484,-0.601298034191,-0.867634057999
8440,0.141199976206,-1.39155721664,0.32026463747,-0.280864149332,-0.0985619425774,-0.129237502813
6790,0.0674999654293,0.230559408665,-0.87208968401,-0.365153551102,0.265661925077,-0.796068549156
8851,0.108250021935,0.89875626564,0.608130097389,0.499804228544,0.170258700848,0.779383659363
2534,1.02649998665,-0.320775061846,-0.875283479691,-0.437865287066,-0.888123273849,-0.250970423222
4893,-1.07235002518,0.134115457535,-0.915104687214,-0.49807921052,-0.282811880112,-0.44897288084
665,1.03415000439,0.0701464936137,-0.798052966595,-0.0992849469185,0.192464232445,0.631796956062
4313,-0.145599991083,-0.355967998505,0.0404523015022,-0.651614129543,-0.520852684975,-1.27504277229
1022,0.659649968147,-0.684886515141,-0.350147038698,-1.48288679123,0.191404789686,0.343032181263
5880,-0.0222000181675,-0.817713558674,0.0188936293125,-1.17432749271,-0.112397894263,0.541954338551
3162,1.01960003376,-0.311058878899,0.736862063408,-0.374944031239,0.943546295166,0.0223434194922
1282,-0.405099987984,0.351697921753,0.0114594250917,-1.00279343128,0.210317954421,0.120674267411
3383,-0.0306499898434,4.13883733749,-0.930251836777,-0.301996529102,-0.0309019088745,0.494586080313
727,-0.0366000086069,0.502623736858,-0.145648211241,-0.420446932316,-0.596924066544,-0.207858160138
4792,-0.3695499897,-0.730944037437,0.0276849269867,0.671725749969,-0.467026472092,0.435465693474
4794,-0.403550028801,-0.657072305679,-0.434573680162,-0.853514313698,-0.794601082802,-0.431155472994
902,-0.305350005627,0.000223197042942,-0.926387786865,-0.739769041538,0.0708169043064,-0.0913048833609
8091,0.280999988317,-0.274301230907,-0.432277351618,0.107142478228,0.0592322945595,-0.663132429123
3486,1.44550001621,-0.486809074879,-0.681266784668,-0.650953233242,-1.39017784595,-0.385176360607
10818,-0.368200004101,0.258342683315,0.0290415436029,-0.0895629227161,-0.230381548405,-1.12049388885
3454,-0.554000020027,0.503081023693,-0.0946086868644,-0.863758683205,-0.437382936478,-0.891963481903
4282,-0.337249994278,0.371514737606,-0.377077579498,0.180104076862,0.103662252426,0.213757514954
1605,0.51835000515,-0.162654474378,0.0886867046356,0.0921584591269,-0.13295905292,-0.0988487899303
10644,0.153699994087,0.28163933754,-0.671327233315,-1.75988101959,0.00855243206024,-0.527429282665
2065,-0.155050009489,-0.0262370370328,0.143688887358,-0.445469200611,0.056685552001,0.00368322432041
8321,-0.408649981022,0.0638460963964,-0.370314240456,-0.105887673795,-0.355174601078,-1.70343220234
8503,0.095349997282,-0.491922557354,-0.298444151878,-0.0230713039637,-0.895843744278,-0.960641503334
7027,-0.711899995804,0.346786677837,0.225497424603,0.552944481373,0.0014551281929,0.128453522921
6850,-0.971850037575,0.34484437108,-0.156349897385,-0.216822892427,1.70364236832,0.389088779688
1978,0.796150028706,1.69937241077,0.71162879467,1.07839810848,0.174303680658,0.312301903963
896,0.559049963951,0.367826640606,-0.344371467829,-0.105106912553,0.410332530737,-0.21029946208
5777,0.555350005627,0.171885341406,-0.33438450098,0.438672959805,-0.315295487642,-0.264992237091
1846,0.687849998474,0.00519528985023,-0.299043834209,-0.219637736678,-0.660743653774,-0.171905398369
5925,0.861649990082,0.839500427246,-0.746437072754,-0.7672123909,-0.0259956419468,-1.11539244652
142,0.41139999032,0.293044060469,-0.127473443747,0.646346211433,0.358113646507,1.27613782883
1021,-0.21645000577,0.381738990545,-0.173160240054,-0.886705577374,-0.214193791151,0.742375075817
5699,1.00030004978,1.26793110371,-0.489563912153,0.0322953909636,-0.222080826759,0.193526670337
8061,0.385900020599,0.480302482843,-0.115455061197,0.503452599049,0.679496824741,0.29473683238
1870,0.585550010204,-0.585407078266,-0.562972962856,-0.925069451332,0.254407048225,-0.757618784904
1398,0.113350003958,0.172560319304,0.342416137457,0.730993568897,0.101889580488,0.0429628789425
3312,-0.422399997711,1.1640484333,0.372405230999,0.284817457199,0.430721998215,0.390843153
891,-0.414799958467,-0.521689116955,-0.457857757807,-0.62405449152,-4.81161308289,-0.502978086472
4775,-0.389849990606,3.81604790688,0.231890082359,-0.306000620127,-0.449014425278,-0.43502420187
5111,-0.59249997139,1.07856070995,-0.0687714293599,0.573785305023,0.765065670013,-3.5691781044
5696,0.0336499810219,-0.0376615598798,-0.888392090797,-0.265808910131,-0.0481044501066,0.817476153374
5588,0.0229499936104,0.0541509091854,0.446913301945,-1.1931681633,-0.603652775288,-0.657969653606
6839,0.59944999218,1.02916240692,-0.239113360643,0.981417298317,0.425854355097,1.02596521378
329,1.42230010033,0.213934957981,0.586580991745,0.0497769191861,0.188844949007,0.462104231119
5058,0.917349994183,-0.735951900482,-0.132478401065,-0.00616294890642,-0.711425900459,-0.31933388114
998,1.44309997559,-0.248335689306,-2.92514371872,1.15601503849,-0.26650044322,-0.245991438627
9134,-1.02100002766,0.704747915268,-0.362982094288,0.287634700537,0.717778563499,0.974943459034
6616,-0.947349965572,0.00583500228822,-0.172903969884,-0.723049938679,-0.521042525768,-0.250826328993
5223,-0.246850013733,0.00138613581657,-0.178035244346,-3.3393676281,0.0821009278297,0.434635937214
4690,0.415250003338,-0.449449419975,-0.0168499648571,-0.184755772352,0.179857432842,0.150028422475
958,-0.116800010204,-0.598626971245,0.697113752365,0.402031898499,-0.137622743845,-0.489686399698
1616,-0.371100008488,0.00948309153318,-0.324898928404,1.84070372581,1.95244622231,1.09656369686
991,0.0620000064373,-4.59449529648,-0.387928962708,0.384075462818,0.376610636711,0.838404774666
6347,-0.540850043297,-0.0517361536622,-0.397109210491,-0.344419568777,1.02526688576,-0.0237635374069
6714,0.159999981523,-1.22808361053,0.118529319763,-0.141762599349,0.631297588348,-0.0946350097656
