rid,CPC002_HA1E_6H:BRD-K91243525-001-01-5:10,CPC002_HA1E_24H:BRD-K91243525-001-01-5:10,CPC002_HCC515_6H:BRD-K91243525-001-01-5:10,CPC002_HCC515_24H:BRD-K91243525-001-01-5:10,CPC002_PC3_6H:BRD-K91243525-001-01-5:10,CPC002_PC3_24H:BRD-K91243525-001-01-5:10,CPC002_VCAP_6H:BRD-K91243525-001-01-5:10,CPC002_VCAP_24H:BRD-K91243525-001-01-5:10,CPC016_A375_6H:BRD-K91243525-001-01-5:10,CPC016_A549_6H:BRD-K91243525-001-01-5:10,CPC016_A549_24H:BRD-K91243525-001-01-5:10,CPC016_ASC_24H:BRD-K91243525-001-01-5:10,CPC016_HEPG2_6H:BRD-K91243525-001-01-5:10,CPC016_HT29_6H:BRD-K91243525-001-01-5:10,CPC016_MCF7_6H:BRD-K91243525-001-01-5:10,CPC016_MCF7_24H:BRD-K91243525-001-01-5:10,CPC016_NPC_24H:BRD-K91243525-001-01-5:10,CPC016_SKB_24H:BRD-K91243525-001-01-5:10,NMH001_FIBRNPC_6H:BRD-K91243525-001-02-3:10,NMH001_FIBRNPC_24H:BRD-K91243525-001-02-3:10,NMH001_NEU_6H:BRD-K91243525-001-02-3:10,NMH001_NEU_24H:BRD-K91243525-001-02-3:10,NMH001_NPC_6H:BRD-K91243525-001-02-3:10,NMH001_NPC_24H:BRD-K91243525-001-02-3:10
5720,0.166747823358,-0.197601720691,-1.08433711529,0.409633338451,0.179675012827,1.07235109806,0.934434831142,-0.551411211491,0.576592803001,0.0870499908924,-3.24930000305,10.0,0.183880522847,1.08303880692,0.223194092512,-0.123330563307,1.62601947784,10.0,-0.859650015831,-1.07695007324,-0.782806992531,0.645858705044,-0.952905893326,-1.2432076931
466,-0.349646955729,-0.16994266212,-1.81757974625,0.26736664772,0.140249997377,0.759394586086,-1.39475512505,-0.0449053570628,0.947415888309,0.0296999961138,-1.16139996052,-2.32780003548,0.280353307724,0.766100585461,0.327025175095,-0.984710454941,0.18091095984,0.938399910927,-4.31130027771,-0.548500001431,-2.30531287193,-0.0281858891249,-0.480008006096,0.78028845787
6009,-0.582575321198,0.270906448364,0.301253378391,-0.49466663599,0.00627499073744,-0.0875138640404,-0.133338227868,0.208417952061,1.40808260441,0.676450014114,-6.01275014877,-0.254799991846,1.00706970692,0.924279212952,0.0795933306217,0.525338411331,0.382168442011,-1.06190001965,-1.05060005188,-1.34654998779,-0.388537108898,0.385715514421,-0.835115611553,-0.847730755806
2309,0.16897970438,0.756707429886,0.75261592865,-0.441233336926,-0.578599989414,1.54343879223,0.74988514185,0.819318413734,-0.0290255099535,4.45835018158,5.59845018387,-2.75020003319,-0.835386693478,-1.30707943439,0.292120754719,-0.35931584239,-0.304858922958,-1.13779997826,-1.15670001507,0.188600003719,-0.197782769799,-0.561107933521,-0.742376804352,-0.138362586498
387,-0.658656775951,0.275792777538,-1.73540067673,-0.301699995995,-0.252924978733,0.617942750454,0.757359862328,1.30357718468,0.823997855186,-0.0510500073433,-3.00969982147,1.11530005932,-1.41552531719,2.96928262711,0.502813875675,0.162422314286,-0.0411435812712,0.350100040436,0.0738499760628,0.649500012398,0.733662247658,-0.915802717209,0.470788359642,-0.315874159336
3553,-0.113421887159,0.147022590041,-0.645642578602,-0.162799999118,0.662750005722,0.355055302382,0.187366098166,-1.00456035137,-0.511434972286,0.0651499927044,-0.720200002193,-0.293500006199,1.15414738655,-0.565945565701,-0.523133277893,0.354390919209,-0.54971408844,-0.40340000391,1.51020002365,0.583550035954,0.444102704525,0.185973033309,-0.25044721365,0.114244759083
427,-2.09095478058,-2.07054853439,0.714567184448,-0.491733342409,-0.52307498455,1.17818653584,-0.0980866104364,0.0747347697616,0.388132154942,-0.136900007725,1.07280004025,1.37249994278,0.533506214619,2.6474776268,-0.618793725967,0.676977872849,0.0721687227488,-2.78414988518,-0.0943500101566,-0.158600002527,-0.73851621151,0.184311956167,-0.0184928998351,0.656297028065
5898,-0.0143752396107,-0.287987232208,-1.85725903511,-0.979033350945,0.407474994659,0.899959087372,-0.364203929901,-0.230716481805,-0.426560401917,-1.53900003433,-1.69429993629,-2.97090005875,-3.07815003395,-1.17320537567,0.61674785614,-0.856129944324,0.834031522274,-5.04240036011,-2.2023499012,-0.972699999809,0.19092464447,0.0412911996245,-2.16564440727,0.718445181847
23365,0.882084548473,0.723352193832,-0.26011416316,-0.188433349133,-0.0459500104189,0.814590811729,-0.0762085020542,1.34980010986,-0.171099230647,0.669649958611,1.34660005569,-3.1984000206,0.276703894138,0.567294001579,0.0815431773663,-0.0621026307344,-0.138185739517,2.74009990692,-0.671499967575,-0.0971499979496,-0.0396721363068,0.877523899078,0.290220588446,-0.184516772628
6657,-0.356573343277,-0.376922875643,0.426577329636,-0.0292333215475,-0.0279249995947,-0.582134127617,0.0198687538505,-0.864360451698,-0.534730017185,-0.34999999404,0.762349963188,4.1438999176,1.27928471565,-0.596527338028,-0.533917427063,0.608616232872,0.432089328766,6.35669994354,2.00784993172,0.566799998283,-0.765415072441,-0.364390522242,-1.32882845402,-1.27318525314
5054,0.284030914307,0.360585451126,-0.598266005516,0.25260001421,-0.749525010586,-0.0561580061913,0.288247227669,-0.147986233234,0.319923758507,-0.529800057411,0.858500063419,2.37269997597,-0.75302863121,-0.212250962853,-0.00132969021797,0.711464166641,-0.489038705826,-0.149250000715,-3.43204975128,0.105250000954,-0.00610584765673,-0.788997769356,0.565797150135,-0.29933103919
3108,0.221154943109,1.64312303066,1.24182629585,0.0845666527748,-0.126450002193,0.237026512623,0.981961727142,1.42024040222,0.128612756729,-0.12824998796,5.20009994507,0.996800005436,0.184079244733,-0.432054370642,-0.231765896082,-0.689875781536,3.66569709778,4.88670015335,-0.210549995303,-0.737200021744,2.16649580002,0.287792742252,-0.790731430054,0.0361246392131
1950,0.279160141945,-0.2704398036,-1.52353870869,-0.319266676903,-0.163125008345,0.482591211796,-0.0630817115307,-0.932868540287,-0.182179972529,0.402750015259,2.62325000763,-2.36050009727,0.416379064322,0.154763013124,-0.947712302208,1.10311484337,0.383050531149,4.15590000153,1.19110000134,0.413749992847,0.260557770729,1.15277910233,0.53252184391,0.383142888546
351,-0.396725058556,-0.501793026924,-0.276342689991,0.0290000140667,-0.257775038481,-0.774677693844,-0.78532063961,-0.203429579735,0.105500072241,0.541450023651,-3.70560002327,-0.420199990273,1.66175341606,-0.636203706264,-1.15302789211,0.892770767212,-0.189920291305,-5.09914970398,0.249350011349,0.390500068665,0.00101544859353,-1.14444701467e-05,0.606150865555,0.480918228626
4846,0.706031680107,-1.6250346899,-0.936780333519,0.437700003386,0.131724998355,0.996241152287,2.41313695908,0.00358839705586,-0.428411364555,0.494249969721,4.73929977417,9.0579996109,-1.66679942608,-0.454480290413,0.29449853301,0.544508755207,1.67450809479,9.43389987946,-1.47705006599,-0.803449988365,0.291104078293,-0.0247494224459,0.525116324425,-0.139662623405
1452,-0.62907654047,0.00506331771612,-0.977363705635,-0.485466659069,0.148000001907,0.795523047447,0.241150051355,0.772558867931,-0.446496039629,-0.445199996233,-1.6222499609,-1.6901999712,0.554015278816,-0.574738383293,0.263178795576,0.17072558403,0.250955343246,-0.177550002933,-1.15090000629,-0.411000013351,-1.27394986153,-0.331419527531,-1.88141536713,-0.895846128464
4776,-0.615859985352,-0.306258201599,-1.56192362309,0.580266714096,0.0708999931812,-0.0882967710495,-0.474643558264,-1.19089782238,-0.302459657192,-0.040600001812,2.39510011673,-0.0136000001803,0.295073598623,-0.605432271957,-0.66001868248,1.69471383095,-0.430673003197,4.48675012589,0.916900038719,-0.168899983168,1.43929648399,1.10172569752,1.61975932121,0.602398693562
6908,0.886388421059,-0.0725723803043,0.25551867485,-0.402366697788,0.202874973416,1.38967204094,1.15271568298,0.327073872089,0.599608182907,0.837449967861,-3.67050004005,-0.0533000007272,0.687763094902,2.3771469593,0.0958677977324,-0.0368499457836,1.10816133022,4.06944990158,-0.0681000351906,-0.87215000391,-1.11702001095,-0.809276163578,-0.842291474342,0.406732141972
672,0.841999530792,-0.118763744831,-0.770335137844,-0.790166676044,0.281774967909,1.56976890564,-1.02812170982,0.684380888939,0.143385574222,0.49534997344,1.73325002193,10.0,-0.447597116232,-0.821174383163,0.661759912968,-0.786598801613,-0.225992277265,9.61375045776,0.131899997592,-0.0408999919891,-0.220294982195,1.19062316418,-0.183582529426,-0.429631710052
5710,-0.329389452934,0.017866268754,0.747515499592,-0.0324999988079,-0.139925003052,0.442984938622,1.0429700613,0.847777307034,-0.983956813812,0.400700002909,-4.09504985809,-0.591300010681,-1.02732944489,-0.289338171482,-0.118553757668,-1.30365967751,-0.0567069575191,0.11535000056,-1.22084999084,0.301849991083,-0.949898600578,-0.252064198256,-0.519254207611,-0.775751292706
2115,0.55586785078,-0.214077830315,0.150523811579,-0.354066669941,0.352100014687,0.923438429832,0.420611411333,-0.1318076998,0.104313962162,-0.742000043392,-0.904049932957,4.85090017319,2.0425992012,0.728345632553,-1.04456031322,-0.141289144754,0.548598110676,10.0,-0.171149998903,0.20870000124,-0.624052524567,-0.571067392826,-0.181025475264,0.213223844767
7015,-1.05797636509,-0.588190555573,-0.563082575798,-0.298300027847,-0.203450024128,-0.438445150852,0.211496144533,-1.18549180031,0.066256955266,-0.526849985123,2.87949991226,4.79710006714,0.248327940702,-0.364312052727,-0.252336531878,0.550150454044,-1.26319050789,1.53259992599,0.531899988651,0.59424996376,0.0921961963177,0.554528295994,1.10757577419,0.259827196598
8726,0.528441667557,0.00826817750931,-0.346332043409,0.571733355522,0.0794250071049,1.66093623638,-1.20999538898,0.563952445984,0.660797297955,-0.707849979401,-5.42544984818,-0.93900001049,-0.800758123398,-0.174427643418,0.0856697037816,-2.62561154366,0.0133085250854,1.38019990921,-1.13724994659,0.666949987411,-0.0723770856857,0.311755806208,0.0877570137382,0.18089389801
2185,-1.20855355263,-0.404626965523,-0.854221522808,-0.196533337235,-0.0698249936104,0.0889852046967,0.176230594516,-0.14831122756,0.0323478728533,0.173249989748,-0.188300013542,-0.282400012016,0.746381759644,-0.324610114098,-1.23889696598,0.306502759457,0.110619366169,1.51754999161,2.36849999428,0.684700012207,0.867748677731,0.909480988979,0.692788720131,0.604100584984
3315,-0.396263211966,0.457239329815,-0.00729106366634,-0.226400017738,-0.0550500079989,-0.209014579654,0.344904601574,0.685864329338,-0.252087026834,-0.755299985409,-5.28989982605,-0.496199995279,-2.35250973701,-1.01513719559,-0.297317653894,-0.310304880142,2.70104455948,-1.84440004826,-2.0666000843,-0.142200008035,-0.638017237186,-0.72788143158,-0.898180484772,-0.218419104815
5289,-0.626491308212,-0.155615717173,-0.844539284706,-0.142833337188,-0.23177498579,0.073630079627,0.558225214481,-0.248039379716,-0.387819051743,-0.261099994183,0.487599998713,-2.05209994316,1.05610156059,1.37533736229,-1.01493048668,0.203676447272,-0.433676242828,0.0096001625061,0.211600065231,-0.438400000334,-0.302709817886,0.00181178282946,-0.00366620719433,-0.599519968033
