rid,DOS050_HT29_24H:BRD-K39151515-001-02-5:5,DOS050_MCF7_24H:BRD-K39151515-001-02-5:5,DOS050_PC3_24H:BRD-K39151515-001-02-5:5,DOSBIO002_A375_24H:BRD-K39151515:10.0166,DOSBIO002_A549_24H:BRD-K39151515:10.0166,DOSBIO002_HT29_24H:BRD-K39151515:10.0166,DOSBIO002_PC3_24H:BRD-K39151515:10.0166,DOSBIO002_MCF7_24H:BRD-K39151515:10.0166,DOSBIO002_NEU_24H:BRD-K39151515:10.0166,DOSBIO002_NPC_24H:BRD-K39151515:10.0166
5720,0.865405797958,-0.434700012207,-0.761250019073,-0.163689434528,0.95387673378,-0.219255924225,-1.59346866608,0.213312089443,-0.180950000882,1.40630316734
466,0.163658499718,1.04785001278,0.0094999987632,0.612169444561,-0.604112029076,-0.749469161034,-0.391164451838,-0.187613785267,-0.724650025368,-0.0763004571199
6009,-0.340667665005,1.27479994297,-0.62650001049,0.679450452328,-0.239590957761,-0.150049358606,0.0602737516165,0.508670687675,-1.30410003662,0.212143599987
2309,-0.66060334444,0.0859000086784,-0.0778000205755,-0.186793893576,0.434019327164,-0.106398388743,-0.655489206314,-0.108474783599,-0.340249985456,0.77863919735
387,-0.453862160444,1.21015000343,-1.72554993629,0.442857682705,-0.180030345917,0.474995970726,-0.66762638092,0.336479008198,0.411249995232,0.704246401787
3553,0.603533506393,-1.10689997673,-0.917299985886,-0.469704777002,1.31465911865,-0.603210568428,0.45144623518,0.220578372478,0.356000006199,-0.557484984398
427,0.460918366909,0.459399998188,0.179250001907,0.541998386383,0.0617591515183,-0.123529314995,0.548314332962,-0.606185555458,-0.336400002241,-0.140661999583
5898,0.0564884543419,0.589650034904,-0.792750000954,1.29930913448,-1.43375372887,0.389942973852,-0.676852762699,-0.521513938904,0.0631500184536,0.886650681496
23365,0.3341794312,1.73020005226,-0.546000003815,-1.17746043205,-0.772325754166,-0.0890946090221,-0.792865753174,-0.766741335392,-0.0884499996901,0.50906175375
6657,0.448377072811,-1.00524997711,0.964450001717,0.788442730904,0.912920296192,-0.478236526251,0.586769521236,-0.663075983524,0.546649992466,0.611857652664
5054,-1.58402681351,-0.345049977303,-0.454250007868,-0.466883778572,-0.259509205818,0.851597845554,0.461736083031,-0.708552360535,0.241899996996,0.0777878165245
3108,-0.538267254829,0.640550017357,-0.758099973202,0.118703752756,0.236046135426,0.0238981992006,-0.607804715633,0.369220912457,-0.175849989057,-0.315899133682
1950,-0.115628346801,-1.39630007744,0.950999975204,-0.0937526375055,0.804635465145,-0.0097800148651,1.3290476799,-0.0270044878125,0.928550004959,-1.09879279137
351,0.112848490477,-0.768749952316,0.942399978638,0.682968080044,0.174429163337,-5.13966417313,0.0908893048763,-0.438291966915,-1.26674997807,-0.433089762926
4846,1.09527277946,-0.84424996376,0.79675000906,-0.410118699074,-0.263352811337,-0.244967713952,0.722278773785,0.693478107452,0.209750011563,0.121833562851
1452,-0.227722033858,-0.30505001545,-0.140049993992,-0.534144461155,-0.78668987751,-0.19908824563,-1.45156180859,-0.975618958473,0.121650010347,1.1808681488
4776,1.69105148315,-1.46679997444,1.18445003033,-0.639650285244,-0.268191039562,-1.03480088711,0.65357363224,-0.815740942955,1.1413500309,0.747785866261
6908,0.212189555168,0.0494000017643,-0.709900021553,1.41655600071,0.307305335999,0.97098505497,-0.755901575089,0.619321167469,-0.63504999876,0.150618329644
672,-0.736886560917,-0.882149994373,-1.77435004711,0.659270882607,0.186049059033,0.306584239006,0.202005192637,0.576448976994,0.972949981689,0.236885488033
5710,0.104913063347,-2.12855005264,-0.0675500035286,-0.355342030525,-0.845854640007,0.572293579578,-0.726066529751,-0.643803596497,-0.581849992275,0.47598156333
2115,0.273736774921,-0.871599972248,-0.526499986649,0.802980899811,0.424972832203,-0.168677344918,-0.726872086525,-0.0967856422067,0.967949986458,0.481634616852
