rid,CPC004_A375_6H:BRD-K28936863-051-18-1:10,CPC004_HA1E_6H:BRD-K28936863-051-18-1:10,CPC004_HA1E_24H:BRD-K28936863-051-18-1:10,CPC004_HCC515_6H:BRD-K28936863-051-18-1:10,CPC004_HCC515_24H:BRD-K28936863-051-18-1:10,CPC004_HEPG2_6H:BRD-K28936863-051-18-1:10,CPC004_HT29_6H:BRD-K28936863-051-18-1:10,CPC004_MCF7_6H:BRD-K28936863-051-18-1:10,CPC004_PC3_6H:BRD-K28936863-051-18-1:10,CPC004_PC3_24H:BRD-K28936863-051-18-1:10,CPC004_VCAP_6H:BRD-K28936863-051-18-1:10,CPC004_VCAP_24H:BRD-K28936863-051-18-1:10,CPC010_A375_6H:BRD-K28936863-051-26-4:10,CPC010_A549_6H:BRD-K28936863-051-26-4:10,CPC010_A549_24H:BRD-K28936863-051-26-4:10,CPC010_HA1E_6H:BRD-K28936863-051-26-4:10,CPC010_HCC515_6H:BRD-K28936863-051-26-4:10,CPC010_HEPG2_6H:BRD-K28936863-051-26-4:10,CPC010_HT29_6H:BRD-K28936863-051-26-4:10,CPC010_MCF7_6H:BRD-K28936863-051-26-4:10,CPC010_MCF7_24H:BRD-K28936863-051-26-4:10,CPC010_PC3_6H:BRD-K28936863-051-26-4:10,CPC010_PC3_24H:BRD-K28936863-051-26-4:10,CPC010_VCAP_6H:BRD-K28936863-051-26-4:10,CPC010_VCAP_24H:BRD-K28936863-051-26-4:10,CPC015_A375_6H:BRD-K28936863-051-18-1:10,CPC015_A549_6H:BRD-K28936863-051-18-1:10,CPC015_A549_24H:BRD-K28936863-051-18-1:10,CPC015_ASC_24H:BRD-K28936863-051-18-1:10,CPC015_HEPG2_6H:BRD-K28936863-051-18-1:10,CPC015_HT29_6H:BRD-K28936863-051-18-1:10,CPC015_MCF7_6H:BRD-K28936863-051-18-1:10,CPC015_MCF7_24H:BRD-K28936863-051-18-1:10,CPC015_NPC_24H:BRD-K28936863-051-18-1:10,CPC015_PHH_24H:BRD-K28936863-051-18-1:10,CPC015_SKB_24H:BRD-K28936863-051-18-1:10,CPD001_MCF7_6H:BRD-K28936863-103-01-6:10,CPD001_MCF7_24H:BRD-K28936863-103-01-6:10,CPD001_PC3_24H:BRD-K28936863-103-01-6:10,MUC.CP002_MCF7_6H:BRD-K28936863-051-14-0:10,MUC.CP002_MCF7_6H:BRD-K28936863-051-14-0:3.3333,MUC.CP002_MCF7_6H:BRD-K28936863-051-14-0:1.1111,MUC.CP002_MCF7_6H:BRD-K28936863-051-14-0:0.3704,MUC.CP002_MCF7_24H:BRD-K28936863-051-14-0:10,MUC.CP002_MCF7_24H:BRD-K28936863-051-14-0:0.3704,MUC.CP002_MCF7_24H:BRD-K28936863-051-14-0:3.3333,MUC.CP002_MCF7_24H:BRD-K28936863-051-14-0:1.1111,MUC.CP002_NKDBA_24H:BRD-K28936863-051-14-0:10,MUC.CP002_NKDBA_24H:BRD-K28936863-051-14-0:3.3333,MUC.CP002_NKDBA_24H:BRD-K28936863-051-14-0:1.1111,MUC.CP002_NKDBA_24H:BRD-K28936863-051-14-0:0.3704
5720,-4.16918230057,0.857836484909,-0.244079843163,-0.581044912338,0.0923843383789,-0.815762877464,-0.461254566908,-0.0581296235323,-1.0632199049,-1.3344553709,0.300170123577,-0.38627409935,0.0273084379733,0.409449994564,-4.86840009689,0.278395950794,-0.212933331728,0.943092763424,0.157823234797,-0.246677070856,0.143307313323,-1.52848267555,1.82997882366,-1.39448451996,-0.871708869934,0.196157127619,-0.138549998403,-1.3284484148,-0.0475855320692,-0.823400020599,-0.326466649771,-1.04695689678,0.421033799648,0.422479569912,0.285149991512,-0.96130001545,-1.38936030865,0.2864818573,0.207285314798,-0.273889929056,-0.195288404822,0.789939939976,0.320963084698,0.799961388111,0.0578601434827,-0.419299989939,1.02809989452,1.09254932404,2.00832438469,0.110554479063,-0.181899994612
466,1.19453299046,0.220067411661,0.161936491728,-0.362368971109,1.03319096565,-0.177198499441,0.837671935558,-0.0368612445891,-0.875540018082,-0.317055463791,-0.200358316302,-0.286340802908,-0.259217977524,-0.579400002956,-0.0742999911308,2.04289841652,0.23939999938,0.701530277729,0.729706823826,-1.66423499584,-1.49283027649,-0.689396321774,-1.3496427536,-1.01392507553,-0.569377362728,-0.0378524437547,0.385949999094,-0.443524092436,-0.077986985445,0.109399996698,-0.0628999993205,-0.991070508957,0.0505208820105,-0.318516999483,-0.5611500144,-0.722599983215,1.25521957874,-0.262466341257,0.0784899294376,-2.47768044472,-0.496024489403,-3.84514856339,-1.05415582657,1.03134691715,-0.0209876149893,0.0445000007749,1.08939993382,0.0448853373528,-0.825443208218,0.236804902554,0.095349997282
6009,0.101612523198,0.0914101749659,0.14345240593,-0.984924435616,-0.683127939701,0.161233171821,-0.816763103008,-0.540956616402,0.137259989977,0.9531031847,0.00408209860325,0.543241560459,0.626349329948,0.578800022602,-6.01574993134,1.11624634266,-0.064133323729,0.0424517393112,-0.506795585155,-0.949281454086,0.650351822376,-0.158233642578,1.08755421638,0.0568116605282,-0.617342472076,0.924060463905,0.202899992466,-1.00316476822,-0.535696327686,-0.712499976158,-0.249666675925,0.436084240675,-0.586565434933,-0.544249653816,0.0755999982357,0.132850006223,0.761177659035,0.996409475803,0.322941839695,0.0979840010405,0.616083264351,0.281459867954,-0.0915451794863,-1.11323702335,-0.930501759052,-0.355250000954,-0.115650005639,0.932611882687,0.525645077229,-0.374005913734,-0.287349998951
2309,2.1085922718,-0.308536946774,0.145394220948,-0.601007223129,0.350075781345,-0.22412365675,0.14981302619,-0.327081084251,-0.266700029373,0.696674108505,0.0983306765556,-0.00782078504562,1.39843606949,0.0398499965668,0.116500005126,0.682341456413,-0.0953666567802,0.129079818726,-0.559240102768,0.808640897274,-0.0582953915,1.61497592926,2.74679398537,-0.523275911808,1.11820709705,0.703317284584,0.734549999237,-0.757975399494,-0.910602211952,0.00409999489784,0.214966714382,0.760285437107,0.169147491455,-0.00839577801526,-0.970849990845,-0.648849964142,-1.78715348244,2.48090434074,0.399993270636,-0.095288425684,0.844823360443,1.83943498135,0.698616862297,-0.13265503943,1.01418340206,0.18054997921,0.767699956894,0.159805327654,0.868124723434,-1.90592169762,-1.12102508545
387,1.54277956486,0.491516947746,0.312129765749,-0.377180457115,0.173343718052,-0.491537332535,-0.99837911129,-0.291900575161,0.0109200179577,-0.0191323757172,-0.410395890474,-0.153881788254,-0.496848762035,-0.477749973536,-1.54189991951,-3.11871933937,0.212533324957,-0.763688385487,-1.70527887344,-0.945361435413,-0.106612928212,-0.596806526184,1.96318006516,-0.0637183114886,-0.112389206886,-0.0702277421951,-0.378150016069,-0.876231849194,-0.696858465672,-0.476449996233,-0.240999996662,0.580509364605,0.359486490488,0.16524335742,-0.457000017166,0.0667999982834,-0.418245047331,2.98356938362,1.20409178734,0.195340901613,1.33624482155,1.01972317696,0.774803102016,-1.32417285442,-0.107547089458,-0.331000000238,1.08159995079,0.821826934814,0.619786143303,-0.704363405704,-0.358999997377
3553,2.0662009716,-0.122681960464,-0.554988265038,0.178995072842,-0.212413698435,1.87172138691,-1.15176141262,0.0573850050569,-0.604820013046,0.118442513049,0.228608578444,-0.170546978712,0.146766528487,0.160899996758,2.12409996986,2.16004824638,0.57503336668,-0.18836197257,0.171862408519,0.962851285934,2.1405339241,-0.700098752975,0.0501302778721,0.302102982998,0.777618169785,-0.340962350368,-0.0341999977827,0.875305235386,1.64114022255,-0.285449981689,1.00873339176,0.184385180473,-0.140385687351,1.19064235687,-0.392449975014,-0.154300004244,1.00379776955,-0.148686647415,-0.292560070753,4.09337997437,0.248322039843,-0.0426218807697,0.818152189255,-0.0935338288546,0.621289551258,0.309850007296,-0.365350008011,-0.352201163769,-0.859604597092,1.08058333397,0.45652499795
427,1.99990797043,0.193633168936,0.252446115017,0.0314866453409,0.288448423147,-1.39805388451,0.623464167118,0.544922888279,1.50810003281,0.597088813782,-0.541173279285,-0.303223133087,0.179826647043,0.574649989605,4.19584989548,3.06650614738,0.955000042915,-0.356001585722,-1.67019569874,-0.75353717804,-1.22940373421,1.14536643028,-1.24542951584,-1.04900431633,0.331736415625,-0.220473945141,-0.345849990845,0.734508097172,2.08239078522,-0.143000006676,1.12860000134,-0.325952261686,0.0681969672441,-0.0770707428455,2.72545003891,0.814449965954,0.360534846783,0.44284299016,-0.412689983845,-0.460481464863,-0.610446214676,-1.60474920273,-0.74070930481,0.922005832195,-0.55712223053,0.0992999970913,0.778050005436,-0.669948220253,-0.785557687283,-0.281490266323,-0.0870249718428
5898,-0.284382998943,0.72065871954,0.518362522125,-0.00119066238403,0.466738402843,0.228502750397,0.507422566414,0.307116627693,-0.893400013447,-0.301500737667,-0.0833256617188,-0.216192424297,-2.14516925812,-0.111000001431,0.5542999506,1.76432907581,-0.470866709948,0.455444693565,-0.176689073443,-0.475376009941,-2.98200464249,0.370952427387,-4.59447431564,0.226606816053,-0.838032305241,0.384139418602,-0.105100005865,-0.138444915414,-0.308480858803,-0.0950499996543,1.26609992981,-0.394727706909,-0.232701674104,0.782510995865,-0.652449965477,0.308600008488,-0.330851376057,-2.83243751526,0.0452246963978,-1.29615092278,-0.621624112129,-0.354527443647,-0.311019659042,-0.302872061729,0.904830574989,-0.227549999952,0.598999977112,-0.648486077785,-0.987603008747,0.5609998703,0.559049963951
23365,1.73996317387,-0.48994204402,0.372381925583,-0.0133862793446,0.218417644501,-1.10668206215,1.127374053,0.710216879845,1.00745999813,0.87704128027,0.320705324411,-0.131965324283,-0.88463306427,-0.663300037384,2.33380007744,-0.142466962337,0.376699984074,-1.38262295723,-0.65982234478,-1.02298390865,-0.952445149422,1.98255753517,-0.041159927845,-0.260998785496,-0.265472501516,-0.0894204154611,0.748849987984,0.9144064188,0.837736964226,-0.0450499951839,0.529199957848,0.442946434021,0.327327102423,0.975012302399,0.0286000072956,0.263949990273,-0.155580237508,-1.29897391796,0.701765060425,0.790197849274,0.527542769909,0.153707355261,-0.00189350359142,-0.759554922581,-0.403178304434,-0.517449975014,-0.900949954987,0.517354249954,0.378926634789,-0.16937071085,0.0904000177979
6657,1.78046226501,-0.947072148323,-1.27651667595,0.949238657951,0.893909811974,0.404265582561,-1.45796048641,-0.929554641247,0.0598199814558,-1.36766064167,0.276237040758,-0.15006634593,0.75466042757,0.0733000040054,0.047150015831,1.55823194981,0.927700042725,0.419666230679,0.106378123164,0.423035860062,2.01428723335,3.56012153625,-1.15050506592,0.607314229012,0.233514353633,-0.808391690254,0.105399996042,1.12035489082,0.867428302765,0.0551500022411,-0.0435999929905,-0.358793795109,-0.0697827786207,-0.167083099484,0.47000002861,-0.15434999764,0.268855303526,0.0919400006533,-0.70409655571,1.3538813591,-0.721636891365,-0.494410723448,-0.293782681227,0.404106020927,0.968815803528,0.345549970865,-0.412750005722,-0.913392066956,-0.288850426674,0.905793130398,0.790324985981
