rid,CPC005_A375_6H:BRD-A09349126-001-06-5:10,CPC005_A375_24H:BRD-A09349126-001-06-5:10,CPC005_A549_6H:BRD-A09349126-001-06-5:10,CPC005_A549_24H:BRD-A09349126-001-06-5:10,CPC005_HA1E_6H:BRD-A09349126-001-06-5:10,CPC005_HA1E_24H:BRD-A09349126-001-06-5:10,CPC005_HCC515_6H:BRD-A09349126-001-06-5:10,CPC005_HT29_6H:BRD-A09349126-001-06-5:10,CPC005_HT29_24H:BRD-A09349126-001-06-5:10,CPC005_MCF7_24H:BRD-A09349126-001-06-5:10,CPC005_MCF7_6H:BRD-A09349126-001-06-5:10,CPC005_PC3_6H:BRD-A09349126-001-06-5:10,CPC005_PC3_24H:BRD-A09349126-001-06-5:10,CPC005_VCAP_6H:BRD-A09349126-001-06-5:10,CPC005_VCAP_24H:BRD-A09349126-001-06-5:10,CPC020_A375_6H:BRD-K96037667-001-02-2:10,CPC020_A549_6H:BRD-K96037667-001-02-2:10,CPC020_HA1E_6H:BRD-K96037667-001-02-2:10,CPC020_HCC515_6H:BRD-K96037667-001-02-2:10,CPC020_HT29_6H:BRD-K96037667-001-02-2:10,CPC020_MCF7_6H:BRD-K96037667-001-02-2:10,CPD001_MCF7_6H:BRD-K24559712-001-01-9:10,CPC020_MCF7_24H:BRD-K96037667-001-02-2:10,CPD001_MCF7_24H:BRD-K24559712-001-01-9:10,CPC020_PC3_6H:BRD-K96037667-001-02-2:10,CPC020_PC3_24H:BRD-K96037667-001-02-2:10,CPD001_PC3_24H:BRD-K24559712-001-01-9:10,CPC020_VCAP_6H:BRD-K96037667-001-02-2:10,CPC020_VCAP_24H:BRD-K96037667-001-02-2:10
5720,0.40070104599,-0.179849743843,0.166942834854,-0.657540738583,0.667650043964,-0.327885001898,-0.668200016022,0.00839788466692,-1.20211446285,-1.47612690926,0.138688907027,0.321400135756,-0.955669403076,-0.358842611313,-0.534512102604,-0.271489053965,0.429650008678,0.0811142325401,-1.10825002193,0.0372070595622,0.449878513813,-0.285455197096,0.422083735466,-0.998215854168,0.04855389148,-1.5174049139,-0.282974302769,-0.575018525124,-0.456935763359
466,0.138905465603,-0.181664794683,0.0136488676071,0.182999223471,0.255150020123,0.81862527132,0.341649979353,-0.288842231035,-0.53417301178,-0.715997517109,-0.342587798834,0.483632206917,-0.880086064339,-0.228482276201,-0.330470621586,-0.666481256485,0.176850020885,0.0764641314745,-1.40625,0.251090049744,0.537660360336,0.167179346085,-0.129960566759,0.672415912151,-0.154699251056,-0.346402347088,0.258795559406,-0.267546474934,0.345750421286
6009,-0.20320981741,-0.493640005589,-0.146759063005,-0.421907782555,-0.338499993086,-0.514648556709,0.785049974918,1.22752344608,-1.00939762592,-0.352053791285,-0.642745256424,-1.02851772308,-0.420064121485,-0.971076250076,-1.4423712492,-0.959970891476,0.0595500022173,-0.0610160306096,0.148949995637,0.0657534450293,-0.845322489738,-0.0757907927036,0.907009959221,0.259737104177,-0.469273895025,-1.28205060959,0.567611455917,-0.0507044792175,-1.26962721348
2309,-1.65005230904,-0.545904457569,-1.13471722603,0.482637882233,-0.276749998331,-0.202131956816,0.240399986506,-0.794781088829,-0.643885850906,0.105789512396,0.744856715202,-0.00855950638652,0.467237710953,3.80426216125,1.08135354519,-1.29263877869,-1.03250002861,-0.329971313477,0.246849998832,-0.38516125083,-0.0877853408456,0.363399833441,-0.179474487901,0.133713960648,-0.746409714222,-0.875889420509,0.466368049383,4.19555330276,0.377802789211
387,-0.907775819302,-0.587331414223,-0.907397866249,1.01900935173,0.212449997663,-1.3139333725,0.27064999938,1.09719443321,0.193166255951,0.55474537611,0.247413724661,-0.281565845013,0.109298191965,-0.330711305141,0.0599316172302,-0.598855376244,-0.87784999609,-0.754053592682,-2.08344984055,-1.03665304184,-0.329223245382,0.749770581722,0.459245711565,-0.0522714108229,-0.12957033515,-1.03296983242,-0.613091051579,0.107286132872,0.17719873786
3553,0.61720341444,0.393015742302,0.695049524307,-1.38860845566,-1.35725009441,1.1182911396,0.153449982405,0.298434197903,0.658685147762,-0.289184093475,-0.371653437614,-0.60161036253,-0.335255533457,0.256981164217,0.853118240833,0.22393232584,0.171250015497,-0.574869155884,1.37755000591,0.26200568676,-0.46602499485,-1.27466869354,-0.910347819328,-0.846736907959,-0.625764012337,-0.0634729862213,0.158164933324,0.489484369755,-0.343932330608
427,1.26963806152,0.814048111439,-2.19459319115,0.214257597923,-0.0571999847889,1.02612137794,0.0665000081062,0.238553881645,-0.334089607,0.161801487207,-0.49663862586,-1.19658148289,0.0681155323982,0.519939303398,2.03108859062,0.0901071056724,-1.7093501091,0.227121785283,0.0172500014305,0.362617611885,0.936834812164,0.173172771931,-0.179902791977,0.898826003075,-0.428537279367,0.687587976456,0.460523813963,-0.622343242168,0.882368564606
5898,0.292612969875,0.163283973932,0.0718876644969,0.196082234383,0.625900030136,0.567905187607,1.11254990101,0.927285432816,0.0961890816689,0.677701115608,0.689792454243,0.506542205811,-0.133000969887,0.858383655548,0.226109683514,0.301987349987,1.62174987793,0.374461770058,0.24430000782,2.01355981827,0.813852012157,-0.504128754139,-0.639084100723,0.0189940854907,0.641674518585,0.188529863954,0.286751121283,0.00346408784389,1.03116774559
23365,-0.902317225933,-0.255514323711,0.114542499185,0.145301163197,0.64209997654,0.54379349947,0.174549996853,-0.649369478226,0.279124975204,1.01085495949,-0.164612203836,-0.404639542103,0.649980187416,-0.67702704668,0.900346517563,0.212799355388,-0.674499988556,-0.172203749418,-0.746199965477,-0.215450257063,0.941343903542,-0.112890072167,0.559368014336,0.376094579697,1.05310606956,0.275681942701,-0.572912096977,-0.594454050064,-0.450848937035
6657,-0.732130348682,0.179011315107,0.76285135746,-0.807228326797,-0.577199995518,0.191295921803,0.0224500000477,-0.25615555048,-0.313849210739,-1.08304035664,-0.0908306464553,0.643654346466,-0.450222402811,0.369584053755,1.42452740669,-0.791953027248,0.460000008345,-0.167973592877,0.819599986076,0.447916388512,-0.162848562002,-0.857572793961,-0.587839841843,-1.01039755344,-0.218664079905,0.756006777287,0.269215106964,0.788286805153,-0.463719576597
