rid,KHW001_HA1E_6H:BRD-K33240821-001-01-3:10,KHW001_HS27A_6H:BRD-K33240821-001-01-3:10,KHW001_SKM1_6H:BRD-K33240821-001-01-3:10,KHW001_U937_6H:BRD-K33240821-001-01-3:10
5720,-0.137609750032,-0.94045650959,0.391475379467,-0.0141736268997
466,0.407041370869,-0.638827621937,1.48255801201,1.15638172626
6009,0.495966017246,-0.534975290298,0.984645247459,-0.480946391821
2309,-0.100594446063,0.132736384869,-0.783742427826,-0.433919221163
387,0.844502747059,-0.150901690125,-0.02017788589,-0.760083675385
3553,-0.341409057379,-0.759704291821,-0.787818968296,-0.224228173494
427,-0.735733985901,0.0191094875336,1.11880922318,-0.0200241059065
5898,-0.5997787714,-0.76787096262,0.616802096367,-0.342441082001
23365,-0.104113414884,-0.584693491459,0.436062932014,0.611433207989
6657,-0.0402158237994,-0.995431542397,-0.0311900749803,0.601717948914
5054,-0.0161352902651,-0.393215686083,-0.064059138298,0.397177517414
3108,-0.448961794376,0.400480210781,-0.0192275755107,0.0264788698405
1950,-0.550566375256,0.621257305145,-0.189323335886,0.883844316006
351,0.000340590602718,-0.00042933766963,-0.139373645186,-0.123044148088
4846,-0.858788907528,-0.688340961933,0.344494968653,0.0165037438273
1452,-1.24520003796,0.15932238102,-0.758696436882,-0.172049403191
4776,-0.212499395013,-0.17879806459,-0.135362163186,0.0107184946537
6908,-0.235765621066,0.0399477183819,2.17236161232,-0.579059660435
672,-0.671733617783,0.344525098801,-0.710796654224,0.0199730992317
5710,0.61237847805,-0.527629256248,-0.125688761473,-0.943531036377
2115,0.319110780954,0.547422647476,0.0352511033416,0.365333408117
7015,-0.258371978998,0.582428216934,0.363228678703,0.202208697796
8726,0.772058606148,-0.0286554023623,0.641667246819,0.0457701981068
2185,-0.412166893482,0.380660116673,-0.158883661032,-0.659995913506
3315,-0.146279782057,-0.00427728937939,-0.0417786315084,-0.0998895093799
5289,-0.0771812796593,-0.00739228725433,1.97149813175,-0.409838229418
868,-0.14080414176,0.335772424936,1.34145975113,-0.456638455391
1677,-0.537829041481,0.0549359470606,0.344087988138,0.248094469309
7043,0.474999338388,0.0403756722808,-0.360931694508,0.197633892298
5613,-0.37745192647,-0.572442650795,-0.356561303139,-0.568078637123
595,0.793787479401,0.333220213652,0.288480997086,0.476423919201
4793,-0.651193976402,0.327476084232,0.00291985273361,-0.988511562347
2736,0.105386570096,-0.155973061919,-0.266670823097,0.441363155842
5290,-0.339277565479,-0.943276524544,-0.200554966927,0.708762466908
6194,-0.000261276116362,-0.00274273310788,-0.000280421489151,0.000323521933751
1676,-0.50537520647,0.743043482304,-0.772942125797,0.594228029251
23512,0.371604084969,0.00291616329923,0.297991007566,0.329630553722
148022,0.183634996414,-0.424320340157,-1.03299951553,-0.655821204185
1906,0.34868657589,-0.14413651824,-0.0924968868494,0.704655647278
