rid,CPC012_A375_6H:BRD-K25731886-001-01-3:10,CPC012_A549_6H:BRD-K25731886-001-01-3:10,CPC012_A549_24H:BRD-K25731886-001-01-3:10,CPC012_ASC_24H:BRD-K25731886-001-01-3:10,CPC012_HA1E_6H:BRD-K25731886-001-01-3:10,CPC012_HCC515_6H:BRD-K25731886-001-01-3:10,CPC012_HT29_6H:BRD-K25731886-001-01-3:10,CPC012_MCF7_6H:BRD-K25731886-001-01-3:10,CPC012_MCF7_24H:BRD-K25731886-001-01-3:10,CPC012_NEU_24H:BRD-K25731886-001-01-3:10,CPC012_PC3_6H:BRD-K25731886-001-01-3:10,CPC012_PC3_24H:BRD-K25731886-001-01-3:10,CPC012_PHH_24H:BRD-K25731886-001-01-3:10,CPC012_SKB_24H:BRD-K25731886-001-01-3:10,CPC012_VCAP_6H:BRD-K25731886-001-01-3:10,CPC012_VCAP_24H:BRD-K25731886-001-01-3:10
2185,-1.07634878159,0.211639076471,-0.756200015545,-2.00679993629,1.83456861973,1.1066596508,0.806112885475,-0.136053591967,1.09252297878,3.63279986382,-1.75041532516,-0.561468243599,-2.71939992905,1.30754995346,0.8712464571,1.01912498474
3315,-0.257860004902,-0.418115317822,-10.0,-5.80919981003,-2.32510566711,-3.29953765869,0.115479320288,-0.188054963946,0.123292505741,3.27104997635,0.639920532703,-0.666385769844,-0.692799985409,-5.00169992447,1.4249163866,0.403310149908
5289,-0.0757700279355,0.457375317812,-9.41749954224,0.0635000020266,0.228855133057,0.361298322678,1.17160248756,0.107835307717,0.0969207882881,3.82399988174,-1.19868063927,-0.496351122856,-2.18309998512,0.58085000515,0.269039422274,0.619542837143
868,-0.648812413216,0.0496540404856,-2.37879991531,0.850600004196,0.419460892677,0.53000074625,-0.0354574844241,0.40494376421,-0.0563749074936,1.75040006638,-1.39381098747,-0.815498709679,-0.674499988556,-0.402950018644,0.50304454565,0.977306962013
1677,0.482624381781,-0.155499145389,6.55770015717,10.0,2.04539036751,-0.166850626469,0.597725450993,0.323320090771,0.875514030457,9.41790008545,-1.10983192921,-1.63507390022,-1.11230003834,3.26259994507,1.80772221088,1.24393153191
7043,-0.373744487762,0.257620304823,3.25259995461,-1.75310003757,-0.0792649388313,-0.212479919195,1.05187821388,-0.051343228668,0.302870869637,4.22090005875,-1.07391023636,-0.0205810070038,-0.791400015354,-3.19200015068,0.428609728813,0.107717059553
5613,0.179926976562,0.0900764688849,5.56710004807,6.0124001503,1.18772864342,0.24756346643,0.781135499477,-0.0325851142406,1.92892563343,7.84455013275,-1.830950737,-0.608469367027,-1.04289996624,2.08500003815,1.0453697443,1.34795689583
595,0.715109050274,0.346927344799,4.76039981842,1.77260005474,-1.54163050652,-0.529624998569,5.77263784409,-0.313833296299,0.109848797321,6.93455028534,0.531975388527,0.248487889767,0.158299997449,0.317200005054,-0.823971867561,-0.0349059700966
4793,-0.5205078125,0.286711126566,3.83170008659,6.78399991989,-0.691603899002,-0.597366929054,0.177751049399,-0.0304868668318,0.52944868803,9.20190048218,-0.92937207222,0.35101878643,1.36559998989,2.38940000534,0.650972187519,0.310705602169
2736,-0.428205281496,0.453771442175,4.79899978638,8.06659984589,-0.224342882633,-0.87314748764,-0.535601317883,-0.392569184303,0.87217348814,3.13104987144,-1.18115758896,-0.0355313122272,-1.04149997234,2.72140002251,0.666696727276,0.737013399601
5290,0.339281022549,0.38799276948,-0.919600009918,-2.21749997139,0.90286809206,0.197257101536,0.524369299412,-0.00830999948084,1.19886779785,-0.309949994087,-1.81399130821,0.538068652153,-2.29739999771,-1.27964997292,0.478394806385,0.889855802059
6194,-0.39824616909,0.000357602315489,-0.229200005531,-6.27880001068,-0.0032147266902,-0.468021124601,-3.37443065643,0.71000957489,-0.126400902867,-10.0,0.396082490683,0.880022168159,0.00130000000354,-5.00199985504,-3.53596258163,-0.21111318469
1676,-0.896619856358,0.0841996520758,0.169100001454,-3.88240003586,0.292532026768,-0.0422178283334,0.739058732986,-0.225676387548,0.49742603302,-3.30779981613,-1.3124871254,-0.0222518742085,-3.55940008163,1.35080003738,0.692467153072,0.981716990471
23512,-1.15139472485,0.220513284206,-10.0,-4.68569993973,-2.1483130455,0.983822703362,-0.342155396938,0.0832862555981,-0.0605547949672,-0.401749968529,-0.384335100651,-0.383949488401,-3.36339998245,0.515649974346,-0.963789820671,-0.500135064125
148022,0.114341720939,-0.735416889191,7.8435997963,9.77079963684,-1.09796142578,0.193870782852,-0.0675608366728,-0.25904121995,-0.193701446056,4.76684999466,-0.102888986468,-0.433330416679,-4.08239984512,0.0981500148773,-0.462052583694,1.17394578457
1906,-0.717523038387,1.2430024147,4.51200008392,3.96650004387,0.640829324722,0.346509724855,-0.10875082016,-0.405061721802,1.18803882599,1.71144998074,-1.26711237431,-0.507433533669,1.05209994316,4.03564977646,1.45735037327,0.852896392345
8878,0.0117019414902,-2.882178545,-4.43030023575,-3.98740005493,-1.90954828262,0.120549440384,-4.58333301544,-0.62749260664,-1.23246884346,-3.22275018692,1.02712309361,-0.129283607006,-0.00130000000354,-10.0,-1.30788779259,-0.0570788085461
3091,-0.180252611637,0.300377398729,-7.78319978714,-8.50640010834,-0.698690235615,0.186295986176,0.314670950174,-0.141876652837,-0.158144712448,-7.67210006714,0.0642474070191,-0.256091177464,-0.00130000000354,-5.93709993362,0.66222268343,0.479759722948
5743,-0.879596173763,-0.614763081074,2.28889989853,5.68340015411,1.17749941349,0.375953733921,-0.23892994225,-0.196536302567,1.18883919716,10.0,0.705413579941,-0.155799001455,-0.773400008678,0.515249967575,1.37218379974,0.742675483227
5321,-0.0599590204656,-0.461361020803,-1.82920002937,-1.70959997177,0.617795825005,0.271857351065,0.602146267891,-0.390993595123,0.823139071465,-10.0,-3.16058206558,-1.96977066994,-0.000699999975041,-1.63514995575,0.100128121674,0.690774142742
4144,0.519551336765,-0.0108576714993,2.08680009842,-4.8952999115,0.0930246859789,-1.34380328655,0.93714761734,0.213902547956,0.870916545391,-8.88750076294,0.154825687408,0.515508890152,-0.00609999988228,-4.18039989471,-1.07474386692,0.460195481777
1981,0.0380352139473,2.17404484749,4.06360006332,-0.850099980831,-1.65942370892,-0.258687734604,-0.292165011168,0.660970032215,0.951519608498,-4.49930000305,0.414814919233,-1.23723578453,5.01569986343,-1.68490004539,1.3557202816,1.04920506477
695,1.02845704556,0.43695679307,8.76799964905,10.0,0.564522981644,0.573293089867,0.064228259027,0.153424471617,-0.330421060324,10.0,-0.178823366761,0.0536033213139,10.0,8.98155021667,1.28872704506,-0.0601424090564
10398,-0.202007159591,-0.318594932556,-0.32080000639,-1.891299963,-4.02041816711,-1.92498123646,0.356375336647,-0.621632695198,0.580721080303,0.652800023556,-0.875757813454,-0.974936008453,0.773599982262,-5.36184978485,0.882651329041,1.04585897923
5708,1.20221221447,0.267162322998,-2.45000004768,-6.2951002121,-2.56763339043,-1.76895236969,-0.193700715899,-0.351522624493,0.890471279621,-6.93499994278,0.34908285737,-0.0361217334867,-10.0,-2.49585008621,0.859662652016,1.26309156418
1213,-0.183962672949,0.311922311783,-6.98299980164,-2.83249998093,-0.471516489983,-1.25821661949,-0.828103065491,0.192504063249,-0.596820175648,0.489550024271,1.101349473,1.2780892849,-1.98919999599,-2.84574985504,-0.606330513954,-0.482892692089
226,0.352229893208,-0.564319968224,-1.08469998837,-3.01690006256,-1.40264475346,-0.655833601952,-0.707790076733,-1.15014874935,-0.286872714758,-1.23039984703,1.1142771244,0.337062329054,0.843800008297,-2.51460003853,-0.246781617403,0.941647529602
6777,0.610329866409,-0.10220143944,7.75489997864,2.9428999424,-0.625851273537,0.147817388177,1.37219166756,1.39510750771,-0.062816940248,9.93529987335,-0.622652292252,0.181506663561,6.06449985504,2.16214990616,0.316796600819,1.19798946381
2113,-0.577275574207,-0.461993396282,3.24720001221,3.24029994011,0.151544570923,-0.256192862988,0.541397094727,-0.126767218113,0.000644713640213,1.9185500145,-0.793298840523,0.360979199409,-1.00849997997,0.420100003481,0.899216532707,0.563970983028
3329,0.236402243376,-0.0568437539041,-8.04259967804,-1.73670005798,-1.75404691696,0.28553789854,-0.652331054211,-0.0986818596721,-0.717780411243,-1.40149998665,1.52037763596,0.24895709753,-1.43540000916,-1.89925003052,-0.818953156471,-1.01208174229
1050,0.979662239552,3.39492678642,-0.409999996424,-5.83610010147,0.139363005757,0.274819672108,-0.647619247437,0.198181301355,0.184964716434,10.0,-0.133862093091,-0.00494392216206,-2.61649990082,5.28649997711,-1.04416775703,-0.334480553865
9491,0.0977694913745,0.457260489464,-4.08199977875,-4.88479995728,3.49996089935,0.47883027792,0.902709841728,-0.425230026245,0.939944505692,-2.05679988861,-1.11333811283,-0.121070533991,-4.44740009308,-2.96635007858,0.0504046678543,1.15483379364
22926,0.440582543612,-0.30046659708,2.19790005684,-6.25769996643,-1.94120633602,0.0697489231825,0.717491149902,0.0936097949743,0.248375996947,6.44570016861,0.875707447529,0.56072050333,-2.02970004082,-1.81605005264,-0.257409393787,0.589445471764
5899,-0.0184631645679,-0.467818379402,4.78700017929,4.10090017319,5.18721389771,3.53160238266,0.262588888407,0.579751968384,0.636705756187,7.63529968262,1.53206264973,2.38366317749,3.03539991379,0.381249904633,1.62744557858,0.759903967381
5467,-0.182620212436,0.153955116868,0.677900016308,10.0,0.180208444595,0.0585892945528,0.0954568907619,0.207012057304,0.84690707922,6.56200027466,-0.484308004379,-0.144280970097,2.60879993439,3.75519990921,0.648604154587,1.60967314243
6774,-0.351819097996,-0.0284479856491,7.0310997963,-3.97760009766,-0.89638209343,-0.427949637175,-0.575755476952,-0.303673774004,-0.189682766795,9.72265052795,-0.453940212727,-0.433526694775,-3.3001999855,0.296949982643,0.728032469749,0.355059325695
1788,0.140500888228,-0.280105113983,-0.919799983501,1.82089996338,0.716754794121,-0.450905025005,0.856604814529,-0.354962170124,0.711416244507,-0.201250016689,-1.96561229229,-0.19123314321,-0.343300014734,0.706750035286,0.47746232152,1.00732469559
5921,-0.114031918347,-0.0661750137806,10.0,-4.18830013275,-1.651476264,0.701270103455,-1.25987565517,-0.214661940932,-0.316980689764,3.9810500145,0.965552151203,1.14330530167,-1.51380002499,-1.08434998989,-1.71986579895,-0.117260985076
5721,-0.596948742867,-0.382699489594,-7.31729984283,5.83389997482,0.521629571915,-0.756198525429,0.0934161394835,-0.171322032809,-0.74807715416,1.56664991379,1.40005493164,0.182845562696,0.0135000003502,0.164949983358,0.0796103179455,-0.643080234528
2263,0.631138682365,-0.382814347744,1.4157999754,-1.71290004253,1.85133254528,-0.160011470318,1.5203217268,0.222700387239,0.968627870083,-5.22265005112,-0.849642813206,-0.263438761234,-3.08879995346,-1.2661999464,0.913410544395,1.00030064583
808,-0.424330145121,0.0497297644615,-4.54440021515,-1.74619996548,3.59487628937,-0.178843379021,0.42001542449,-0.0661326646805,1.33872640133,-1.11755001545,-0.865876078606,0.167168676853,-2.12669992447,-3.01265001297,1.22229397297,1.62745475769
30001,1.0425453186,0.549316346645,6.29960012436,-2.33789992332,-0.301900029182,0.187712222338,-1.05837893486,0.123570688069,0.34696751833,10.0,2.17061519623,0.116871058941,3.27929997444,-1.62120008469,0.587382912636,1.40546059608
348,-0.262583732605,-0.000173807144165,0.904500007629,-3.50830006599,0.214582771063,-0.227851346135,0.483455270529,0.6742811203,0.241014495492,5.11894989014,-1.26313483715,0.500765621662,-1.21370005608,-1.94235002995,0.507425189018,0.812233924866
30849,0.14756000042,-0.0157865099609,3.66849994659,-1.95679998398,-0.117450609803,3.05037355423,-0.186062112451,0.0270908474922,0.159019723535,2.86054992676,0.563508152962,1.48199415207,-1.01320004463,-0.124650031328,1.47032809258,0.0685503780842
1454,-0.171805173159,-0.832561373711,-7.57089996338,-2.35739994049,-0.895137310028,-0.252174794674,-0.678169131279,-0.537770092487,0.662412643433,-2.3884999752,-0.383983373642,-0.486518442631,-0.722899973392,-0.541149973869,-0.594874799252,1.4003765583
6500,0.364324331284,0.5958070755,3.89120006561,1.52909994125,0.260568827391,1.4124956131,-0.676074445248,-0.339206069708,-1.27135443687,5.507999897,0.772693455219,1.39404988289,-1.47309994698,-1.51909995079,-1.0450656414,-1.58746802807
5627,0.373183220625,0.671504437923,10.0,-5.01039981842,2.15195965767,0.469040721655,-0.659337580204,0.496386557817,-1.41377484798,9.02694988251,0.345750510693,0.451067268848,4.68450021744,-2.51534986496,0.445081472397,0.0473511554301
5715,0.865415453911,-0.724988698959,3.79060006142,-4.03020000458,-1.69424891472,-1.02657771111,-0.757335186005,-1.89945435524,-2.1008913517,-6.23605012894,1.40041184425,0.390787303448,-1.80280005932,-2.22875022888,-0.013222232461,-0.379777401686
4791,-0.442451655865,0.449611961842,10.0,-0.758599996567,1.19047570229,-1.08087742329,1.4434312582,0.276496767998,0.615350961685,4.8748998642,-1.73754024506,-0.481052130461,-4.82639980316,5.16295003891,1.66810047626,0.872550070286
56924,0.151809304953,0.175133496523,10.0,5.09469985962,0.668524265289,0.535670936108,1.26375722885,0.938771009445,-0.661912322044,9.98680019379,1.88819479942,1.19418370724,0.915499985218,7.09704971313,0.822763264179,-0.0283168740571
2690,1.04195141792,0.91591656208,10.0,-1.05079996586,0.881967544556,0.0958229750395,-0.227419838309,0.634604930878,0.658989846706,8.96979999542,1.21320962906,-0.430064439774,2.70749998093,3.24445009232,2.09660506248,-0.945564091206
1019,0.461615175009,0.765258908272,1.79729998112,-5.10790014267,1.25831973553,0.790882647038,0.412479877472,0.335641741753,-0.619689404964,-1.57570004463,0.430971831083,-0.840248823166,0.723800003529,-0.374049991369,-1.39961361885,-2.40618395805
51422,-0.142089277506,-0.121323108673,10.0,7.15089988708,0.242139995098,0.116608470678,0.894226551056,0.511768400669,0.0882073640823,8.82870006561,0.896440863609,0.977784335613,3.09060001373,3.33680009842,1.44748055935,0.11141179502
5788,-1.13642930984,-0.496713936329,1.80320000648,-1.18429994583,0.27102291584,-0.241497457027,0.372069060802,-0.262688398361,0.673977255821,2.82459998131,-1.66106271744,-0.18337854743,-1.4701000452,-1.0815500021,1.38281941414,0.595243394375
6709,0.25316670537,-0.811763763428,1.66120004654,7.57590007782,-1.11027729511,-0.408849358559,-0.379479527473,0.986154437065,-0.500490307808,10.0,0.866717338562,0.333875268698,-0.889199972153,2.66370010376,-0.503383755684,-0.0722889900208
1277,-0.436947584152,0.538612306118,8.86369991302,-9.07320022583,-1.88330006599,-0.340997993946,0.384852319956,0.239497810602,0.7735029459,8.8094997406,2.29768586159,0.661190032959,7.25829982758,-5.00269985199,2.07022976875,-0.394668996334
993,0.209709435701,0.253607213497,2.1686000824,10.0,-1.648624897,-0.948890805244,-1.03448939323,-0.568192005157,-0.113725908101,0.433550000191,0.65949767828,-0.0508662760258,7.99429988861,7.3205499649,-1.24346113205,-0.290990054607
7157,0.0761672109365,-0.593228578568,-2.53620004654,3.74990010262,-0.436451971531,-0.402200698853,0.0141545441002,-0.69750636816,-0.334255307913,1.15635001659,-0.84096801281,-0.245938256383,4.70200014114,0.559199988842,-0.811268985271,0.885127544403
1958,0.0724987536669,-0.415287256241,10.0,3.2853000164,-0.0127199469134,-0.117311663926,0.0681803449988,-0.0127540826797,0.0781511813402,5.85249996185,-1.44505167007,0.0230341181159,7.12109994888,2.97084999084,0.845995545387,-0.466079354286
4582,-0.133652031422,0.956250011921,10.0,10.0,0.444649219513,-0.748614430428,0.14558134973,0.00517579913139,-0.832638502121,7.44505023956,-0.922610044479,-0.42000862956,10.0,4.02305030823,0.968539953232,0.0100646093488
9212,0.475017905235,0.471485316753,-3.95819997787,-1.21370005608,-0.145249962807,-0.611033439636,0.473667949438,-0.104460090399,0.791026651859,-1.08520007133,-1.50138115883,0.893234670162,-3.34680008888,-0.547100007534,1.05185174942,-1.41215729713
8440,0.390743792057,-0.16375887394,1.37800002098,0.703299999237,-1.0831656456,-0.103314571083,0.727963328362,0.71294516325,-0.189818292856,2.04834985733,-0.0154639035463,-0.558934092522,0.828299999237,0.148649990559,-0.148253411055,-0.666196882725
6790,0.00106487795711,-0.662276029587,3.25379991531,3.1779999733,-0.796237647533,0.15299269557,-0.455268710852,0.280990362167,0.604547202587,7.46169996262,0.660369098186,0.526724100113,-2.68549990654,-1.44634997845,-0.911218822002,0.742895841599
8851,-0.152588203549,-0.164830029011,10.0,5.79890012741,0.477794766426,1.93100512028,-0.607207417488,1.08063924313,1.07760691643,-0.447800010443,-0.300004273653,1.00188648701,0.618200004101,-0.936450004578,-0.676382660866,-0.829419851303
2534,0.358404129744,-1.18414890766,9.68999958038,-4.67409992218,1.11657500267,-0.0319624654949,0.520568430424,-0.15522608161,0.574194788933,-0.83060002327,0.204019278288,-0.140394568443,8.71949958801,-0.466149926186,0.527618527412,0.919356524944
4893,0.014187945053,-0.408482581377,1.31970000267,-0.378899991512,2.84375905991,1.18016147614,0.192187726498,-0.0128676965833,-0.13931915164,1.09019994736,-0.627698838711,0.314361006021,2.18219995499,0.999949932098,1.1829906702,1.35391414165
665,-1.03906476498,-0.291234105825,-3.66930007935,-8.86340045929,-2.08938074112,-0.0104937255383,-0.570579946041,-0.473430722952,-1.21940326691,-0.174149990082,0.169637605548,-0.425817966461,10.0,0.634849965572,1.49116754532,1.10935211182
4313,1.21466255188,-0.163182288408,1.71420001984,-3.65059995651,1.76715648174,-0.426578581333,0.844733774662,0.473837077618,0.865705370903,0.885099947453,-0.726553618908,0.15567189455,-0.970300018787,-1.08395004272,1.30524432659,0.429693132639
1022,-0.0057679656893,0.123165234923,-9.37860012054,-3.66280007362,1.42475390434,1.10177564621,-0.984668016434,0.0509477928281,-0.395711094141,-0.196700036526,0.407774448395,0.544604301453,-5.68039989471,-2.84194993973,-1.08898496628,-0.219547450542
5880,-0.588727831841,0.603558182716,10.0,-0.401600003242,-0.883080244064,-0.332169800997,-0.829274773598,0.111590847373,-0.128157272935,10.0,1.44478082657,0.375445604324,10.0,1.6072499752,0.442971348763,0.161145731807
3162,-0.644796133041,-0.465173214674,-7.71939992905,-3.70429992676,-1.94853544235,-0.452464044094,-0.804347097874,-0.243873730302,-0.898179590702,5.55439996719,0.189060673118,-0.154265284538,-1.79009997845,-1.95179998875,-0.821545362473,1.41673624516
1282,0.875633299351,0.063464730978,-0.35490000248,-10.0,-2.775182724,0.46738088131,0.673627734184,-0.0380556173623,1.07556784153,-0.0129500031471,-1.88008618355,-0.312414526939,2.8680999279,-0.592999994755,0.857208907604,0.637310504913
3383,-0.12005276233,-0.138795316219,10.0,0.0943000018597,-0.494358599186,-1.10305273533,-0.412939965725,-0.371036231518,0.9244992733,1.63910007477,-0.565780103207,-0.417876601219,1.01830005646,-0.345849990845,1.77335047722,0.798164010048
727,0.222155630589,-0.00312602519989,4.28399991989,-2.02570009232,2.88842439651,0.411545872688,0.575931429863,-0.113183110952,0.998849630356,1.4931499958,-1.17979252338,-0.219761520624,-1.21130001545,-1.72075009346,0.662437081337,0.845608890057
4792,0.127209722996,0.175348073244,-4.70709991455,-0.905499994755,-1.06955313683,-1.60114383698,0.200774639845,-0.23369564116,0.310394346714,3.28684997559,1.86466193199,-0.265369176865,-1.85280001163,-2.20950007439,-2.56128740311,0.681732356548
4794,-0.241574555635,0.084469139576,3.26600003242,1.79530000687,1.69382619858,-0.0999990925193,0.247847184539,-0.213660031557,0.897345483303,1.44385004044,-1.63067817688,-0.647595763206,-1.83399999142,-2.23609995842,0.883303940296,0.841151833534
902,-0.308133512735,0.118969261646,0.364600002766,-4.82620000839,1.34733533859,-0.592852413654,0.688498973846,0.188498497009,0.947901248932,0.0628000050783,-0.403220236301,0.831642925739,-1.66620004177,-1.05990004539,1.1570533514,0.756042599678
8091,0.847172021866,0.22265586257,1.31019997597,-0.0816999971867,1.44005525112,1.40079069138,0.112762063742,-0.212434977293,1.29732644558,3.71024990082,0.646577596664,1.03730404377,8.67650032043,2.0585000515,0.928824663162,-0.435888379812
3486,-0.400689005852,0.554427921772,-3.08220005035,-3.55929994583,-0.0940062180161,-0.286334991455,1.14072668552,0.130887150764,0.413339704275,-0.837000012398,0.845424354076,-1.94289243221,-2.81299996376,-2.53614997864,-1.20949316025,-0.890344977379
10818,0.0963615626097,0.21456348896,-0.37760001421,10.0,1.00055921078,0.700372695923,0.395401269197,-0.327819794416,0.323432892561,8.77344989777,-1.4398393631,0.158962905407,-2.23569989204,0.963899970055,1.00610411167,0.310916364193
3454,-0.125732108951,0.232711300254,-0.689999997616,-1.48210000992,1.3081548214,0.0209464430809,0.390040814877,-0.0819896906614,1.06304228306,0.0709999799728,-0.310994386673,-0.258678793907,-2.90779995918,-0.731450021267,0.282868355513,0.227401524782
4282,-0.00213077175431,0.000485255237436,-0.944599986076,-10.0,-1.79118466377,-0.761245667934,-0.754644393921,-1.36746501923,-0.708962202072,-1.33625006676,0.00449901819229,-0.0821986719966,-0.00270000007004,-8.47815036774,-4.05798339844,-2.3714222908
1605,0.399946212769,-0.722548902035,4.73509979248,-3.03060007095,-2.10489106178,0.107870139182,-0.597450196743,0.104571029544,0.0977632254362,6.57259988785,1.23106706142,0.854060173035,-0.918099999428,-2.04914999008,-1.4195047617,-0.576044678688
10644,-0.471209228039,-0.524078905582,10.0,-6.89629983902,-1.25107383728,1.09133946896,0.128144770861,-0.0216007530689,0.826351821423,1.21050000191,0.191088318825,0.427165567875,-1.91760003567,-2.10190010071,0.93997335434,0.0933214426041
