rid,CPC006_A375_6H:BRD-K68185022-001-06-4:70.07,CPC006_A375_24H:BRD-K68185022-001-06-4:70.07,CPC006_A549_6H:BRD-K68185022-001-06-4:70.07,CPC006_A549_24H:BRD-K68185022-001-06-4:70.07,CPC006_A673_6H:BRD-K68185022-001-06-4:70.07,CPC006_AGS_6H:BRD-K68185022-001-06-4:70.07,CPC006_CL34_6H:BRD-K68185022-001-06-4:70.07,CPC006_CORL23_6H:BRD-K68185022-001-06-4:70.07,CPC006_COV644_6H:BRD-K68185022-001-06-4:70.07,CPC006_DV90_6H:BRD-K68185022-001-06-4:70.07,CPC006_EFO27_6H:BRD-K68185022-001-06-4:70.07,CPC006_HA1E_6H:BRD-K68185022-001-06-4:70.07,CPC006_HCC15_6H:BRD-K68185022-001-06-4:70.07,CPC006_HCC515_6H:BRD-K68185022-001-06-4:70.07,CPC006_HCC515_24H:BRD-K68185022-001-06-4:70.07,CPC006_HCT116_6H:BRD-K68185022-001-06-4:70.07,CPC006_HEC108_6H:BRD-K68185022-001-06-4:70.07,CPC006_HEPG2_6H:BRD-K68185022-001-06-4:70.07,CPC006_HT115_6H:BRD-K68185022-001-06-4:70.07,CPC006_HT29_6H:BRD-K68185022-001-06-4:70.07,CPC006_HT29_24H:BRD-K68185022-001-06-4:70.07,CPC006_JHUEM2_6H:BRD-K68185022-001-06-4:70.07,CPC006_LOVO_6H:BRD-K68185022-001-06-4:70.07,CPC006_MCF7_6H:BRD-K68185022-001-06-4:70.07,CPC006_MCF7_24H:BRD-K68185022-001-06-4:70.07,CPC006_MDST8_6H:BRD-K68185022-001-06-4:70.07,CPC006_NCIH1694_6H:BRD-K68185022-001-06-4:70.07,CPC006_NCIH1836_6H:BRD-K68185022-001-06-4:70.07,CPC006_NCIH2073_6H:BRD-K68185022-001-06-4:70.07,CPC006_NCIH508_6H:BRD-K68185022-001-06-4:70.07,CPC006_NCIH596_6H:BRD-K68185022-001-06-4:70.07,CPC006_NOMO1_6H:BRD-K68185022-001-06-4:70.07,CPC006_OV7_6H:BRD-K68185022-001-06-4:70.07,CPC006_PC3_6H:BRD-K68185022-001-06-4:70.07,CPC006_PC3_24H:BRD-K68185022-001-06-4:70.07,CPC006_PL21_6H:BRD-K68185022-001-06-4:70.07,CPC006_RMGI_6H:BRD-K68185022-001-06-4:70.07,CPC006_RMUGS_6H:BRD-K68185022-001-06-4:70.07,CPC006_SKLU1_6H:BRD-K68185022-001-06-4:70.07,CPC006_SKM1_6H:BRD-K68185022-001-06-4:70.07,CPC006_SKMEL1_6H:BRD-K68185022-001-06-4:70.07,CPC006_SKMEL28_6H:BRD-K68185022-001-06-4:70.07,CPC006_SNGM_6H:BRD-K68185022-001-06-4:70.07,CPC006_SNU1040_6H:BRD-K68185022-001-06-4:70.07,CPC006_SNUC4_6H:BRD-K68185022-001-06-4:70.07,CPC006_SNUC5_6H:BRD-K68185022-001-06-4:70.07,CPC006_SW480_6H:BRD-K68185022-001-06-4:70.07,CPC006_SW620_6H:BRD-K68185022-001-06-4:70.07,CPC006_SW948_6H:BRD-K68185022-001-06-4:70.07,CPC006_T3M10_6H:BRD-K68185022-001-06-4:70.07,CPC006_THP1_6H:BRD-K68185022-001-06-4:70.07,CPC006_TYKNU_6H:BRD-K68185022-001-06-4:70.07,CPC006_U937_6H:BRD-K68185022-001-06-4:70.07,CPC006_VCAP_6H:BRD-K68185022-001-06-4:70.07,CPC006_VCAP_24H:BRD-K68185022-001-06-4:70.07,CPC006_WSUDLCL2_6H:BRD-K68185022-001-06-4:70.07,MUC.CP001_MCF7_6H:BRD-K68185022-001-06-4:70.067,MUC.CP001_MCF7_6H:BRD-K68185022-001-06-4:23.3557,MUC.CP001_MCF7_6H:BRD-K68185022-001-06-4:7.7852,MUC.CP001_MCF7_6H:BRD-K68185022-001-06-4:2.5951,MUC.CP001_MCF7_24H:BRD-K68185022-001-06-4:70.067,MUC.CP001_MCF7_24H:BRD-K68185022-001-06-4:23.3557,MUC.CP001_MCF7_24H:BRD-K68185022-001-06-4:7.7852,MUC.CP001_MCF7_24H:BRD-K68185022-001-06-4:2.5951,MUC.CP001_NKDBA_24H:BRD-K68185022-001-06-4:70.067,MUC.CP001_NKDBA_24H:BRD-K68185022-001-06-4:23.3557,MUC.CP001_NKDBA_24H:BRD-K68185022-001-06-4:7.7852,MUC.CP001_NKDBA_24H:BRD-K68185022-001-06-4:2.5951,CPC006_H1299_6H:BRD-K68185022-001-06-4:70.07,CPC006_RKO_6H:BRD-K68185022-001-06-4:70.07
5720,-0.532072067261,0.204561501741,-2.73132324219,-2.71438884735,-0.455149978399,0.102249994874,0.526449978352,0.61829996109,0.58360004425,0.593850016594,-0.483599990606,-1.69824886322,-0.0951998606324,-1.35939598083,-0.322579205036,0.598049998283,-0.527389585972,0.436850667,0.28900000453,-0.297667682171,-1.29894161224,-0.974300026894,-0.96305000782,-0.893268406391,-1.94110488892,-0.356900006533,1.16400003433,-0.274150013924,0.287350028753,0.476850003004,-0.478049993515,1.20735001564,-0.632400035858,-0.21175891161,-0.282405972481,-1.45344996452,-1.24440002441,0.753221273422,-0.341199994087,-0.151549994946,-0.384000003338,-0.306850016117,-0.147549986839,0.409049987793,0.78275001049,-0.359899997711,-0.522799968719,0.432553768158,0.7203758955,-0.84819996357,-0.146277934313,0.293799996376,0.502950012684,0.642976880074,0.124531261623,-0.196399986744,-1.55922007561,0.832532346249,0.79562830925,0.336478203535,-0.850825190544,0.673193514347,0.345256745815,0.338450014591,-1.26674211025,0.582871317863,-0.226289331913,1.0619982481,0.490000009537,0.466800004244
466,-0.321264266968,-0.124650456011,1.41098189354,-1.44164979458,-0.398750007153,-0.68155002594,0.397650003433,0.155200004578,1.10645008087,0.0831499993801,-0.618149995804,-0.389662027359,-0.0666913837194,-0.102392524481,-0.0264697447419,0.472450017929,0.287616968155,-0.389908194542,0.410899966955,-1.75572657585,-0.826187252998,-0.979949951172,-0.7269500494,-0.525609850883,-0.962728798389,-0.170249968767,-0.3125,0.820999979973,-0.944149971008,0.234149992466,-0.727049946785,2.10019993782,-0.450850009918,-0.230540424585,-0.132352992892,-0.424099981785,-0.382049977779,-2.01082420349,-1.00699996948,-1.58240008354,0.327849984169,-0.633599996567,0.336850017309,-0.760949969292,-0.470750004053,0.887099981308,-0.254999995232,-0.587148368359,-0.94242310524,-0.494399994612,-1.10144984722,-0.0737000033259,-0.945749998093,0.217716902494,0.329370766878,-1.84305000305,0.731979906559,0.494693934917,0.457780957222,0.262779384851,0.370457410812,0.23962636292,0.627159178257,0.635800004005,-0.0622158795595,-0.00293272733688,-0.101419918239,-0.1124965325,0.384350001812,0.483249992132
6009,0.529053390026,0.524660885334,2.6006360054,0.685649991035,0.377550005913,0.381350010633,0.020350009203,-0.938449978828,-0.0603999979794,-0.615249991417,0.376299977303,0.443348169327,0.0422208942473,0.416841268539,-0.110310316086,-0.773900032043,0.579989790916,0.615941286087,-0.445500016212,0.219442784786,0.592502593994,-0.238649994135,-0.140000000596,0.0763227045536,1.69465851784,-0.295350015163,-0.0593999996781,0.94344997406,2.2052500248,-0.629600048065,0.661749958992,0.675950050354,0.0214000344276,-0.056115552783,0.73319464922,1.08350002766,1.10640001297,0.500737965107,0.123399995267,-0.777199983597,0.766650021076,-0.508500039577,-0.784550011158,1.9986499548,-0.0529000014067,0.268799990416,0.825700044632,0.468764692545,0.205410122871,-0.030450001359,-0.562495231628,0.880900025368,0.22674998641,-1.14160108566,-0.547296285629,1.55320000648,-1.72790598869,-0.280764937401,-0.489196866751,-0.283233433962,0.0777336359024,0.430843859911,0.147060394287,-0.399399966002,-0.384929001331,0.71373128891,0.268987119198,0.272830456495,-0.791299939156,-0.54834997654
2309,0.907723367214,0.821505248547,2.36898851395,3.09576368332,-0.746299982071,-0.336099982262,0.21495001018,-0.395199984312,0.0961000025272,0.540650010109,2.13754987717,1.71959400177,0.214024826884,1.23406791687,1.08832883835,0.138999998569,-0.0846155881882,0.111326754093,-0.380150020123,1.24653112888,1.90152263641,-0.522799968719,0.0952000319958,2.26002120972,1.30365931988,0.0491000041366,0.718100011349,-0.0804999992251,1.60004997253,1.4985499382,1.61255002022,0.417149960995,0.559499979019,1.4106014967,2.15273308754,2.09154987335,1.43530011177,-0.292171180248,-0.293000012636,-0.103949993849,-0.00794999673963,0.927650034428,-0.485650002956,2.81295013428,0.646999955177,-0.330700010061,-0.417849987745,-0.087026283145,0.428373724222,0.196599990129,0.508515298367,0.100299999118,0.44960001111,1.39443778992,2.72060489655,1.1656999588,-0.231686413288,-0.520835220814,-0.970985293388,-1.86898708344,-0.412870049477,-0.470602661371,-0.791758835316,-0.910650014877,0.227881714702,-0.1541043818,-0.479876428843,0.267629235983,-0.126949995756,0.416849970818
387,0.0220587998629,-1.9353915453,-0.138632670045,-0.705760240555,-0.52530002594,0.155000001192,0.753250002861,-0.0381500050426,-0.831250011921,-0.641950011253,-0.199649989605,-0.483503848314,-0.87384814024,-1.27048385143,-0.945412278175,0.509850025177,0.424786925316,-0.28286421299,-0.656449973583,-1.07575583458,0.615059196949,-0.190549969673,0.0513000041246,-1.02504622936,-0.497679710388,0.367150008678,1.48109996319,0.549749970436,0.602349996567,1.58629989624,0.0110500156879,-1.44244992733,-0.0702500343323,1.39573359489,0.0729339644313,-1.06920003891,0.975849986076,-0.052673690021,1.67729997635,-1.05174994469,-0.343900024891,-0.409399986267,-1.64104998112,0.980300009251,-0.0881000012159,-1.23220002651,-0.469349980354,-0.426241785288,0.46666008234,-0.125049993396,-1.67591392994,0.583800017834,0.532299995422,-0.464134633541,-0.42203655839,-0.664649963379,-1.2116060257,-0.201566442847,-1.01103401184,-0.920230388641,-0.336889386177,-0.343673080206,-0.980957269669,-0.964900016785,-1.09544324875,-0.3670373559,-0.549181520939,0.241581678391,0.218099981546,-1.13580000401
3553,0.184762507677,0.638766050339,1.13840258121,3.12001895905,0.723149955273,0.3382999897,-0.0929000079632,-0.0394499897957,-0.754549980164,-0.277050018311,-0.86669999361,1.69069433212,0.360945880413,0.713282585144,0.541413128376,-0.652199983597,-0.636385440826,0.662025988102,0.211149990559,0.622911095619,-0.312688201666,-0.0557999908924,0.77404999733,0.867769300938,-0.475177258253,0.053449999541,2.38840007782,-0.177549988031,1.74160003662,1.69315004349,0.545700013638,-0.127999961376,0.838150024414,0.135933786631,0.473507106304,1.34175002575,0.196600019932,-1.14577996731,-0.293099999428,0.714149951935,-1.05410003662,0.801050007343,0.409350007772,1.56579995155,-0.0811000168324,0.805100023746,0.211899995804,-0.652064323425,-0.397201091051,-1.95915007591,1.81799340248,0.575299978256,0.150150001049,0.973889231682,-0.056612432003,-0.630149960518,-0.37088060379,1.39132595062,0.953626036644,2.39381742477,0.031600818038,-0.726681530476,-0.288914382458,-0.590399980545,0.316118776798,0.0599824264646,0.0966631174088,-0.655173122883,-0.11179998517,-1.03499996662
427,0.0327508449554,0.14059317112,-0.166571557522,-0.773793160915,-2.3109498024,-0.23860001564,-0.0668500065804,-0.295199990273,0.97319996357,-0.347000002861,-0.78385001421,-0.143794178963,-0.194651409984,-0.208287715912,-0.360991567373,-0.462900012732,-0.19026941061,0.0971172899008,0.551499962807,-0.201114594936,0.169880852103,-0.4416000247,-0.22389999032,-0.132657945156,0.0727922916412,-0.450900018215,0.0952999964356,1.05124998093,-0.162500008941,0.516399979591,0.157050013542,1.11705005169,0.607200026512,0.0339890606701,-0.454237937927,0.862949967384,-1.17495000362,-2.25112605095,0.248199999332,-0.557299971581,0.566900014877,0.64509999752,0.934149980545,-0.475649982691,0.16455000639,3.28859996796,-0.657350003719,-0.414795786142,0.524228513241,-0.381300002337,1.12165808678,0.187700003386,-0.921199977398,-0.5181671381,-1.10872268677,-1.68164992332,1.37935328484,-0.150662705302,0.0230336710811,-0.307989656925,-0.123473137617,-0.468771278858,0.276473015547,0.170599997044,-0.632163524628,-0.496773421764,-0.769330143929,-0.752592086792,1.34159994125,2.18784999847
5898,0.180843666196,1.15071749687,0.85563325882,3.59313106537,-0.173550009727,0.265800029039,0.0704500079155,-0.525150001049,0.881299972534,-0.7771499753,-0.891749978065,5.84567117691,-1.46700382233,-0.22135387361,1.19645631313,-0.450850009918,-0.268877267838,0.0579104945064,0.0106000043452,-0.914046704769,2.40352058411,0.139349997044,2.39319992065,-0.356744974852,-0.231050625443,-0.129600003362,-0.714600026608,0.286199986935,0.894899964333,-0.216949999332,-0.0506000071764,0.581749975681,-0.824849963188,0.344550609589,0.733528733253,-1.15460002422,-1.2990500927,-0.522861480713,2.99800014496,-1.4904999733,-0.43875002861,1.26475000381,0.824800014496,0.462799966335,0.376599997282,-0.735300004482,0.168450012803,-0.52746462822,-0.554974853992,-0.117650002241,-0.280667334795,0.289400011301,0.184949994087,-0.0898856967688,0.177361011505,-0.804900050163,-0.29881054163,0.420010536909,0.856405794621,-0.122534513474,0.455825269222,-0.207368165255,0.437826752663,0.384450018406,1.13817441463,0.605127811432,-0.887826561928,0.128250524402,0.326800018549,0.450249999762
23365,-1.07463169098,-0.760522603989,-1.82007181644,-0.909363746643,-0.554799973965,1.41869997978,-0.468650013208,0.352800011635,-1.7172999382,-0.263050019741,-1.10105001926,-0.989699721336,-1.35515081882,-0.623659133911,-0.828350841999,-0.861000001431,0.204371154308,1.25647819042,-0.471650004387,-0.404510885477,-0.514222979546,-1.51320004463,0.206699997187,-0.501835107803,-1.3425359726,0.532350003719,-0.68440002203,-0.285149991512,-0.375450015068,-0.3599999547,1.016299963,2.89954996109,-0.504850029945,0.606753587723,-0.878894865513,-0.185500025749,0.774749994278,0.363077580929,1.22124993801,1.12489998341,0.410450011492,1.61405003071,-0.241449996829,-1.47485005856,0.86669999361,-0.75569999218,-1.02544999123,-0.601914286613,0.347126066685,-0.889649987221,1.71749401093,0.200599998236,0.580000042915,-0.0799191296101,-0.696322441101,2.25480008125,-0.962677598,0.504832744598,0.108229622245,-0.785761654377,-0.271676719189,-0.469585597515,-0.989247739315,-0.814149975777,-0.272122561932,-0.727359175682,-1.0551456213,-0.648453295231,0.57640004158,-0.301149994135
6657,0.950868546963,-1.44732677937,-0.703050792217,0.20035161078,-0.483900010586,-0.632249951363,0.631799995899,-0.340049982071,-0.155750006437,-0.70870000124,-0.690199971199,1.40492486954,1.06204855442,-0.282846957445,-1.42973482609,-0.869249999523,-0.386460840702,0.197040945292,0.682700037956,0.543557405472,-0.740368008614,0.109049990773,0.71154999733,1.24609196186,0.104681104422,0.446399986744,0.256199985743,0.292850017548,0.0631500035524,1.60269999504,0.762499988079,0.307600021362,0.0411999970675,0.0822530686855,0.41655254364,0.523100018501,-0.0457499921322,0.0624032840133,-0.815299987793,1.16419994831,0.179649993777,0.893200039864,0.163050025702,-1.10794997215,-0.412449985743,0.661800026894,0.59525001049,-0.828848719597,0.30174484849,1.36879992485,0.885983586311,-0.462199985981,-0.280250012875,0.647761702538,0.424917042255,-0.15854999423,0.650333821774,-0.411822676659,-0.624302148819,0.649145424366,-0.170043602586,-0.547928214073,-0.0980375558138,0.0178499817848,0.7176014781,0.238666817546,0.316461801529,-0.69582504034,-1.19889998436,-0.889450013638
