rid,CPC014_A375_6H:BRD-K82206012-001-01-3:10,CPC014_A549_6H:BRD-K82206012-001-01-3:10,CPC014_A549_24H:BRD-K82206012-001-01-3:10,CPC014_ASC_24H:BRD-K82206012-001-01-3:10,CPC014_HA1E_6H:BRD-K82206012-001-01-3:10,CPC014_HCC515_6H:BRD-K82206012-001-01-3:10,CPC014_HEPG2_6H:BRD-K82206012-001-01-3:10,CPC014_HT29_6H:BRD-K82206012-001-01-3:10,CPC014_MCF7_6H:BRD-K82206012-001-01-3:10,CPC014_MCF7_24H:BRD-K82206012-001-01-3:10,CPC014_NEU_24H:BRD-K82206012-001-01-3:10,CPC014_NPC_24H:BRD-K82206012-001-01-3:10,CPC014_PC3_6H:BRD-K82206012-001-01-3:10,CPC014_PC3_24H:BRD-K82206012-001-01-3:10,CPC014_PHH_24H:BRD-K82206012-001-01-3:10,CPC014_SKB_24H:BRD-K82206012-001-01-3:10,CPC014_VCAP_6H:BRD-K82206012-001-01-3:10,CPC014_VCAP_24H:BRD-K82206012-001-01-3:10,NMH002_FIBRNPC_24H:BRD-K82206012-001-02-1:10,NMH002_FIBRNPC_6H:BRD-K82206012-001-02-1:10,NMH002_NEU_6H:BRD-K82206012-001-02-1:10,NMH002_NEU_24H:BRD-K82206012-001-02-1:10,NMH002_NPC_6H:BRD-K82206012-001-02-1:10,NMH002_NPC_24H:BRD-K82206012-001-02-1:10
5720,-0.717487871647,0.846147060394,0.278959810734,-0.532104372978,1.08798670769,0.144304335117,0.428800016642,0.605945825577,0.0655450001359,-0.0496540777385,-0.0279500000179,-0.192101061344,0.569676160812,-0.204653263092,0.407263636589,-0.0547340363264,0.263304114342,0.653861343861,-0.642496943474,0.237815931439,0.0584444478154,0.833933353424,-0.270705252886,-1.71658885479
466,-0.00270223617554,1.08471822739,-0.940281152725,0.479790329933,0.768029510975,1.13649821281,0.0322333574295,0.917260348797,-1.19189727306,-0.795294880867,0.504000008106,-0.208038821816,0.909305930138,-0.115472853184,-0.576468586922,-0.326521664858,1.38104403019,-0.270072966814,0.272232741117,0.560645699501,0.3187276721,-0.349299967289,-0.211909264326,-0.648921906948
6009,-0.622296214104,0.367660015821,1.17400717735,1.33118653297,0.501627206802,-0.237532287836,-0.223200038075,0.30988779664,0.294818997383,0.177740424871,1.183349967,0.429731369019,0.210054963827,0.646235287189,0.864260673523,1.09194993973,0.234581962228,0.0678015351295,-0.847242295742,-0.369388759136,0.939825713634,0.125,-0.380317628384,-0.0262894630432
2309,-0.638476192951,0.212561011314,-0.521576702595,-0.110093057156,-0.803276896477,-1.51802635193,-0.312700033188,0.78304874897,-0.916701316833,0.19349335134,0.532350003719,1.17221724987,-0.16509771347,0.627740800381,-0.505530536175,0.436866849661,4.40001440048,1.54020810127,-1.14551126957,0.10544103384,-0.0083354851231,0.137199997902,0.582121372223,1.82929468155
387,-0.194153130054,0.073272228241,0.362425804138,0.498020887375,-0.00698329508305,-0.550498247147,-0.752266705036,0.698967337608,0.821949660778,-0.540574789047,-1.20375001431,-2.62913799286,-0.047668851912,0.390820086002,-0.00806861743331,0.91748893261,-0.037122733891,1.25316381454,-0.528075516224,0.211944371462,-1.03738129139,0.0587666630745,-0.0432728379965,-0.709158182144
3553,-0.669924378395,-0.914135217667,-1.10320341587,-0.6898483634,-0.586864113808,-0.592744171619,-0.12486666441,-1.0135281086,1.25186419487,-0.113506771624,-0.451800048351,-0.492096990347,0.164646223187,-0.757905483246,0.248221680522,-0.970416545868,-0.25674149394,-0.0819724202156,0.320632994175,-0.931805253029,-0.713131129742,-0.183566659689,0.101130515337,0.752255260944
427,-0.411031961441,-0.226593792439,0.456142693758,1.06681632996,-0.222402825952,1.01366615295,-0.317099988461,-0.193908378482,0.469226837158,-0.185589253902,-0.362599998713,-0.468438893557,0.0290544554591,-0.336764425039,0.0611563101411,0.0532566159964,1.52930593491,0.1288382411,0.3646710217,0.283447802067,-0.891345202923,-0.394866675138,-0.672181248665,-0.493486344814
5898,-0.0844160169363,-1.15734732151,-1.82440960407,-0.21612367034,0.344203442335,-0.282321453094,-0.782600045204,-0.0962910279632,0.264772981405,-0.711352109909,-0.348800003529,-1.53970587254,0.332116812468,-1.2030531168,-0.78323584795,0.175211325288,0.38309109211,0.296871423721,-1.50211393833,0.613348960876,0.0759480893612,-1.66930007935,-0.378421038389,-0.441883504391
23365,-0.00535982102156,-0.348435461521,0.963238179684,-0.876304984093,0.29476827383,0.877784729004,-0.837733387947,-0.245779395103,6.22370195389,0.0141682326794,-0.209000006318,0.326679319143,-0.533481001854,-0.773415803909,0.561678111553,-0.331658929586,-1.17922139168,-0.0509342327714,-1.67484164238,0.300188034773,0.170524805784,-0.81906670332,-0.930707097054,-1.19527053833
6657,0.42589661479,-0.944220364094,-0.545068919659,-0.495751410723,-0.364667952061,0.344167768955,0.346666663885,-1.19771420956,1.19451105595,0.0442312657833,0.896350026131,0.225678771734,-0.453249871731,1.95414459705,-0.372295409441,-1.32728385925,-0.672989785671,0.0373791158199,0.733195900917,-0.922819197178,0.370842039585,0.288366675377,-0.135350763798,-0.485034883022
