rid,CPC002_HA1E_6H:BRD-A28970875-300-03-1:10,CPC003_HA1E_6H:BRD-K36007650-300-02-3:10,CPC002_HCC515_6H:BRD-A28970875-300-03-1:10,CPC003_HCC515_6H:BRD-K36007650-300-02-3:10,CPC002_HCC515_24H:BRD-A28970875-300-03-1:10,CPC003_HCC515_24H:BRD-K36007650-300-02-3:10,CPC002_PC3_6H:BRD-A28970875-300-03-1:10,CPC003_PC3_6H:BRD-K36007650-300-02-3:10,CPC002_PC3_24H:BRD-A28970875-300-03-1:10,CPC003_PC3_24H:BRD-K36007650-300-02-3:10,CPC002_VCAP_6H:BRD-A28970875-300-03-1:10,CPC003_VCAP_6H:BRD-K36007650-300-02-3:10,CPC002_VCAP_24H:BRD-A28970875-300-03-1:10,CPC003_VCAP_24H:BRD-K36007650-300-02-3:10,CPC016_A375_6H:BRD-K36007650-300-02-3:10,CPC016_A549_6H:BRD-K36007650-300-02-3:10,CPC016_A549_24H:BRD-K36007650-300-02-3:10,CPC016_ASC_24H:BRD-K36007650-300-02-3:10,CPC016_HEPG2_6H:BRD-K36007650-300-02-3:10,CPC016_HT29_6H:BRD-K36007650-300-02-3:10,CPC016_MCF7_6H:BRD-K36007650-300-02-3:10,CPC016_MCF7_24H:BRD-K36007650-300-02-3:10,CPC016_NEU_24H:BRD-K36007650-300-02-3:10,CPC016_NPC_24H:BRD-K36007650-300-02-3:10,CPC016_SKB_24H:BRD-K36007650-300-02-3:10,CPC018_A375_6H:BRD-A28970875-300-03-1:10,CPC018_A549_6H:BRD-A28970875-300-03-1:10,CPC018_A549_24H:BRD-A28970875-300-03-1:10,CPC018_ASC_24H:BRD-A28970875-300-03-1:10,CPC018_HEPG2_6H:BRD-A28970875-300-03-1:10,CPC018_HT29_6H:BRD-A28970875-300-03-1:10,CPC018_MCF7_6H:BRD-A28970875-300-03-1:10,CPC018_PHH_24H:BRD-A28970875-300-03-1:10,CPC018_SKB_24H:BRD-A28970875-300-03-1:10,ERG011_VCAP_6H:BRD-K36007650-001-01-9:10,ERG011_VCAP_6H:BRD-K36007650-001-01-9:2,ERG011_VCAP_6H:BRD-K36007650-001-01-9:0.4,ERG011_VCAP_24H:BRD-K36007650-001-01-9:2,ERG011_VCAP_24H:BRD-K36007650-001-01-9:0.4,ERG011_VCAP_24H:BRD-K36007650-001-01-9:10,ERG016_VCAP_24H:BRD-K36007650:3.33,ERG016_VCAP_24H:BRD-K36007650:1.11,ERG016_VCAP_24H:BRD-K36007650:0.37
5720,-1.48327791691,-0.833500027657,-0.442854106426,-0.106199979782,-0.878249168396,5.92898845673,-1.60771393776,-0.702372193336,-6.65481472015,-3.3481259346,-1.68188548088,-0.168919533491,-4.85744667053,-3.78060007095,-0.35947406292,-0.364149987698,-0.417549967766,1.59209525585,-1.07676291466,-0.313019871712,-1.3765232563,0.406915098429,0.241666644812,1.1021091938,-0.639187991619,-1.34342992306,-0.310996294022,-5.27740001678,0.727562308311,-1.05540513992,-2.69469666481,-2.07099962234,-1.75395011902,-0.267903536558,-0.188699990511,0.0440499968827,0.233699977398,0.172685325146,0.00700269639492,0.485599994659,0.0683426260948,-0.12729999423,0.63440233469
466,1.4070956707,1.17744994164,-1.64007556438,-1.20149993896,0.380977481604,0.914736747742,-0.607197105885,-0.10242280364,1.69377839565,0.272369593382,-1.29986596107,0.219291418791,-2.81410121918,-1.0380500555,0.242778092623,-0.133349999785,-0.33164998889,0.27064332366,1.08166539669,0.884689807892,2.34724926949,0.536661684513,-0.16510002315,-0.437493085861,0.233746618032,0.0163410082459,0.0313265621662,-0.0961000025272,-1.37276935577,1.69182491302,-0.627391457558,2.83993673325,-1.15810000896,-1.2631983757,-0.579850018024,-0.00445000827312,-0.181400001049,-0.140211045742,0.580464601517,-1.27380001545,-1.56193602085,0.944249987602,-0.175439298153
6009,0.51659476757,-0.0292000006884,-0.754525601864,-0.398299992085,2.38626742363,4.60278320312,-0.67647010088,-0.547930419445,2.35508179665,1.93086230755,-2.22113013268,-0.648412466049,2.86880779266,2.30054998398,0.783436715603,-0.0786499977112,-0.268400013447,1.23971199989,-0.322589099407,-0.0605715215206,0.827748835087,-0.148353412747,0.363866746426,-0.35299539566,-0.667286634445,0.625392436981,0.264190852642,0.902899980545,2.13773870468,-0.475087702274,-1.21039950848,1.24792265892,-0.396299988031,1.13045871258,-1.99204993248,-1.0177500248,-0.280099987984,0.0363653674722,-0.337795555592,-1.93869996071,2.37507104874,1.18034994602,0.384096354246
2309,1.96546530724,2.08564996719,3.64000368118,1.59135007858,8.98100852966,8.51040267944,0.849667966366,1.58986222744,2.9191930294,3.92568802834,1.243714571,0.328325301409,4.76531600952,3.49915003777,0.833106517792,0.417249977589,0.270850002766,0.423848807812,3.0515935421,2.71914863586,2.97336196899,-0.094575561583,-1.03859996796,0.951145887375,-0.979727983475,1.99195170403,1.39157295227,-0.329400002956,-0.979503273964,2.61299872398,2.3767375946,5.03652906418,-0.305449992418,-0.977352142334,3.16370010376,0.999099969864,-0.0839499980211,1.45254611969,-0.0604364871979,-0.438899993896,1.91560602188,1.48869991302,-0.799570322037
387,0.458493947983,0.357500016689,2.31920695305,-0.616250038147,-0.712784051895,-0.348869949579,-0.754002213478,-0.807626664639,-1.78009259701,-1.37799453735,-1.36114430428,0.845940709114,-1.63527059555,0.224500000477,0.0595441833138,0.411300003529,-0.328400015831,1.89780628681,-0.0162756592035,-0.359601855278,-0.0136695206165,0.215314894915,0.456033349037,1.93463873863,0.30576723814,-0.296330571175,0.94157576561,-10.0,0.265991151333,-0.17664167285,-1.28652715683,-0.788286983967,-1.07710003853,-0.904168844223,-1.53789997101,-0.953999996185,-0.205500006676,-0.357678949833,-0.400073111057,-0.567900002003,-0.180157572031,0.396150022745,0.0959623754025
3553,2.24517917633,0.837549984455,0.389318495989,-0.700900018215,4.35963964462,3.53929972649,1.01081109047,-0.470151603222,-4.39167022705,-3.29958438873,1.95477056503,-0.186441257596,1.49010157585,0.296150028706,-0.121940925717,0.136050000787,0.0976000130177,-0.461282968521,-0.224787384272,-0.496060967445,-0.0937272161245,-0.732697486877,-0.492500007153,0.224894493818,0.558967828751,0.616436123848,0.474983155727,3.67300009727,1.43327999115,0.483297973871,1.3088247776,0.141913294792,2.08809995651,1.47632706165,-0.0359500050545,-0.235449999571,0.111000001431,-0.288696885109,-0.527068316936,3.79830002785,2.1431517601,0.128449991345,0.32010859251
427,-0.12063793838,0.553250014782,0.467293053865,-0.31764999032,-1.196352005,-1.36768817902,1.49588954449,-0.432873487473,0.865632653236,0.218285724521,-0.349779993296,0.101275071502,-0.559472739697,-2.35444998741,0.144806921482,0.362500011921,-0.875949978828,0.169794172049,0.282036215067,0.389232099056,-0.2141905725,-0.388231217861,-0.131333321333,1.68097531796,1.35093069077,1.03319251537,-1.06777715683,1.94690001011,-0.104847788811,0.226896122098,0.152773797512,-0.386366635561,-1.11759996414,0.300625324249,-0.650699973106,-0.146749988198,-0.368449985981,-0.464242815971,0.0757591724396,0.663100004196,-0.400076836348,-0.181999981403,0.0254065394402
5898,1.81251192093,1.54690003395,0.49555516243,0.296350002289,3.72316408157,4.94563627243,0.185775354505,0.714818060398,4.48994541168,3.40549087524,1.21768808365,-0.039587110281,2.04840040207,1.20580005646,0.954681515694,0.0171999931335,-0.454950004816,0.415623277426,0.836117148399,0.367737293243,0.062073469162,-0.012201692909,-0.248233318329,-2.30078792572,0.884933292866,1.10862994194,0.603495657444,2.9251999855,1.07908582687,-1.8102581501,-0.184429436922,0.628613770008,0.252749979496,0.316802144051,-0.671050012112,0.0717000067234,-0.116600006819,-0.263677984476,-0.115848392248,-0.98290002346,1.93923163414,1.95854997635,-1.11761438847
23365,-0.737690627575,0.0133499950171,0.635543227196,1.01470005512,1.04331994057,2.19651889801,0.47368979454,0.0380975529552,0.298207014799,1.36303508282,-0.0769129693508,0.294494092464,2.83996629715,1.91534996033,0.129522114992,0.268400013447,-0.335500001907,-1.04752755165,0.227285563946,-0.907112061977,-1.31403946877,-0.331605374813,0.514766693115,0.664380788803,0.620634913445,1.34843039513,-0.194822579622,-1.49539995193,1.39217686653,-0.92288929224,-0.0647844821215,-0.971399068832,-0.585799992085,-0.316506326199,0.0664000064135,0.458999991417,0.103999987245,1.24729609489,0.677197217941,-1.58539998531,0.0848099589348,-0.262699991465,-0.684062123299
6657,-0.492457568645,-0.0552999973297,-2.35658836365,-3.25640010834,1.15124619007,-1.43155431747,0.602944970131,-0.279526144266,1.75223624706,1.22705638409,2.26783561707,-0.974870622158,1.40104484558,0.495900005102,-0.149416267872,-1.34119999409,-0.14849999547,-0.374144762754,-0.637878656387,0.26042509079,0.338794767857,-0.169567331672,-0.589900016785,0.319049030542,0.656090080738,-2.08131694794,0.233975470066,2.22300004959,0.789915859699,0.940334200859,1.64948558807,1.04059636593,1.1481000185,0.786932945251,0.597900032997,0.175699993968,0.0758000016212,-0.438308656216,-0.847997188568,1.8898999691,2.37186479568,-1.05929994583,0.343556106091
