rid,CPC003_HA1E_6H:BRD-K12357156-001-01-5:10,CPC002_HA1E_6H:BRD-K47105409-001-04-6:10,CPC003_HA1E_24H:BRD-K12357156-001-01-5:10,CPC002_HA1E_24H:BRD-K47105409-001-04-6:10,CPC003_HCC515_6H:BRD-K12357156-001-01-5:10,CPC002_HCC515_6H:BRD-K47105409-001-04-6:10,CPC003_HCC515_24H:BRD-K12357156-001-01-5:10,CPC002_HCC515_24H:BRD-K47105409-001-04-6:10,CPC003_PC3_6H:BRD-K12357156-001-01-5:10,CPC002_PC3_6H:BRD-K47105409-001-04-6:10,CPC003_PC3_24H:BRD-K12357156-001-01-5:10,CPC002_PC3_24H:BRD-K47105409-001-04-6:10,CPC003_VCAP_6H:BRD-K12357156-001-01-5:10,CPC002_VCAP_6H:BRD-K47105409-001-04-6:10,CPC003_VCAP_24H:BRD-K12357156-001-01-5:10,CPC002_VCAP_24H:BRD-K47105409-001-04-6:10,CPC018_A375_6H:BRD-K12357156-001-01-5:10,CPC018_A375_6H:BRD-K47105409-001-09-5:10,CPC018_A549_6H:BRD-K12357156-001-01-5:10,CPC018_A549_6H:BRD-K47105409-001-09-5:10,CPC018_A549_24H:BRD-K12357156-001-01-5:10,CPC018_A549_24H:BRD-K47105409-001-09-5:10,CPC018_ASC_24H:BRD-K12357156-001-01-5:10,CPC018_ASC_24H:BRD-K47105409-001-09-5:10,CPC018_HEPG2_6H:BRD-K12357156-001-01-5:10,CPC018_HEPG2_6H:BRD-K47105409-001-09-5:10,CPC018_HT29_6H:BRD-K12357156-001-01-5:10,CPC018_HT29_6H:BRD-K47105409-001-09-5:10,CPC018_MCF7_6H:BRD-K12357156-001-01-5:10,CPC018_MCF7_6H:BRD-K47105409-001-09-5:10,CPC018_MCF7_24H:BRD-K12357156-001-01-5:10,CPC018_MCF7_24H:BRD-K47105409-001-09-5:10,CPC018_NPC_24H:BRD-K12357156-001-01-5:10,CPC018_NPC_24H:BRD-K47105409-001-09-5:10,CPC018_PHH_24H:BRD-K12357156-001-01-5:10,CPC018_PHH_24H:BRD-K47105409-001-09-5:10,CPC018_SKB_24H:BRD-K12357156-001-01-5:10,CPC018_SKB_24H:BRD-K47105409-001-09-5:10,MUC.CP006_MCF7_6H:BRD-K47105409-001-04-6:10,MUC.CP006_MCF7_6H:BRD-K47105409-001-04-6:3.3333,MUC.CP006_MCF7_6H:BRD-K47105409-001-04-6:1.1111,MUC.CP006_MCF7_6H:BRD-K47105409-001-04-6:0.3704,MUC.CP006_MCF7_24H:BRD-K47105409-001-04-6:10,MUC.CP006_MCF7_24H:BRD-K47105409-001-04-6:3.3333,MUC.CP006_MCF7_24H:BRD-K47105409-001-04-6:1.1111,MUC.CP006_MCF7_24H:BRD-K47105409-001-04-6:0.3704
5054,-1.87139999866,0.515425682068,-0.0740055218339,-0.217459499836,0.217033326626,-0.405763804913,-0.163150012493,-0.130664825439,-0.597071170807,0.401784300804,-1.10792672634,-2.96698594093,3.08503603935,0.0878042280674,0.422600001097,-0.000213891267776,0.431052982807,-0.227336272597,-1.78020000458,-6.79566383362,-0.0907500088215,0.00994999706745,0.0576995462179,-0.797858595848,0.827398657799,-0.226920366287,1.47152984142,-0.315266281366,0.7818531394,-0.0584154352546,0.493104636669,-0.782290220261,0.476774483919,-1.48524045944,-0.0718261003494,-0.780242860317,-1.44671952724,-0.294500023127,0.528920054436,-0.847983002663,-0.400362461805,0.60349971056,-0.853835940361,-0.868736922741,0.0230617709458,0.831757426262
3108,2.02355003357,0.617819964886,0.293897658587,-0.6785826087,0.640599966049,-1.35399389267,0.472277969122,0.935821890831,0.559043049812,-1.22377288342,-0.780144333839,0.112173102796,4.4061331749,-1.32606732845,-0.0434999987483,0.246919363737,0.366951435804,-0.313106447458,-0.366533339024,1.64491677284,-0.0269999802113,-0.724050045013,0.563702702522,0.253324300051,-0.301061332226,0.894809544086,-0.488400578499,2.11038637161,0.0132651254535,0.136828228831,-0.604887723923,0.837074816227,5.95596837997,0.179271712899,-0.237532943487,3.17416095734,0.429145932198,-0.401966720819,0.356265455484,0.358970075846,2.85176253319,-0.0833382606506,0.445112258196,0.650339305401,0.504055500031,0.671490430832
1950,0.346549987793,-0.236640378833,-0.895546793938,-0.306814521551,0.232200026512,0.721985578537,0.651860892773,-1.38731467724,0.8274923563,-0.465534180403,-0.464778631926,0.153547272086,1.12375330925,1.94234752655,0.932650029659,-0.58793336153,-0.116990111768,1.04849123955,0.235633343458,-0.498108059168,-0.266699999571,0.695100009441,0.696906626225,0.180900022388,-0.757820904255,-0.175525069237,0.562275409698,-0.373273849487,3.57373857498,-0.0429760403931,1.01268422604,0.247812390327,0.368504106998,-0.53359746933,0.513696551323,0.425729036331,0.634150505066,-0.0860000103712,-0.865532934666,-0.889068126678,-0.422653734684,0.618901789188,0.159341186285,0.514139294624,0.26119145751,0.79551333189
351,1.47060000896,0.216046944261,-0.611671626568,-0.458536922932,-0.455066680908,0.612212836742,-0.544136762619,-1.2063652277,-0.167686253786,0.264176011086,0.0771763324738,-0.282291203737,0.767664551735,0.374745965004,-0.816699981689,-0.38476806879,-0.193535253406,-0.0169594436884,0.568766713142,0.0543303415179,-0.440799981356,0.00759999454021,0.0715026408434,0.0987076312304,-0.401838332415,-0.0915316343307,-0.270664393902,0.0638322457671,-0.0722493231297,0.45999032259,0.801576912403,0.207294508815,-0.0451548919082,-0.546483874321,0.115253806114,0.237109556794,0.367269188166,-0.45586669445,-1.00284707546,-0.852052807808,-0.83530831337,0.166413366795,1.11929249763,0.770548939705,0.566402316093,1.05555486679
4846,2.43860006332,1.43985855579,-0.641065359116,-0.420084685087,-0.962633371353,-1.00545632839,0.622357130051,0.150156587362,-2.20617294312,-0.731841564178,-0.238250017166,0.309163063765,-1.13274168968,3.00485181808,-0.433150023222,-0.86028534174,-0.483259797096,1.04397559166,-0.268266677856,0.381314903498,-0.054800003767,-1.09479999542,-0.327838420868,-0.97867500782,0.33338239789,0.295267641544,0.0292874053121,-0.126101732254,0.455829262733,0.371282428503,0.252319395542,0.127330988646,-1.17513132095,-0.552672207355,0.436206042767,1.66998624802,-0.754820406437,0.27889996767,0.00120198726654,0.689712882042,-1.67742419243,-0.493410527706,2.25237751007,1.26208627224,-0.183852165937,-0.234370529652
1452,0.488049983978,0.182762593031,0.449052512646,0.440094560385,0.0444000065327,0.165692210197,-0.14938133955,0.635116398335,-0.181260734797,0.115508884192,-0.0815191119909,-0.357184529305,1.25149166584,0.0281882882118,-0.0773499980569,-0.223599299788,0.44066208601,-1.98518157005,0.297233343124,-1.65067327023,-0.816799998283,-0.605650007725,-0.327176839113,1.2062921524,0.419486254454,-0.715567469597,0.385903984308,-0.660865962505,-0.369378298521,0.161289304495,0.0433030128479,0.0387258343399,-0.372685343027,0.321074783802,-0.857290387154,0.580529689789,-1.53460240364,0.284866660833,1.00438153744,1.23392498493,-0.179447069764,-0.403433889151,-0.942422270775,0.319426953793,-1.37164986134,-1.75234055519
4776,2.43169999123,1.32410728931,-0.334105461836,-0.732540726662,0.334966689348,0.114003002644,0.337778836489,-0.574113726616,1.72513711452,0.336238592863,0.159830600023,0.340767085552,1.22335851192,-0.346970707178,-0.0477999895811,-0.472596406937,-0.042647074908,0.342391610146,0.460800021887,-0.0900061205029,-0.206599995494,-0.855400025845,0.0968943089247,1.69279575348,0.0243436992168,0.204097375274,0.291587114334,-0.183479115367,-0.612928032875,0.0165899842978,0.598934233189,-0.959030926228,0.743829965591,0.0126351565123,-0.22451415658,1.21843278408,0.0792358741164,0.00793331861496,-0.378586411476,0.0790842100978,1.38429963589,0.9026517272,0.23459893465,-0.0305418297648,0.377622067928,0.806656897068
6908,1.34119999409,0.158064812422,0.266843706369,0.125140205026,-0.277500033379,-0.123432457447,-0.128954678774,0.29304894805,-0.270243406296,-0.0134162399918,-0.581593632698,-0.267969578505,2.85257172585,-0.00188754498959,-0.803349971771,0.622393608093,0.362808465958,-0.49959397316,0.139700010419,-1.03056895733,0.941750049591,0.593600034714,0.612262010574,-0.709556221962,0.250379353762,-1.75196433067,-0.693429231644,-0.819876730442,0.202719718218,0.178191006184,-0.775233745575,-1.07160007954,-0.514538109303,-0.090706884861,-0.604993879795,0.522715866566,-0.700415551662,-0.160800009966,1.24935877323,0.357388705015,-0.590871393681,-0.954071700573,-0.708338618279,-0.432005822659,-1.44116067886,-1.64251804352
672,-0.375450015068,-0.427460253239,1.2253177166,0.436656177044,-0.523666679859,-0.65126657486,-0.881761133671,0.73736846447,0.830080747604,-0.370143890381,-0.666373431683,0.00150165706873,2.32447314262,0.688817739487,-0.417899996042,0.0165249668062,-0.322230428457,0.0440975576639,-0.125233352184,-2.03453564644,0.907499969006,0.286099970341,1.45546531677,-0.978460848331,0.0811109244823,-0.563796341419,-0.237480923533,-0.999600231647,-0.134495913982,-0.117982804775,-0.0228139739484,1.26063275337,-0.757676959038,0.326328992844,0.248956650496,1.13669121265,0.481903493404,0.513666629791,0.449012249708,0.0691718757153,-2.22035646439,-0.658573150635,-0.101128473878,-0.242531627417,-1.21727335453,-1.05952060223
5710,0.82104998827,0.142526417971,1.32340216637,0.938764810562,-0.113433346152,0.344836235046,-0.111144192517,1.88361001015,-0.403530418873,0.0555139780045,1.137185812,-0.18917042017,0.572745859623,0.4771682024,-0.489250004292,0.0739256739616,0.219548299909,-0.565198421478,0.274899989367,-0.594180166721,0.76004999876,-0.814249992371,0.004254469648,-0.869252920151,0.771709442139,-1.18344140053,-0.354649692774,-0.307179391384,0.173328101635,-0.838729500771,0.220154285431,-0.87782227993,-0.968178391457,-0.0577373504639,-0.122281134129,-0.11815020442,-1.0607124567,0.00926664471626,0.817791342735,-0.62397813797,-0.445320725441,0.529960870743,-0.537657260895,-1.46821379662,-0.743743360043,-1.16075575352
2115,1.0773499012,0.280893534422,-0.130696937442,-0.099672794342,0.898200035095,-0.00288054347038,-0.644449830055,-0.143461287022,0.485211759806,1.061866045,-0.831553161144,-0.759375870228,3.09449219704,-0.820824205875,-0.8179500103,-0.755830764771,-0.473693519831,-0.56250089407,0.283766686916,-0.586021065712,-0.0614000037313,0.664600014687,2.01109886169,-1.04657864571,-0.309225142002,0.910513520241,-0.563177168369,-0.409492075443,0.841859221458,-0.264706552029,0.0042950194329,0.134269118309,0.41543507576,0.581972956657,-0.573474526405,0.820433676243,-1.04979670048,0.505366742611,-0.238058671355,-0.331933647394,3.57194328308,1.540158391,1.59016990662,0.477416813374,0.782338142395,0.490977019072
7015,1.42305004597,2.39437866211,-1.1301176548,-0.501317322254,0.509400010109,0.699940800667,0.346530228853,-0.98455530405,1.91609489918,0.352201133966,0.366608053446,0.229775905609,0.473128437996,1.05660843849,0.993449985981,-0.429440319538,-0.0768246203661,0.338086366653,0.800200045109,-0.919438421726,-0.430649995804,-1.00964999199,0.373280674219,0.500101447105,-0.328969061375,0.124474048615,0.414640724659,0.0315237790346,-1.05929279327,0.107155583799,1.0431406498,-1.55244469643,0.27330878377,-0.0375734567642,0.827652931213,1.65821754932,0.179546624422,0.655900061131,-0.410618662834,-0.0737230330706,1.68485736847,1.81870639324,-0.474220901728,-0.719230473042,0.444033384323,1.0054397583
8726,0.228199988604,-0.462643384933,-1.22275364399,-1.09364187717,-0.494733333588,-0.0954181551933,-0.725244820118,1.92874848843,-0.430583059788,0.391248226166,0.65823495388,-0.224081486464,3.18281388283,-0.179732114077,0.970100045204,0.361507236958,1.23711824417,-0.350851714611,-0.178733348846,-0.489128351212,-0.455900013447,-1.160400033,2.78954768181,0.698722362518,0.0512887351215,-0.337744951248,0.121686853468,0.69213616848,-0.200706899166,-1.04344034195,-0.907328307629,0.142313569784,-0.741441369057,-0.23912024498,-0.0646718814969,-1.4164378643,0.423492759466,0.19960001111,-0.0748942047358,-0.278269767761,-0.799757242203,0.614726066589,-0.343169331551,0.0883564651012,-0.327206343412,0.0401495099068
2185,1.91770005226,-0.333647012711,-1.24166798592,-0.894421696663,0.26153331995,-0.0550594851375,-0.119403585792,-1.1355547905,1.85075414181,0.191186547279,1.24495649338,0.0457211509347,1.31044757366,-0.414262443781,-0.056500017643,-0.603698968887,-0.459034234285,0.596924602985,0.347033321857,0.306064665318,0.362150013447,-1.33465003967,0.390245229006,1.29877436161,-0.32130792737,0.926984190941,0.735958397388,0.587157130241,-0.59303689003,-0.232374042273,0.414558023214,0.532152891159,0.767806053162,1.02302241325,0.663696348667,2.05764961243,0.199561193585,0.137599989772,-0.206158563495,-0.352785348892,2.58430838585,2.02291107178,0.910511732101,0.483826398849,0.709503352642,2.01690936089
3315,-0.29240000248,-0.771149039268,-1.07756412029,-0.298216611147,-1.20253348351,-0.53095126152,-0.265716403723,-0.862460494041,-0.303025811911,0.130525514483,-0.768636643887,-0.690949678421,6.10430526733,-1.51829433441,0.0258499979973,0.362229824066,0.599078893661,-0.559142649174,-0.345433354378,0.505922555923,-0.152099996805,-1.81805002689,0.29786708951,-1.64949429035,-0.456440240145,0.946473300457,-1.21253252029,-2.03853416443,-0.131861656904,-0.0598653554916,0.15367859602,-0.621606111526,-0.70561671257,-0.976053416729,-0.869628369808,-0.932951688766,-5.17744922638,-3.10850024223,0.0,0.0,-0.608292639256,0.0,0.600805640221,0.041705109179,-0.332577526569,-0.791761815548
5289,2.15210008621,1.46003198624,-1.23301422596,-0.378528505564,0.258799999952,0.209379255772,0.124983906746,-1.63043618202,2.07848167419,-0.377196401358,2.0641067028,-0.120803028345,1.19933819771,0.2748285532,0.0541999936104,-0.631370186806,-0.0422683656216,0.25503629446,0.0851666629314,0.456254601479,0.127700015903,0.0454499870539,0.406338721514,-0.203733339906,0.710431575775,0.05837059021,-1.19600272179,0.0410195626318,-1.53404211998,-1.24500203133,-0.0581166408956,-0.0223191380501,0.386383831501,1.35798823833,0.44225358963,1.98125529289,-0.230235427618,0.600500047207,-0.356097847223,-1.90409815311,1.42895388603,1.34340596199,-0.687987625599,-0.810460627079,1.70611965656,1.99619591236
868,1.73615002632,-0.806611180305,-0.649509608746,-0.121686905622,1.37110006809,1.17826008797,-0.485964149237,0.209359973669,1.05232059956,0.0632144361734,1.04242002964,1.42475521564,1.87398886681,0.241509661078,3.04894995689,-0.711859762669,-0.0375708639622,0.0155348926783,0.59126663208,-0.491390794516,0.541350007057,0.342450022697,0.725770711899,-0.360407263041,-1.5182929039,-0.672774016857,-0.664909660816,0.319309473038,-0.728714466095,-1.05478477478,-0.553306400776,0.898911118507,1.1911097765,1.46049356461,0.606289386749,-0.503431916237,-1.21169376373,1.34030008316,0.166490986943,1.21232974529,-0.904897451401,-0.431859463453,0.744045853615,-0.299534380436,0.404157787561,0.466540336609
1677,1.1631000042,-0.244531422853,-0.63968205452,-0.938769221306,0.0214333236217,-0.418589472771,0.313804119825,-0.683109164238,1.35797166824,0.0219457522035,0.791880130768,0.294083118439,2.37207889557,0.983424782753,1.93175005913,-0.96162378788,0.641198158264,0.243904083967,0.361333340406,-0.362868517637,-0.419649988413,-0.641350030899,0.639115691185,0.233292251825,0.177573293447,0.237198546529,-1.76006650925,0.726357281208,0.0345064140856,0.0470454543829,-0.114289492369,-1.04436159134,0.591261506081,-0.0183926075697,1.54715394974,0.763835310936,0.91156065464,0.452533364296,-0.93029820919,-0.501714766026,-0.989360153675,0.464980304241,0.0892211943865,0.488457202911,0.871048927307,1.54972791672
7043,1.99370002747,0.0983171015978,-0.917593240738,-0.993782877922,0.713966667652,-0.475022822618,-0.110042609274,0.0348676517606,2.15992736816,-0.102605633438,1.23928320408,0.161032468081,1.34892213345,-0.55603146553,-0.153750002384,-0.633027672768,0.351839065552,0.078768491745,-0.0943333208561,0.657573521137,-0.0908499956131,-1.01709997654,0.749722242355,1.99056494236,-0.065952077508,1.55932974815,-0.000199956819415,1.30699586868,-0.283477187157,-0.183363303542,-0.484955042601,0.757914066315,1.12358403206,0.530865073204,0.446668505669,2.07286930084,-0.376521378756,1.02703332901,0.234814018011,-0.671638309956,-0.387376606464,0.455039680004,1.47560310364,0.411350131035,0.239930555224,0.693405807018
5613,2.88574981689,-0.054196856916,-1.41053950787,-0.864793539047,0.220100000501,-0.795704245567,0.681033492088,-0.372179448605,1.5350202322,0.387058347464,1.22053194046,0.40879124403,0.859358489513,0.173862338066,-0.12460000813,-0.478548467159,-0.356408953667,0.561103999615,0.0846000015736,0.543727755547,-0.528299987316,0.24660000205,1.09456586838,0.760745048523,-0.257099509239,0.614362835884,0.287693887949,1.06391859055,0.732299089432,-0.842857718468,-0.444679349661,-2.06348156929,0.640689611435,0.510121762753,0.232137218118,0.522274255753,0.176701128483,-0.38170003891,-0.805555701256,0.164142847061,-0.744086623192,1.99659252167,1.79045426846,0.839055001736,2.10117101669,1.42198777199
595,-0.0910999774933,-0.123765192926,0.711683452129,-0.281331509352,-0.331666707993,0.59346395731,-0.0678119659424,1.00672733784,0.164938420057,-0.813568592072,0.241581305861,0.236185804009,1.28056120872,0.823814690113,-0.489100039005,-0.566928744316,0.579915702343,-1.08978772163,0.566133379936,-0.873103499413,0.568150043488,0.69185000658,0.687874317169,-0.266135692596,-0.0890118479729,-0.433651685715,0.69420838356,-0.172991141677,-0.649581849575,-0.354945093393,-1.4829416275,-1.82818841934,-0.578398406506,-0.366986185312,-1.03392887115,-0.0882057547569,-1.21597003937,-0.699833393097,0.574024677277,1.40373766422,-1.05399668217,0.404736250639,-0.451516777277,-1.24649143219,-0.863477766514,-1.6349170208
