rid,CPC003_HA1E_6H:BRD-A30815329-001-03-0:10,CPC003_HA1E_24H:BRD-A30815329-001-03-0:10,CPC003_HCC515_6H:BRD-A30815329-001-03-0:10,CPC003_HCC515_24H:BRD-A30815329-001-03-0:10,CPC003_PC3_6H:BRD-A30815329-001-03-0:10,CPC003_PC3_24H:BRD-A30815329-001-03-0:10,CPC003_VCAP_6H:BRD-A30815329-001-03-0:10,CPC003_VCAP_24H:BRD-A30815329-001-03-0:10,CPC015_A375_6H:BRD-A30815329-001-03-0:10,CPC015_A549_6H:BRD-A30815329-001-03-0:10,CPC015_A549_24H:BRD-A30815329-001-03-0:10,CPC015_ASC_24H:BRD-A30815329-001-03-0:10,CPC015_HEPG2_6H:BRD-A30815329-001-03-0:10,CPC015_HT29_6H:BRD-A30815329-001-03-0:10,CPC015_MCF7_6H:BRD-A30815329-001-03-0:10,CPC015_MCF7_24H:BRD-A30815329-001-03-0:10,CPC015_NPC_24H:BRD-A30815329-001-03-0:10,CPC015_PHH_24H:BRD-A30815329-001-03-0:10,CPC015_SKB_24H:BRD-A30815329-001-03-0:10,CPD002_MCF7_24H:BRD-A30815329-001-04-8:10,CPD002_MCF7_6H:BRD-A30815329-001-04-8:10,CPD002_PC3_6H:BRD-A30815329-001-04-8:10,CPD002_PC3_24H:BRD-A30815329-001-04-8:10
5720,0.559049963951,0.415740191936,0.388176083565,0.651106894016,-0.0372903347015,0.376182824373,-0.0125960484147,0.902850031853,0.0305165424943,0.578900039196,0.552029907703,-0.445405066013,0.462449997663,-0.0891317799687,-0.424459934235,-0.342275381088,0.0947851017118,4.49650001526,0.751150012016,0.175123125315,-0.219929605722,-0.407833367586,-0.732758283615
466,0.0338000059128,0.0650169849396,0.572430491447,-0.120992749929,0.393782973289,-0.509165883064,-0.043602861464,-0.455199986696,0.458221048117,-0.965600013733,-0.0280991233885,-0.157645910978,0.329250007868,0.480296105146,0.194288522005,0.00422847270966,0.471520781517,-0.447699964046,0.152749985456,0.710839867592,-0.596652805805,-0.145766660571,-0.784462988377
6009,1.24940001965,0.702518761158,0.188913747668,0.332615792751,0.181868702173,0.445813059807,-0.794428765774,-0.0709000006318,-0.0848591923714,0.411900013685,0.873439729214,-0.0555818080902,0.0951000005007,-0.434691727161,-0.27528232336,-0.0297304317355,-0.712468922138,-4.92764997482,-0.0536499917507,0.0276087149978,0.0976700559258,-0.697700023651,0.450754165649
2309,0.091350004077,-0.323624432087,0.0898562967777,0.0644682049751,0.707067251205,-0.446665555239,-0.803034305573,0.742900013924,0.741450250149,0.33370000124,0.592559397221,0.399809241295,-0.0905999988317,2.9924390316,0.0559804067016,0.561477720737,-0.161745145917,0.772249996662,1.46840000153,-0.42544656992,1.29374408722,-0.584233343601,0.652929961681
387,0.651950001717,0.389697402716,0.508557081223,0.138658940792,0.00881736725569,0.12533608079,-0.38672041893,1.2430999279,-0.0264299213886,0.285049974918,0.590625882149,-0.197293102741,0.659600019455,-1.38681542873,0.242563530803,0.510935664177,-0.467887431383,2.41044998169,0.903750061989,-0.887219309807,0.00720265507698,-0.370366692543,-0.965885579586
3553,0.00549998879433,-0.131255343556,-0.326799184084,0.0910257399082,-0.264947384596,-0.195408552885,-0.291694283485,0.601499974728,-0.749694228172,-0.326050013304,-0.571821630001,0.187112778425,-0.598999977112,-0.733130633831,-1.38001418114,-1.13848543167,-0.0773003697395,-1.37715005875,-0.750099956989,-1.00711345673,-1.07184052467,-0.818166732788,0.233506321907
427,0.211199998856,-0.804287135601,0.466155558825,0.184953257442,-0.152698531747,-0.530420124531,-1.08159434795,-1.51705002785,-0.811509251595,-1.24769997597,-0.392800241709,0.264534711838,0.26210001111,-0.870637893677,-0.239190801978,0.428609609604,2.8369038105,2.97920012474,-0.643899977207,1.54557478428,-0.384103000164,0.141366660595,0.887368083
5898,0.257399976254,0.813163995743,0.313697338104,-0.10579623282,0.203363150358,-0.297986775637,-0.990336418152,-0.273950010538,-0.537984490395,0.342550039291,0.152313619852,-2.17027330399,0.301499992609,-2.36071801186,-0.289144337177,1.06480550766,0.629747867584,-1.37699997425,-1.01940000057,-0.380257278681,-0.970949351788,0.238400012255,-1.13945448399
23365,-0.565450012684,-0.332321703434,-0.157018750906,-0.0565788075328,1.06214916706,0.44496524334,0.278843611479,0.39335000515,-0.319054037333,-0.252749979496,-0.619215130806,-1.25011086464,0.669900000095,0.798173308372,0.0594493634999,0.840352833271,0.167694434524,2.1958501339,-0.877550005913,0.188675448298,-0.351488530636,0.644400000572,-0.471029281616
6657,-0.0622000098228,-0.308580428362,-0.240033119917,0.568949818611,0.48024982214,-0.123522892594,-1.18675160408,-0.192599996924,-1.34964025021,-0.282150000334,-1.28859770298,0.345053374767,-0.801500022411,0.022182404995,-0.231091409922,-0.772828102112,-0.182061851025,0.301250010729,0.016249999404,-1.12247920036,1.9955791235,0.171733334661,0.654885530472
5054,1.06005001068,0.371058017015,-0.172401666641,-0.700311601162,0.818667590618,0.924067795277,-0.015391625464,-1.4279999733,0.409373253584,0.345650017262,0.207614526153,-2.02608704567,0.158050000668,-0.136731207371,0.309609144926,-0.813486278057,0.679578244686,-3.62715005875,0.418850004673,-0.532473146915,0.921753108501,0.959666728973,0.689795851707
