rid,CPC008_A375_6H:BRD-A18279961-019-01-4:10,CPC008_A375_24H:BRD-A18279961-019-01-4:10,CPC008_A549_6H:BRD-A18279961-019-01-4:10,CPC008_HCC515_6H:BRD-A18279961-019-01-4:10,CPC008_HEPG2_6H:BRD-A18279961-019-01-4:10,CPC008_HT29_6H:BRD-A18279961-019-01-4:10,CPC008_MCF7_6H:BRD-A18279961-019-01-4:10,CPC008_MCF7_24H:BRD-A18279961-019-01-4:10,CPC008_PC3_6H:BRD-A18279961-019-01-4:10,CPC008_PC3_24H:BRD-A18279961-019-01-4:10,CPC008_VCAP_6H:BRD-A18279961-019-01-4:10,CPC008_VCAP_24H:BRD-A18279961-019-01-4:10
5720,0.533021986485,0.152700006962,-0.0383129268885,-0.544966697693,0.689499855042,0.0706343352795,-0.717833340168,0.601350009441,0.370251774788,0.0619971603155,1.0201677084,-0.637212812901
466,0.88116389513,-0.00284999608994,-0.0104571152478,0.421933352947,0.531440794468,0.184186652303,0.119000017643,-0.204299986362,-0.481575369835,-0.11785364151,0.94132578373,0.0349114798009
6009,-0.356630831957,-1.22844994068,-0.833885848522,0.654933333397,0.0883926972747,-0.0873706191778,-0.361200034618,-0.343950003386,-0.0579210072756,0.0997583568096,0.750084936619,0.188089519739
2309,1.23735165596,-1.02215003967,-0.398603200912,1.0352332592,0.381214827299,0.000383663922548,0.0898666679859,0.0507000088692,0.486275941133,0.0922940224409,-0.567337214947,-1.52015459538
387,0.069903627038,-0.349150002003,-0.714709341526,-0.489866673946,-0.175391346216,-0.0167115554214,0.228633344173,0.380299985409,0.170013666153,0.414118051529,0.682033717632,0.030004074797
3553,-1.61949265003,0.334850013256,1.15618181229,-0.592600047588,-0.396620243788,0.137533068657,-0.126266658306,0.582800030708,0.208743959665,0.400873124599,-0.104366503656,0.392709344625
427,-0.530725300312,0.375400006771,-0.267856866121,0.754133343697,-0.474023789167,0.990953207016,-0.215533331037,0.920300006866,-0.480487465858,0.273727327585,-0.0213150605559,0.448861658573
5898,0.50223493576,-0.265900015831,-0.797954618931,-0.721433281898,0.340994656086,-0.384989857674,0.238166674972,-1.45780003071,-0.269712984562,-0.880727529526,0.446162074804,-0.478199839592
23365,-0.646667122841,1.4906001091,0.212578848004,0.00283335521817,-0.545214176178,0.0322841256857,-1.03033339977,-0.589450001717,-0.718433260918,0.194123595953,-0.112132608891,0.158577203751
6657,-0.224202945828,0.322650015354,0.781443238258,-0.325600028038,-0.321014225483,-0.0611943267286,2.4334332943,0.545750021935,-0.314524382353,-0.108251564205,-0.172289267182,-0.50154787302
5054,-0.195939183235,0.835300087929,-0.919065415859,0.257433354855,-0.407059013844,0.137821212411,0.135533347726,1.42770004272,-0.224698215723,-0.738227844238,-0.434349000454,1.04951334
3108,-0.0930534377694,-0.114849984646,-0.148282557726,0.332633346319,-0.0225643385202,-0.316712290049,-0.253399968147,-1.69924998283,-1.29288113117,-0.109387755394,0.771070063114,-0.759373724461
1950,-0.739924430847,1.13489997387,0.0380038022995,0.303366720676,0.431094825268,1.07651078701,-0.351100057364,1.26555001736,-0.338991582394,1.37022066116,0.004803288728,0.431854903698
351,0.291674017906,-0.054000005126,1.25167238712,-0.357733339071,0.0746299251914,-1.06846523285,-0.738633334637,-0.0535499975085,0.279743522406,-0.758572936058,0.58650046587,-3.04886293411
4846,-0.810515940189,-0.0498000010848,0.797027647495,0.685800015926,1.12357664108,0.0525015518069,0.0662000477314,-0.600299954414,-0.229860767722,-0.524365067482,0.993918895721,0.644780635834
1452,0.988329231739,-2.13809990883,-1.22565948963,0.44593334198,-0.338415980339,0.310354888439,0.230366647243,-0.717200040817,0.388454794884,-0.201327085495,-0.659262776375,0.743149638176
4776,-0.131536513567,0.846800029278,0.599407792091,-0.102733373642,-0.993813812733,0.25468480587,0.928633391857,0.765950024128,0.00064117833972,0.398359417915,0.0987664833665,0.320848375559
6908,1.08317470551,-0.18235000968,-0.0217868089676,0.559333384037,0.104815870523,-0.26380738616,-0.653000056744,0.0222000181675,0.166598841548,0.165278077126,1.27478301525,-0.321776717901
672,0.436831176281,-1.38654994965,-0.679753422737,-0.338566660881,1.16761684418,0.366679996252,0.609433352947,0.197149991989,-0.487975805998,0.058777783066,0.395064622164,0.326229304075
5710,0.455943316221,-0.889949977398,0.0306945890188,-0.143799990416,0.461271524429,-0.0380024388433,-0.875466704369,-0.111699998379,-0.322661668062,-0.0146945416927,0.650858938694,-0.832062005997
2115,-1.01196348667,0.38275000453,0.417929828167,0.206066668034,-0.348917245865,0.275980770588,0.171400010586,-0.302300006151,0.627322971821,-0.322031021118,-0.357023924589,-0.00228023482487
7015,-0.595269441605,1.17365002632,0.476524293423,0.170100033283,-0.383197337389,0.898213863373,-0.246933341026,0.740599989891,-0.0910643339157,0.378235727549,-0.0691686570644,1.18915593624
8726,0.0619531162083,0.344700008631,-0.411196172237,0.558433353901,0.114201292396,-0.866628527641,-0.861933350563,-0.0320000052452,-0.174605280161,-0.576096117496,0.290526598692,0.803162038326
2185,-0.734363675117,0.507000029087,0.618512809277,-0.118400022388,-0.348139047623,0.316733121872,-0.605300009251,0.749650001526,-0.642622470856,-0.0670407414436,-0.883843362331,-0.0828572660685
3315,0.629957258701,-1.78709995747,-0.698047399521,-0.229433342814,0.0805251300335,-0.887556552887,-1.26356673241,0.16875000298,-0.165483891964,-0.516465902328,-0.226815149188,0.0451126508415
5289,-0.466752618551,-1.13249993324,0.0465260222554,-0.462566673756,-0.702687501907,0.0630368739367,-0.868000030518,-0.291500002146,-0.348744302988,0.438297063112,0.240563586354,-0.357111811638
868,0.685874760151,-1.53155004978,-0.16631603241,0.496066659689,2.88551712036,0.726293802261,-1.20126664639,-0.00755000114441,-0.546451985836,0.176792427897,-0.00790654774755,0.143406182528
1677,-0.41413834691,-0.465299993753,0.741855859756,0.401400029659,0.42716562748,0.526337206364,-0.907166719437,0.96749997139,-0.334120154381,-0.108526915312,-0.260507702827,-0.13487225771
7043,-1.42712080479,-0.0821999907494,1.04059052467,-0.386866688728,-0.435696899891,-0.391249120235,-0.335700035095,-1.0298999548,-0.835177123547,-0.937488615513,-0.124809399247,-0.415113210678
5613,-0.710478782654,1.23169994354,0.718421757221,-0.239433348179,-0.476414293051,0.0304735898972,-1.0503667593,-0.0993500053883,-0.462270647287,-0.252111434937,0.0989421606064,-0.364901840687
