rid,CPC001_HA1E_6H:BRD-K76133116-001-01-2:10,CPC001_HA1E_24H:BRD-K76133116-001-01-2:10,CPC001_HCC515_6H:BRD-K76133116-001-01-2:10,CPC001_HCC515_24H:BRD-K76133116-001-01-2:10,CPC001_PC3_6H:BRD-K76133116-001-01-2:10,CPC001_PC3_24H:BRD-K76133116-001-01-2:10,CPC001_VCAP_6H:BRD-K76133116-001-01-2:10,CPC001_VCAP_24H:BRD-K76133116-001-01-2:10,CPC017_A375_6H:BRD-K76133116-001-01-2:10,CPC017_A549_6H:BRD-K76133116-001-01-2:10,CPC017_A549_24H:BRD-K76133116-001-01-2:10,CPC017_ASC_24H:BRD-K76133116-001-01-2:10,CPC017_HEPG2_6H:BRD-K76133116-001-01-2:10,CPC017_HT29_6H:BRD-K76133116-001-01-2:10,CPC017_MCF7_6H:BRD-K76133116-001-01-2:10,CPD001_MCF7_6H:BRD-K28542495-003-09-3:10,CPC017_MCF7_24H:BRD-K76133116-001-01-2:10,CPD001_MCF7_24H:BRD-K28542495-003-09-3:10,CPC017_NPC_24H:BRD-K76133116-001-01-2:10,CPD001_PC3_24H:BRD-K28542495-003-09-3:10,CPC017_PHH_24H:BRD-K76133116-001-01-2:10,CPC017_SKB_24H:BRD-K76133116-001-01-2:10
5720,-1.65446686745,0.630438625813,-0.777150034904,-1.12112593651,-0.362514168024,-0.421087354422,0.485943704844,-0.202138081193,-0.503900051117,0.211292743683,0.513566613197,0.0669546499848,0.0727016925812,1.42665016651,-0.152120947838,0.720985114574,-0.17630238831,0.514366686344,1.74987101555,-0.185899987817,0.251247346401,-0.570899963379
466,-1.29977214336,-0.265854984522,-0.377799987793,0.307165265083,0.875594198704,-0.187135845423,1.12947416306,-0.453318953514,1.13126671314,0.391855061054,-0.572533369064,-1.35797715187,-0.658750534058,1.22020602226,0.797038078308,-0.385174274445,-0.0436307191849,0.446500062943,0.647444963455,-0.109400004148,-0.330989837646,-1.12960004807
6009,0.0661220178008,-0.83498442173,-0.136900007725,0.483892947435,-0.588741064072,0.42138582468,0.161737963557,0.630378901958,-0.359400033951,1.29289960861,0.424833357334,-0.593134582043,0.000761810690165,0.911445617676,-0.242434024811,0.209046930075,-0.216975420713,0.147933334112,-0.128990277648,-0.00649997591972,-0.0581033527851,1.44539999962
2309,0.784377992153,1.76547408104,1.03149998188,-0.473319649696,0.207592234015,-0.237027898431,0.943083703518,-0.333690881729,-1.18706667423,0.953055500984,1.05553340912,-0.507946789265,-0.490297853947,0.52825731039,-0.3803383708,-0.00308501347899,0.0209977738559,-0.523000061512,0.0548283904791,-0.635733306408,-0.232818305492,0.857300043106
387,0.0430653989315,-0.343175619841,-0.994749963284,-0.0974194407463,-0.816653430462,-0.262031435966,0.431566238403,0.0095039755106,-0.285333365202,-0.327620089054,0.0696333348751,-0.645713150501,-0.60615336895,0.747422218323,-0.845145702362,0.413503468037,-0.303091734648,0.284133315086,0.0902323424816,-0.0399999916553,-0.295834243298,1.00125002861
3553,0.0288914367557,0.430317640305,0.896749973297,-0.686449885368,0.21972617507,-0.154966264963,0.295067697763,0.446604669094,-0.267300009727,-0.672161221504,-0.294133365154,0.247848317027,-0.287526994944,-0.91142565012,0.0611307807267,-0.230151429772,-0.646518349648,-0.0954666733742,-0.566083431244,-0.681900024414,-0.894909501076,0.414500057697
427,0.715285301208,-0.193653941154,-1.8015999794,-0.0605665892363,-0.307172119617,-0.339746773243,0.49111661315,-0.896304130554,0.917999982834,-0.627331256866,-0.333800017834,-0.48088607192,-0.22545029223,1.30206716061,1.53411984444,-0.450519561768,0.434601068497,0.93103325367,0.326144814491,0.523133337498,1.37052631378,0.086249999702
5898,-0.0470522791147,-0.294442385435,-1.35245001316,-1.49285101891,-0.300966531038,-0.228339418769,0.360175251961,-0.776946663857,-0.291033327579,-0.318534702063,-1.10556674004,-0.485259443521,-0.641082525253,-0.281488984823,0.0800740420818,0.458216607571,-0.965134203434,0.0646333694458,-0.0757055729628,0.50980001688,-0.0506652668118,-1.08710002899
23365,-0.643515884876,0.254430681467,-2.11140012741,-0.612071990967,-0.907212913036,-0.732307910919,-0.22732180357,-1.68772304058,-0.422466695309,0.392498016357,-0.399433344603,-0.198824778199,0.260770410299,-0.138150572777,0.527473449707,0.227763235569,-0.602925896645,0.122933328152,-0.114889323711,-0.697666704655,0.395287871361,-1.35175001621
6657,1.78972530365,-0.0648226737976,0.792750000954,-0.317479550838,1.08290827274,0.585650086403,-0.00299197435379,0.1851926893,-0.779300093651,-0.88724476099,0.30283331871,0.663771271706,0.220539629459,-1.13861989975,-0.87531286478,-0.584587037563,-0.742942392826,-0.382099986076,-0.306069791317,-0.00966668128967,-0.61227875948,0.366249978542
5054,0.159618973732,0.298468887806,0.183599993587,-0.0962484925985,-1.99622941017,-1.54271423817,1.53255963326,-0.415413618088,0.33383333683,0.446797430515,-0.432600021362,-0.856502473354,-0.579569399357,0.807001054287,-0.216670766473,-0.092042542994,-0.550604104996,-0.226666674018,0.903324067593,0.594133317471,0.443057835102,-0.548900008202
3108,-0.295657962561,-0.856398046017,-0.350099980831,-1.13993406296,-0.491706430912,-0.0185918081552,1.12136769295,-1.08680856228,1.82623338699,-0.186572313309,0.182866603136,0.32934448123,-0.0517243370414,0.516945123672,0.0249278098345,0.0179218016565,-0.624415338039,-0.440166652203,0.847227454185,-0.098533347249,0.183037638664,1.46280002594
1950,1.21625578403,-0.567058384418,0.92769998312,0.0867180377245,0.250374794006,-0.287828624249,1.68584752083,0.812777042389,-0.00066664814949,0.178723156452,-0.113166630268,0.728193163872,-0.277917981148,-0.849958717823,-0.260350883007,-0.55895704031,0.52720874548,-0.226600021124,-0.106128200889,0.499966681004,0.537251114845,-0.307399988174
351,0.869664311409,0.340007275343,0.357500016689,0.610236883163,0.303174763918,0.339283376932,0.619014143944,-0.0464708358049,-0.549266695976,0.0790375769138,0.348166704178,-0.295419096947,-0.0923680514097,-1.11300814152,0.75429713726,-0.169545531273,0.364611268044,-0.295800030231,0.157628178596,0.193599998951,0.508242964745,0.389450013638
4846,0.0414943993092,-0.104921981692,0.114199995995,0.287656337023,-0.131425961852,-0.473820030689,3.17524719238,0.497972488403,3.35493350029,-0.157953813672,-0.463599979877,0.489624530077,-0.405218034983,-0.322952389717,-0.735596835613,0.208059698343,0.152459099889,-0.917833328247,0.374427974224,-0.2242000103,-0.275259107351,0.362699985504
1452,0.385462671518,0.543498635292,-0.802549958229,0.686965465546,-0.0875628292561,-0.409313231707,0.299701839685,0.854672253132,-2.64730024338,-0.202666521072,-0.10300001502,-0.874637544155,-0.828509032726,-0.255113065243,-0.273361563683,-0.0864737331867,0.268202394247,-0.0252333283424,-0.355129659176,-0.6074000597,-0.0705776065588,0.101399987936
4776,1.18621301651,-0.131698802114,1.27734994888,-0.00730742514133,1.2753354311,3.28453969955,0.507140755653,1.7020586729,-1.12319993973,-0.508212089539,-0.171966686845,0.772362828255,-0.650798559189,-0.874023020267,0.300113111734,0.32094976306,-0.167859792709,-0.218800008297,-0.564298510551,0.0195666700602,-0.858409643173,-0.0517500005662
6908,0.0280656814575,0.272075474262,-0.322250008583,0.36233240366,-1.02144312859,-0.0630831792951,0.978584527969,0.578913033009,-0.896866738796,0.820093333721,0.61893337965,0.0168319046497,0.548322319984,1.26465070248,0.620673060417,2.33341121674,-0.112445861101,0.625933349133,0.110169291496,-0.159900009632,-0.772749304771,1.17994999886
672,0.42532068491,0.675077259541,-1.53734993935,0.190632864833,-0.305948704481,-0.300711333752,1.07853579521,0.43114644289,0.321733355522,0.824269652367,0.0525666587055,0.836833715439,1.20008277893,-0.0042936205864,0.0541693530977,-0.10552406311,1.45763158798,0.150800019503,0.602686285973,-0.321633279324,0.193380028009,-1.24345004559
