rid,DOS001_VCAP_6H:BRD-K42197878-001-01-6:4.92,DOS001_VCAP_24H:BRD-K42197878-001-01-6:4.92,DOS031_MCF7_24H:BRD-K42197878-001-01-6:4.92,DOS031_PC3_24H:BRD-K42197878-001-01-6:4.92,DOSBIO001_A375_24H:BRD-K42197878:9.8377,DOSBIO001_A549_24H:BRD-K42197878:9.8377,DOSBIO001_HT29_24H:BRD-K42197878:9.8377,DOSBIO001_MCF7_24H:BRD-K42197878:9.8377,DOSBIO001_PC3_24H:BRD-K42197878:9.8377,DOSBIO001_NEU_24H:BRD-K42197878:9.8377,DOSBIO001_NPC_24H:BRD-K42197878:9.8377
5720,-0.907629609108,0.174358993769,0.414849996567,0.407949984074,1.16114127636,1.29646074772,0.312063485384,0.133060753345,0.188135921955,-0.085250005126,-0.387677848339
466,-0.211155891418,0.206230074167,-0.197950005531,0.309350013733,0.975610852242,0.50580060482,-0.0320107936859,-1.35618674755,-0.0217683725059,-0.725400030613,-2.44621229172
6009,0.0424087122083,1.12621355057,0.301599979401,2.27515006065,-0.639875531197,-0.862775743008,-0.227684006095,-0.927904486656,0.261012554169,0.00960001349449,-0.614054560661
2309,0.120103508234,0.393262386322,1.1154500246,-0.615900039673,0.132432952523,0.123576387763,0.273968100548,0.432915449142,0.632650732994,-0.585250020027,0.763595938683
387,-0.596874058247,0.119489729404,0.477400004864,-0.0338999629021,-0.695969760418,-0.572310686111,-0.222534239292,-0.369568407536,-0.255096018314,0.300350010395,-0.453025817871
3553,0.535788118839,-0.671129047871,-0.953649997711,1.20925009251,1.3604259491,-0.458637744188,-0.226351872087,0.0114818513393,1.35075294971,-0.147599995136,-0.696723222733
427,0.983413636684,0.54648733139,-0.182099997997,-0.290800005198,0.312654316425,0.516949772835,0.0327075719833,0.475587427616,-0.392163932323,-0.755550026894,-0.38967731595
5898,-1.47710371017,-0.00689332187176,0.964699983597,1.16904997826,1.7396914959,0.334355056286,-1.15956711769,-1.41833889484,0.261849433184,-0.900950014591,0.264271080494
23365,-0.353699833155,0.844538271427,0.0278000235558,0.686550021172,-0.636781692505,-0.0526794232428,-0.688779175282,-0.141888201237,-1.19499027729,-0.447950005531,-0.406427025795
6657,0.187723487616,-0.161559164524,-1.05290007591,-0.469749987125,-0.439125955105,-0.200505942106,-0.930396676064,0.274050027132,-0.1082040295,0.244499996305,1.17683386803
5054,-0.381021857262,-0.85083937645,0.397249996662,-0.0508999973536,1.0809431076,1.3892261982,-0.329100072384,0.806051373482,-0.381003081799,0.646149992943,0.539287507534
3108,-0.518100142479,-0.678202033043,-0.166700005531,-0.447200000286,0.231236159801,-1.09674191475,0.372949719429,-0.273280650377,-0.433996200562,-0.154550001025,-0.46232676506
1950,0.556135952473,-0.766723036766,-0.560850024223,-0.829850018024,0.352901250124,0.131077110767,-0.572638809681,0.795036673546,0.495594620705,0.524200022221,1.00177526474
351,0.0,-0.0283923149109,0.512049973011,0.0524500012398,0.13058771193,1.44315564632,-0.257874131203,2.00030422211,-0.516772568226,-0.611100018024,0.213384240866
4846,-0.791662454605,-0.732239961624,0.76265001297,-5.70029973984,-0.293122470379,0.224712714553,1.2993414402,-0.105843648314,0.899467051029,-1.0068500042,0.761704921722
1452,-0.675308227539,-1.0468184948,1.04575002193,1.33375000954,-0.0117004215717,0.0746871829033,0.483885020018,0.086786262691,0.848008990288,-0.219399988651,1.49886870384
4776,-0.230073690414,-0.933269798756,-0.50695002079,-0.243049994111,-0.829372882843,0.355842143297,0.0918748378754,0.932863175869,0.264945536852,0.429050028324,0.446744978428
6908,-1.27089333534,0.859942317009,-0.032849997282,0.74279999733,-0.108750365674,-1.20128321648,0.0259180665016,-1.32274878025,-0.0253412202001,-0.218249991536,-1.51535201073
672,-0.833500742912,0.308955729008,-0.828599989414,0.247900009155,-1.9743667841,-1.09193766117,0.105902843177,-2.44493293762,-0.812755405903,-1.1467000246,-3.64960289001
5710,-0.416642904282,1.29979753494,0.105949997902,0.637199997902,0.111307412386,-0.352971881628,0.529491424561,0.202305331826,-0.200753867626,-0.667700052261,-0.0715454146266
2115,1.30594229698,-0.656161189079,-1.04445004463,0.720600008965,0.433768033981,-0.0516918972135,0.0259067416191,-0.935898661613,-0.986881196499,0.47809997201,0.817876219749
7015,-0.273945808411,-1.0594060421,-1.11205005646,-0.611500024796,-0.485545188189,-1.84332096577,1.49213123322,1.60150885582,0.0941134318709,-0.043850004673,0.518513858318
8726,-0.401464819908,0.747861862183,-0.264149993658,-0.590800046921,-1.09650492668,0.310507714748,-1.20513188839,-2.49296092987,-1.89850270748,0.0143500119448,-3.36489009857
2185,1.86455094814,0.287331610918,-0.717000007629,-0.777000010014,-0.0414901450276,-0.0147628188133,-1.25970637798,0.863989591599,0.379663586617,0.201099991798,1.30062413216
3315,-0.0630690529943,-0.279530376196,0.674499988556,0.137699991465,0.371655076742,0.53809762001,-0.616147041321,0.0,-0.334778904915,-0.616850018501,0.172528579831
5289,0.437217146158,0.144160509109,-0.17499999702,-0.421000003815,1.02215659618,0.545743942261,1.12233006954,0.262467265129,0.0476223044097,0.459550023079,0.887931704521
868,1.17514657974,-0.13082587719,-0.135350003839,0.725999951363,0.449991226196,0.321349442005,0.246775105596,0.373660326004,-0.0229184776545,-0.337249994278,0.604421675205
1677,0.145228892565,-0.0721391290426,-0.0414499938488,-1.235049963,0.620113670826,-0.142507359385,0.265740007162,0.828470349312,-0.800799250603,0.0516999959946,1.91795802116
7043,0.728731036186,-0.0735655277967,0.0573999881744,0.160050004721,-0.434974074364,0.0870755463839,-0.699143588543,-0.271554887295,-0.844610154629,-0.20585000515,0.00262272357941
5613,0.352178037167,-0.969241380692,1.0665500164,-0.308400005102,0.66206407547,1.23055791855,-0.77509778738,1.49354863167,-0.130773037672,-0.145049989223,2.84296178818
595,-1.71308708191,0.693788766861,0.128800004721,0.98584997654,-0.241573527455,-0.0402970165014,-0.307179480791,0.301942050457,-0.0244152583182,0.316399991512,1.59219408035
4793,-1.33752441406,-1.05795049667,-0.462949991226,0.911050021648,-1.20447397232,-1.42117190361,0.410553514957,-0.405814230442,0.44204685092,-0.427300006151,-1.00786173344
2736,-0.156542673707,-1.29984474182,-0.575299978256,-0.113950006664,-0.750232934952,-1.10514652729,0.00154360383749,0.8333812356,-0.405966222286,0.300050020218,0.457632511854
5290,0.808248996735,-1.24118006229,-0.0210499987006,-0.245450019836,0.128165572882,0.364542394876,-0.958016455173,-0.0333456844091,0.226232051849,0.465849995613,0.770312547684
6194,-0.000252295052633,-0.882020115852,0.608649969101,0.0867999941111,0.865469694138,0.0171166956425,0.241537377238,0.723415613174,-0.917658865452,-0.710399985313,1.10560131073
1676,1.47776246071,-0.807713806629,-0.714450001717,-0.418899983168,-0.00420773774385,-0.0905797630548,-1.71157956123,0.516812443733,-0.565847218037,0.564149975777,1.04774093628
23512,-0.849046647549,0.871664047241,-0.523100018501,-0.61384999752,-3.97851037979,-1.42443501949,-0.217016592622,-0.405392289162,-0.272122889757,-0.303499996662,-1.8659517765
148022,-1.20070719719,-0.230452045798,0.230500012636,3.5748000145,-0.0942016094923,-0.257079720497,1.33921289444,0.270157575607,0.672697722912,0.337249994278,-0.842776656151
1906,1.52096128464,-0.605414509773,-0.00489999353886,-1.22889995575,-0.222611367702,0.86705493927,-0.921410799026,1.3012150526,-0.142382875085,0.402550041676,2.68373632431
8878,-1.53425765038,0.868949890137,0.328500002623,1.39374995232,0.262477278709,0.848518550396,-0.292049407959,1.01589822769,-0.304653942585,-0.423099994659,-0.440143197775
3091,-0.737364768982,-0.494254648685,-0.0642499998212,0.327250003815,0.511979937553,0.933757424355,-0.067273825407,0.668094217777,-0.348025739193,-0.963649988174,-0.422135412693
5743,-0.641310572624,0.170422583818,0.422949999571,0.995599985123,0.598083138466,0.848304510117,1.40955471992,0.287814736366,3.91271686554,-0.460099995136,0.802141904831
5321,1.60736405849,-0.95169621706,0.036599997431,-0.247600004077,-0.0232802964747,-0.49440997839,-0.829302310944,0.749805867672,0.319093108177,0.829699993134,1.1316151619
4144,-0.484979987144,-0.141182929277,0.225749999285,-0.678850054741,-1.32487022877,0.131194844842,-0.391708403826,-1.78414285183,-0.50482916832,-0.328899979591,-1.23638153076
1981,-0.358172386885,1.03005838394,1.19090008736,0.642549991608,-1.25533723831,-0.219669669867,-0.37548404932,-0.433988153934,0.879624128342,1.24895000458,0.900694131851
695,-0.153888136148,-0.285426855087,-0.312400013208,0.0656999945641,-1.53798413277,-1.05600869656,-0.424177974463,-0.44159245491,0.0,-0.312350004911,-0.0826077833772
10398,-0.339479148388,0.50166529417,-0.946200013161,0.661249995232,0.244466692209,0.16509360075,-1.21427178383,0.558024823666,0.212578073144,-0.206750005484,1.44751012325
5708,1.14946854115,-0.293582737446,-0.147349998355,5.08559989929,-1.66706705093,0.172438055277,-0.0858238637447,0.91873550415,0.296705931425,0.657799959183,0.398613363504
1213,1.32129895687,0.616618871689,0.130899995565,0.757550001144,-0.167427524924,-0.678929626942,0.302913188934,-0.543366134167,-0.272121429443,-0.108649998903,0.113435268402
226,-0.909330368042,0.763711571693,0.517599999905,0.0233500003815,0.172981753945,-1.11110329628,0.464527010918,0.316934704781,-0.204710945487,-0.172350004315,-0.435665428638
6777,-0.548804223537,-1.48458552361,1.04940009117,-0.431699991226,-0.377143740654,0.113160438836,0.464196771383,-1.31465065479,0.4086779356,1.06710004807,0.286843210459
2113,1.12305414677,1.34328389168,-0.462400019169,1.19714999199,-0.515984296799,-0.894433915615,-0.51298648119,0.101833760738,0.129017904401,0.0698499977589,1.44442415237
3329,-1.44985246658,-0.507600545883,-0.20174998045,0.239999979734,-0.618294537067,-4.70756196976,0.247659116983,-0.309374123812,-0.304488778114,0.956849992275,0.567812204361
1050,-0.719207644463,0.700439572334,0.107349991798,-0.111900001764,0.225723803043,-1.19318985939,0.22472512722,-1.87914395332,-0.762797176838,0.263199985027,-0.476016819477
9491,1.64693689346,-0.827349901199,0.0930000022054,-0.10775000602,-0.539702653885,-1.12940502167,-0.0168175250292,1.39083468914,-0.706166803837,0.072350025177,0.479699939489
22926,-0.134456694126,0.51214236021,-0.00229999423027,0.0449000000954,-0.702683746815,-0.497096776962,-0.239524275064,-0.685043990612,0.330572932959,-0.141750007868,0.898513734341
5899,0.620461583138,-0.215282768011,3.35449981689,0.396300017834,0.345916032791,0.534468650818,0.555374205112,0.922190785408,0.331581622362,1.36260008812,-1.54462313652
5467,-0.457521259785,-1.23482847214,-0.567349970341,1.05470001698,0.024547316134,0.185640066862,0.224573671818,0.358084857464,0.189947783947,-0.18725001812,-0.648812949657
6774,-0.35788744688,3.77481865883,-0.152049988508,-0.89310002327,0.399146527052,0.0702103450894,0.9731965065,0.256803780794,-0.312597572803,-0.378000020981,-0.210421204567
1788,0.159314960241,-1.18773293495,-0.868399977684,-1.02454996109,0.169982254505,0.333685845137,-0.766287922859,0.474386006594,-0.0642120167613,0.709800004959,0.901230990887
5921,-0.629211544991,1.18832290173,3.20854997635,1.12119996548,-0.17467880249,-0.304291725159,1.39814007282,0.0784817636013,2.60861849785,0.182999998331,-0.0331491529942
5721,-1.37779307365,-0.816154301167,0.0645999982953,-0.771049976349,-0.0789765864611,0.66820037365,-0.170902103186,-0.0568941831589,0.714037775993,-0.206449985504,0.317864239216
2263,0.845803499222,-0.567925572395,-2.04699993134,-0.115149974823,-0.114996679127,0.320582211018,-0.634542107582,1.68091607094,0.997851014137,-0.603100061417,0.596956849098
808,0.57442688942,-0.495625823736,0.0157000012696,-1.18379998207,-0.483389914036,-0.537031292915,-0.540293693542,0.730494916439,-0.313021600246,0.577649950981,0.198276728392
30001,0.0254010856152,0.927494525909,1.04929995537,0.567600011826,-0.588869094849,-0.691688477993,0.166769728065,-0.4386703372,-0.55763232708,0.268799990416,-0.30456662178
348,-0.928547620773,-0.449040830135,-0.313450008631,-0.14564999938,0.409322440624,0.530378818512,2.06115245819,0.234016269445,0.289179593325,-0.276849985123,0.694556355476
30849,0.037481110543,0.429908186197,0.438100010157,-1.21095001698,-0.615768551826,-1.41002869606,0.985766291618,0.266917437315,-0.500425577164,-0.417999982834,-1.06716322899
1454,-0.209637030959,-0.458314776421,-2.55060005188,0.628000020981,-1.04854893684,0.134710282087,-0.678449273109,0.535424828529,-1.30080962181,-0.391649991274,1.39708352089
