rid,CPC007_A375_6H:BRD-K19499941-001-09-1:10,CPC007_A549_6H:BRD-K19499941-001-09-1:10,CPC007_A549_24H:BRD-K19499941-001-09-1:10,CPC007_HA1E_6H:BRD-K19499941-001-09-1:10,CPC007_HCC515_6H:BRD-K19499941-001-09-1:10,CPC007_HT29_6H:BRD-K19499941-001-09-1:10,CPC007_HT29_24H:BRD-K19499941-001-09-1:10,CPC007_MCF7_6H:BRD-K19499941-001-09-1:10,CPC007_MCF7_24H:BRD-K19499941-001-09-1:10,CPC007_PC3_6H:BRD-K19499941-001-09-1:10,CPC007_PC3_24H:BRD-K19499941-001-09-1:10,CPC007_VCAP_6H:BRD-K19499941-001-09-1:10,CPC014_A375_6H:BRD-K19499941-001-05-9:10,CPC014_A549_6H:BRD-K19499941-001-05-9:10,CPC014_A549_24H:BRD-K19499941-001-05-9:10,CPC014_ASC_24H:BRD-K19499941-001-05-9:10,CPC014_HA1E_6H:BRD-K19499941-001-05-9:10,CPC014_HCC515_6H:BRD-K19499941-001-05-9:10,CPC014_HEPG2_6H:BRD-K19499941-001-05-9:10,CPC014_HT29_6H:BRD-K19499941-001-05-9:10,CPC014_MCF7_6H:BRD-K19499941-001-05-9:10,CPC014_MCF7_24H:BRD-K19499941-001-05-9:10,CPC014_NEU_24H:BRD-K19499941-001-05-9:10,CPC014_NPC_24H:BRD-K19499941-001-05-9:10,CPC014_PC3_6H:BRD-K19499941-001-05-9:10,CPC014_PC3_24H:BRD-K19499941-001-05-9:10,CPC014_PHH_24H:BRD-K19499941-001-05-9:10,CPC014_SKB_24H:BRD-K19499941-001-05-9:10,CPC014_VCAP_6H:BRD-K19499941-001-05-9:10,CPC014_VCAP_24H:BRD-K19499941-001-05-9:10
5720,-2.56261539459,-2.36575770378,-4.01662158966,-2.53449773788,-1.52980005741,-0.181193232536,-1.76021575928,0.438300490379,-0.116804853082,-1.21845626831,-1.20947384834,-0.972503185272,-3.51322698593,-1.58291399479,-2.16828918457,-0.14591601491,-1.24101042747,-0.669877946377,-3.31474399567,-1.61108112335,-1.16675770283,-0.199028015137,-0.0537500083447,3.11112356186,-0.827397346497,-0.847817838192,1.38622915745,0.623527109623,-1.09415030479,-3.79200005531
466,-4.88000965118,-2.1924932003,-1.38714265823,-4.16361379623,0.30119997263,0.487983226776,-0.244963243604,0.283025085926,0.181185573339,-0.0785181969404,-0.171553239226,-0.758209824562,-4.76587724686,-0.350558340549,-0.278365939856,-0.582069039345,-2.22867274284,-1.59879779816,-1.46057295799,-0.289329409599,0.345570921898,0.172756910324,-0.973550021648,-1.07549285889,-1.22050595284,0.534858584404,-1.56204497814,-3.66051626205,-1.27609956264,0.470699995756
6009,-0.602847933769,1.72251427174,-1.37698936462,0.360766351223,-0.326300024986,-0.419813096523,-0.249710410833,0.0794287919998,-0.430860370398,-0.956258296967,-0.708773553371,-0.684135019779,-3.79494857788,0.41535538435,-0.567160487175,0.338827848434,0.25647765398,-0.262219786644,-0.035135447979,0.193322464824,0.179286032915,-0.236183077097,0.699800014496,0.811073541641,-0.0311799794436,-0.487661004066,0.557938575745,0.827741265297,-0.161772102118,1.71829998493
2309,3.35678720474,5.03442955017,-1.01224422455,3.13232326508,2.39564990997,0.709511041641,-0.0835072919726,-1.01100885868,-0.409232884645,2.84204959869,-0.485948503017,3.59226846695,-0.644696295261,2.38112330437,0.124921321869,-3.67915248871,1.19535112381,2.77800321579,2.96942949295,2.7438762188,-0.605809748173,0.099638774991,0.618550002575,2.41427469254,1.39893364906,0.237812831998,0.413042485714,-0.917872667313,3.70538711548,0.182400003076
387,0.00126731395721,0.784728944302,-0.762409210205,1.87886738777,1.617000103,-0.24042391777,-0.280586153269,-0.157658323646,-0.419286131859,-1.54362130165,-1.13334107399,0.589493632317,-2.97803664207,0.509897947311,-0.296062111855,-0.47395542264,-0.0698600485921,1.03456866741,-0.624849915504,-0.130460053682,0.382244825363,0.231616258621,0.519199967384,1.20940971375,-0.30610281229,-0.432187736034,0.932169497013,-0.371914207935,-0.089983612299,-2.39019989967
3553,3.08044672012,0.0502423346043,1.095236063,0.605193257332,-0.258700013161,1.04440176487,1.04718279839,0.0780024081469,0.30857527256,1.71479415894,0.28516459465,-0.320939689875,2.6741566658,0.0401631630957,-0.488470762968,2.49103116989,-0.330944180489,0.779528915882,1.32704985142,0.114118754864,-0.842160284519,-0.725465655327,-0.0741500258446,-0.270532459021,-1.32382845879,0.220709472895,-1.01884019375,0.458252429962,-0.0841546282172,0.711700022221
427,0.425388097763,-0.341268628836,-0.385938346386,0.101942151785,0.0204499959946,1.06192815304,-0.358904719353,0.470886945724,0.22561109066,0.226825222373,1.28828799725,-1.71452641487,1.00253093243,-0.674992501736,-0.526386976242,2.33872938156,0.470955848694,-0.399642646313,0.288729071617,-1.33472704887,-0.0650660246611,-0.640737175941,0.763600051403,-0.336657315493,-0.219757527113,0.498813956976,-1.80891823769,-2.77614307404,-1.1017999649,-0.122800000012
5898,1.24307584763,0.901613593102,0.691007971764,4.56025838852,0.752400040627,1.76011931896,1.41069233418,0.236091837287,0.340361565351,2.10903024673,0.758865594864,-0.362679719925,-1.75714015961,-1.57699847221,-0.583425283432,0.462928533554,1.77008605003,0.162059858441,0.477781265974,2.18101382256,1.48926103115,-1.56262636185,-0.382450014353,-1.44517230988,1.7872954607,0.298780828714,-0.645031869411,-1.12921190262,-0.674448370934,0.801400005817
23365,-0.361143618822,0.236977905035,0.587435603142,0.370768010616,-0.190750002861,1.21490180492,0.70729136467,0.962275266647,0.283839195967,-0.51209294796,1.19980859756,-0.125466138124,-0.815902650356,-1.06879174709,-0.572359800339,0.0421409606934,-0.569505751133,-0.238296926022,0.634372651577,0.0209293123335,0.329222202301,-0.272694289684,-0.243799984455,-0.0123085975647,0.0636907368898,-0.151724055409,-0.597527146339,-0.201478600502,-0.716001987457,0.921800017357
6657,-0.0647152662277,-0.760495305061,0.246372714639,1.11744189262,-2.97090005875,0.473130762577,0.0743859633803,-0.0229751393199,0.562021791935,1.24716889858,0.356838017702,-0.254815429449,1.01064825058,-0.0737230181694,-0.345338433981,3.05042862892,1.12418913841,-2.13110589981,2.39967465401,0.699212014675,0.0562630295753,-0.353037297726,0.559149980545,-0.0380670763552,0.843559324741,-0.467915207148,-0.7160795331,0.625239849091,0.219005674124,3.07960009575
