rid,CPC011_A375_6H:BRD-A96107863-001-10-0:10,CPC011_A549_6H:BRD-A96107863-001-10-0:10,CPC011_A549_24H:BRD-A96107863-001-10-0:10,CPC011_HA1E_6H:BRD-A96107863-001-10-0:10,CPC011_HT29_6H:BRD-A96107863-001-10-0:10,CPC011_MCF7_6H:BRD-A96107863-001-10-0:10,CPC011_MCF7_24H:BRD-A96107863-001-10-0:10,CPC011_PC3_6H:BRD-A96107863-001-10-0:10,CPC011_PC3_24H:BRD-A96107863-001-10-0:10,CPC011_VCAP_6H:BRD-A96107863-001-10-0:10,CPC011_VCAP_24H:BRD-A96107863-001-10-0:10,CPD002_MCF7_24H:BRD-A84465106-001-02-0:10,CPD002_MCF7_6H:BRD-A84465106-001-02-0:10,CPD002_PC3_6H:BRD-A84465106-001-02-0:10,CPD002_PC3_24H:BRD-A84465106-001-02-0:10
5720,-3.77908802032,-0.958702981472,-0.975650012493,-0.151700004935,-2.04165005684,-5.58890008926,-0.964850008488,-0.61633348465,-0.460676133633,0.364614456892,-0.929667174816,0.730658829212,-0.766387701035,-0.543101668358,0.781072020531
466,0.850538730621,-2.45662164688,-1.99615001678,0.428300023079,0.557425022125,0.674549996853,-1.69574999809,-2.20820212364,-1.12571644783,-0.351223617792,-1.0989844799,-0.484960794449,-0.674999594688,-0.605540215969,-0.890032172203
6009,-3.95622825623,-0.219309926033,-1.28770005703,-0.698549985886,-0.0417499914765,0.229449987411,-0.159450009465,0.637312412262,-0.17288300395,0.957027614117,-0.590907931328,-0.35348841548,-0.332299202681,-0.703007519245,-0.161488294601
2309,2.43264460564,-0.176300734282,0.292450010777,-0.101649999619,0.454899996519,0.849500000477,0.225549995899,0.873889744282,0.806643307209,-0.454562306404,-0.255208343267,-0.104734957218,-0.139763772488,-0.227552384138,2.51771378517
387,-1.90393579006,-1.23879551888,-1.30379998684,0.333000004292,0.174024984241,1.17059993744,-0.639050006866,0.30729174614,-1.29599070549,0.0164559110999,-0.627344965935,-1.02732610703,-0.859052419662,-0.591843008995,0.250153243542
3553,2.46663761139,1.25223064423,0.708000004292,-0.207049995661,0.00430002808571,-0.215700000525,0.526349961758,-0.256039023399,2.15258836746,-0.563082098961,1.69733250141,1.08881688118,1.17917609215,-2.46281552315,5.28218650818
427,1.40621209145,-1.07535684109,0.00909999012947,-0.398699998856,0.0399250015616,1.264950037,0.466400027275,-1.23670423031,0.0741879418492,-0.426361173391,-1.14204132557,-0.0794611871243,0.36774161458,0.277334153652,-0.95140838623
5898,0.713902831078,-0.000938698649406,-3.83245015144,1.25154995918,0.14160002768,1.21175003052,-0.869499981403,-1.66620254517,0.0349024794996,-0.373984068632,-1.9153034687,0.0329401195049,-0.471853971481,0.575675487518,0.982652544975
23365,1.53103029728,-0.00485669076443,0.231150001287,-0.00479999929667,-0.0978750288486,0.965199947357,0.339800000191,0.221336513758,0.0646548569202,-1.20170605183,-0.819833695889,-0.720492720604,0.135548204184,0.546112060547,-0.236878037453
6657,2.92385268211,0.998143613338,-0.268200010061,0.00930002331734,-0.585525035858,-0.107249997556,0.699250042439,0.327858805656,0.603145837784,-0.616467654705,0.844922184944,0.462000101805,0.959769666195,1.14934229851,-0.220052629709
5054,2.00301837921,1.18239998817,0.535950005054,1.66234993935,-0.23152500391,-0.79675000906,1.60584998131,-0.568945586681,0.558176696301,-0.656352221966,1.00084590912,0.22681581974,0.951321125031,0.0168852210045,0.00717044621706
3108,1.08408820629,-0.183654054999,0.191100001335,-0.803699970245,-0.408375024796,0.026949999854,-0.316249996424,0.909347355366,-0.00351533293724,0.910429596901,0.0269242674112,-0.0253357440233,0.500285744667,0.271007597446,0.0993787497282
1950,2.68708491325,0.334167987108,0.74464994669,-0.240649998188,-0.422150015831,-0.298650026321,1.04149997234,0.828215122223,-0.0567880868912,0.308456629515,1.51340866089,0.260304391384,0.910258769989,0.522177398205,0.129106074572
351,-3.14296627045,1.70918142796,0.541350007057,-0.337249994278,-0.356375008821,0.863099992275,0.383199989796,0.134832918644,1.6367149353,0.094869479537,-0.460724651814,-0.811917722225,0.300659269094,-0.493306040764,0.134332507849
4846,4.97402763367,-0.206036657095,-0.62944996357,0.0524500012398,0.37442496419,-0.978649973869,0.0788999944925,-0.0123608186841,0.469728380442,-0.482273101807,0.966378509998,-0.402785301208,-0.109940111637,-1.76936089993,-0.450885534286
