rid,CPC005_A375_6H:BRD-A48809242-001-02-9:10,CPC005_A375_24H:BRD-A48809242-001-02-9:10,CPC005_A549_6H:BRD-A48809242-001-02-9:10,CPC005_A549_24H:BRD-A48809242-001-02-9:10,CPC001_HA1E_6H:BRD-A20527803-001-01-2:10,CPC005_HA1E_6H:BRD-A48809242-001-02-9:10,CPC001_HA1E_24H:BRD-A20527803-001-01-2:10,CPC005_HA1E_24H:BRD-A48809242-001-02-9:10,CPC001_HCC515_6H:BRD-A20527803-001-01-2:10,CPC005_HCC515_6H:BRD-A48809242-001-02-9:10,CPC001_HCC515_24H:BRD-A20527803-001-01-2:10,CPC005_HT29_6H:BRD-A48809242-001-02-9:10,CPC005_HT29_24H:BRD-A48809242-001-02-9:10,CPC005_MCF7_24H:BRD-A48809242-001-02-9:10,CPC001_PC3_6H:BRD-A20527803-001-01-2:10,CPC001_PC3_24H:BRD-A20527803-001-01-2:10,CPC001_VCAP_6H:BRD-A20527803-001-01-2:10,CPC001_VCAP_24H:BRD-A20527803-001-01-2:10,CPC005_MCF7_6H:BRD-A48809242-001-02-9:10,CPC005_PC3_6H:BRD-A48809242-001-02-9:10,CPC005_PC3_24H:BRD-A48809242-001-02-9:10,CPC005_VCAP_6H:BRD-A48809242-001-02-9:10,CPC005_VCAP_24H:BRD-A48809242-001-02-9:10,CPC017_A375_6H:BRD-A20527803-001-01-2:10,CPC017_A549_6H:BRD-A20527803-001-01-2:10,CPC017_A549_24H:BRD-A20527803-001-01-2:10,CPC017_ASC_24H:BRD-A20527803-001-01-2:10,CPC017_HEPG2_6H:BRD-A20527803-001-01-2:10,CPC017_HT29_6H:BRD-A20527803-001-01-2:10,CPC017_MCF7_6H:BRD-A20527803-001-01-2:10,CPC017_MCF7_24H:BRD-A20527803-001-01-2:10,CPC017_NPC_24H:BRD-A20527803-001-01-2:10,CPC017_PHH_24H:BRD-A20527803-001-01-2:10,CPC017_SKB_24H:BRD-A20527803-001-01-2:10
5720,0.59746491909,0.560339450836,0.818867564201,0.170310735703,-1.21816396713,0.474349975586,-0.436562687159,-0.0316575467587,-4.19819974899,0.257799983025,-1.5471200943,0.321956694126,0.44392323494,0.209307447076,0.602980434895,0.491331368685,0.789512515068,-0.108043424785,0.573708951473,-0.267902761698,-0.489199727774,1.07146751881,0.434657782316,-0.976400971413,-0.227919176221,-0.205051898956,0.437211632729,0.787977337837,0.721672296524,-0.444424897432,-0.52261865139,0.21566221118,0.355123639107,-0.0528999976814
466,0.760381221771,-1.00995290279,-1.05395817757,0.436160892248,0.459666192532,-0.744449973106,-0.166931986809,-0.819098293781,-0.993099987507,-0.0780000016093,-1.22507691383,-0.33949893713,-0.804534316063,-0.630113959312,-0.162847876549,0.419993847609,-0.43848490715,-0.25216293335,-0.513020455837,-0.467006236315,0.116489835083,0.734808444977,0.104630246758,-0.123064666986,-0.402738630772,0.790563166142,0.551474928856,-0.282431691885,0.6925303936,0.232516765594,0.742306828499,0.0868746340275,-0.0179155878723,-0.331599980593
6009,-0.401057362556,-1.83711075783,-0.138715773821,-0.987216591835,0.24360409379,-0.709599971771,0.744798183441,-0.500965416431,-0.156450003386,-1.16680002213,-0.552560806274,-0.440004110336,0.19982855022,-0.394845664501,-0.439488828182,-0.0695833787322,0.280576586723,-0.846139431,-0.458724945784,0.0470264405012,-0.630836427212,-0.430698662996,0.36190110445,-0.581474304199,-1.19330096245,-1.32771623135,0.414933174849,0.535307645798,0.185498118401,-1.42040812969,0.152318671346,0.432738602161,1.08919417858,-0.316899985075
2309,-0.272922575474,-0.0943498313427,0.699732780457,0.00139029324055,-0.427578806877,0.534950017929,-0.30135923624,0.65220105648,-1.11230003834,-0.108900010586,-0.457775950432,0.335447430611,-0.141660422087,-0.195705085993,-0.709683060646,0.22651964426,1.04560518265,1.1947414875,-0.605502665043,-0.472129255533,1.13835906982,0.362262934446,-0.321072727442,0.217498958111,-0.131699711084,-0.256922394037,-0.140606984496,0.206108883023,0.0212492793798,-0.480638027191,-0.561653256416,0.635689616203,0.146542936563,-0.888249993324
387,-0.553775191307,-1.04794812202,-1.20566427708,-0.808619379997,1.46307623386,0.270749986172,-0.202180251479,-0.226467847824,-0.939300000668,-0.0912500098348,-2.3386182785,-0.0812997370958,0.0546939224005,1.14741742611,-1.38355064392,-0.670904278755,-0.239728465676,0.939556777477,0.568459272385,0.346016138792,-0.247559651732,-1.3575425148,-0.370079338551,-0.55791336298,-0.0680638253689,-0.24423776567,0.996287107468,1.75982582569,-0.260375112295,0.428561687469,-0.242532134056,1.39010119438,-0.112822107971,-0.238299995661
3553,-0.425208568573,1.36177682877,-0.597369968891,0.615153074265,-0.476105749607,-0.822449982166,-0.37912556529,-0.249689415097,0.0253500007093,-0.00264999270439,0.0225620549172,-0.734041571617,-1.49406552315,-0.294404745102,-0.212398514152,-0.0775835588574,-0.426534354687,-0.374528110027,-0.713754415512,0.0742653012276,0.206208854914,-0.660692751408,-0.896909475327,-0.127234697342,-0.325713932514,-1.15177893639,-0.0480496436357,-0.523097157478,-0.11647978425,-0.434340536594,0.446084707975,-0.180356696248,-0.995193779469,-0.317949980497
427,0.119268193841,-0.504664897919,-0.0442971587181,-0.541631698608,2.28126454353,-0.952799975872,-0.223120987415,-0.758082449436,-0.772249996662,0.275350004435,0.348149359226,-0.826058626175,-0.344124138355,-0.719259917736,-0.208063900471,-0.323961555958,-0.153796553612,0.913346648216,-0.564299702644,-0.277997344732,0.365858197212,-0.364944577217,-0.109615117311,0.137692898512,0.0575285851955,-0.0947631448507,-0.128573745489,-0.368418067694,-0.546713590622,0.377029269934,0.432773977518,0.0422171801329,-0.663690984249,-0.284999996424
5898,1.3154489994,-0.343662500381,-1.28004336357,0.225448951125,-1.01697003841,-0.295600026846,-0.457608669996,-0.886134147644,-1.42309999466,0.746949970722,0.446578800678,0.131197392941,-0.0260980725288,-0.126697510481,0.454456090927,0.346408158541,-1.0373570919,0.18866750598,0.673241019249,0.40339744091,-0.471288651228,0.121618837118,-0.44551128149,-0.163149103522,0.44607129693,1.68430995941,0.129804253578,0.104325868189,-2.11434626579,-0.618627071381,-0.211699709296,-0.450390279293,-0.446005105972,-0.217749997973
23365,-0.162177860737,-0.357935190201,-0.0220059454441,-0.128203421831,0.353811383247,-0.470400035381,0.483449697495,0.254622042179,0.0038999915123,0.0645499974489,0.53601449728,0.499682664871,0.101957112551,0.676387667656,-0.76043176651,-0.398259699345,-0.0408318638802,-0.400487959385,0.425607472658,-0.219574391842,-0.299888551235,0.2061714679,-0.532800912857,0.645706832409,0.194223970175,0.111674487591,0.177671357989,0.927968084812,-1.32282090187,-0.995997726917,-0.997682213783,0.247518479824,-0.118248149753,-0.230500012636
6657,-0.205437064171,0.72666400671,0.259815186262,-0.0502092465758,-1.98903989792,0.197749972343,-1.18118822575,0.790581345558,0.752650022507,0.238550007343,0.120837725699,-0.824369311333,-0.163584724069,-0.562989234924,0.928507745266,1.08063983917,0.156447350979,-0.0737748518586,-0.584794998169,-0.514499187469,0.0678583532572,-1.01586198807,-0.580265402794,0.805379986763,-0.0942080691457,0.0475811176002,-0.648209750652,0.456541240215,-0.585660219193,-0.23697027564,0.692841410637,0.809262514114,-1.32881009579,0.668349981308
5054,0.274728655815,-0.174651965499,-0.879422068596,-0.242489293218,-0.135520920157,-1.25384998322,-0.00953830778599,-0.284141391516,-0.00695000588894,-0.539950013161,0.432570070028,-0.986228108406,-0.0814307034016,1.02348005772,-2.32838964462,-1.49553132057,-0.274696171284,-0.132777690887,0.0695891007781,-1.4956870079,-1.2878241539,0.397590249777,-0.202076435089,0.592090845108,0.27590367198,-0.0858871787786,0.568747997284,-0.0370500572026,-0.497411131859,1.79482758045,0.242064878345,-1.62484300137,1.46395838261,0.521800041199
3108,1.59500575066,0.965008974075,-0.00859858095646,0.449479669333,0.176244616508,-0.983600020409,0.834093928337,0.963780999184,-0.758650004864,0.346199989319,-0.706594109535,-0.851524591446,0.225703760982,0.636972367764,-0.91493088007,0.0929142087698,-0.501582086086,0.13708473742,0.401266843081,0.267377465963,-0.0528880283237,0.746718525887,0.00392977148294,-0.141993522644,-0.656375646591,-0.252895712852,0.614311933517,-0.512765586376,-0.065646186471,-0.0168072581291,-0.284178555012,5.21638345718,0.797657251358,-0.563149988651
1950,0.107059210539,-0.247264891863,0.257975101471,0.413982331753,1.67077350616,1.19905006886,0.0977927148342,-0.260796189308,0.557150006294,-0.643200039864,1.08768320084,-1.24497163296,-0.198018729687,-0.363032788038,1.49438846111,0.0676391720772,-0.403011083603,0.25595086813,-0.289059311152,-1.09363532066,-0.393372267485,-0.356674194336,0.063236348331,0.605458259583,0.163695752621,0.0855459645391,-0.971641778946,-1.29293560982,0.533036470413,-0.176288276911,0.843450367451,-0.814124286175,-0.980810582638,-0.454449981451
351,-0.687866091728,-0.0868943333626,-0.036166369915,0.993251919746,-0.102353572845,-0.190849989653,-0.689735293388,0.759831190109,-0.0306999981403,-0.6617000103,0.632954001427,-0.269064843655,-0.393039554358,-1.1635324955,0.884725689888,-1.24585533142,-0.216064780951,-0.0313266813755,-1.26355850697,-0.0967510417104,-1.3530279398,-0.0904730409384,-0.734478294849,0.549453794956,0.937365412712,-1.06747305393,-0.961531341076,0.376090228558,-0.411224156618,-0.189464211464,0.335381686687,-0.99725985527,-1.40116024017,-0.0010000000475
4846,0.946290075779,0.0407632738352,0.389564216137,-0.0552725791931,0.299430370331,-0.572499990463,0.842934548855,0.801714360714,0.999000012875,-0.61210000515,0.56728708744,-0.323607385159,1.0438221693,0.0992629230022,0.761455655098,0.873751938343,-0.0101308636367,0.212871715426,-0.107402086258,0.644745767117,-0.136974662542,0.51665365696,0.512279331684,0.643820345402,-0.136892691255,0.107828140259,-0.0463158935308,0.381417542696,0.293108344078,-0.0860669314861,-0.253222823143,1.34101438522,-0.305272072554,0.775749981403
1452,0.10571141541,-0.797864437103,-2.41141104698,-0.891087830067,-0.734521448612,-0.433100014925,0.305234491825,-0.20318441093,-0.396099984646,-0.454950034618,-0.186385795474,-0.47082901001,-0.694177806377,-0.431487232447,-0.394616872072,-0.00334172323346,0.260565072298,0.637724876404,0.00539832189679,0.0351756587625,-0.0816977024078,0.221878111362,0.126522764564,-1.43462491035,0.434498786926,0.645488798618,0.952469110489,0.178110122681,0.508280277252,0.792710900307,0.442413449287,0.0638058483601,1.1697909832,-0.388649970293
4776,-1.01362645626,0.201861828566,-0.589178800583,0.815412163734,-0.223527610302,-0.197500005364,0.589874446392,-0.170996516943,0.255900025368,0.285799980164,0.90560734272,-1.04299545288,-0.047538548708,-0.626427233219,0.282782077789,-0.0321291871369,-1.00343418121,0.134107664227,-0.612393081188,-0.041696600616,-0.381943255663,-0.825470805168,1.1758980751,0.602164685726,-0.120895147324,-0.0906797796488,-0.848397254944,-0.0878051072359,0.00374551862478,0.738255858421,0.478423535824,-0.574763953686,-1.48639726639,-0.159449994564
6908,1.55835270882,-1.04638457298,0.322748959064,-1.1591821909,0.894549250603,-1.16460001469,-0.542342960835,-0.562168061733,-0.177749991417,0.281700015068,-0.786091327667,-0.905781924725,0.370526611805,-0.605416595936,-0.270371794701,0.827102661133,0.598201274872,-0.125517979264,-0.567898929119,0.328893214464,-0.550211727619,0.902998805046,0.990661084652,-0.0306789204478,-0.142728760839,1.03922247887,0.935723185539,1.18392395973,0.497827231884,0.540167570114,0.0337676592171,1.34548544884,0.951904058456,0.069399997592
672,0.414542973042,0.301535636187,-0.496390432119,-1.48737108707,-0.962854027748,-0.125949978828,-0.416954427958,0.0197659991682,0.357150018215,0.0443999990821,-0.0699722841382,-0.504576742649,-0.0433830618858,-0.482340544462,-0.127348005772,0.473486423492,-0.255764842033,0.176871240139,-0.418009072542,-0.456454217434,-0.024685792625,0.877744555473,0.202020779252,-0.726852893829,0.347475111485,0.427539110184,0.320388525724,1.98791384697,-0.200813472271,3.2642352581,-0.0189553610981,0.670002639294,-0.555697739124,-0.166249990463
5710,-0.64257979393,-0.0248856283724,-0.991990804672,-0.428097188473,-2.18102407455,-1.11944997311,-0.0982530936599,0.00845400989056,1.31165003777,-0.151550009847,0.00542816892266,-0.687869608402,0.31997692585,-0.316884845495,-0.53202855587,-1.79664587975,-0.226940721273,0.196983098984,0.492481738329,-0.673276722431,-0.970677912235,0.786740422249,-0.926667809486,0.169892072678,0.383739799261,-0.317396998405,0.810175657272,0.0727658718824,0.0926975160837,1.08428668976,-0.061185143888,0.278127044439,1.08774650097,0.463599979877
2115,-0.69833111763,-0.740483403206,0.234301179647,0.211116030812,0.753422617912,-0.107349999249,-0.0618434846401,0.636291205883,-1.79534995556,-1.1222499609,0.372119247913,-0.854071676731,0.875080347061,-0.308805704117,-0.264684617519,0.529250860214,0.287524759769,-0.0122144371271,-0.27182123065,0.688625454903,1.64985156059,-0.834978997707,-0.314290583134,-0.188812613487,0.680109739304,-0.220950573683,-0.300554156303,1.00098395348,-0.286054581404,1.39469599724,-0.124885566533,0.610855698586,0.309732317924,-0.0631000027061
7015,0.762446284294,0.592638552189,0.571725726128,1.07538068295,-0.936932563782,0.391349971294,-0.265867143869,0.153480708599,-0.306199997663,-0.315299987793,0.984090328217,-0.719553470612,-0.498482048512,-0.959434807301,0.693660855293,0.529358029366,-0.642778217793,-0.167870819569,0.227836191654,0.570289254189,-0.466451257467,-0.461595535278,-0.0337047502398,0.242115169764,0.381756424904,-0.100046135485,-0.828472137451,0.410639464855,0.159293547273,-0.0735812187195,0.398952633142,-0.593628525734,-0.339632987976,0.438149988651
