rid,CPC011_A375_6H:BRD-K44779798-001-05-7:10,CPC011_A549_6H:BRD-K44779798-001-05-7:10,CPC011_A549_24H:BRD-K44779798-001-05-7:10,CPC011_HA1E_6H:BRD-K44779798-001-05-7:10,CPC011_HT29_6H:BRD-K44779798-001-05-7:10,CPC011_MCF7_6H:BRD-K44779798-001-05-7:10,CPC011_MCF7_24H:BRD-K44779798-001-05-7:10,CPC011_PC3_6H:BRD-K44779798-001-05-7:10,CPC011_PC3_24H:BRD-K44779798-001-05-7:10,CPC011_VCAP_6H:BRD-K44779798-001-05-7:10,CPC011_VCAP_24H:BRD-K44779798-001-05-7:10,CPD002_MCF7_24H:BRD-K44779798-001-04-0:10,CPD002_MCF7_6H:BRD-K44779798-001-04-0:10,CPD002_PC3_6H:BRD-K44779798-001-04-0:10,CPD002_PC3_24H:BRD-K44779798-001-04-0:10
5720,-3.16764545441,0.213033348322,-0.0943000018597,0.218100011349,0.444676041603,-8.03669929504,1.52850008011,0.149246513844,0.501550018787,1.06399476528,-0.20053088665,1.14918172359,0.769096434116,0.252033114433,0.289366662502
466,-0.837313771248,-0.617399930954,-1.70739996433,0.481900036335,0.96714836359,1.43040001392,1.17700004578,0.831858873367,-0.2242000103,1.14843702316,-0.785154998302,0.54523640871,0.0096743106842,-1.09424138069,0.501166701317
6009,0.14175927639,-1.34586656094,0.802799999714,-0.221349999309,-2.6279771328,0.109699994326,1.48019993305,-0.161537498236,-0.353849977255,0.178793460131,-0.504769444466,-0.375737994909,0.381531864405,0.171856462955,-0.48846668005
2309,2.07742023468,0.0685666799545,0.0,-0.44105002284,1.06150317192,2.03865003586,0.472100019455,0.459617495537,0.0493499934673,1.82519483566,-0.795002698898,0.657306909561,0.603630959988,2.89284062386,-0.298966705799
387,-3.11632680893,-0.492733329535,-2.04600000381,-0.902999997139,1.0244603157,2.77584981918,0.865599989891,-0.931307256222,-0.238499999046,-1.66715610027,0.45965012908,-0.243071854115,0.251694530249,-0.170898333192,0.0889666974545
3553,1.61615216732,-0.0335000008345,0.711899995804,1.79250001907,0.329263418913,0.7582000494,-1.08519995213,1.32425749302,-0.107375003397,-1.33037173748,-0.472190856934,-0.20337921381,-0.898479878902,0.44673538208,0.607300043106
427,1.24515330791,0.0285666696727,2.00990009308,-1.47154998779,1.97857224941,2.07795000076,0.089500002563,0.497921824455,0.138075008988,0.643428206444,0.120245724916,-0.171269804239,-0.700941741467,-0.138770878315,0.0958000123501
5898,-1.25259649754,-0.170699998736,-0.563799977303,-0.286650002003,1.01375842094,1.80570006371,-0.589450001717,-0.449008852243,-0.524775028229,-0.925183475018,-0.401954233646,-0.307022064924,-0.370360255241,-0.541921079159,-0.130300015211
23365,1.70732355118,0.971566677094,7.13040018082,-0.777450025082,0.819201171398,3.39480018616,-0.485749989748,1.19438517094,-0.461825013161,-0.854383468628,-0.909849882126,-0.596275806427,2.17920923233,0.554598450661,-0.0179333388805
6657,1.67672550678,0.682266712189,0.695599973202,0.0929000377655,0.938648939133,1.85669994354,-1.50375008583,-0.912654161453,-0.488800019026,-1.28903913498,0.640456795692,0.416059345007,-0.431486696005,0.983136415482,0.384233385324
5054,1.34002494812,0.334333330393,0.609600007534,-0.00890001654625,0.496865034103,2.5813999176,0.382350027561,-0.016228729859,-0.0848999917507,-0.659097671509,0.661537468433,-0.419443190098,-0.837361633778,-0.694928824902,-0.317099988461
3108,1.37145113945,-0.0766333341599,-1.52059996128,-0.0445499867201,2.40717601776,-0.688150048256,-0.572950005531,-0.579595208168,0.529175043106,0.154717624187,0.396984666586,0.872294127941,-0.0465246886015,0.164888322353,-0.373933315277
1950,1.29845237732,0.38913333416,-1.56459999084,0.710700035095,2.085313797,1.85379993916,-0.421050012112,-0.816164314747,0.240949988365,-0.227961272001,0.574136137962,0.383982092142,-1.3490973711,0.713903963566,0.313499987125
351,-2.65284609795,0.0587666630745,2.03169989586,0.500800013542,0.113166108727,0.165749996901,0.774599969387,-0.490112572908,-0.0652000010014,0.477682203054,-0.0250396728516,-0.0128087699413,-0.919766545296,0.393946319818,-0.279833346605
