rid,AML001_CD34_24H:BRD-K41790758:10,AML001_CD34_24H:BRD-K41790758:3.33333,AML001_CD34_24H:BRD-K41790758:1.11111,AML001_CD34_24H:BRD-K41790758:0.37037,AML001_CD34_6H:BRD-K41790758:10,AML001_CD34_6H:BRD-K41790758:3.33333,AML001_CD34_6H:BRD-K41790758:1.11111,AML001_CD34_6H:BRD-K41790758:0.37037,AML001_HL60_24H:BRD-K41790758:10,AML001_HL60_24H:BRD-K41790758:3.33333,AML001_HL60_24H:BRD-K41790758:1.11111,AML001_HL60_24H:BRD-K41790758:0.37037,AML001_HL60_6H:BRD-K41790758:10,AML001_HL60_6H:BRD-K41790758:3.33333,AML001_HL60_6H:BRD-K41790758:1.11111,AML001_HL60_6H:BRD-K41790758:0.37037,AML001_PC3_6H:BRD-K41790758:10,AML001_PC3_6H:BRD-K41790758:3.33333,AML001_PC3_6H:BRD-K41790758:1.11111,AML001_PC3_6H:BRD-K41790758:0.37037,AML001_U937_24H:BRD-K41790758:10,AML001_U937_24H:BRD-K41790758:3.33333,AML001_U937_24H:BRD-K41790758:1.11111,AML001_U937_24H:BRD-K41790758:0.37037,AML001_U937_6H:BRD-K41790758:10,AML001_U937_6H:BRD-K41790758:3.33333,AML001_U937_6H:BRD-K41790758:1.11111,AML001_U937_6H:BRD-K41790758:0.37037
5720,0.126699998975,-2.42009997368,-5.06459999084,0.260450005531,0.223802000284,0.0464826524258,0.835658371449,0.765508472919,-3.86213994026,-0.962645530701,-0.0684479475021,0.320517629385,0.510874032974,-0.141877114773,0.174387812614,0.299717992544,-0.725372433662,-1.16464877129,-0.763975799084,0.456480145454,-3.57829999924,-0.212400004268,0.295949995518,0.760700047016,0.758801460266,-0.587179660797,0.323071867228,0.791377127171
466,0.573450028896,1.92314994335,-3.95679998398,1.89384996891,1.1044588089,0.250516593456,-0.381357729435,0.546793460846,-0.29382365942,0.556193947792,0.520354628563,0.239949420094,-0.736216843128,-0.566554129124,0.351355850697,0.0875196307898,0.0386558994651,-0.0848959162831,-0.262419849634,-0.170515477657,1.64179992676,2.77294993401,-0.851949989796,1.18159997463,0.199095338583,-0.312000155449,0.480123877525,0.338793367147
6009,0.597050011158,0.188400000334,0.0977500081062,0.462849974632,-1.40595078468,-1.42579555511,-0.105913348496,0.183615684509,-1.77134382725,-0.0146057903767,0.398827195168,0.350840985775,-1.03859686852,-0.0377304628491,0.729706764221,-0.232506737113,-0.120838485658,-0.297520816326,0.0655033513904,-0.108843825758,-0.503300011158,0.767799973488,-0.405649989843,0.634050011635,-0.783660650253,-0.688120424747,-0.0963324904442,0.502398848534
2309,-0.554250001907,1.16729998589,1.39715003967,0.88715004921,-2.78958821297,-0.254006505013,0.22011706233,-2.73316526413,0.0482945889235,0.042364358902,0.273574858904,-0.675005793571,-0.237133830786,-0.252172917128,-0.745492756367,0.503441691399,-0.259262859821,-0.179251343012,-0.0681358873844,-0.454005390406,-1.09630000591,2.48484992981,-0.461849987507,0.943799972534,-1.27283489704,-0.0922143608332,-0.507921755314,0.756132543087
387,-0.144600003958,-2.57010006905,-0.00175000727177,0.757149994373,-0.816358327866,-0.455991536379,-0.00692351162434,0.0484445691109,-2.53048586845,-1.54814505577,-0.106718286872,-1.58268356323,0.0604579374194,0.100128367543,-0.199528023601,0.358968138695,-0.703408956528,-0.198191523552,-0.195109754801,-0.20890648663,-4.54195022583,-2.07069993019,-0.0587999820709,-0.391950011253,-0.299058526754,-0.273114144802,-0.740518808365,-0.31424498558
3553,-0.145199999213,0.510249972343,-2.4688000679,0.578850030899,-0.0130472779274,-0.10612885654,-0.629916906357,-0.901180148125,0.586358904839,0.0252008736134,-0.164758116007,-0.488271176815,-0.218278110027,-0.908463180065,-1.15514814854,-0.656394481659,0.412362515926,-0.116554759443,-0.738132715225,-0.711113810539,2.28679990768,1.4662001133,-0.569599986076,0.285400003195,0.0943326354027,-0.0195823386312,-0.267402678728,-0.555005550385
427,0.292700022459,0.879850029945,-1.40740001202,1.16004991531,2.07806038857,0.156836181879,-0.508287250996,0.417176306248,-0.195702031255,0.041958540678,-0.0543760545552,-0.413348644972,-0.196405589581,0.0514573678374,-0.712950289249,-0.298147588968,0.336964398623,-0.24165648222,0.431160360575,0.423895001411,1.71840000153,3.51184988022,-1.94624996185,1.24165010452,0.825051665306,-0.260987848043,-0.04567636922,-0.162357270718
5898,-0.317200005054,0.875349998474,-3.05819988251,1.2173999548,-0.0175143498927,-3.84718084335,-0.830028891563,-0.568350851536,0.16591592133,0.0113114267588,0.415209084749,0.0881694927812,-0.185573667288,-0.175222322345,-0.769807219505,-0.214429035783,0.355939120054,0.762686610222,0.164077430964,-0.521390140057,2.20039987564,1.98310005665,-0.0808499976993,0.598999977112,0.481872797012,0.584596395493,0.135469853878,0.356144249439
23365,-0.312799990177,-0.923799991608,0.926249980927,-0.223250001669,-0.825900971889,-0.0140109211206,-0.885987639427,-0.897796273232,0.622007489204,0.177439466119,0.0318587049842,-0.227209240198,-0.157019019127,0.292028695345,1.83355247974,-0.665022432804,0.294167876244,0.156586706638,-0.663351297379,-0.759662270546,0.454400002956,-0.123000003397,0.559350013733,-0.377350002527,-0.550513148308,0.883678853512,-0.510885357857,-0.676206827164
6657,0.494899988174,1.56879997253,1.30519998074,-0.185749992728,0.796411275864,-0.154159724712,-0.705930411816,-0.485267221928,1.97772336006,0.794728815556,0.142648488283,-0.415140926838,-0.336358308792,-0.797919631004,-0.667122602463,-0.953658223152,0.151752665639,-0.797923028469,-0.681279778481,-0.425605088472,4.37269973755,2.82810020447,-0.318599998951,0.986249923706,0.403713047504,0.42022049427,0.375336259604,-0.372269332409
5054,0.166000008583,0.0687000006437,0.0671000033617,0.454850018024,0.266388386488,0.687456250191,0.00846365094185,-0.228337854147,0.67521160841,0.512229442596,0.487518846989,0.899450659752,0.723516106606,-0.948466479778,-0.146101057529,-0.466628372669,0.60764837265,0.521270871162,-0.00101826572791,-1.15952348709,2.72459983826,0.717700004578,2.89155006409,-0.0381000041962,-0.332975745201,-0.0929423570633,-0.0810327380896,-0.866369187832
