rid,CPC008_A375_6H:BRD-K66634822-001-01-6:10,CPC008_A375_6H:BRD-K66634822-001-02-4:10,CPC008_A375_24H:BRD-K66634822-001-01-6:10,CPC008_A375_24H:BRD-K66634822-001-02-4:10,CPC008_A549_6H:BRD-K66634822-001-01-6:10,CPC008_A549_6H:BRD-K66634822-001-02-4:10,CPC008_HCC515_6H:BRD-K66634822-001-01-6:10,CPC008_HCC515_6H:BRD-K66634822-001-02-4:10,CPC008_HEPG2_6H:BRD-K66634822-001-01-6:10,CPC008_HEPG2_6H:BRD-K66634822-001-02-4:10,CPC008_HT29_6H:BRD-K66634822-001-01-6:10,CPC008_HT29_6H:BRD-K66634822-001-02-4:10,CPC008_MCF7_6H:BRD-K66634822-001-01-6:10,CPC008_MCF7_6H:BRD-K66634822-001-02-4:10,CPC008_MCF7_24H:BRD-K66634822-001-01-6:10,CPC008_MCF7_24H:BRD-K66634822-001-02-4:10,CPC008_PC3_6H:BRD-K66634822-001-01-6:10,CPC008_PC3_6H:BRD-K66634822-001-02-4:10,CPC008_PC3_24H:BRD-K66634822-001-01-6:10,CPC008_PC3_24H:BRD-K66634822-001-02-4:10,CPC008_VCAP_6H:BRD-K66634822-001-01-6:10,CPC008_VCAP_6H:BRD-K66634822-001-02-4:10,CPC008_VCAP_24H:BRD-K66634822-001-01-6:10,CPC008_VCAP_24H:BRD-K66634822-001-02-4:10
5720,-0.343126744032,0.802861213684,-1.39254999161,-0.668249964714,0.644066214561,1.07044100761,-0.355815380812,-0.876603484154,0.450833320618,-0.92060315609,0.197482138872,0.703383028507,-0.455557852983,-1.69350123405,0.272599995136,-0.433650016785,-0.581591010094,-4.21747970581,-0.208229199052,0.0562615059316,-0.692977130413,-0.961817145348,-0.441007077694,-0.684038996696
466,1.24463796616,0.145883753896,-0.432200014591,0.218449994922,1.02938628197,-4.44337463379,0.403628587723,0.485659718513,-0.340333342552,-0.826982200146,0.60226637125,-4.67137289047,1.65352106094,-1.33419537544,1.12045001984,0.419800013304,0.268545478582,-1.34115636349,0.0938890129328,-0.146008729935,-0.319330364466,-0.364466905594,-0.362363815308,-0.759713828564
6009,0.578561961651,0.616950035095,-0.757600009441,0.263300001621,-0.15868589282,3.21492958069,0.441510617733,0.594984531403,-1.00810003281,-1.03844439983,0.330078274012,0.898123919964,-0.870392918587,2.47938394547,0.281850010157,-0.523949980736,-0.502531409264,-0.926648914814,0.386940985918,-0.393643289804,-0.396005779505,-0.232377067208,-0.369133770466,-0.679935455322
2309,1.49505007267,1.0541062355,-0.280600011349,0.16685000062,0.138356268406,-0.370760053396,-0.465291559696,0.28469479084,-0.342033326626,-1.08654260635,0.0486059039831,1.79229176044,0.853781104088,1.2300555706,-1.05200004578,-1.00730001926,-0.258614718914,1.82483875751,-0.33560615778,-0.927364706993,0.440786600113,-0.311021417379,-0.572633266449,0.465853720903
387,0.359622299671,1.07727766037,0.61905002594,0.012000001967,0.073347568512,1.89484226704,-0.358877420425,-0.715116262436,-0.765933394432,-0.968304157257,0.624572575092,2.44640207291,0.242699429393,2.5751657486,0.0498500019312,1.49434995651,-0.648150384426,1.70762884617,-0.465641140938,-0.643586754799,-0.322615385056,-0.711203753948,-0.15386326611,0.0446161031723
3553,0.21773827076,1.17967247963,0.791200041771,0.321950018406,0.0848078429699,1.88317596912,0.629639983177,2.04610109329,0.118100009859,1.13282763958,-0.489688307047,1.58691644669,-0.3666241467,2.77230358124,-0.331750005484,-0.0838000178337,-0.317244082689,0.794639587402,0.0588052757084,0.209272265434,-0.67748260498,1.41405904293,0.468359440565,0.252303063869
427,-1.01827788353,0.444702357054,0.45759999752,1.38619995117,-0.888513445854,0.206399798393,0.539065122604,0.848427355289,-0.0948666706681,0.273593485355,0.388790339231,0.790034532547,-0.271643728018,1.53715872765,1.65954995155,0.354849994183,0.357299953699,2.37659525871,-0.522269070148,-0.431761711836,-0.750089466572,0.034382648766,-0.432934850454,0.837773323059
5898,-2.76142001152,0.528163015842,-0.798650026321,-0.304250001907,1.12160289288,-1.59381890297,0.451950669289,0.614539980888,-0.409200012684,0.285045027733,0.533000588417,1.19560241699,1.57292664051,0.704829216003,0.78854995966,0.192200005054,-0.282070636749,0.0384361706674,-0.226941555738,-0.994258999825,-0.370847582817,0.246831685305,-0.33581584692,-0.348153680563
23365,0.534808814526,-1.51022326946,-0.30680000782,0.345899999142,0.0652853250504,0.278294563293,0.304692029953,0.0212359428406,-0.0473666638136,-0.0407312214375,0.836607158184,-0.754911363125,0.661952376366,2.00637602806,-0.180150002241,1.74099993706,0.613644421101,2.22896313667,-0.200966387987,-0.179299935699,0.090333417058,0.297996044159,0.222104296088,-0.214747652411
6657,0.11893452704,2.3380548954,2.34159994125,0.474550008774,0.322133779526,1.97002315521,0.597891032696,1.40134572983,0.381066679955,1.16973555088,-0.633790493011,1.10374081135,-0.392487496138,2.72814869881,0.18489998579,-0.307550013065,-0.682721912861,1.52168059349,0.14052657783,0.647519826889,-0.437069743872,0.585546016693,0.669728636742,0.250816911459
