rid,DOS029_VCAP_24H:BRD-K78009480-001-01-0:5
5720,-4.82992839813
466,-1.00734841824
6009,0.940267801285
2309,0.578478395939
387,0.6074898839
3553,0.760536909103
427,-0.11246895045
5898,0.539693295956
23365,0.0817793011665
6657,0.43552416563
5054,1.61112260818
3108,-0.0485788583755
1950,-0.665192484856
351,0.0487360209227
4846,0.63176459074
1452,-0.0314348340034
4776,-2.70269811153e-06
6908,-0.355682313442
672,0.470676630735
5710,-0.081480845809
2115,0.0127954408526
7015,-0.40356272459
8726,1.13319563866
2185,0.473703444004
3315,-0.896008908749
5289,1.38220989704
868,0.505775392056
1677,-0.19181907177
7043,1.4742256403
5613,0.841364979744
595,-0.0596382915974
4793,-1.4380428791
2736,0.794749259949
5290,-0.0632907226682
6194,-0.327152788639
1676,1.13863348961
23512,-1.81444811821
148022,0.261241167784
1906,1.77777767181
8878,0.123421579599
3091,1.18914341927
5743,-0.760607242584
5321,0.784298479557
4144,0.271051943302
1981,0.586749851704
695,-0.587973952293
10398,0.0139800291508
5708,0.934630393982
1213,0.65441685915
226,-0.172510370612
6777,-0.94968777895
2113,0.521943926811
3329,0.0283853709698
1050,0.152087435126
9491,0.0815674364567
22926,-0.308607667685
5899,0.0622157305479
5467,-0.125360548496
6774,0.558456659317
1788,0.330419868231
5921,-0.127636983991
5721,-0.443863451481
2263,0.0963454991579
808,-0.0606119893491
30001,0.869641423225
348,-0.842532396317
30849,0.184416562319
1454,-0.773487210274
6500,-0.697583734989
5627,-1.03030204773
5715,0.948594272137
4791,0.643557846546
56924,1.14505791664
2690,0.316670149565
1019,-0.534663677216
51422,-1.12927174568
5788,0.442255318165
6709,-0.165675535798
1277,4.51519012451
993,0.469340354204
7157,0.635977327824
1958,-1.40765452385
4582,0.257941782475
9212,0.0717214345932
8440,0.760999023914
6790,0.64198154211
8851,-0.179737612605
2534,-0.0145468637347
4893,2.1761610508
665,2.38752555847
4313,1.15320658684
1022,-1.7593306303
5880,-1.45532536507
3162,5.81568574905
1282,1.2158768177
3383,-0.600351750851
727,-0.127286463976
4792,1.93697988987
4794,0.137976229191
902,0.492701649666
8091,-0.559556365013
3486,0.562324762344
10818,2.34728336334
3454,2.47989749908
4282,0.142669543624
1605,0.740889191628
10644,0.0499804913998
2065,0.1693983078
8321,0.683750867844
8503,-0.141952931881
7027,1.57420158386
6850,0.423350691795
1978,-0.467561095953
896,0.127392441034
5777,-0.4551628232
1846,-0.874581575394
5925,0.431061565876
142,1.06602406502
1021,0.630066335201
5699,0.28218588233
8061,0.0151570960879
1870,-0.203652471304
1398,0.826443612576
3312,-1.44772469997
891,0.191569834948
4775,1.05553030968
5111,-0.0951792597771
5696,0.625315248966
5588,0.479232162237
6839,0.181330263615
329,-1.30903685093
5058,3.7099237442
998,-0.187131464481
9134,0.0572151988745
6616,0.644156336784
5223,0.713177680969
4690,-0.193962290883
958,0.328321397305
1616,0.316138923168
991,0.0
6347,0.102803856134
6714,-0.0105949230492
652,0.267745316029
4331,-0.312852621078
7099,0.284777104855
10320,0.460069477558
2042,0.12625823915
843,0.50722515583
840,-0.398803323507
7048,0.448080986738
4851,-0.191974669695
6464,0.463715106249
23410,0.214386165142
54205,-1.05136394501
2770,-0.139888972044
80204,0.714501142502
4208,0.00879787653685
1845,1.18346869946
23368,0.18126231432
5583,0.332969129086
8900,0.246340960264
581,0.781705617905
6193,-0.59682071209
6622,-0.104852706194
11261,1.33837676048
6696,0.362115204334
8312,-0.862731337547
835,0.297434270382
8324,0.717026472092
1848,-3.11494326591
154,1.52927422523
4312,0.00355990231037
994,0.55548286438
2048,-0.477725446224
1111,1.25932073593
5154,0.452084153891
2920,-0.943502783775
3122,0.0161444209516
2769,1.56647133827
5900,-0.292069554329
6304,1.81133985519
5211,0.290040701628
2886,0.686767578125
9261,-0.107928410172
8569,0.622825443745
3303,1.18800425529
5331,-0.286184281111
5347,-0.109501510859
4638,0.615208745003
2264,-0.910817921162
1029,-0.764509916306
1027,-0.314340740442
2597,0.223662212491
55847,0.0476467162371
25803,-1.80449533463
3480,0.932201683521
2946,-1.68800354004
9517,0.0319800972939
25987,-0.208137452602
23670,-1.8815652132
11182,-0.0643432438374
2146,-0.109064534307
3385,-0.273772776127
5261,-1.5763463974
10765,-0.558023750782
25839,-0.570007681847
4172,1.41729211807
23161,0.549189448357
10298,-0.0532429814339
1802,-0.608797132969
58533,-1.03641855717
147179,0.0590474531054
29937,-1.16178452969
6184,0.272879809141
9854,0.175992965698
2553,0.51581543684
5440,0.575367987156
54623,-0.921746850014
9533,-0.948286294937
8607,-3.00005841255
207,-0.0151473134756
26054,0.643303453922
10682,-0.188512697816
8573,0.51268184185
23378,0.220889210701
8553,1.16110956669
622,-0.431150048971
9467,0.323529571295
5525,-1.88324344158
256364,0.233156278729
332,-1.03212761879
2058,-0.466871380806
7849,-0.331071078777
23244,-0.0264720022678
7494,-0.066455796361
4836,1.32808923721
23647,0.494401812553
10617,-0.480596899986
2184,0.659930050373
5355,0.850222945213
6659,0.791496813297
7016,1.1355420351
90861,0.289673686028
10670,-0.43928489089
79071,-1.35604441166
64746,-0.539902746677
5366,1.87862086296
11344,-0.91091632843
10013,-1.12338316441
5829,0.399063169956
5257,0.675300955772
22794,-0.595920026302
9761,-1.69335103035
23326,-0.071915820241
10972,-0.576284348965
10523,-0.667193889618
79090,-0.0627634227276
27032,0.115098811686
9097,-0.712347567081
10513,-0.323767393827
1891,-0.0814446806908
3066,0.519652187824
9801,-0.681888103485
1459,-1.56851434708
9703,0.880143344402
10606,1.67620801926
1017,0.466457426548
9813,0.430440783501
7485,-0.965824842453
2109,-0.395660340786
23271,0.800921916962
9915,0.456853419542
9552,0.212735116482
93487,-1.03361153603
2956,-0.695711493492
11065,0.163269340992
9653,-0.48826533556
200081,-2.07335162163
3337,-1.13509583473
11073,0.263144910336
23,-1.90723454952
5641,-0.302278578281
8720,0.228380456567
10782,0.318884879351
25932,0.683740973473
3028,-1.10386621952
6804,-1.03974080086
890,0.07769523561
6390,0.30514267087
4303,-0.299900919199
10953,0.587484300137
22889,-0.444452464581
3098,-0.607456147671
11044,0.834425032139
8985,-0.771125972271
66008,0.199637964368
9217,-0.121294409037
701,0.687820911407
6182,-0.386213839054
4860,-0.660103082657
7398,0.831067323685
6117,0.168693870306
23588,-0.211294144392
949,-0.730423927307
7168,0.429199188948
9375,0.0155456215143
4927,-1.15307152271
2523,0.12657661736
58497,-0.680194377899
6856,0.463039577007
26036,-0.855498433113
10206,2.22081875801
25793,-0.146207928658
55556,1.20446372032
3978,0.472540616989
10681,1.11125195026
3638,0.492236733437
8349,0.760195970535
6275,0.0760421603918
3895,0.286175519228
392,-0.69248509407
9170,2.92750763893
80347,0.574169754982
23300,-0.213563665748
836,-0.943031072617
11188,-0.68471634388
10898,0.26478895545
9276,-0.147212207317
1647,-0.123490944505
10285,-0.220429986715
23386,0.996217250824
3156,-0.305057376623
10237,-0.00986842811108
7077,0.882066726685
11157,-0.668620824814
22908,0.298429071903
10915,-0.178810298443
9897,1.42617559433
1759,0.0869104862213
54541,0.0111551582813
211,1.80720734596
5048,1.18307363987
