rid,DOS004_VCAP_6H:BRD-K48527688-001-01-8:5.01,DOS004_VCAP_24H:BRD-K48527688-001-01-8:5.01,DOSBIO002_A375_24H:BRD-K48527688:10.0287,DOSBIO002_A549_24H:BRD-K48527688:10.0287,DOSBIO002_HT29_24H:BRD-K48527688:10.0287,DOSBIO002_PC3_24H:BRD-K48527688:10.0287,DOSBIO002_MCF7_24H:BRD-K48527688:10.0287,DOSBIO002_NEU_24H:BRD-K48527688:10.0287,DOSBIO002_NPC_24H:BRD-K48527688:10.0287
5720,0.705766558647,-4.77784919739,0.116933390498,-0.259970784187,-0.44276791811,-0.836410880089,0.338131964207,-0.190900012851,-0.0875031277537
466,0.223363980651,-5.87677717209,0.472333669662,0.53694742918,-0.371631413698,0.221298769116,0.786364912987,-0.270750045776,-0.807618200779
6009,0.345100134611,2.00073456764,-0.0419774055481,-0.01225239411,0.775560617447,-0.0602384507656,1.07656276226,-0.065899990499,-0.573610723019
2309,-0.0197947174311,1.52044522762,-0.28173276782,0.570744693279,-0.806875050068,0.405902594328,0.591981709003,0.331699997187,-0.461230367422
387,0.279017031193,2.51191282272,0.401741683483,-0.232299685478,1.29243063927,0.638096094131,0.09911647439,-0.452250003815,0.669493317604
3553,-0.952043533325,0.199918448925,-0.497936278582,-0.740279912949,0.0210565030575,-0.0734307914972,-0.201145336032,-0.00975000113249,-0.1814494133
427,-0.0378782451153,-1.71530532837,0.534758388996,-0.197337791324,0.0854097306728,0.230723798275,0.298234373331,-0.139299988747,0.113474085927
5898,-0.466650307178,-1.38404715061,0.617519617081,0.124424375594,0.415472537279,0.411951035261,-0.448441624641,-0.216199994087,-0.326627194881
23365,0.0841562449932,1.73633444309,0.220328435302,-0.548836946487,-0.687497258186,0.387211441994,-0.326089978218,-0.437150001526,-0.0870405435562
6657,-0.238460481167,0.845663011074,0.827763795853,-0.701090157032,1.56039011478,-0.637203216553,0.113861106336,0.774850010872,0.326233834028
5054,0.330192834139,-1.33187150955,1.4338902235,-0.249758571386,-0.219033688307,-0.7342197299,-0.433038234711,-0.428349971771,-1.29121029377
3108,0.71425819397,2.41447353363,1.08685040474,0.156125232577,-0.337250888348,0.963045239449,-0.244711965322,-0.41740000248,-0.930463850498
