rid,CVD001_HEPG2_6H:BRD-K96188950-001-04-5:17.5867,CVD001_HEPG2_6H:BRD-K96188950-001-04-5:4.3967,CVD001_HEPG2_24H:BRD-K96188950-001-04-5:17.5867,CVD001_HEPG2_24H:BRD-K96188950-001-04-5:4.3967,CVD001_HUH7_6H:BRD-K96188950-001-04-5:17.5867,CVD001_HUH7_6H:BRD-K96188950-001-04-5:4.3967,CVD001_HUH7_24H:BRD-K96188950-001-04-5:17.5867,CVD001_HUH7_24H:BRD-K96188950-001-04-5:4.3967,CVD001_PHH_6H:BRD-K96188950-001-04-5:17.5867,CVD001_PHH_6H:BRD-K96188950-001-04-5:4.3967,CVD001_PHH_24H:BRD-K96188950-001-04-5:17.5867,CVD001_PHH_24H:BRD-K96188950-001-04-5:4.3967
5720,-0.543999493122,0.339192569256,0.225465849042,0.800543546677,-0.227717906237,0.251611292362,-0.526420593262,0.719967603683,-0.368036925793,-0.554460942745,-1.21919751167,-0.502388179302
466,0.192414164543,-0.464819818735,-0.364705771208,0.362202465534,-0.700279414654,-0.0178271234035,-0.583314597607,-0.391996145248,1.04946744442,0.701287269592,-0.114155173302,0.210925489664
6009,0.280592530966,0.263978362083,-0.656860589981,0.571798503399,0.0253097862005,-0.338039278984,0.87512332201,0.0663143694401,0.482807725668,0.129302069545,1.11109375954,1.00727438927
2309,0.776221990585,-0.155891343951,-0.36090785265,-0.360307753086,1.59165048599,0.486837714911,-0.00384143739939,-0.294792711735,0.535040676594,-0.307200491428,-1.49861073494,-0.043815728277
387,-0.938844442368,0.976190507412,-0.50491309166,0.655458927155,-0.908067107201,-0.242502510548,-1.35913467407,-0.369140475988,0.100477978587,-0.268772989511,0.0536704584956,0.469624042511
3553,-0.778240680695,-0.297723770142,-0.584765195847,-0.844921469688,-0.085521236062,-0.488938301802,2.34743452072,-0.171614050865,-1.00217270851,-0.223454207182,-0.349748373032,-1.13725543022
427,0.0962062031031,-0.723207831383,0.240619331598,0.313081026077,-0.0583129972219,0.460426032543,0.0374115072191,0.593723893166,0.746267199516,0.342026084661,-0.0164356231689,0.20485574007
5898,0.462284773588,-1.3983399868,-3.161195755,-0.769579291344,-0.675949811935,-0.617372870445,-1.2608319521,-1.3976777792,0.787051677704,-0.845117807388,-0.403981149197,-0.329306811094
23365,-0.252139747143,1.15203309059,0.0477773398161,0.0587375760078,0.830822527409,0.0948984771967,0.326637089252,0.222666293383,0.123017907143,0.20206490159,1.24672245979,0.701871216297
6657,-0.686062097549,-0.66792678833,-0.47060495615,-1.3408434391,0.807663202286,-1.01370322704,1.24536156654,-0.111216500401,-0.762302994728,-0.391244709492,-0.282893806696,-0.991970300674
5054,0.842111825943,0.215047001839,-0.78840392828,-0.669123053551,1.48388922215,0.968606412411,1.2070697546,0.859728217125,0.442171603441,-0.354483544827,-1.44688284397,-2.16976547241
3108,1.01347696781,0.127349376678,0.65733474493,0.299467921257,0.00550125539303,-0.563187599182,-0.366989254951,0.405005156994,-0.692438602448,-0.138981372118,0.973322987556,0.651990175247
1950,-0.768555641174,0.121814236045,-1.25354361534,-0.873024046421,0.206683158875,0.298782527447,2.07499980927,1.00083756447,-0.467310190201,0.0303735285997,0.047641120851,-0.576508879662
351,-0.407218307257,0.269663095474,-1.18028283119,-1.12051939964,0.169047385454,0.158460602164,0.461734324694,-0.488614290953,-0.637735307217,-0.000830221921206,0.470782965422,-0.230895340443
4846,0.158083215356,0.0455951616168,0.00835399329662,0.253998398781,0.280796438456,-0.162935972214,-0.0574788227677,-0.227120280266,-0.277872502804,0.543565034866,-0.111778140068,-0.343516111374
1452,-0.226030230522,-0.117360398173,-0.494806826115,-0.279613792896,0.303507119417,-0.754661679268,-0.756418943405,-0.848388373852,0.250121206045,1.09074425697,-1.37050712109,-0.818661570549
4776,0.143045112491,-0.291173785925,-0.469833672047,-0.112200677395,0.191542625427,-0.446700900793,1.88726437092,1.32761621475,-0.723490834236,-0.0053808670491,-0.146859794855,-1.16987490654
6908,0.667321920395,-0.27484357357,0.614099860191,-0.0220357477665,3.67744755745,-0.29332742095,0.923204064369,2.29897451401,0.460101872683,0.949348568916,-0.471619009972,-0.570341825485
