rid,CPC002_HA1E_6H:BRD-A63043573-001-01-6:10,CPC001_HA1E_6H:BRD-K86882815-001-01-6:10,CPC002_HA1E_24H:BRD-A63043573-001-01-6:10,CPC001_HA1E_24H:BRD-K86882815-001-01-6:10,CPC002_HCC515_6H:BRD-A63043573-001-01-6:10,CPC001_HCC515_6H:BRD-K86882815-001-01-6:10,CPC002_HCC515_24H:BRD-A63043573-001-01-6:10,CPC001_HCC515_24H:BRD-K86882815-001-01-6:10,CPC002_PC3_6H:BRD-A63043573-001-01-6:10,CPC001_PC3_6H:BRD-K86882815-001-01-6:10,CPC002_PC3_24H:BRD-A63043573-001-01-6:10,CPC001_PC3_24H:BRD-K86882815-001-01-6:10,CPC002_VCAP_6H:BRD-A63043573-001-01-6:10,CPC001_VCAP_6H:BRD-K86882815-001-01-6:10,CPC002_VCAP_24H:BRD-A63043573-001-01-6:10,CPC001_VCAP_24H:BRD-K86882815-001-01-6:10,CPC016_A375_6H:BRD-A63043573-001-01-6:10,CPC016_A549_6H:BRD-A63043573-001-01-6:10,CPC016_A549_24H:BRD-A63043573-001-01-6:10,CPC016_ASC_24H:BRD-A63043573-001-01-6:10,CPC016_HEPG2_6H:BRD-A63043573-001-01-6:10,CPC016_HT29_6H:BRD-A63043573-001-01-6:10,CPC016_MCF7_6H:BRD-A63043573-001-01-6:10,CPC016_MCF7_24H:BRD-A63043573-001-01-6:10,CPC016_NEU_24H:BRD-A63043573-001-01-6:10,CPC016_NPC_24H:BRD-A63043573-001-01-6:10,CPC016_SKB_24H:BRD-A63043573-001-01-6:10,CPC017_A375_6H:BRD-K86882815-001-01-6:10,CPC017_A549_6H:BRD-K86882815-001-01-6:10,CPC017_A549_24H:BRD-K86882815-001-01-6:10,CPC017_ASC_24H:BRD-K86882815-001-01-6:10,CPC017_HEPG2_6H:BRD-K86882815-001-01-6:10,CPC017_HT29_6H:BRD-K86882815-001-01-6:10,CPC017_MCF7_6H:BRD-K86882815-001-01-6:10,CPC017_MCF7_24H:BRD-K86882815-001-01-6:10,CPC017_NPC_24H:BRD-K86882815-001-01-6:10,CPC017_PHH_24H:BRD-K86882815-001-01-6:10,CPC017_SKB_24H:BRD-K86882815-001-01-6:10
5720,-4.19383859634,-2.2954890728,1.11673212051,-0.789998829365,-5.73827934265,1.06470000744,-0.801362752914,0.491050004959,0.38097563386,-0.500812232494,-1.22191596031,-0.345881402493,0.498023629189,0.311662763357,0.425613582134,0.764147162437,0.282291829586,-0.702700018883,0.537797570229,-0.622760057449,-1.44298267365,-0.0586162880063,0.530335783958,-1.3394755125,-0.000470504164696,0.245275169611,-1.20188856125,-0.847000002861,-1.8903042078,0.169468402863,-0.362912237644,-0.432203352451,-0.997425556183,-2.09788537025,-0.767156898975,-0.203158140182,0.0466840565205,1.66525006294
466,-3.14128398895,-0.964054524899,0.90934753418,-0.345665276051,2.15300869942,0.0612000077963,0.735959291458,1.41750001907,0.143848136067,-0.582685410976,-0.813714802265,-0.837220668793,1.17314577103,-0.186665445566,0.181383430958,0.43575873971,0.534400582314,-0.396100014448,-0.0520034618676,0.378371477127,-1.00984871387,-0.291144669056,-0.654906988144,0.210220873356,0.639420986176,0.429939717054,-0.696919739246,0.418066680431,-1.10692298412,0.59924197197,-0.152812555432,-0.0933728218079,-0.177277356386,-1.08532655239,-0.614946007729,0.711793839931,0.29119104147,-1.63779997826
6009,1.62700736523,-0.0788424015045,-0.088634878397,0.345171153545,0.308352649212,-0.253000020981,-0.596702098846,0.248549997807,-0.107450917363,-1.02430427074,-1.06567037106,-0.38966357708,-0.0504217147827,0.359228491783,-1.34944498539,0.370731085539,-0.340549349785,-0.115149997175,-0.494869172573,-0.0849999189377,-0.372401714325,0.42713534832,-2.41874742508,-0.255389124155,-0.174191385508,0.0380587130785,-0.892204642296,0.069233328104,-0.613791465759,-0.388847887516,0.921442866325,0.105830237269,-0.0833346098661,1.6573240757,-0.178525999188,-0.196887582541,0.259531408548,0.155349969864
2309,-2.55895352364,0.90576094389,-0.407097637653,1.55602836609,2.41005063057,-0.0230000019073,-0.219677790999,1.59424996376,0.168288767338,0.865893185139,-1.32130289078,0.952482521534,-0.675935268402,-0.222404286265,0.264747679234,-0.0951532050967,-0.859962701797,0.0271999835968,-0.0460971742868,0.368893027306,-0.965037822723,1.37335944176,0.553090572357,-0.0927855521441,0.207986325026,-0.693991661072,-2.06955456734,0.686700046062,-2.1916000843,-1.11472177505,0.50962305069,-0.277189701796,0.0151630192995,0.402493327856,-0.67558580637,-0.332255899906,0.504629850388,-0.960799992085
387,0.638988733292,-0.713627696037,0.105325095356,0.779257059097,-2.85926699638,-0.714299976826,-0.556289196014,-0.151499986649,0.353460550308,-0.514041781425,-1.31592869759,-0.359138101339,-0.19376732409,0.208373278379,-1.0380231142,0.192697107792,-1.00195491314,-1.23970007896,0.337443649769,0.0538675561547,-2.08180975914,0.869004070759,-1.1506177187,-0.589973151684,-0.0488080009818,-0.75918674469,-1.4535163641,0.430266737938,-1.02329874039,-1.37879300117,0.446445286274,0.203182652593,0.628744959831,1.59753346443,-0.180436685681,-0.902416110039,0.284216046333,0.271950006485
3553,1.56494915485,0.366893827915,-0.0600638687611,0.312188923359,0.99366748333,-0.267350018024,0.582320570946,0.436900019646,0.314144343138,-0.154163181782,-0.278548836708,-0.660278439522,-0.253642261028,0.362903147936,-0.748792827129,-0.457794547081,0.228350326419,1.54340004921,-0.716410398483,4.14478683472,2.10569214821,0.196080386639,0.555157661438,2.04441165924,0.788923442364,-0.810283303261,0.472942054272,-0.44889998436,1.59880125523,1.1279515028,0.720300674438,0.31230071187,1.02038025856,-0.0627497434616,1.02935445309,-0.0194482728839,-0.766975343227,-0.180800005794
427,0.616920948029,-0.459476560354,0.575875639915,-0.535908162594,1.51202321053,-0.0842500030994,0.469337850809,-0.883000016212,0.305394619703,-0.620074212551,-0.0104923397303,-0.341129869223,-0.0288496166468,-0.413589715958,0.325087308884,-0.48287037015,0.281352669001,-0.572700023651,0.380228251219,-0.211595118046,0.0876337140799,0.691899955273,0.394485294819,1.10561323166,0.983622431755,-0.572214126587,-1.0144854784,1.20103335381,0.424488246441,-0.436371207237,-0.387646466494,0.474343508482,0.799410104752,-0.791388034821,0.419388383627,0.149781033397,0.221189454198,-0.355150014162
5898,-2.28235816956,-0.60356426239,0.754627346992,-1.49932777882,-1.56787467003,-0.761799991131,-0.500680685043,-0.395400047302,0.576071977615,-1.44774067402,-0.406898885965,-1.48385977745,0.660524725914,-0.751257836819,0.60995221138,-1.1749740839,1.00345754623,-0.085250005126,-1.99462914467,-0.79143178463,0.662103176117,-0.682526111603,2.71861791611,0.258875578642,-0.762376844883,-0.226344823837,-1.16506457329,0.117699988186,0.213595315814,-0.634776294231,0.693846046925,-1.2658983469,0.645589411259,-0.355855584145,-0.312964558601,0.582832157612,-0.660516381264,0.384399980307
23365,0.185092687607,-0.700317025185,-0.784694671631,-0.0166637301445,2.60097384453,-0.384700000286,2.39916372299,-1.55739998817,-0.437016934156,0.129967182875,0.839149653912,-0.266244649887,-0.328123807907,-0.525210380554,-2.14639234543,-0.730800032616,0.238841980696,-0.354450017214,0.0894707143307,0.0500169768929,-0.789018511772,-0.703124523163,-0.528143644333,-1.55090653896,-0.835584998131,0.307096034288,-0.616014480591,0.94779998064,-0.591716527939,-0.57513821125,0.588616251945,-0.204917162657,-0.0210655927658,1.46248376369,-0.988281488419,-0.019350618124,0.578976929188,-0.572800040245
6657,2.40139222145,-0.123382851481,-0.0980032533407,0.122059166431,0.807781338692,-0.116249993443,0.755149185658,0.927600026131,0.22053360939,0.419302940369,0.71051800251,0.936439692974,0.127149641514,0.225882649422,-0.202110528946,-0.39668944478,0.452621042728,0.908650040627,-0.237773492932,-0.744588553905,2.01928544044,-0.0162065066397,1.09475803375,1.48469114304,0.228685900569,0.801250338554,1.69606816769,-0.354366719723,2.62218618393,0.323723107576,-0.638650894165,0.803616285324,0.746140539646,-1.09915363789,1.85621798038,0.512258470058,-0.276250958443,-0.862399935722
