rid,DOS058_A375_24H:BRD-K72098339-019-01-4:5,DOS058_A549_24H:BRD-K72098339-019-01-4:5,DOS058_PC3_24H:BRD-K72098339-019-01-4:5
5720,-0.522400021553,-0.24715000391,0.0776500031352
466,0.0267999991775,-0.470300018787,-0.884549975395
6009,-0.594600021839,0.610350012779,0.971750020981
2309,0.131200000644,0.0606499910355,0.374149978161
387,0.96439999342,-0.0327000021935,-4.46495008469
3553,-1.0992000103,-0.857850015163,-2.19355010986
427,-0.711399972439,-0.427899986506,0.725600004196
5898,0.21969999373,-0.146549999714,-2.11835002899
23365,-0.935699999332,0.350899994373,-0.266649991274
6657,-0.0697000026703,0.585999965668,-0.638599991798
5054,0.82080000639,-0.116250008345,0.211199998856
3108,1.10529994965,3.75029993057,1.67345011234
1950,0.855300009251,1.1631000042,0.50854998827
351,0.531099975109,0.488150030375,1.74064993858
4846,1.07400000095,2.27944993973,-1.89569997787
1452,-1.29419994354,0.235799983144,0.887600004673
4776,0.219999998808,-0.29154998064,-0.984250068665
6908,-0.911899983883,-1.6289999485,-0.196099996567
672,-0.181500002742,-0.74279999733,-0.528699994087
5710,0.0263999998569,0.352400034666,0.555000007153
2115,-0.610300004482,0.310099989176,0.0854999870062
7015,0.336299985647,0.339950025082,-0.993750035763
8726,-0.270599991083,-0.403800010681,-0.201550006866
2185,-0.389200001955,0.107200011611,-0.764750003815
3315,-0.262600004673,-0.548849999905,-0.4742000103
5289,-2.11989998817,-0.505050003529,-0.870350003242
868,-0.287200003862,0.362399995327,-0.322650015354
1677,1.73749995232,0.703400015831,-0.665799975395
7043,0.0333999991417,0.641049981117,-1.07649993896
5613,0.0127999996766,-0.327250003815,-0.548650026321
595,0.521300017834,-0.529399991035,-0.605250000954
4793,0.79240000248,-0.570649981499,-0.416450023651
2736,-0.349099993706,-0.801499962807,-0.704750001431
5290,1.0231000185,0.357600003481,-0.684549927711
6194,-0.000699999975041,0.00034999998752,0.181799992919
1676,-0.134200006723,0.0533500090241,-0.757049977779
23512,-0.10379999876,0.15134999156,-0.65340000391
148022,0.337000012398,0.195749998093,-0.308349996805
1906,0.444299995899,0.751600027084,-0.2200999856
8878,0.112199999392,1.04820001125,0.295549988747
3091,-0.265899986029,-0.865949988365,-0.247749999166
5743,1.68599998951,-0.709450006485,-0.808599948883
5321,0.626100003719,0.672850012779,0.301299989223
4144,0.824800014496,-1.6929500103,0.0987000018358
1981,0.30910000205,-0.00415000319481,0.189750015736
695,-0.651400029659,0.159850001335,0.269300013781
10398,-1.05789995193,-0.489250004292,-1.43645000458
5708,-0.695399999619,-1.39850008488,0.863950014114
1213,0.0885000005364,0.583449959755,0.408699989319
226,-0.0298999994993,-0.299499988556,0.228249996901
6777,0.208199992776,-0.395150005817,0.321200013161
2113,-0.530900001526,-1.13804996014,-0.29390001297
3329,-0.0900000035763,-1.10895001888,-0.339450001717
1050,0.52429997921,0.641350030899,0.816849946976
9491,0.0478999987245,0.195749998093,0.419200003147
22926,-1.08379995823,-2.42100000381,-0.133749991655
5899,-1.41820001602,0.152249991894,0.423300027847
5467,-0.603299975395,1.59850001335,-0.0906500071287
6774,-0.168999999762,-0.64460003376,0.651299953461
1788,-0.798699975014,-1.52335000038,-0.238400012255
5921,2.33850002289,-0.0160000026226,0.639299988747
