rid,AML001_CD34_24H:BRD-K13077924:10,AML001_CD34_24H:BRD-K13077924:3.33333,AML001_CD34_24H:BRD-K13077924:1.11111,AML001_CD34_24H:BRD-K13077924:0.37037,AML001_CD34_6H:BRD-K13077924:10,AML001_CD34_6H:BRD-K13077924:3.33333,AML001_CD34_6H:BRD-K13077924:1.11111,AML001_CD34_6H:BRD-K13077924:0.37037,AML001_HL60_24H:BRD-K13077924:10,AML001_HL60_24H:BRD-K13077924:3.33333,AML001_HL60_24H:BRD-K13077924:1.11111,AML001_HL60_24H:BRD-K13077924:0.37037,AML001_HL60_6H:BRD-K13077924:10,AML001_HL60_6H:BRD-K13077924:3.33333,AML001_HL60_6H:BRD-K13077924:1.11111,AML001_HL60_6H:BRD-K13077924:0.37037,AML001_PC3_6H:BRD-K13077924:10,AML001_PC3_6H:BRD-K13077924:3.33333,AML001_PC3_6H:BRD-K13077924:1.11111,AML001_PC3_6H:BRD-K13077924:0.37037,AML001_U937_24H:BRD-K13077924:10,AML001_U937_24H:BRD-K13077924:3.33333,AML001_U937_24H:BRD-K13077924:1.11111,AML001_U937_24H:BRD-K13077924:0.37037,AML001_U937_6H:BRD-K13077924:10,AML001_U937_6H:BRD-K13077924:3.33333,AML001_U937_6H:BRD-K13077924:1.11111,AML001_U937_6H:BRD-K13077924:0.37037
5720,-0.768000006676,-2.9944498539,0.404599994421,0.795500040054,-0.316552400589,0.407410651445,0.00762465596199,-0.155073747039,-3.41568756104,-0.439830213785,0.13558511436,0.129897162318,-0.00163026154041,-0.745949089527,-0.862918078899,0.222098767757,-4.59875154495,-2.07520008087,-1.16344380379,0.215362846851,-1.00569999218,-1.36660003662,-0.766600012779,-0.506900012493,-1.20782458782,-0.855688214302,-0.1401553303,-0.568933367729
466,1.38489997387,-1.18150007725,-0.328049987555,0.623849987984,0.0802103877068,1.8971016407,-0.180465713143,0.614989936352,0.85182929039,0.219651728868,-1.0234978199,-0.486131817102,-0.406871527433,1.29357349873,-0.0738487094641,0.32398673892,-1.69125890732,-0.827250003815,-0.967100322247,0.330798268318,-1.12545001507,-0.131799995899,-0.00374999642372,-0.590649962425,-0.964116096497,-0.252891182899,0.476790249348,-0.0780666470528
6009,-0.378600001335,-0.271049976349,-0.376150012016,0.0165499970317,-0.300998061895,0.246433705091,-0.605153679848,-0.439854770899,-1.82139658928,0.0858430117369,-0.159245669842,-0.128947734833,-0.0982077121735,0.202284157276,-0.480759561062,-0.0698385536671,2.44077110291,1.77895009518,0.2637398839,-0.0413924157619,-0.455249994993,-0.235300004482,-1.03984999657,0.127000004053,-0.960605561733,0.561069726944,-0.744633078575,-0.155133336782
2309,-0.00830000638962,0.973299980164,-0.806450009346,0.122249990702,-0.0587917342782,0.240409478545,-0.324577391148,-0.454604119062,0.326938509941,0.694797515869,-0.840407311916,-0.940394222736,-0.531764030457,-0.0208215937018,-0.775004684925,0.143486857414,-0.380792617798,0.923650026321,1.09718990326,0.341318875551,-1.52030003071,0.438449978828,-0.879700005054,0.894899964333,-1.91294586658,0.181592345238,-2.3763923645,-0.422966659069
387,-0.748350024223,-4.30970001221,-0.146799996495,-0.559000015259,0.356228142977,-1.18803882599,-0.677957653999,0.222106188536,-2.48309230804,-1.71385467052,0.472438454628,0.353575468063,-0.184650659561,-0.943722963333,0.105419352651,-0.0202740728855,2.5183300972,2.24165010452,-0.482883036137,-1.02444446087,0.265650004148,1.21214997768,1.2704000473,-0.258150011301,0.0835738480091,1.16513252258,-0.107335835695,-0.610933363438
3553,0.0583000183105,-4.43030023575,-0.129800021648,-0.365099996328,-0.800834298134,-0.667195796967,-0.743839502335,-0.462463498116,0.998713970184,-0.159069538116,-0.253423959017,-0.442565411329,-0.686330795288,0.308804303408,-0.22975166142,-0.802428543568,0.310894757509,0.0137499999255,-0.355341166258,-1.15114760399,-0.951350033283,0.354000002146,-1.15670001507,-0.514599978924,0.906804680824,0.119899570942,-0.0981400981545,-0.303033351898
427,0.43155002594,-0.223699986935,-1.19945001602,0.204149991274,-0.264049142599,-0.1118273139,-0.236380591989,-0.154260829091,0.287834346294,-0.0165643244982,-0.628453671932,-1.13080596924,0.125870659947,-0.0991884917021,-0.169390648603,-0.290719866753,-1.34268403053,0.204999983311,-0.228752374649,-0.765062153339,-0.846000015736,0.293650001287,-1.0801500082,-0.705950021744,-0.99538987875,-0.428367167711,0.17694671452,-0.655633330345
5898,0.246349960566,-1.29739999771,-0.64234995842,-0.0180000066757,-0.311567664146,1.05780696869,-0.88049441576,-0.644630610943,0.838731527328,0.0583428218961,-0.354391545057,-0.689137995243,0.143092617393,1.51821839809,-0.157716244459,-0.696002960205,0.94849473238,-0.609699964523,-0.00727833807468,0.0318999141455,-0.325199991465,0.304600000381,-0.365799993277,-0.260250002146,0.580316901207,-0.378531128168,-0.0660305321217,-2.7052667141
23365,-0.876299977303,-1.08875000477,-0.596400022507,-0.17705000937,-0.352224290371,-0.750714361668,0.245293200016,-0.543567299843,0.301744699478,0.103322900832,-0.270950466394,-1.23741078377,-0.0317501574755,0.334682911634,-0.105744287372,-0.215044677258,1.25940108299,1.39014995098,-0.225640594959,-0.620520710945,1.37664997578,1.12380003929,0.551949977875,-0.319000005722,1.18335199356,0.368218183517,0.913500070572,0.572700023651
6657,-0.0281999707222,0.634899973869,-1.45029997826,0.0489999949932,-0.603273153305,0.890228748322,-0.293123662472,0.394115507603,1.22821605206,0.339079767466,-0.543922901154,-0.475035667419,-0.176547765732,0.356636583805,-0.40088814497,0.129417598248,1.2097452879,-1.23479998112,-0.0259452238679,-0.657431900501,-0.767249941826,-0.333350002766,-0.126699984074,-0.272400021553,0.474231958389,0.39378541708,0.335382133722,0.431100010872
