rid,CVD001_HEPG2_6H:BRD-A41649729-001-01-0:10,CVD001_HEPG2_6H:BRD-A41649729-001-01-0:2.5,CVD001_HEPG2_24H:BRD-A41649729-001-01-0:10,CVD001_HEPG2_24H:BRD-A41649729-001-01-0:2.5,CVD001_HUH7_6H:BRD-A41649729-001-01-0:10,CVD001_HUH7_6H:BRD-A41649729-001-01-0:2.5,CVD001_HUH7_24H:BRD-A41649729-001-01-0:10,CVD001_HUH7_24H:BRD-A41649729-001-01-0:2.5,CVD001_PHH_6H:BRD-A41649729-001-01-0:10,CVD001_PHH_6H:BRD-A41649729-001-01-0:2.5,CVD001_PHH_24H:BRD-A41649729-001-01-0:10,CVD001_PHH_24H:BRD-A41649729-001-01-0:2.5
5720,-1.18773269653,-0.669164419174,-0.112489074469,0.487953215837,-0.243754565716,-0.245147615671,0.339741975069,-0.430515468121,0.115383468568,-1.31401646137,-0.707924365997,-1.73038101196
466,-1.68986952305,0.494983196259,-0.223021700978,-0.344257265329,-0.827924072742,-0.668304443359,-0.672744989395,0.126770406961,0.392741709948,0.664058983326,0.407606065273,-0.504277467728
6009,-0.421099126339,0.0069380402565,0.474357247353,0.232200503349,0.681940376759,1.66905403137,-0.142541646957,-0.0138636752963,1.47249555588,0.594044685364,0.314640909433,0.315556824207
2309,0.674001276493,0.71544444561,0.753457129002,0.412987887859,1.30171751976,2.39823102951,0.334566682577,-0.281525433064,-0.57503682375,-2.95226979256,0.2387778759,0.936879992485
387,-0.0208138227463,-0.47463658452,-0.0161693692207,-1.22205305099,-0.810259819031,0.512878596783,-0.424133718014,-1.37745702267,1.70400071144,0.167254075408,0.833233356476,0.916477560997
3553,-0.0961769223213,-0.285451084375,-0.27402600646,0.6002997756,-0.113540939987,0.0805805921555,0.0197551548481,1.10163497925,0.237640619278,-0.0590496733785,-0.728069663048,-0.215232998133
427,0.925176203251,0.964928805828,0.178273648024,-0.0300721675158,0.318814992905,-0.901873171329,0.278879702091,0.313637554646,-1.51816570759,-0.0576038956642,-0.428323000669,0.622699558735
5898,0.00257487595081,-0.12098942697,-0.155231997371,-0.482356488705,-0.929906845093,-0.0777398347855,-0.738915026188,-0.273129701614,-2.286236763,-0.262867987156,-1.06736218929,0.655622541904
23365,0.0645980685949,0.164799496531,0.190683171153,-0.167076528072,-0.511916339397,0.108737960458,1.02524495125,-0.2828348279,0.754730463028,0.441446453333,0.224499762058,0.907911241055
6657,-0.469416677952,-0.374860405922,-0.214490219951,0.839950859547,-0.203607007861,0.0096632540226,0.425693958998,0.779627799988,-0.403316110373,-1.01449918747,-0.956159353256,-0.911144554615
