rid,ERG012_PC3_24H:BRD-K01448700-019-01-8:9.81102,ERG012_PC3_6H:BRD-K01448700-019-01-8:9.81102,ERG012_VCAP_24H:BRD-K01448700-019-01-8:9.81102,ERG012_VCAP_6H:BRD-K01448700-019-01-8:9.81102
5720,-0.559923350811,-1.23318600655,1.04534232616,0.462847560644
466,0.409769892693,-1.75659394264,-1.13945698738,0.720530152321
6009,0.524905085564,-0.525375723839,-1.24062037468,0.29573187232
2309,-0.220843032002,-1.48676967621,1.24556159973,1.22705900669
387,0.463919520378,-2.36214399338,0.17120437324,0.152898594737
3553,0.230623662472,-1.0282599926,-0.447794139385,0.206676691771
427,1.3634250164,-0.703963339329,-0.851311802864,0.00908837653697
5898,-1.35449182987,-0.991693735123,-1.14563798904,-0.314776062965
23365,0.0648311898112,-1.06646347046,0.526588559151,-0.572259843349
6657,0.137343257666,1.99805760384,0.55126363039,-0.23471352458
5054,0.0557014197111,-1.09413671494,0.0954303741455,-1.07963192463
3108,0.0834931880236,-1.01241719723,-0.628356575966,0.348125368357
1950,-0.682373166084,2.65101337433,0.935885131359,0.220386490226
351,0.41569006443,1.30319952965,-0.231134414673,-0.530725717545
4846,-0.531427264214,0.469367206097,-0.260217666626,0.023929938674
1452,0.0857165306807,-0.901628494263,-0.402630358934,-0.574772059917
4776,0.318263947964,1.42538654804,0.293725937605,-0.604842782021
6908,0.706659317017,-1.77174639702,-0.90847069025,0.469047904015
672,-0.599437355995,-1.31396198273,-2.11011505127,0.238277077675
5710,0.305442631245,-2.08921647072,-0.420408695936,-0.831190884113
2115,-0.462837398052,-0.858144879341,0.572784304619,0.00886726379395
7015,-0.245732560754,2.25420761108,1.65510106087,-0.490049749613
8726,-0.0661645382643,-0.90836763382,-1.40541064739,1.0323343277
2185,0.238618969917,2.0363407135,0.342213302851,-0.868423938751
3315,-0.0699443817139,-0.882557868958,0.694575071335,1.09594333172
5289,0.235826104879,1.64009523392,-0.239894986153,-0.712149739265
868,0.169781148434,1.1042971611,2.4249112606,-0.722872793674
1677,-0.129407376051,1.88560056686,-0.391926974058,0.135204195976
7043,-0.801747560501,1.43649315834,0.535622596741,-0.311542153358
5613,-0.153966605663,2.07157707214,0.242692574859,-0.941596150398
595,0.63810312748,-1.2287299633,0.17251907289,0.159474909306
4793,-0.662255764008,1.81978750229,-0.0223713293672,0.553460538387
2736,-0.549263715744,0.523730039597,0.584799766541,-0.106128618121
5290,-0.0659455806017,1.64475655556,0.744462072849,0.31071460247
6194,0.81131362915,-0.567605793476,-1.43443751335,-1.33948934078
1676,-0.24238409102,2.09227561951,0.411701500416,-0.426104992628
23512,0.508216917515,0.0833305418491,-0.383447438478,-0.107309103012
148022,-0.23897716403,-1.4385137558,-1.26851129532,0.514965772629
1906,0.587278723717,1.93957543373,0.742432177067,0.29483371973
8878,0.911718726158,-1.00985217094,0.0239100754261,-0.28619620204
3091,0.544097900391,-0.190650761127,-0.209213733673,0.296643048525
5743,-0.225857824087,-0.718660950661,0.386198669672,-0.01746109128
5321,0.287979006767,1.82848167419,0.90279507637,-0.362451463938
4144,0.465308785439,0.587105453014,-0.336899727583,-0.77843940258
1981,-0.672026157379,-0.323079109192,0.724177181721,0.325657427311
695,0.0732469409704,-1.57879245281,-0.433808326721,0.377213835716
10398,0.0256457589567,0.561681985855,-0.657140910625,-0.80660533905
5708,0.351444333792,-0.305306196213,0.290089219809,-1.17484641075
1213,0.462238132954,-1.83214008808,-0.534593164921,0.592453479767
226,0.155860036612,-1.0704627037,0.784070193768,0.256242513657
6777,-0.0212893486023,-0.199266687036,0.0137112438679,0.483870089054
2113,0.710224628448,-0.0545177906752,-0.254581272602,-0.612448215485
3329,0.138842776418,-1.43254709244,-0.294852465391,-0.15209890902
1050,-0.185955435038,-1.32222592831,-0.133268862963,0.388430953026
9491,0.519369482994,1.78592467308,1.86580741405,0.256477147341
22926,0.535861372948,-1.64054715633,0.689902126789,-1.11692678928
5899,0.0192760191858,-1.08699584007,-0.00350135564804,-0.731556296349
5467,-0.919989645481,-0.484549224377,0.678977847099,0.131242483854
6774,-0.225095972419,0.0364231541753,0.279533803463,-0.118273973465
1788,0.0995833128691,1.86310005188,0.760680556297,-0.730689167976
5921,0.0990357249975,-0.958098948002,-0.0417696908116,-0.90180003643
5721,0.839286208153,0.285623669624,-0.173494130373,-0.213934630156
2263,0.270459294319,1.68866705894,1.16869652271,-0.307301580906
808,0.193552792072,1.02639853954,-0.315529465675,-0.621270775795
30001,0.533351123333,-1.25197196007,-0.46151599288,-0.64961540699
348,0.349796950817,0.100952684879,0.7155418396,-0.0760176628828
30849,0.183673739433,-0.574423730373,-0.31509193778,-0.00408372282982
1454,-0.466884076595,0.014718413353,1.4251383543,1.20046496391
6500,-0.0296589285135,-0.817371726036,0.102154120803,-0.664594471455
5627,0.727565050125,-0.452339172363,0.67233812809,-0.562969148159
5715,-4.10055208206,-1.78603434563,0.641919612885,-4.12804222107
4791,0.267504155636,-0.841875076294,2.38101100922,0.0354788005352
56924,1.48349034786,-1.10972356796,1.26761305332,0.638510227203
2690,-0.28099951148,-0.994858562946,0.608057618141,0.213557913899
1019,-0.759231746197,-1.33700895309,-0.768012344837,0.854802966118
51422,1.12129724026,-0.621559798717,0.428716540337,-1.07759773731
5788,0.518096208572,1.96038269997,0.830606341362,-0.564997732639
6709,0.206348180771,-1.39989221096,-0.0526228770614,0.529992878437
1277,0.895837605,1.01852762699,-0.465241461992,1.12543976307
993,0.593440175056,-0.495839715004,-1.53626096249,0.195804029703
7157,2.16592025757,-0.869266986847,-0.924256145954,-0.699770629406
1958,0.681573390961,-0.0795612856746,0.505850255489,0.528190910816
4582,0.302542150021,-0.692358851433,1.42206037045,4.21436548233
9212,-0.242497503757,-0.501920938492,-0.560432314873,-0.438848555088
8440,0.241381853819,-1.84890425205,-0.287932127714,1.24363827705
6790,-0.00477731972933,-1.08235549927,0.128522753716,-0.323732793331
8851,-0.250479131937,0.76422303915,0.347321331501,2.24667549133
2534,0.174416258931,-0.144773706794,0.191007465124,0.607886433601
