rid,CPC002_HA1E_6H:BRD-K15025317-001-05-2:10,CPC002_HA1E_24H:BRD-K15025317-001-05-2:10,CPC002_HCC515_6H:BRD-K15025317-001-05-2:10,CPC002_HCC515_24H:BRD-K15025317-001-05-2:10,CPC002_PC3_6H:BRD-K15025317-001-05-2:10,CPC002_PC3_24H:BRD-K15025317-001-05-2:10,CPC002_VCAP_6H:BRD-K15025317-001-05-2:10,CPC002_VCAP_24H:BRD-K15025317-001-05-2:10,CPC006_A375_6H:BRD-K15025317-001-05-2:10,CPC006_A549_6H:BRD-K15025317-001-05-2:10,CPC006_A549_24H:BRD-K15025317-001-05-2:10,CPC006_A673_6H:BRD-K15025317-001-05-2:10,CPC006_AGS_6H:BRD-K15025317-001-05-2:10,CPC006_CL34_6H:BRD-K15025317-001-05-2:10,CPC006_CORL23_6H:BRD-K15025317-001-05-2:10,CPC006_COV644_6H:BRD-K15025317-001-05-2:10,CPC006_DV90_6H:BRD-K15025317-001-05-2:10,CPC006_EFO27_6H:BRD-K15025317-001-05-2:10,CPC006_HA1E_6H:BRD-K15025317-001-05-2:10,CPC006_HCC15_6H:BRD-K15025317-001-05-2:10,CPC006_HCC515_6H:BRD-K15025317-001-05-2:10,CPC006_HCC515_24H:BRD-K15025317-001-05-2:10,CPC006_HCT116_6H:BRD-K15025317-001-05-2:10,CPC006_HEC108_6H:BRD-K15025317-001-05-2:10,CPC006_HEPG2_6H:BRD-K15025317-001-05-2:10,CPC006_HT115_6H:BRD-K15025317-001-05-2:10,CPC006_HT29_6H:BRD-K15025317-001-05-2:10,CPC006_HT29_24H:BRD-K15025317-001-05-2:10,CPC006_LOVO_6H:BRD-K15025317-001-05-2:10,CPC006_MCF7_6H:BRD-K15025317-001-05-2:10,CPC006_MCF7_24H:BRD-K15025317-001-05-2:10,CPC006_MDST8_6H:BRD-K15025317-001-05-2:10,CPC006_NCIH1694_6H:BRD-K15025317-001-05-2:10,CPC006_NCIH2073_6H:BRD-K15025317-001-05-2:10,CPC006_NCIH508_6H:BRD-K15025317-001-05-2:10,CPC006_NCIH596_6H:BRD-K15025317-001-05-2:10,CPC006_NOMO1_6H:BRD-K15025317-001-05-2:10,CPC006_OV7_6H:BRD-K15025317-001-05-2:10,CPC006_PC3_6H:BRD-K15025317-001-05-2:10,CPC006_PC3_24H:BRD-K15025317-001-05-2:10,CPC006_PL21_6H:BRD-K15025317-001-05-2:10,CPC006_RMUGS_6H:BRD-K15025317-001-05-2:10,CPC006_SKLU1_6H:BRD-K15025317-001-05-2:10,CPC006_SKM1_6H:BRD-K15025317-001-05-2:10,CPC006_SKMEL1_6H:BRD-K15025317-001-05-2:10,CPC006_SKMEL28_6H:BRD-K15025317-001-05-2:10,CPC006_SNU1040_6H:BRD-K15025317-001-05-2:10,CPC006_SNUC4_6H:BRD-K15025317-001-05-2:10,CPC006_SNUC5_6H:BRD-K15025317-001-05-2:10,CPC006_SW480_6H:BRD-K15025317-001-05-2:10,CPC006_SW620_6H:BRD-K15025317-001-05-2:10,CPC006_SW948_6H:BRD-K15025317-001-05-2:10,CPC006_T3M10_6H:BRD-K15025317-001-05-2:10,CPC006_THP1_6H:BRD-K15025317-001-05-2:10,CPC006_TYKNU_6H:BRD-K15025317-001-05-2:10,CPC006_U937_6H:BRD-K15025317-001-05-2:10,CPC006_VCAP_6H:BRD-K15025317-001-05-2:10,CPC006_VCAP_24H:BRD-K15025317-001-05-2:10,CPC018_A375_6H:BRD-K15025317-001-11-0:10,CPC018_A549_6H:BRD-K15025317-001-11-0:10,CPC018_A549_24H:BRD-K15025317-001-11-0:10,CPC018_ASC_24H:BRD-K15025317-001-11-0:10,CPC018_HEPG2_6H:BRD-K15025317-001-11-0:10,CPC018_HT29_6H:BRD-K15025317-001-11-0:10,CPC018_MCF7_6H:BRD-K15025317-001-11-0:10,CPC018_MCF7_24H:BRD-K15025317-001-11-0:10,CPC018_NPC_24H:BRD-K15025317-001-11-0:10,CPC018_PHH_24H:BRD-K15025317-001-11-0:10,CPC018_SKB_24H:BRD-K15025317-001-11-0:10,CPC006_H1299_6H:BRD-K15025317-001-05-2:10,CPC006_RKO_6H:BRD-K15025317-001-05-2:10
5720,-2.59044837952,-3.39406347275,-1.79939901829,0.184625372291,-0.874567747116,-0.943767011166,0.556523621082,0.506645381451,-1.06302595139,-0.0826349034905,0.00259410589933,-1.45835006237,-1.4401999712,-3.42449998856,-2.5053999424,-0.363150000572,-1.85505008698,-1.63700008392,-2.06033873558,0.463114053011,0.466604232788,-0.455233931541,-0.526750028133,-0.368582963943,-1.39833676815,0.414900004864,-0.251676619053,0.6922544837,-1.21825003624,0.247958764434,0.830928623676,-1.07585000992,-7.31519985199,0.224399998784,-6.21059989929,-0.502049982548,-5.12419986725,-2.05250000954,-1.02588677406,-0.699843049049,-0.694750010967,-0.197287142277,-1.33680009842,-0.52220004797,-0.485949963331,-0.421949982643,-0.389050006866,-0.433349996805,-1.32949995995,-0.0184499919415,0.0843253880739,-2.66598892212,1.68490004539,1.11384999752,-1.07690000534,-2.74160003662,-1.17592716217,0.275792568922,-1.50648391247,-0.420343101025,0.19034999609,0.210586667061,-2.78049993515,-0.382131099701,-0.483306646347,-0.271133452654,-0.927821576595,-1.28036642075,0.764199972153,-1.64945006371,-1.7813000679
466,-2.91408205032,-2.213367939,-2.34615683556,0.249029740691,-1.77998447418,-1.52400970459,0.295124977827,0.212249517441,-1.10385930538,0.488645166159,-0.257435530424,-0.638350009918,-0.690500020981,-0.571200013161,-1.39530003071,0.655449986458,-2.6210000515,-2.48399996758,-0.782397270203,-1.73715507984,0.248357117176,-0.344156086445,-0.171550005674,0.448076188564,-1.16721212864,2.74950003624,-0.985521614552,0.906174004078,-1.06054997444,0.0106767714024,0.783009946346,-0.562849998474,4.19519996643,-0.821200013161,-2.65860009193,1.19140005112,-0.374900013208,-0.723150014877,-1.6677274704,0.170025274158,-0.34944999218,-2.79703330994,-2.16874980927,-1.70590007305,-0.833100020885,-1.13855004311,-0.0859000012279,-0.111800000072,-1.07700002193,-0.116349995136,0.792760491371,-2.65522956848,3.92919993401,-0.462999999523,-1.40929996967,-1.08115005493,-0.526323795319,0.490061998367,-3.20886015892,-0.0129642747343,0.51415002346,1.00220870972,-1.91419994831,-0.27840834856,-1.3245486021,0.146412730217,-1.00486397743,-0.967101156712,-0.394700020552,-1.39919996262,-1.34249997139
6009,-2.0277338028,-0.557421922684,-3.32373905182,0.503825128078,0.0276558026671,-0.33080765605,0.0744520276785,-0.753032922745,0.0078686773777,0.390538781881,-1.00810289383,0.0223999917507,-0.0350000038743,-5.68209981918,-1.55120003223,1.04729998112,-0.47705000639,-3.00134992599,-2.09215855598,1.15891861916,0.0757704824209,-0.00603408366442,1.02429997921,0.187524884939,-0.285229772329,0.596000015736,0.762349843979,-0.610191047192,-0.965950012207,0.323114901781,0.198684290051,-0.128350019455,-3.66689991951,-0.0211499929428,2.64660000801,-0.731750011444,-1.64890003204,-0.505900025368,0.451204150915,0.178454697132,1.17369997501,-0.818462014198,0.51810002327,0.33495002985,-0.376600027084,-2.33990001678,-0.0460000038147,0.283149987459,-3.23970007896,0.032900005579,-0.309987276793,-1.07916116714,1.88139998913,0.583850026131,-0.443599998951,0.240249991417,1.32573664188,0.106650739908,-2.14115524292,-0.023059874773,0.98290002346,0.437896490097,-0.808000028133,0.0290674306452,0.329446792603,0.527428388596,-1.49265360832,0.541500747204,-0.57490003109,-0.664149999619,1.19930005074
2309,0.475488007069,-1.56371736526,1.41401970387,-0.361733585596,0.994705796242,0.379413038492,-0.33942514658,-0.34620398283,-1.45153832436,0.00830006040633,-0.649610280991,-0.31819999218,0.475799977779,-0.15909999609,-0.204999998212,1.27524995804,-0.665799975395,-7.23159980774,1.45933246613,-1.24432516098,-0.345472842455,-0.350246489048,-0.25079998374,0.3176227808,1.65936994553,4.99249982834,-0.140299424529,-0.817474126816,-1.45465004444,-0.577371716499,-1.04664075375,-3.79399991035,-0.737299978733,-1.00750005245,1.26180005074,0.415450036526,-1.29700005054,-0.119900017977,0.710918664932,-0.150750771165,-0.656899988651,0.279673367739,0.926049947739,0.288249999285,0.82674998045,-1.67370009422,-0.841849982738,-0.594700038433,-2.3859000206,-0.29699999094,0.216969877481,0.261406362057,4.9892001152,-0.294299989939,0.539300024509,-3.02694988251,0.408664792776,-0.332156002522,-2.98469877243,-0.571122467518,-0.580799996853,-0.399171829224,-0.250299990177,0.238905519247,-1.30280578136,-0.744905292988,0.99738484621,-0.563127577305,0.573000013828,-0.863250017166,-2.69665002823
387,-1.45271611214,-2.14865851402,-1.25422716141,-0.159671157598,-0.559185922146,0.07920422405,-0.332643926144,-1.13315916061,-1.20669341087,-0.389547288418,-0.73486995697,0.150000035763,-0.764299988747,-1.92809998989,-4.3982000351,0.125950008631,0.18410000205,-1.49775004387,-1.80680549145,-2.87139678001,0.356817752123,-0.34810513258,0.104300022125,-0.344710469246,-1.83819794655,-3.17070007324,-1.24167108536,-0.980107605457,-1.19744992256,-0.0878981277347,0.429626524448,-0.735350012779,3.27300000191,-1.00880002975,-4.26119995117,-0.912750005722,-4.20699977875,-1.51820003986,0.310234546661,0.512236654758,0.544800043106,-0.399135231972,-2.56040000916,-2.45475006104,-0.871199965477,-2.66155004501,-0.423049986362,-0.583050012589,0.324499994516,-0.766899943352,0.349437534809,-1.19301402569,4.24310016632,-0.223149985075,-0.816500008106,-2.20980000496,-0.164399057627,-0.233210399747,-5.09003639221,-0.625806689262,-0.479200005531,0.659291028976,-2.36080002785,-0.139229625463,-0.850531101227,0.663259923458,-2.2080578804,-0.672329246998,-0.630800008774,-0.681950032711,-1.3669500351
3553,1.27923309803,2.87868952751,1.08094906807,0.442708402872,-2.2666246891,0.00855711102486,-0.324952363968,-0.347164779902,0.415354043245,1.04358160496,1.61425018311,0.704200029373,1.77854990959,2.11619997025,-0.224900007248,0.305199980736,0.780499994755,2.53229999542,0.624773979187,1.91524004936,0.00919052958488,1.31831562519,0.0728999972343,0.359760642052,1.00664365292,7.2326002121,0.844259440899,0.30173766613,0.68599998951,-0.352812081575,0.734849214554,-0.69990003109,7.12220001221,1.53309988976,3.81319999695,0.148699998856,-0.0679000020027,0.648349940777,-2.88966202736,-0.276044040918,-0.220449998975,-1.09193110466,-0.0563500002027,0.16914999485,-0.213049992919,3.23524999619,-0.115550003946,0.388650000095,1.63080000877,1.08800005913,-0.837420940399,1.22192215919,0.879000008106,0.749300003052,1.78559994698,1.23779988289,-0.159189134836,-0.612235486507,3.69425392151,0.520482778549,-0.30039998889,-0.588856697083,1.44679999352,0.673241853714,0.836282610893,-0.495295673609,1.02181327343,0.00868984684348,0.473450005054,0.359899997711,2.33535003662
427,-0.702883958817,-0.0578178167343,1.2414393425,-0.467780083418,-0.517472207546,0.0645385459065,0.0722498223186,0.947474956512,-0.368456929922,0.537861466408,0.784769296646,-1.5585000515,0.750800013542,1.12835001945,-1.00349998474,-0.151099979877,-1.50555002689,1.16385006905,0.0244975835085,1.98036944866,-0.491843283176,-0.222592383623,-0.566449999809,-0.733281850815,-0.115892022848,2.13000011444,-0.185864388943,0.913602471352,-0.696150004864,-0.686048388481,-0.664699137211,-0.697849988937,5.14919996262,-0.111099988222,-0.554300010204,0.595950007439,-1.21119999886,-0.351400017738,-0.439741313457,-0.0578995794058,0.61084997654,-0.471828252077,1.07330000401,-2.7405500412,-0.462950021029,-3.12385010719,-0.672100007534,-0.691349983215,2.0555999279,-0.904150009155,1.18025553226,0.412186443806,6.20989990234,-0.209499999881,-0.434300005436,0.375850021839,-1.29627335072,0.742307186127,-0.0350777506828,-0.280039399862,1.01614999771,0.00722725689411,-1.19179999828,-0.357976615429,-0.432424724102,-0.661652803421,0.23302167654,-0.682528734207,-0.576550006866,-0.5924000144,0.121899999678
5898,-0.512365460396,3.23738431931,-1.13134586811,0.329005539417,-4.16089868546,1.14551651478,-0.601854622364,0.96828019619,0.234001979232,0.775663256645,-1.42436945438,-0.585850000381,1.08630001545,-0.632349967957,0.262600004673,0.00319999456406,0.58905005455,-0.85949999094,1.48810839653,1.84843158722,-0.0927473381162,-0.514550149441,0.396750003099,0.437397778034,-0.0429490506649,0.392699986696,-0.152335137129,0.0868471711874,-2.91554999352,-0.126113772392,-0.388340353966,-2.34014987946,1.6834000349,0.0988999977708,2.51570010185,-0.0147500038147,0.487800002098,1.47745001316,1.05386483669,0.34831520915,-1.41149997711,-0.08029153198,-0.249250024557,-0.308100014925,0.597350001335,1.93164992332,-0.398649990559,-0.612450003624,-1.32910001278,-0.729000031948,0.709917902946,-0.552562355995,1.96389997005,-0.893200039864,-0.696200013161,1.23090004921,0.542525053024,0.234053850174,-0.223491281271,-0.0659829974174,0.806599974632,0.902907967567,1.34609997272,0.68477165699,-0.687849283218,0.130233898759,0.87758409977,-0.831900238991,-0.58360004425,0.695500016212,0.741549968719
23365,-0.711051940918,-1.60259139538,1.81006765366,-0.365223586559,-0.0819473639131,-0.408874064684,-0.489042311907,-1.2375010252,1.17286252975,-0.156471401453,-0.0979841053486,-0.534150004387,1.45454990864,2.74370002747,-0.322100013494,-0.340400010347,-0.188300013542,-1.17489993572,-0.311177134514,1.33294844627,0.492736935616,-0.197632551193,-0.571649968624,-1.48635494709,-0.0702793449163,5.03179979324,-0.842802226543,-0.166512057185,0.862550020218,-0.386036545038,-0.488904625177,-0.664299964905,4.17899990082,-0.14834998548,3.10279989243,-0.434799998999,3.92560005188,-0.280050009489,0.524179160595,-0.601838648319,-0.142500013113,-0.0171488821507,-0.726050019264,-0.283250004053,-0.738650023937,0.179600000381,0.697600007057,-1.36794996262,0.802500009537,-0.0334499999881,-0.00735694169998,0.0812763124704,2.93190002441,-0.190650016069,0.0370000004768,0.326699972153,0.108004108071,-0.0223067104816,-1.78608524799,0.135126829147,-0.394050002098,0.985618174076,-1.73189997673,0.136284738779,-0.808223366737,0.256368815899,0.971186041832,-0.706443428993,-0.550300002098,2.19690012932,0.154700011015
6657,0.865933775902,1.75790071487,2.12843704224,1.10117185116,2.39810991287,-0.315421402454,-0.439050793648,-0.00333163142204,-1.25521039963,0.155608147383,1.57103979588,-0.170199990273,1.23960006237,1.0134999752,0.0116999996826,-0.272749990225,0.903549969196,2.4279499054,-0.0849539339542,1.2035163641,0.486881732941,-0.0265143383294,-0.195700004697,0.0378723591566,-0.110936760902,1.47189998627,1.14484000206,1.01832890511,0.636299967766,0.648934304714,-0.12878754735,0.225499987602,-1.24000000954,1.22044992447,3.32990002632,0.171900004148,2.39470005035,0.829550027847,-0.831236898899,0.18030937016,-0.371950000525,-0.533983528614,0.429000020027,1.21050000191,-0.253250002861,3.71970009804,-0.0523499846458,0.0281000062823,1.60109996796,-0.176699995995,-0.791316270828,0.871246635914,6.51200008392,0.494749993086,0.598399996758,1.23705005646,0.179385095835,-0.293669104576,3.42373847961,0.678636372089,-0.472600013018,-0.0623215585947,2.84340000153,0.47437441349,0.100762046874,-0.494999885559,-2.06111955643,-0.574917674065,0.13789999485,1.17669999599,1.86934995651
