rid,DOS020_VCAP_6H:BRD-K05356589-001-01-3:5.11,DOS020_VCAP_24H:BRD-K05356589-001-01-3:5.11,DOS043_A375_24H:BRD-K05356589-001-01-3:5.11,DOS043_A549_24H:BRD-K05356589-001-01-3:5.11,DOS043_HT29_24H:BRD-K05356589-001-01-3:5.11
5720,0.969997823238,0.604604721069,0.746791601181,0.422100007534,1.25933718681
466,-0.308083713055,0.581531107426,-0.997481703758,0.0696999952197,-0.108031153679
6009,-0.333176225424,-1.30740261078,0.50722014904,1.07959997654,0.010467633605
2309,-0.0815826356411,0.943660795689,0.211630627513,0.104750007391,-0.683886051178
387,-0.603715896606,-1.48038816452,-0.0921804755926,-0.816649973392,-0.330428272486
3553,0.708156585693,-0.41547703743,0.949011206627,1.18715000153,-0.275515019894
427,0.455665528774,0.522448837757,0.683199167252,-0.158899992704,0.157904565334
5898,0.512537539005,-0.000587224960327,0.168243974447,0.445149987936,0.220943704247
23365,-0.597342550755,-0.849737048149,0.725731372833,0.244249999523,-0.270122826099
6657,0.362948328257,0.0165564753115,-1.47860348225,0.458849996328,1.28950023651
5054,0.0468522310257,-0.826706528664,0.469134122133,-1.05959999561,-0.849461257458
3108,0.827453970909,-0.0104544013739,0.173908397555,-0.162150025368,-0.719828128815
1950,-0.599153697491,-0.349005401134,1.47622060776,-0.346949994564,0.549448728561
351,0.0725819468498,0.0,0.803306818008,0.020900003612,0.16254837811
4846,0.205991208553,-0.159390255809,-1.4806728363,0.372649997473,-1.19380378723
1452,0.620705366135,-0.0267601124942,-0.566212177277,-2.01324987411,-1.30221557617
4776,0.221475884318,-0.274796724319,-0.000867575407028,0.000450000166893,0.870265126228
6908,0.174924880266,0.289098858833,-0.0425917208195,0.105950005352,0.408575713634
672,-2.38955140114,-0.0520005077124,0.966629862785,0.41249999404,-0.244651764631
5710,0.341378360987,0.601864337921,0.284747481346,0.245249986649,0.178719893098
2115,-1.30300867558,0.0657892972231,0.621294856071,0.875450015068,0.147079139948
7015,0.411075025797,-0.149372205138,0.386451721191,-0.212200000882,1.02826881409
8726,-0.375323653221,-0.695543587208,-0.513944745064,0.180000007153,-0.228661477566
2185,1.48418593407,-0.133221104741,0.772832691669,0.632799983025,0.692517995834
3315,-2.03997397423,-0.228028610349,-0.581804573536,-0.497099995613,-1.02786326408
5289,-0.941182613373,-0.408247590065,1.09044289589,0.688200056553,0.0890219658613
868,-0.283108949661,2.52366042137,0.944585204124,0.522199988365,0.790885090828
1677,0.374910593033,0.524375021458,1.33703494072,0.706500053406,-0.698090732098
7043,0.751587569714,0.0961059033871,0.00284274108708,0.822200000286,0.359665095806
5613,0.859468698502,-0.473200559616,-0.0841691046953,0.365949988365,1.26451158524
595,0.116217583418,0.586898267269,-0.919089436531,-0.592850029469,-0.384387403727
4793,-0.337382137775,-0.338289439678,-0.0258379876614,0.0189000070095,-0.292104870081
2736,0.539832413197,0.180300712585,0.586065709591,0.780550003052,-0.0143127497286
5290,0.401429772377,-0.380910456181,-0.544664204121,0.00299999117851,0.104498878121
6194,0.508359074593,0.0,0.00104503682815,0.238399997354,-0.114309094846
1676,-4.31018686295,-0.0903677791357,-0.37447348237,0.372550010681,1.44221234322
23512,0.177662223577,0.823228895664,-0.722138464451,-0.914950013161,0.890938878059
148022,0.481137692928,-1.57099688053,-0.588499367237,0.71614998579,-0.721090912819
