rid,DOS016_VCAP_6H:BRD-K09301754-001-01-4:5.03,DOS016_VCAP_24H:BRD-K09301754-001-01-4:5.03,DOS042_A375_24H:BRD-K09301754-001-01-4:5.03,DOS042_A549_24H:BRD-K09301754-001-01-4:5.03
5720,-1.10150277615,-2.01393342018,-0.524450004101,-1.56524991989
466,-0.358884930611,0.94916665554,0.227599993348,-0.458900004625
6009,-0.656358003616,1.37830007076,-0.901650011539,0.636600017548
2309,-0.542863428593,-0.824766695499,-0.736599981785,-0.00415000319481
387,0.295058965683,-0.46749997139,0.233599990606,0.973049998283
3553,0.544737577438,-0.411099970341,0.73014998436,-0.0820000171661
427,0.216231256723,1.44513344765,0.167649999261,0.303450018167
5898,-0.448299050331,1.13400006294,-0.638799965382,-0.319000005722
23365,0.486003518105,1.31746673584,-0.244599997997,1.95775008202
6657,1.76622128487,-0.86036670208,3.64219999313,1.53055000305
5054,-0.576141297817,0.274433344603,0.4361500144,0.0648500025272
3108,-0.0371750071645,3.02200031281,-1.63019990921,-0.148200005293
1950,0.127729579806,-0.401233375072,0.404100000858,-0.204349994659
351,0.192088603973,0.637833356857,-1.24305009842,0.3083999753
4846,0.125578463078,-0.417299985886,-0.0316500067711,-0.548550009727
1452,0.124658435583,-1.58073341846,2.59420013428,-0.509700000286
4776,0.61213684082,-0.524833321571,0.774550020695,0.16424998641
6908,0.270901709795,-0.125800013542,0.0992499887943,-0.778800010681
672,-0.0599500462413,-0.122266665101,0.319799989462,-0.474950015545
5710,0.660979628563,1.02436673641,-0.147799983621,-1.91534996033
2115,1.27036690712,-0.32366669178,1.98654997349,-0.660050034523
7015,0.594826817513,1.47106683254,0.982699990273,-0.073500007391
8726,-0.568998336792,0.911599993706,1.0759499073,-0.783949971199
2185,1.01396083832,-0.520033359528,1.75604999065,0.497349977493
3315,-0.871875166893,1.19340014458,-0.918150007725,1.56720006466
5289,0.219682365656,1.5744998455,0.194400012493,-0.0796000063419
868,0.309534132481,2.82880020142,3.27460002899,0.448199987411
1677,0.397876560688,-0.877299964428,2.11105012894,-0.199200004339
7043,1.45320522785,0.771499991417,1.37465000153,1.2634999752
5613,2.82810878754,1.13973331451,2.59555006027,1.31679999828
595,-0.165909439325,-0.0878999978304,0.971200048923,0.976050019264
4793,-0.43085962534,-0.673866689205,1.55719995499,0.0496500134468
2736,0.0402058213949,-0.283999979496,1.14619994164,0.203899979591
5290,-0.253825217485,-0.748833298683,-0.312999993563,-0.111349999905
6194,-1.90117526054,0.0,-0.00034999998752,0.258949995041
1676,0.893506586552,-0.133533358574,1.52110004425,1.12290000916
23512,-0.930943012238,-0.399966716766,-0.450800001621,-0.581950008869
148022,-0.367329537868,0.388233363628,1.83914995193,1.11129999161
1906,-0.180484980345,-0.0906000435352,-0.0710000395775,-0.207899987698
8878,0.0785168260336,0.644366681576,-0.558449983597,1.06729996204
3091,1.62266087532,-0.695766687393,-0.537899971008,1.1358499527
5743,-1.61501550674,-0.465700060129,0.06004999578,-0.723299980164
5321,-0.350311517715,-1.49839997292,0.889850020409,0.0421999841928
4144,-0.659320235252,-0.455633342266,-0.522000014782,-1.4632999897
1981,2.18184375763,0.809633374214,2.37409996986,-0.763350009918
695,0.00149762630463,0.946799993515,-1.10290002823,3.47249984741
10398,1.0920381546,1.6223000288,2.64190006256,1.11135005951
5708,0.374268651009,-0.0856666713953,0.418200016022,0.125650018454
1213,0.414361149073,-0.080833286047,-0.232450008392,-0.881150007248
226,0.254448741674,0.946000099182,0.1507999897,-0.732149958611
6777,-0.97192209959,0.91320002079,1.57000005245,1.34885001183
2113,0.972372174263,-0.726233363152,-0.2867000103,1.07275009155
3329,-0.673814177513,-0.0874333381653,0.18725001812,0.560249984264
1050,-0.881105661392,2.73540019989,-0.969900012016,0.50125002861
9491,0.7512550354,-0.0806333422661,-0.667700052261,-0.705549955368
22926,0.568934738636,-0.415333360434,0.582550048828,1.18024992943
5899,-0.138631373644,-1.01046669483,-0.849049985409,1.27219998837
5467,1.08795034885,0.100633323193,1.56500005722,0.249500006437
6774,0.996841311455,0.464100062847,-0.107350021601,-0.0425499975681
1788,0.750321090221,2.14843344688,-0.682600021362,0.989549994469
5921,-1.10222709179,2.18379998207,-0.215000003576,0.239849999547
5721,-1.11979746819,-2.39863324165,0.228499993682,-2.16240000725
2263,0.373783409595,-0.58060002327,1.76824998856,0.573850035667
808,0.0794495046139,-1.97233355045,0.441549986601,-0.780849993229
30001,-0.0937545895576,-0.409466683865,-0.399699985981,1.19480001926
348,-0.196339651942,-0.633499979973,1.46850001812,1.32924997807
30849,-0.37305110693,-0.60616672039,0.57959997654,-0.282100021839
1454,0.446556150913,2.69640016556,0.389050006866,-0.691100001335
6500,-0.399504542351,0.36303332448,-0.177950009704,-0.425949990749
5627,-1.04547476768,0.159733340144,-1.203799963,1.1169500351
5715,-0.50018799305,0.723700046539,0.761699974537,-0.269349992275
4791,0.590963959694,-0.0438666641712,0.9361500144,-0.426599979401
56924,0.0427300035954,0.0420333147049,0.69010001421,1.31359994411
2690,0.59456050396,1.99580001831,-0.094350039959,-0.512350022793
1019,-0.938130199909,1.19679999352,0.58679997921,-0.120499998331
51422,-0.208446577191,-1.15853333473,0.359750002623,0.893950045109
5788,1.14116072655,-0.331133335829,0.891550004482,0.0349999964237
6709,-0.215882867575,1.23223340511,-0.807599961758,0.942049980164
1277,0.31660810113,0.151133358479,2.48689985275,0.520999968052
