rid,DOS058_A375_24H:BRD-K01214267-019-01-9:5,DOS058_A549_24H:BRD-K01214267-019-01-9:5,DOS058_PC3_24H:BRD-K01214267-019-01-9:5
5720,0.124249964952,-0.688650012016,0.629800021648
466,-0.358649969101,-0.199099987745,-0.194350004196
6009,-1.0257999897,0.563600003719,1.12610006332
2309,0.600600004196,-1.56585001945,0.0173999965191
387,0.225899994373,-0.0470499992371,-0.393550008535
3553,0.0664499998093,0.444000005722,-0.836349964142
427,-0.025250017643,0.0552500002086,0.931849956512
5898,1.28275001049,0.631999969482,0.122600004077
23365,-0.219750002027,1.32554996014,-1.87044990063
6657,0.113049998879,1.58214998245,-0.608749985695
5054,0.233350008726,1.12599992752,-1.49014997482
3108,-0.328549981117,-0.735949993134,-0.262249976397
1950,0.144950002432,0.00995001196861,0.0421000123024
351,-0.180950015783,1.04359996319,-0.44010001421
4846,0.1087000072,0.22104999423,-0.953599989414
1452,1.46985006332,0.393999993801,0.347400009632
4776,1.0366499424,1.13779997826,-0.263599991798
6908,-0.344700008631,0.486949980259,0.806599974632
672,0.51734995842,0.176700010896,0.771000027657
5710,0.837750017643,0.137250006199,1.12385010719
2115,1.13405001163,0.247900009155,0.639649987221
7015,-0.50695002079,-0.443550020456,-0.375049978495
8726,0.496249973774,0.736500024796,-0.121349997818
2185,1.11154997349,0.0495500043035,-0.570749998093
3315,0.422250002623,0.0726000070572,0.13544999063
5289,-0.0197000000626,0.282900005579,0.402749985456
868,2.18875002861,0.526099979877,-0.787699997425
1677,-0.283399999142,-0.168150007725,0.224749982357
7043,0.36645001173,0.55940002203,-0.842199981213
5613,1.67209994793,1.11905002594,-0.269199997187
595,1.19684994221,0.164850011468,0.0878500044346
4793,0.0465999990702,0.200300008059,0.528949975967
2736,0.452950000763,0.664849996567,-0.890199959278
5290,-0.0661000013351,0.0138500034809,-0.230949997902
6194,0.0,0.00034999998752,-0.153699994087
1676,0.973799943924,0.649100005627,-0.445049971342
23512,0.0661999881268,0.362300008535,1.03485000134
148022,1.16799998283,-0.272450000048,-0.120200008154
1906,0.500800013542,-0.423000007868,-0.521750032902
8878,-0.145950004458,-0.569149971008,0.542150020599
3091,-1.09700000286,0.0532499998808,0.925399959087
5743,-0.311050027609,-0.605599999428,-0.799799978733
5321,0.416649997234,0.470449984074,-0.605350017548
4144,0.136550009251,0.0605500042439,0.316949993372
1981,-0.261649996042,0.898599982262,1.09275007248
695,0.71305000782,2.37865018845,-0.626399993896
10398,0.367049992085,0.794750034809,-0.629050016403
5708,0.546249985695,-0.936449944973,0.527849972248
1213,-0.139649987221,-0.814800024033,-1.34874999523
226,-0.101900011301,0.221549987793,0.665149986744
6777,0.201100021601,-0.927899956703,0.167849987745
2113,-0.0230000019073,0.139399990439,-0.224600017071
3329,0.533149957657,0.677900016308,0.628600001335
1050,-9.04294967651,-0.264649987221,2.16700005531
9491,-0.464200019836,-0.274250000715,0.128149986267
22926,0.255750000477,0.533649981022,0.776450037956
5899,-0.015299975872,-0.617000043392,-0.511250019073
5467,0.81970000267,0.231900006533,-0.459450006485
6774,-0.598800003529,0.0415999889374,0.136749997735
1788,0.115899994969,0.340200006962,0.316299974918
5921,0.174349993467,0.578500032425,-0.291199982166
5721,0.0101999938488,-1.00759994984,1.21484994888
2263,0.706499993801,0.0391000211239,0.269849985838
808,-0.206999987364,-0.609300017357,-0.419600009918
30001,-0.419249981642,-0.3912999928,0.523450016975
348,0.635349988937,-0.428700000048,0.00360000133514
30849,-0.256299972534,0.985249996185,0.0913499966264
1454,-0.687150001526,-1.0611000061,-1.01475000381
6500,0.768700003624,1.13255000114,0.599599957466
5627,-2.75244998932,0.773400008678,0.263599991798
5715,-0.173150002956,-1.01565003395,-1.62070000172
4791,-0.211649999022,-0.0692499876022,-0.212349995971
56924,-0.194550007582,0.287299990654,0.279649972916
2690,1.8028999567,-0.883000016212,0.672500014305
1019,0.2867000103,0.0449500009418,-0.0993499755859
51422,-0.0357499942183,0.216600000858,-0.142699986696
5788,1.29920005798,-0.316100001335,-0.272850006819
6709,0.826699972153,-0.658050000668,-0.781849980354
1277,-0.0323999971151,-0.608850002289,-1.12485003471
993,0.709800004959,-0.137800008059,-1.55654990673
7157,0.484149992466,0.0731999948621,-0.307450026274
1958,-0.708150029182,-1.92294991016,-0.473649978638
4582,1.24115002155,0.373450011015,-3.07659983635
9212,0.770399987698,1.37849998474,-0.299199998379
8440,0.304350018501,-0.622349977493,0.653299987316
6790,1.41455006599,-0.515799999237,0.396549999714
8851,0.0161499977112,0.438250005245,-0.615549981594
2534,-0.0372500121593,-0.794600009918,-0.921450018883
4893,0.280849993229,1.06939995289,0.0944000184536
665,0.743799984455,0.469250023365,0.703750014305
4313,0.10339999944,-1.81620001793,-0.242749989033
1022,-0.922349989414,-0.550899982452,-0.532999992371
5880,0.0791999995708,-4.08564996719,0.366200000048
3162,-0.373700022697,0.18789999187,0.120600014925
