rid,CPC010_A375_6H:BRD-K56745457-001-13-9:10,CPC010_A549_6H:BRD-K56745457-001-13-9:10,CPC010_A549_24H:BRD-K56745457-001-13-9:10,CPC010_HA1E_6H:BRD-K56745457-001-13-9:10,CPC010_HCC515_6H:BRD-K56745457-001-13-9:10,CPC010_HEPG2_6H:BRD-K56745457-001-13-9:10,CPC010_HT29_6H:BRD-K56745457-001-13-9:10,CPC010_MCF7_6H:BRD-K56745457-001-13-9:10,CPC010_MCF7_24H:BRD-K56745457-001-13-9:10,CPC010_PC3_6H:BRD-K56745457-001-13-9:10,CPC010_PC3_24H:BRD-K56745457-001-13-9:10,CPC010_VCAP_6H:BRD-K56745457-001-13-9:10,CPC010_VCAP_24H:BRD-K56745457-001-13-9:10
5720,0.724971175194,-0.395799994469,-4.5734500885,0.348086565733,-0.0391586944461,0.782900035381,0.345871835947,0.0745255053043,-0.326184153557,0.966984629631,1.01718997955,-0.546849012375,0.517643928528
466,-2.45609045029,-4.07224988937,-2.16995000839,0.190836548805,1.07528972626,-0.731700003147,0.385738402605,-1.40246987343,-1.64442610741,-1.10002374649,0.0280096828938,-0.52268153429,-0.806404352188
6009,0.13132750988,-0.481350004673,-2.98265004158,0.0494369268417,0.755340993404,0.710749983788,0.261044472456,0.877131700516,-0.505492508411,-0.237997025251,-0.603667855263,-0.580757141113,0.787340164185
2309,1.15273189545,-0.353249996901,0.952149987221,0.719854533672,-0.788251161575,-1.04960000515,-1.00085842609,-0.080660648644,1.0166131258,-0.693980932236,0.386088103056,-0.517570495605,-1.45420074463
387,-1.00201237202,0.325599998236,-1.88054990768,0.444545060396,0.110875040293,0.150050014257,0.26591360569,-0.150265797973,-0.715938389301,0.130468934774,0.272139340639,0.024055480957,-0.863751649857
3553,0.153303787112,0.263150006533,3.90254998207,-0.785035252571,-0.475541502237,-0.55989998579,0.082242757082,-0.544333994389,0.362756043673,-0.240815907717,0.312684834003,0.605788350105,-0.0430162549019
427,0.0478666424751,-0.201099991798,4.11995029449,0.524829208851,0.247118398547,0.027999997139,0.691811203957,-0.768784224987,-0.416377604008,0.177462428808,1.75484704971,0.207696050406,-0.829117596149
5898,-1.82749581337,0.697449982166,-0.552049994469,-0.720379590988,0.520165681839,0.71130001545,1.13840353489,-0.482818692923,-1.39185237885,1.33499932289,0.990560650826,0.315570950508,0.321562618017
23365,0.471841990948,0.447649985552,-0.13504999876,-0.129829332232,3.23464798927,-0.19185000658,-0.0859374925494,-0.314644306898,0.205778211355,-1.06770706177,0.484523057938,0.285642623901,-0.579988598824
6657,0.215657949448,0.430699974298,3.45755004883,-0.629933059216,0.0337064862251,0.00524997711182,-0.107253760099,-0.517460525036,0.409461855888,0.333327919245,-1.09027266502,0.611931502819,-0.102165564895
5054,-0.765252649784,0.451499998569,-0.802300035954,0.193083643913,0.0883875191212,-0.0666999965906,0.494641542435,0.102424494922,0.649381279945,0.766286611557,1.26634216309,0.442521125078,-0.0921874046326
3108,0.571327388287,1.83544993401,1.17175006866,0.159135475755,-0.32098248601,-0.880800008774,0.00967076420784,-0.894449353218,0.888602733612,-0.0654969289899,0.023108869791,0.301402270794,-0.0970613360405
1950,-0.166333794594,0.930750012398,3.15785002708,1.16017103195,0.667650341988,0.0304999947548,-0.250486254692,0.00569567084312,0.0813975334167,-0.0792177245021,-1.28982853889,0.0728735178709,0.427682220936
351,0.024223215878,0.262549996376,2.35404992104,-0.120235219598,0.674595594406,0.079299993813,-0.595212996006,-0.758131742477,0.425648748875,-0.317936241627,-1.36672258377,0.289859831333,-0.0792242586613
4846,-0.447971731424,-0.0487000048161,-1.71580004692,-0.67476785183,-0.120391540229,-0.714100003242,0.144390031695,-0.0250329449773,-0.459168791771,-1.06555366516,-0.2405397892,0.822825193405,-0.709378302097
1452,-2.45149278641,-0.0151000022888,-3.55065011978,-1.76014471054,0.778505980968,-0.88069999218,-0.24464687705,-1.36219191551,-1.13861179352,-0.678139686584,0.668388426304,-1.05882775784,-0.765913367271
4776,0.677112102509,-0.212549999356,3.3884999752,-0.680017471313,0.81324750185,-0.266349971294,-0.609050512314,-0.261596620083,0.900951087475,0.123945713043,-1.12479519844,0.50589454174,0.171978652477
6908,1.17789292336,-0.923500001431,-2.9211499691,0.0954467654228,0.179687738419,0.22619998455,0.786181509495,-0.699316322803,-1.81028842926,0.481977462769,0.054535150528,-0.430328994989,-0.60723567009
672,-1.07171201706,-0.158100008965,-3.52814984322,-0.80483686924,1.61672461033,1.01604998112,-0.145491868258,-0.447105407715,-2.88419628143,0.275092303753,0.278137922287,0.329806149006,1.24340498447
5710,0.476230859756,-0.00235000252724,-0.338599979877,0.286965072155,0.613133907318,0.474999964237,0.0689435452223,0.537260591984,0.230220139027,-0.0242054909468,1.49398136139,0.128340318799,0.293915599585
2115,0.377920895815,0.855449974537,1.1739000082,0.372020572424,-0.548727631569,-0.870599985123,-0.32850626111,-0.699941575527,0.204838648438,-0.227950930595,-0.122063338757,0.757106423378,0.0756103843451
7015,0.442193627357,-0.132049992681,0.728300035,0.196666195989,0.396229565144,-1.1603000164,0.0497133098543,-0.436955541372,0.4399304986,-0.623230218887,-1.35404682159,0.804578661919,-0.455028057098
8726,-0.99033343792,-0.378049999475,-1.75664997101,0.0321190059185,0.406231194735,0.888000011444,0.633331358433,-0.115986093879,0.0433903634548,-0.0204006880522,0.813454389572,0.082770511508,0.524417161942
2185,-0.306133717299,0.314499974251,3.03990006447,-0.725226283073,-0.608652949333,-0.084399998188,-0.699338674545,-0.831945478916,1.32315921783,-0.123035110533,-1.02640497684,0.303448736668,0.215701341629
3315,-4.77653121948,0.941550016403,-3.12979984283,1.13414478302,-0.764087677002,0.40830001235,0.16109919548,0.110712125897,0.749649226665,-0.00836319476366,0.278358817101,0.86855173111,0.770315408707
5289,0.0985174775124,-0.992600023746,3.10025000572,0.131664037704,0.173037618399,-0.0518500059843,0.411237567663,-0.243368521333,0.373248487711,-0.0837472453713,-0.435035765171,0.469787895679,0.331690847874
868,-0.220043003559,0.619449973106,-6.01154994965,0.43764179945,2.3835580349,-0.0305999815464,0.668995440006,-0.755151450634,0.443604409695,1.58875453472,-0.125574588776,1.44843697548,0.322745263577
1677,-0.37805044651,0.0623000003397,1.46609997749,-0.255440473557,0.0673151835799,-0.671050012112,0.436153799295,-0.917331635952,-0.157233715057,-1.43752670288,-2.27675104141,-0.138133823872,-0.87347817421
7043,0.0474338978529,0.612299978733,4.34010028839,-0.213782519102,-0.517245173454,-0.12784999609,0.352798938751,-0.416560947895,-0.568005084991,0.0378917604685,-0.273347139359,0.99363142252,0.211016640067
5613,-0.350764513016,-1.22125005722,3.17009997368,-1.16727876663,0.177028298378,0.0433000028133,-0.17732962966,-0.323213934898,1.39792788029,0.267463296652,-1.64489579201,0.132477864623,0.124857157469
595,0.150273174047,0.937699973583,-1.36769998074,1.33538341522,0.238482862711,-0.0165500044823,0.295686006546,-0.934214293957,0.534373998642,-0.813028395176,-0.979140877724,-0.579714775085,-0.982367753983
4793,5.74439764023e-05,0.0445500016212,0.88119995594,0.47856593132,-0.465207725763,-0.172399997711,-0.49898570776,-0.115430191159,-0.824461996555,-0.665277123451,-0.186086431146,1.97970664501,-0.627295434475
2736,0.00619652867317,-0.903650045395,0.442599982023,0.913410067558,0.0276266336441,-0.236599996686,-0.140530347824,0.120628967881,0.0316210985184,0.481160968542,-0.23383538425,1.1185375452,0.429593384266
5290,-0.0161186307669,0.160400032997,1.68309998512,-0.361151665449,0.684854865074,-0.00685000419617,-0.371249526739,-0.596992790699,1.02017009258,0.147705450654,-0.817817747593,0.0116735398769,-0.0571926534176
6194,0.000390802102629,-0.266400009394,-3.35244989395,0.257796883583,0.0,0.242149993777,0.0449787825346,-0.0700599551201,0.475074052811,-0.000425659236498,-0.692172646523,-0.0453148931265,0.259921640158
1676,0.393641650677,1.06314992905,1.96624994278,-0.210561007261,-0.567652821541,-0.407600015402,0.0788072869182,0.229366749525,0.462515354156,0.163810685277,-1.01054024696,0.320313900709,0.0724827647209
23512,2.41545677185,0.631299972534,-0.014849960804,0.116584464908,1.42114448547,-0.151600003242,0.503323674202,-0.380588680506,-1.67698669434,0.211456269026,-1.22018241882,-0.00356589257717,-0.569856286049
148022,0.147607505322,2.15000009537,2.47405004501,-0.738790988922,-0.625734865665,-0.39954996109,-0.588553369045,0.0227841101587,0.599759042263,0.0527110621333,0.238349661231,0.565648198128,-0.248349696398
1906,-0.308458447456,-0.702700018883,-0.97319996357,-0.0591504201293,-0.22317712009,-0.659700036049,-0.190873801708,0.198818355799,0.224981471896,-0.0227145496756,-0.929385662079,0.921105980873,0.27681440115
8878,-3.30449128151,-4.48145008087,0.517199993134,-0.0501701012254,-0.615786552429,-0.144050002098,-1.45530438423,0.259056866169,-0.377049744129,0.0205919928849,1.67073690891,0.670409798622,0.540739834309
3091,-0.767686486244,0.948400020599,-0.721750020981,0.312066674232,0.576104402542,0.257849991322,0.316126912832,-0.592272758484,0.351236581802,-0.720963656902,-1.0199739933,0.97941917181,-0.12842272222
5743,-0.837439954281,0.753700017929,-0.0443499982357,0.383886694908,0.169566512108,-0.255500018597,0.311279654503,-0.360375404358,0.389611661434,0.141229137778,-0.146566212177,-0.797659695148,-0.379132539034
5321,-0.160979896784,-0.566449999809,-0.919999957085,-0.815282344818,0.0410073548555,-0.286049991846,-0.781823396683,-0.0860764682293,0.352567136288,0.172198697925,-2.84693813324,0.582506835461,-0.376779437065
4144,-0.285627812147,-1.83450007439,0.328299999237,0.60052716732,0.196808606386,-1.66094994545,-2.86639904976,-1.73970210552,-1.96127486229,-0.4076795578,-1.65608930588,-0.40688842535,-0.416394233704
1981,0.567948877811,0.470400005579,-3.23729991913,0.449091434479,0.162686645985,-0.0573499947786,-0.81956410408,0.154341772199,-0.293753474951,0.500770330429,-0.832546770573,-0.233196884394,-1.27634727955
695,-0.0720502734184,-0.340049982071,1.3763999939,-0.172765672207,0.269017249346,-1.30715000629,2.90148830414,-0.6574472785,-0.693102955818,0.0550067573786,-1.1668959856,-0.364229679108,2.17060709
10398,0.682272195816,0.0319500267506,3.81515002251,0.606221139431,-0.33974814415,-0.273350000381,-0.146956890821,-0.0799915120006,0.389262676239,0.0969193652272,1.78602528572,0.550654411316,0.64517891407
5708,0.652997970581,1.05599999428,0.949649989605,0.929738223553,-0.0682114958763,-0.668599963188,-1.58511614799,-3.8782453537,-0.00621178746223,-0.8245459795,0.250628888607,0.632341265678,-0.587272644043
1213,-2.53626465797,0.84944999218,-2.07474994659,-1.42798161507,0.503946363926,-0.136600017548,-0.278577297926,-0.740431010723,-0.563427627087,-0.0403434410691,-0.232824921608,-0.366932779551,-0.364475339651
226,0.0265970155597,0.0725000053644,0.492500007153,-0.674388229847,0.617248415947,-0.112550005317,-0.204409524798,1.35080361366,-0.304479449987,-0.0899797230959,0.749756395817,-0.249384582043,-0.954778254032
6777,0.302194654942,1.5515999794,2.32850003242,-0.121330291033,0.149459242821,-0.143449991941,0.701864361763,0.333529055119,0.0750552117825,0.198634803295,-0.510572433472,0.099918730557,0.285043478012
2113,1.08778071404,-0.071850001812,1.88720011711,-0.446101248264,-0.547932267189,0.188949987292,-0.082748696208,0.0790181308985,0.290302842855,-0.735217034817,-1.63647711277,-0.417386949062,0.0176903009415
3329,0.359283447266,-1.10899996758,-6.36509990692,0.288271784782,0.588892996311,0.248649999499,-0.239502817392,0.499208658934,-2.03515172005,0.332682102919,-1.11518311501,-0.671082377434,-1.58030986786
1050,0.0637586712837,1.54959988594,0.681250035763,0.407741487026,1.97058749199,-0.499350011349,1.67989742756,0.276327818632,0.682171821594,1.92344880104,2.88063549995,0.212584376335,0.465821743011
9491,0.275420337915,1.0977499485,1.90059995651,-0.536307215691,-0.029877319932,-0.0038999915123,-0.563561916351,1.23646140099,0.275205075741,-0.00406525656581,-1.27559912205,0.732432603836,-0.341833412647
22926,-0.607466518879,0.0841999948025,-0.173099994659,-0.711402833462,0.00878885388374,0.465600013733,-0.508021891117,-0.214394852519,-0.0298857167363,-0.213157251477,-0.333018362522,0.68126642704,0.150075346231
5899,-0.722812414169,0.0525999963284,0.95015001297,0.433735430241,1.00666737556,0.0367999970913,0.28080701828,-0.136194944382,2.70824742317,0.535518527031,0.346708953381,0.748696804047,0.0427024960518
5467,0.751735627651,0.140599995852,3.43674993515,0.0163836926222,-0.978691220284,-1.35559999943,0.140451267362,0.525902450085,0.616316795349,-0.350895613432,1.51260685921,0.797095239162,0.443613827229
