rid,DOS060_A549_24H:BRD-K13673853-001-01-0:5,DOS060_HT29_24H:BRD-K13673853-001-01-0:5
5720,-0.262400001287,0.0906499996781
466,-0.563700020313,0.0696499943733
6009,1.33849990368,0.256399989128
2309,0.201450020075,0.272650003433
387,-0.983449995518,-0.414649993181
3553,0.485949993134,0.921649992466
427,-0.529850006104,0.769549965858
5898,-0.187700018287,0.834749996662
23365,-0.559450030327,0.57389998436
6657,2.56745004654,1.23954999447
5054,-0.211400002241,0.399899989367
3108,1.18519997597,-0.479550004005
1950,-0.0656000003219,0.451499998569
351,-1.23944997787,-0.657549977303
4846,0.835850000381,0.827250003815
1452,-0.558650016785,-0.290600001812
4776,1.93490004539,0.19754999876
6908,-0.657000005245,-0.749899983406
672,-0.919649958611,0.0884000062943
5710,-0.219800010324,-2.38779997826
2115,-0.100800007582,-0.0354499816895
7015,1.90954995155,1.34804999828
8726,-0.429099977016,-0.884750008583
2185,0.492500007153,1.33619999886
3315,0.80680000782,0.0435000061989
5289,-0.0447500050068,0.417949974537
868,0.341749995947,0.0627999901772
1677,0.523100018501,1.26579999924
7043,0.666650056839,0.91840004921
5613,0.943300008774,-0.150499999523
595,0.127499997616,-0.685150027275
4793,5.79594993591,0.98759996891
2736,0.79960000515,0.520599961281
5290,-0.192900002003,2.7470498085
6194,-0.866500020027,-0.00490000844002
1676,0.247599989176,0.870599985123
23512,0.0208500027657,0.463800013065
148022,0.502000033855,-0.0491500049829
1906,0.0834000110626,-0.633700013161
8878,-0.451999992132,0.340400010347
3091,-0.848049938679,0.615700006485
5743,1.23600006104,-0.90909999609
5321,-4.23394966125,-2.56804990768
4144,-1.05975008011,-0.300750017166
1981,0.211950004101,1.63244998455
695,-0.347999989986,2.01444983482
10398,0.403199970722,1.50375008583
5708,0.130099996924,0.0623499974608
1213,-0.183850005269,0.332550019026
226,0.898200035095,-1.43279993534
6777,-0.035050034523,3.51045012474
2113,0.700699985027,0.912799954414
3329,1.13800001144,-0.536450028419
1050,0.253450006247,-0.502099990845
9491,-0.571099996567,0.597900032997
22926,0.70324999094,-1.13874995708
5899,0.0195499956608,-1.0121999979
5467,-0.55505001545,-1.02445006371
6774,0.520550012589,-0.0194000005722
1788,0.102899998426,2.26379990578
5921,1.8343000412,-0.848500013351
5721,-0.337449997663,-0.418349981308
2263,-0.215799987316,2.08244991302
808,0.629149973392,0.523699998856
30001,-0.311349987984,-0.413499981165
348,-0.406900018454,0.132899999619
30849,-1.14555001259,-1.35119998455
1454,-0.567299962044,-0.830799996853
6500,0.089699998498,-0.738700032234
5627,0.187000006437,-1.04964995384
5715,0.786599993706,-0.0912500023842
4791,1.44420003891,1.6305000782
56924,0.875450015068,0.0323500037193
2690,1.28944993019,-0.00540000200272
1019,0.109749987721,-0.142049998045
51422,-0.260399997234,0.884600043297
5788,0.200500011444,-0.251900017262
6709,0.959349989891,-0.50619995594
1277,0.733449995518,0.325200021267
993,0.816300034523,-0.0250000059605
7157,0.460400044918,-0.866900026798
1958,0.88379997015,-0.527999997139
4582,1.72860002518,0.356999993324
9212,-0.0819000005722,0.021950006485
8440,-0.349949985743,0.00949999690056
6790,0.79540002346,-0.47570002079
8851,-0.253899991512,-0.729749977589
2534,1.27345001698,1.1304500103
4893,0.872650027275,-0.0738499984145
665,-1.07245004177,-0.406149983406
4313,-0.0637000054121,1.75924992561
1022,0.692149996758,-0.583299994469
5880,0.981999993324,-0.800100028515
3162,1.03410005569,-1.26160001755
1282,1.6071999073,-0.447149991989
3383,0.361400008202,0.319999992847
727,-1.19799995422,0.208399996161
4792,0.673049986362,-0.501850008965
4794,2.32030010223,1.63255000114
902,0.298799991608,0.801400005817
8091,0.573149979115,-1.0665999651
3486,0.610249996185,-0.0327000021935
10818,0.631000041962,0.9700999856
3454,0.0729999989271,1.81354999542
4282,-3.65295004845,-0.819999992847
1605,0.828899979591,-0.658649981022
10644,0.602100014687,-0.245999991894
2065,0.420599997044,-0.108050018549
8321,0.855700016022,1.55570006371
8503,1.59990000725,-1.0054500103
7027,0.876399993896,-0.523100018501
6850,1.30130004883,0.534150004387
1978,-1.16500008106,-0.509500026703
896,0.752200007439,0.0253500007093
5777,-0.0964000076056,-0.866150021553
1846,-1.12024998665,-0.0952999889851
5925,-0.659449994564,-0.579900026321
142,0.0544500015676,0.450450003147
1021,0.791500031948,0.64770001173
5699,0.500800013542,-0.346950024366
8061,0.691900014877,0.399699985981
1870,0.645500004292,0.954650044441
1398,-0.759900033474,0.553899943829
3312,0.656549990177,-0.810450017452
891,0.413199990988,0.25435000658
4775,0.0834500044584,-0.644800007343
5111,-1.49164998531,0.110200002789
5696,-1.01820003986,-1.44449996948
5588,0.344449996948,0.624200046062
6839,0.0874499976635,-0.321149975061
329,1.69550013542,1.06444990635
5058,-0.483550012112,-0.594899952412
998,-1.09800004959,1.0910500288
9134,0.191799983382,-0.0453500151634
6616,0.578149974346,1.36795008183
5223,1.26715004444,-0.27895000577
4690,-0.0681999996305,-2.36540007591
958,-0.0233999937773,4.21444988251
1616,0.0167500004172,1.72264993191
991,0.00325000286102,2.17274999619
6347,-0.758249998093,1.06430006027
6714,1.00985002518,0.0110999941826
652,0.291900008917,0.524600028992
4331,0.0478500127792,0.327700018883
7099,-1.07714998722,-0.299300014973
10320,-0.175049990416,0.356900006533
2042,0.933349967003,-1.45300006866
843,-0.364899992943,1.46700000763
840,-0.143700003624,-1.45340001583
7048,0.153449997306,0.547299981117
4851,0.339500010014,1.40324997902
6464,-0.484650015831,-0.173700004816
23410,-1.43254995346,1.3220000267
54205,-1.95309996605,1.32510006428
2770,0.0550500005484,0.0748500004411
80204,-2.44849991798,0.410750001669
4208,0.722000002861,0.514050006866
1845,-1.57254993916,2.08704996109
23368,0.664049983025,1.16919994354
5583,-0.159150004387,-0.636849999428
8900,1.1060500145,1.64125001431
581,-1.17455005646,-0.0949500054121
6193,-0.329150021076,-0.690999984741
6622,-0.307850003242,1.29260003567
