rid,CPC002_HA1E_6H:BRD-K19533706-001-01-9:10,CPC002_HA1E_24H:BRD-K19533706-001-01-9:10,CPC002_HCC515_6H:BRD-K19533706-001-01-9:10,CPC002_HCC515_24H:BRD-K19533706-001-01-9:10,CPC002_PC3_6H:BRD-K19533706-001-01-9:10,CPC002_PC3_24H:BRD-K19533706-001-01-9:10,CPC002_VCAP_6H:BRD-K19533706-001-01-9:10,CPC002_VCAP_24H:BRD-K19533706-001-01-9:10,CPC010_A375_6H:BRD-K17849083-001-17-0:10,CPC011_A375_6H:BRD-K17849083-001-23-8:10,CPC010_A549_6H:BRD-K17849083-001-17-0:10,CPC011_A549_6H:BRD-K17849083-001-23-8:10,CPC010_A549_24H:BRD-K17849083-001-17-0:10,CPC011_A549_24H:BRD-K17849083-001-23-8:10,CPC010_HA1E_6H:BRD-K17849083-001-17-0:10,CPC011_HA1E_6H:BRD-K17849083-001-23-8:10,CPC010_HCC515_6H:BRD-K17849083-001-17-0:10,CPC010_HEPG2_6H:BRD-K17849083-001-17-0:10,CPC010_HT29_6H:BRD-K17849083-001-17-0:10,CPC011_HT29_6H:BRD-K17849083-001-23-8:10,CPC010_MCF7_6H:BRD-K17849083-001-17-0:10,CPC011_MCF7_6H:BRD-K17849083-001-23-8:10,CPC010_MCF7_24H:BRD-K17849083-001-17-0:10,CPC011_MCF7_24H:BRD-K17849083-001-23-8:10,CPC010_PC3_6H:BRD-K17849083-001-17-0:10,CPC011_PC3_6H:BRD-K17849083-001-23-8:10,CPC010_PC3_24H:BRD-K17849083-001-17-0:10,CPC011_PC3_24H:BRD-K17849083-001-23-8:10,CPC010_VCAP_6H:BRD-K17849083-001-17-0:10,CPC011_VCAP_6H:BRD-K17849083-001-23-8:10,CPC010_VCAP_24H:BRD-K17849083-001-17-0:10,CPC011_VCAP_24H:BRD-K17849083-001-23-8:10,CPC018_A375_6H:BRD-K19533706-001-01-9:10,CPC018_A549_6H:BRD-K19533706-001-01-9:10,CPC018_A549_24H:BRD-K19533706-001-01-9:10,CPC018_ASC_24H:BRD-K19533706-001-01-9:10,CPC018_HEPG2_6H:BRD-K19533706-001-01-9:10,CPC018_HT29_6H:BRD-K19533706-001-01-9:10,CPC018_MCF7_6H:BRD-K19533706-001-01-9:10,CPC018_MCF7_24H:BRD-K19533706-001-01-9:10,CPD002_MCF7_24H:BRD-K19533706-001-02-7:10,CPC018_NPC_24H:BRD-K19533706-001-01-9:10,CPC018_PHH_24H:BRD-K19533706-001-01-9:10,CPC018_SKB_24H:BRD-K19533706-001-01-9:10,CRCGN001_HA1E_6H:BRD-K17849083-001-24-6:10,CRCGN001_HA1E_24H:BRD-K17849083-001-24-6:10,CPD002_MCF7_6H:BRD-K19533706-001-02-7:10,CPD002_PC3_6H:BRD-K19533706-001-02-7:10,CPD002_PC3_24H:BRD-K19533706-001-02-7:10,CRCGN004_HA1E_24H:BRD-K17849083-001-24-6:10UM
5720,0.383899986744,-3.37540006638,-1.70651245117,1.60451436043,-1.10359191895,-0.540690600872,-2.19030761719,0.0318947136402,0.700776696205,-2.84424996376,0.554700016975,-0.180887371302,-4.58015012741,0.809073448181,-1.03289663792,-1.00744998455,0.380800038576,-0.359525382519,-0.590174615383,-4.0226688385,0.278379678726,-7.57254981995,-0.446719020605,0.670750021935,0.0424019172788,0.530582427979,0.315033942461,0.338277995586,-0.665740430355,1.12436449528,0.302748292685,0.934124231339,-0.117691427469,-0.0114122331142,-0.294999986887,0.659147977829,-0.171399995685,1.22269201279,0.0212281085551,-0.0777422785759,0.710603952408,-0.0483376793563,1.88977181911,-0.616535782814,0.240225672722,-0.776590108871,0.853211581707,0.153334885836,0.775333404541,0.148309826851
466,-1.14865005016,-3.33349990845,-0.225026130676,0.403301298618,-0.767915546894,0.760073125362,-0.413887858391,0.103348627687,0.955048382282,1.74243021011,0.259549975395,-1.0156211853,-1.21050000191,-0.271191298962,0.442895054817,-0.424250006676,0.61770004034,-0.952778995037,-0.518213450909,0.881482183933,-0.766603589058,0.471700012684,-1.01190686226,0.51014995575,-0.268549948931,-0.599179506302,0.547920167446,0.532851457596,-0.77590239048,1.29499363899,-0.321929126978,1.27224898338,-0.154187560081,0.0938729047775,-0.0456500053406,-2.41207671165,-0.151733338833,-1.62041330338,-0.795271754265,-0.104496002197,0.872580826283,0.440991640091,0.264476507902,0.247911244631,-0.332600027323,0.195332765579,-0.688023924828,-0.40324601531,-1.12856674194,-0.242153346539
6009,-0.513450026512,-0.973249971867,0.132235392928,0.545663058758,0.124632805586,1.05822479725,-1.14447712898,0.85111361742,1.31215524673,2.10090923309,-0.230350017548,0.338576436043,-1.06909990311,0.0878458619118,-4.54201841354,0.144999995828,0.103166669607,-0.68229418993,-0.932372927666,-0.335401058197,-0.580863177776,0.154349982738,-0.676847279072,-0.68314999342,-0.414887845516,0.389819771051,-0.634817838669,0.69794267416,0.0473349690437,0.782539010048,0.351088792086,0.593186914921,1.50258612633,0.32336768508,-0.317849993706,-0.425960123539,1.53450000286,0.777403354645,-1.00010228157,1.62360966206,0.385313212872,0.897580742836,-0.106422550976,-0.77685803175,0.0954586789012,-0.400109142065,-0.11551745981,1.03589510918,-0.0931000113487,-0.866320729256
2309,1.21755003929,-2.20915007591,1.08561360836,-1.50159800053,0.36883431673,-0.344880223274,0.813018679619,-0.454902231693,0.712047696114,2.14962339401,-0.333800017834,-0.418584138155,-0.272499978542,-0.148515254259,-0.084969073534,-4.94010019302,-0.0231666713953,0.793299674988,-0.087719976902,1.16250753403,0.33451411128,0.950450003147,-0.365514427423,0.412849992514,-0.0183121934533,1.00062465668,-0.431086838245,-0.847770512104,-0.731516897678,0.915870964527,-0.641861498356,0.250252485275,0.114611655474,0.030450463295,0.176200002432,-0.234397158027,-1.29606664181,0.78765630722,0.344855636358,0.747272729874,0.802840232849,-0.303383439779,0.544044077396,-0.375661700964,-0.168687671423,-0.615936636925,0.689984917641,0.319684565067,1.74586653709,-0.196364060044
387,-0.695150017738,-2.0202999115,-2.05609989166,1.32236790657,0.513955354691,-0.710459828377,0.514585375786,0.414539813995,0.747655630112,0.352715551853,0.51550000906,0.80346763134,-0.330700039864,-0.458428144455,-0.816961586475,0.830500006676,0.376900017262,-0.584565639496,-1.04696273804,1.13545060158,-0.22638630867,1.73454999924,-1.13506221771,0.0890499949455,-0.40884244442,0.949589967728,-0.559509277344,0.456204116344,-0.0942081138492,-0.217579066753,-0.4420376122,0.774235725403,2.10289359093,1.0125772953,-0.924199998379,0.0937992408872,1.24626672268,1.28909778595,0.744584441185,2.16778993607,-0.00663158297539,0.733952999115,1.14154303074,-0.0435918420553,-0.417207539082,-0.402749717236,-0.109022378922,-0.333034813404,0.17286670208,-0.021368548274
3553,-1.22584998608,5.83220005035,0.230762928724,-0.460974037647,0.771840631962,0.363886326551,1.04426634312,-0.24420362711,1.65494990349,0.557635426521,-0.361650019884,0.412787914276,0.312650024891,0.72442650795,1.4417103529,0.878649950027,-0.0887333750725,0.3384103477,1.13120234013,0.654542326927,0.878547132015,-0.255750000477,1.9982149601,-0.603999972343,0.764912486076,1.54782390594,0.826632142067,1.07996225357,0.446222543716,-0.941333889961,0.605365872383,-1.54329144955,-0.123964950442,-0.00848452933133,-0.289700001478,1.28794670105,-0.38890004158,-0.899686038494,0.259161680937,-1.09502363205,-0.805871188641,-0.324938714504,1.03729331493,-0.482258975506,0.562104642391,0.721877157688,-0.974912405014,-0.323545128107,1.38740003109,0.117379061878
427,-0.685000002384,-0.892150044441,-0.248324513435,0.0921612381935,-0.0917830392718,4.41252660751,0.133568689227,-0.957737088203,-0.430473566055,1.55002617836,0.324049979448,-1.90588879585,3.23075008392,0.0503683388233,0.254830807447,-0.565850019455,-0.354800015688,-0.273279249668,0.588670313358,1.36647391319,-0.153835713863,0.783949971199,-0.295028597116,1.296200037,0.00497626606375,-0.482111990452,0.294364959002,1.46246170998,-1.15303623676,0.610184013844,-0.0699733197689,0.286552667618,-0.156134054065,-0.341742217541,0.644100010395,-3.45762395859,-0.136433333158,-1.44881391525,-0.353995680809,-0.00445410609245,0.619082152843,4.45536279678,1.8712502718,-0.331072598696,0.617076873779,0.655786335468,-0.0145588777959,0.529980123043,-0.582499980927,0.202021732926
5898,-1.21179997921,-0.911149978638,-1.65395271778,-0.448927104473,-2.5669002533,-1.34414231777,-0.430139034986,-1.46976983547,-0.510598838329,-1.65279233456,0.576050043106,-0.266283512115,-0.0388500094414,-0.322228014469,-0.924604296684,-0.933600008488,-1.15270006657,0.346181035042,0.29628098011,0.836820363998,0.264358669519,0.728500008583,-1.1476290226,-1.00394999981,1.27356541157,-0.794226288795,-1.11037123203,0.0792606696486,0.371181577444,-0.410072177649,0.70849609375,0.182588577271,-0.647085309029,1.27258944511,0.397300004959,-2.31365156174,0.611200034618,-2.07374548912,0.489354223013,0.00027596950531,0.235019266605,-0.170209854841,0.249652966857,0.392512470484,1.01958417892,0.682919979095,0.523951053619,-0.90107268095,-2.55093336105,-0.157649874687
23365,-0.444150000811,-1.15034997463,-1.87871408463,0.0158978104591,0.930961310863,-0.367262810469,-0.53085565567,-0.468151271343,0.992828965187,0.907879889011,0.0623000264168,0.650280237198,-4.2811498642,1.92787885666,0.126829683781,0.202199995518,0.665833353996,0.4927559793,-0.37590739131,0.686448395252,-0.0654616951942,0.80579996109,-0.459368467331,-0.774900019169,-0.273835510015,0.376703262329,0.031356960535,0.289606243372,-0.759245991707,-0.26427513361,0.171237200499,-0.215049669147,0.595109045506,1.93634390831,-0.591050028801,-0.619793355465,-0.282666683197,-0.873674690723,2.80566978455,0.553100943565,0.145236432552,1.60399210453,0.831293106079,0.661462545395,0.357834637165,0.911512732506,-0.843875646591,-0.0572667866945,-0.105766654015,0.662774920464
6657,-0.734049975872,4.73885011673,0.863210916519,-0.358557283878,0.312365740538,-1.51731705666,0.975743889809,0.0353611260653,0.553715348244,1.27276468277,0.39794999361,0.0524078905582,-0.221850037575,0.474759876728,1.40035307407,0.372350007296,-0.994233369827,0.101765662432,0.308436512947,0.191940844059,-0.437034875154,1.30010008812,0.663342535496,-1.50624990463,-0.0809807926416,-0.500401735306,0.949041843414,-0.685271441936,0.521269798279,-1.5463643074,-0.18575450778,-1.6126152277,-0.64085662365,0.159091934562,-0.781300008297,-0.362980484962,-0.571933269501,-0.655584573746,-0.367768883705,-0.930658102036,0.215079948306,0.924668431282,0.809677004814,-0.552979111671,-0.0595143325627,0.439967215061,0.221002936363,-0.625588595867,1.17953324318,-0.260225921869
