rid,DOS029_VCAP_24H:BRD-K17741643-001-01-6:5.01,DOS033_A375_24H:BRD-K17741643-001-01-6:5.01,DOS033_A549_24H:BRD-K17741643-001-01-6:5.01,DOS033_HT29_24H:BRD-K17741643-001-01-6:5.01,DOS033_MCF7_24H:BRD-K17741643-001-01-6:5.01,DOS033_PC3_24H:BRD-K17741643-001-01-6:5.01
5720,1.16153120995,0.705066680908,-0.0262969955802,-0.412403464317,0.116433337331,-0.672183394432
466,2.24124956131,0.700833380222,0.0268689095974,-0.783605694771,0.15873336792,0.749231219292
6009,0.35498008132,-0.0525666773319,0.414960831404,-0.440472096205,-0.0351333022118,0.306152462959
2309,-0.939307570457,-0.343933343887,0.012133449316,-0.194553643465,-0.359400033951,1.49753451347
387,0.0706357583404,-0.101033329964,-0.907582163811,0.404342919588,0.941533386707,1.28787362576
3553,-0.0649462342262,0.626133322716,1.93068802357,0.163634300232,-0.343600034714,-1.37102067471
427,-0.289644211531,0.0175666641444,-0.502106487751,-0.314739048481,0.698866724968,-0.868435502052
5898,-3.66364979744,0.128833323717,0.250057458878,0.0597989112139,-0.433000028133,1.10993015766
23365,0.00736978650093,1.29713344574,-2.04589033127,0.327938556671,0.122033387423,-0.411122471094
6657,0.213196486235,-0.262666672468,-0.0258549451828,-0.0379849374294,-0.146733343601,-0.721867084503
5054,0.556308031082,0.36563333869,-0.494804441929,-0.0787446498871,-0.903933405876,-0.44716745615
3108,-0.11217290163,-0.519800066948,2.6270108223,-0.0717247575521,-0.502966701984,0.172023847699
1950,0.338492125273,0.625599980354,0.674054801464,-0.597600400448,-0.268233329058,-1.71567487717
351,0.987361431122,0.682233333588,0.661016702652,-0.526167690754,-2.12713336945,-0.167189717293
4846,-0.38081651926,-0.0881000161171,1.17385864258,-0.43394652009,-0.43829998374,-0.457172900438
1452,-0.580199539661,-0.241833359003,-1.49180305004,-1.37019217014,-1.78743338585,1.38109898567
