rid,CPC011_A375_6H:BRD-K93880783-001-20-9:10,CPC011_A549_6H:BRD-K93880783-001-20-9:10,CPC011_A549_24H:BRD-K93880783-001-20-9:10,CPC011_HA1E_6H:BRD-K93880783-001-20-9:10,CPC011_HT29_6H:BRD-K93880783-001-20-9:10,CPC011_MCF7_6H:BRD-K93880783-001-20-9:10,CPC011_MCF7_24H:BRD-K93880783-001-20-9:10,CPC011_PC3_6H:BRD-K93880783-001-20-9:10,CPC011_PC3_24H:BRD-K93880783-001-20-9:10,CPC011_VCAP_6H:BRD-K93880783-001-20-9:10,CPC011_VCAP_24H:BRD-K93880783-001-20-9:10,CPC020_A375_6H:BRD-K93880783-001-21-7:10,CPC020_A549_6H:BRD-K93880783-001-21-7:10,CPC020_HA1E_6H:BRD-K93880783-001-21-7:10,CPC020_HCC515_6H:BRD-K93880783-001-21-7:10,CPC020_HT29_6H:BRD-K93880783-001-21-7:10,CPC020_MCF7_6H:BRD-K93880783-001-21-7:10,CPC020_MCF7_24H:BRD-K93880783-001-21-7:10,CPC020_PC3_6H:BRD-K93880783-001-21-7:10,CPC020_PC3_24H:BRD-K93880783-001-21-7:10,CPC020_VCAP_6H:BRD-K93880783-001-21-7:10,CPC020_VCAP_24H:BRD-K93880783-001-21-7:10,CPD003_MCF7_6H:BRD-K93880783-001-17-5:10,CPD003_MCF7_24H:BRD-K93880783-001-17-5:10,CPD003_PC3_6H:BRD-K93880783-001-17-5:10,CPD003_PC3_24H:BRD-K93880783-001-17-5:10
5720,-1.73514580727,-0.292677491903,0.418200910091,-3.01209998131,-2.39360618591,-4.45160007477,0.385450005531,-0.249484688044,-1.26995873451,0.893979549408,-0.0351339429617,0.191859468818,-0.123850002885,-1.11664271355,0.987150013447,-1.03153204918,1.06125581264,-0.168304696679,-0.357422411442,0.252755910158,0.717604875565,0.882321834564,-0.195749998093,-0.240592628717,2.00349998474,-0.118450015783
466,0.354615390301,0.156162038445,0.369066387415,-1.24175000191,0.715228557587,0.0959500074387,-2.80180001259,-0.870287775993,-0.19533456862,-0.48916977644,-0.115583561361,-0.145815089345,0.139149993658,-0.337372541428,0.72520005703,-0.249759286642,0.442459493876,0.112372763455,0.137354686856,-0.619893491268,0.724854230881,0.750897407532,0.395349979401,-0.0823332667351,-0.59659999609,0.898000001907
6009,-0.893472373486,0.515260994434,0.276160418987,1.37065005302,0.485604822636,-0.314899981022,0.417650014162,0.789004802704,-0.344432085752,0.873260736465,-0.0614485889673,-0.449845463037,-0.173299998045,1.16909337044,1.2268999815,-0.623089134693,0.256299555302,-1.49845540524,0.203137248755,-0.273943692446,-0.0469286218286,0.899651408195,-0.260200023651,0.465540260077,0.55220001936,-0.837999999523
2309,1.06372213364,0.507885396481,-0.302986592054,1.15409994125,2.25401759148,-0.0184500217438,-0.414800018072,0.775896728039,0.133871942759,0.0463275797665,0.188785597682,-0.165490627289,-0.0704499930143,0.133478552103,-0.0403499975801,0.311037063599,-0.103081926703,0.337626665831,-0.248239457607,1.06644165516,-0.40304800868,-0.10465362668,0.894500017166,-0.451574832201,1.40250003338,-0.221050024033
387,-0.933015882969,0.783953666687,0.942372560501,2.03684997559,1.37886047363,0.443250000477,0.692149996758,0.767484664917,-0.589324593544,-0.0918934941292,0.164198249578,0.054080940783,-0.555150032043,1.95485770702,-0.0331000089645,-0.247939020395,0.325718998909,0.648514151573,0.313283801079,0.196569651365,0.733934700489,0.894015610218,0.874400019646,-0.231465056539,1.77610003948,-0.318250000477
3553,1.24471688271,0.146159559488,-0.649229645729,-1.04505002499,2.05032753944,1.39775002003,0.537050008774,-0.196183264256,-0.567044317722,-1.46047532558,-0.833378136158,-0.390179812908,0.312000006437,-1.46319127083,-0.39200001955,0.174165129662,0.704421281815,1.03047311306,-0.0777080506086,1.33641839027,-0.661671280861,-0.709482729435,0.0280999988317,-0.165831938386,-0.521700024605,-0.934850037098
427,-4.18474245071,0.253388792276,0.256535857916,-1.19375002384,1.07646942139,-0.0960000157356,1.61035001278,1.14637637138,0.274735480547,-0.642418265343,-0.110323645175,0.0731585472822,-0.103699982166,-1.41041409969,-0.495050013065,-0.313686639071,0.299676984549,0.104233399034,0.767254114151,0.902010321617,0.73589104414,0.836248397827,1.13824999332,-0.212398335338,2.88229990005,0.646600008011
5898,0.11127372086,0.629194617271,0.029873251915,0.027000002563,-1.77267456055,0.61905002594,-1.23629999161,-0.676503896713,-0.112108014524,-0.664373576641,0.520508766174,0.344470947981,-0.0171999931335,0.479023426771,-0.165749996901,-1.98721516132,1.07727789879,-0.0944113731384,1.28515648842,-0.870944440365,0.950988650322,0.0627120286226,-1.27639997005,-0.103953614831,-1.20420002937,0.0350499898195
23365,0.461169302464,1.82790184021,1.09811675549,-1.9455499649,-0.109773516655,0.727100014687,0.376550018787,-0.194672420621,0.947124838829,-0.374842166901,-0.529596030712,0.744621992111,-0.337249994278,0.520315468311,-0.149800002575,-0.488693833351,-0.0300545990467,-0.989880681038,1.03916120529,0.284849315882,0.446877300739,-0.240326136351,-0.374650031328,0.414702653885,0.103100001812,0.0919499993324
6657,1.70253205299,-0.0692112967372,-0.971380054951,-0.884450018406,1.67468702793,1.20319998264,0.694299995899,0.162001937628,0.323450684547,-1.14688718319,-0.849069774151,-0.277055501938,0.498049974442,-1.03361594677,-0.0789499953389,0.190955430269,-0.00635547190905,1.01110374928,-0.220351606607,1.93186414242,-1.30542159081,-1.18542873859,0.399500012398,-0.844798982143,3.99539995193,1.37299990654
