rid,CPC014_A375_6H:BRD-K30743633-001-06-6:10,CPC014_A549_6H:BRD-K30743633-001-06-6:10,CPC014_A549_24H:BRD-K30743633-001-06-6:10,CPC014_ASC_24H:BRD-K30743633-001-06-6:10,CPC014_HA1E_6H:BRD-K30743633-001-06-6:10,CPC014_HCC515_6H:BRD-K30743633-001-06-6:10,CPC014_HEPG2_6H:BRD-K30743633-001-06-6:10,CPC014_HT29_6H:BRD-K30743633-001-06-6:10,CPC014_MCF7_6H:BRD-K30743633-001-06-6:10,CPC014_MCF7_24H:BRD-K30743633-001-06-6:10,CPC014_NEU_24H:BRD-K30743633-001-06-6:10,CPC014_NPC_24H:BRD-K30743633-001-06-6:10,CPC014_PC3_6H:BRD-K30743633-001-06-6:10,CPC014_PC3_24H:BRD-K30743633-001-06-6:10,CPC014_PHH_24H:BRD-K30743633-001-06-6:10,CPC014_SKB_24H:BRD-K30743633-001-06-6:10,CPC014_VCAP_6H:BRD-K30743633-001-06-6:10,CPC014_VCAP_24H:BRD-K30743633-001-06-6:10,NMH002_FIBRNPC_24H:BRD-K30743633-001-08-2:10,NMH002_FIBRNPC_6H:BRD-K30743633-001-08-2:10,NMH002_NEU_6H:BRD-K30743633-001-08-2:10,NMH002_NEU_24H:BRD-K30743633-001-08-2:10,NMH002_NPC_6H:BRD-K30743633-001-08-2:10,NMH002_NPC_24H:BRD-K30743633-001-08-2:10
5720,-0.178256243467,0.269695341587,-0.433271825314,-0.369208902121,0.568700194359,-0.55476796627,0.866248846054,-0.141611278057,0.466158092022,0.728390812874,-0.548099994659,0.985337615013,-0.781628608704,-0.957903504372,-0.745295763016,-1.40798211098,-0.142861917615,0.199536472559,-0.325466662645,0.222366675735,-0.616622447968,-0.413827329874,-0.946236610413,-0.466354221106
466,0.636688172817,-0.16163110733,-1.15725469589,-0.270394772291,-0.650751769543,0.510963976383,0.42375510931,-0.790173947811,-0.147627368569,-0.736291646957,-0.497649997473,-1.48385572433,-0.191484481096,-0.28534579277,-0.112859129906,-1.77156507969,-0.0891823470592,-0.0366159975529,-0.463433384895,-0.176766693592,-1.48135054111,0.428557932377,0.243780165911,-1.07182312012
6009,-0.268688410521,0.0306770950556,-0.26437741518,0.311832845211,0.36253836751,-0.0585469901562,-0.45839419961,-0.802513003349,-0.343292325735,-0.474402874708,0.854799985886,-3.37064170837,-1.17172658443,-0.645376741886,-4.1541466713,-1.39004766941,0.399729341269,0.185340896249,0.878800034523,-0.45233336091,-1.21154022217,-0.898672699928,-0.0984506011009,-0.59987527132
2309,0.381771922112,0.892684996128,-0.550612032413,0.0748624205589,0.213072732091,-0.840195536613,-0.440841853619,-0.164234951138,-0.102315671742,-0.626302421093,1.08134996891,-0.656085014343,-0.136991679668,-0.693032026291,-0.135938227177,-0.250316083431,-0.693758904934,-0.0293461941183,-1.06150007248,-0.361366659403,0.465630978346,-0.155065655708,-0.022792994976,-0.346383810043
387,-0.738918185234,-0.0778488367796,0.357492178679,-0.61062514782,-0.0291326344013,0.408415347338,-0.352408856153,-0.190401419997,-0.897461891174,0.301102876663,-1.10045003891,-1.65650689602,-1.06674659252,-0.664917886257,-1.52138590813,-1.6879709959,-0.11023234576,-0.669509768486,-0.0298333466053,-0.171933338046,0.0277647878975,-1.10464835167,-0.0519424378872,-0.171959072351
3553,0.923418462276,-0.325162708759,1.06138062477,0.437813222408,0.0914018750191,-0.856744349003,0.00921756029129,0.480819940567,0.343671739101,0.341944396496,-1.69620001316,1.05319452286,0.287025779486,0.67777132988,0.83816498518,1.02362251282,1.11264693737,0.277785867453,0.390933305025,0.53223335743,0.0538872182369,0.443786889315,-0.0925441533327,0.735125362873
427,0.0499620437622,-0.288476258516,0.811110019684,0.0895095467567,-0.424095213413,-1.57433116436,0.330459237099,-0.131883665919,-1.0517373085,0.103704050183,-0.799149990082,0.428642958403,-0.407208412886,-0.289221525192,0.664778411388,-0.225266724825,-0.353505522013,-0.62697404623,-0.321800023317,-0.140200018883,-0.193029999733,-0.57626926899,-0.00644504278898,-0.995046615601
5898,0.408802598715,-0.215063154697,0.797524333,-0.896465837955,-0.771982550621,0.483091235161,-0.375031471252,-0.0975114628673,0.719838559628,0.534583091736,-0.507400035858,-0.251437872648,-0.0765998363495,-0.492572546005,0.349532544613,0.348887383938,0.449651122093,0.642095685005,-0.43513327837,0.308099985123,-0.243384629488,-0.197655290365,0.252659738064,0.166285797954
23365,2.10568189621,-0.0838848501444,-0.217681393027,0.283837735653,0.0449507385492,0.285922467709,-0.846036911011,-0.509609043598,-0.743823647499,0.119786396623,0.00855000317097,0.480650633574,-0.262055486441,-0.336314290762,0.781840384007,-0.344106554985,0.2756305933,-0.196337208152,0.199933350086,-0.752000033855,0.586612403393,-0.161216139793,0.490697801113,-0.440885186195
6657,1.29659461975,-0.318434476852,0.533660829067,-0.0155586972833,0.790559649467,0.218699768186,-0.0241767168045,0.0477632731199,1.0108319521,0.169536665082,1.48545002937,-1.1976981163,0.990893721581,1.09806931019,0.122681543231,0.113199561834,0.353745520115,0.290451347828,0.218833327293,0.761166632175,-0.0310439392924,0.53625023365,0.471651107073,-1.33026504517
5054,-0.296564072371,0.0289387889206,-0.735273063183,0.0852244496346,-4.79611253738,0.158577769995,-0.275681197643,0.288793087006,0.65673494339,0.18243676424,-1.32955002785,-1.29065799713,-0.465096890926,-0.698208332062,-2.2570836544,-0.987252354622,-0.174166068435,-0.824711859226,-0.673566639423,-0.478133350611,0.401651650667,0.13324379921,0.302671313286,0.318118482828
3108,0.333977639675,0.241126894951,0.640609025955,1.89041507244,0.323671758175,-0.213534131646,-0.251426249743,-0.489708334208,-0.364069998264,-1.77593398094,-0.847100019455,6.30186080933,0.0489177107811,-0.746820926666,2.75137662888,1.45480775833,-0.184692680836,-0.198374301195,-1.43353331089,3.45986700058,0.288833618164,-0.38942310214,0.0281407386065,-0.304744005203
1950,5.18133592606,-0.436120450497,0.0574727281928,0.000319838523865,0.284834116697,0.141620665789,-0.880015909672,0.0700702667236,0.432674080133,-0.660326838493,0.654549956322,4.02369213104,-0.0513764061034,0.39162877202,0.0373531915247,-0.188114374876,0.181576430798,-0.18382795155,1.08319997787,-0.607666730881,0.0896454080939,-0.427066862583,1.07908344269,0.0480955131352
