rid,ERG015_PC3_24H:BRD-K11612251-001-02-6:10,ERG015_PC3_6H:BRD-K11612251-001-02-6:10,ERG015_VCAP_24H:BRD-K11612251-001-02-6:10,ERG015_VCAP_6H:BRD-K11612251-001-02-6:10
5720,0.407991170883,-0.976663529873,-0.0803186148405,1.38794839382
466,-0.665160417557,-1.37314343452,-0.263547897339,-2.78248810768
6009,0.174957931042,-1.90746462345,0.907093942165,1.75980126858
2309,-0.143899977207,2.73476243019,1.31962382793,1.58438658714
387,-0.337246447802,1.748904109,-0.836101293564,0.199695810676
3553,0.578595280647,1.33374357224,-0.835575819016,-0.346696287394
427,0.797780692577,-0.950782358646,-1.76337850094,-2.09764194489
5898,0.989330649376,-1.8588835001,0.132909297943,-1.10970556736
23365,-0.737504601479,1.21113681793,-1.05559110641,-0.485001802444
6657,0.372133672237,1.38862550259,-0.00479799509048,0.00203865021467
5054,-0.529586195946,0.199865147471,-0.956770181656,-0.85546964407
3108,0.133800372481,2.7793815136,-0.644121527672,0.440527498722
1950,1.0810495615,2.32020735741,1.55782032013,0.402626514435
351,1.61824464798,1.46951389313,-0.23529368639,-0.471109092236
4846,-0.218990266323,4.7855796814,0.358012408018,0.304782807827
1452,0.359486192465,-1.83662509918,-0.736607193947,0.673429071903
4776,-0.417163938284,1.03592848778,-0.575802087784,-0.541382610798
6908,-0.438042700291,-0.462834507227,0.0205965265632,0.896782159805
672,0.124364286661,-1.31382548809,-0.360930085182,0.904700100422
5710,-4.32767534256,-0.337673604488,-0.953278541565,0.520690560341
2115,0.706159353256,-0.0266964454204,-0.152409613132,0.013033375144
7015,-0.6077901721,1.80182468891,0.394793957472,0.461410164833
8726,0.389283537865,-2.06527590752,-0.959559679031,-0.834597349167
2185,0.387563019991,1.5070245266,-0.117898106575,-0.362591266632
3315,-0.922137737274,1.70048761368,-0.0790359675884,1.12839329243
5289,0.251589268446,0.592959523201,0.486626714468,2.17045426369
868,0.483360409737,0.376745194197,0.69552308321,0.761969327927
1677,-1.25204396248,0.481822758913,0.861537337303,0.307734668255
7043,-1.74249887466,0.402310878038,-0.860482275486,-0.620008826256
5613,0.51528429985,1.64818167686,0.440852493048,-1.0013320446
595,-0.048070512712,-0.442526340485,-0.805215954781,0.90588092804
4793,-0.74300134182,2.83104872704,1.15933525562,0.433694750071
2736,-0.246013134718,1.21184885502,0.478197038174,-0.222292885184
5290,0.48812186718,1.50623416901,0.398678302765,0.0680710822344
6194,-0.719061493874,-1.9255720377,0.0,0.0
1676,0.00699552893639,0.733407318592,-0.396455317736,-0.716351151466
23512,-1.86424458027,-1.52492368221,-0.476763159037,-0.316323459148
148022,2.32422757149,-1.62008023262,-0.832854866982,-0.143507808447
1906,-0.0965679958463,1.49389469624,0.650269389153,-1.09697890282
8878,-0.182416394353,0.134713023901,-0.753287553787,0.468510389328
3091,-3.93528318405,-0.964700222015,-1.98704695702,-3.78900027275
5743,-0.542304396629,1.25232672691,-0.703971028328,-0.236755222082
5321,0.0533434450626,0.849487602711,0.201295539737,-0.610812067986
4144,0.393608510494,1.18992006779,-0.302171349525,0.479083240032
1981,0.51350325346,1.01591837406,0.42559671402,-0.40201741457
695,-0.419136464596,0.343451350927,-0.248242691159,-0.760147094727
10398,-0.0850086808205,-0.322055250406,-0.168234542012,-0.660989880562
5708,-0.0471981465816,2.44544410706,-0.958450675011,-0.367455303669
1213,-0.431667000055,-1.574041605,-0.924435853958,-0.614873945713
226,-1.30399107933,-0.305148303509,-1.00042057037,-0.213664069772
6777,-0.684743642807,3.26368713379,-0.230356350541,0.219503521919
2113,-0.0628154575825,-1.1047205925,0.757624089718,0.576452374458
3329,-0.331970155239,-2.80653452873,-0.354749262333,-0.0143191516399
1050,-0.966869235039,-0.913473963737,1.25680196285,1.30195271969
9491,-0.298658132553,1.36518859863,0.149256527424,-0.105013355613
22926,0.0417939163744,0.119747161865,0.809608817101,1.31310153008
5899,-0.529784321785,0.627935051918,-1.36645817757,-0.438077390194
5467,-0.444302856922,0.794413506985,-1.11800408363,-0.426011770964
6774,-0.0481902062893,-0.275810807943,0.050444111228,-0.597982645035
1788,-0.602912068367,0.920037388802,-0.220924288034,-0.321039915085
5921,-0.217613965273,-2.19476723671,-0.827136397362,-0.0242290794849
5721,0.651270568371,-1.3143055439,1.28062319756,0.657835900784
2263,0.439712375402,0.872082352638,0.673592627048,-0.3125192523
808,-0.0690300166607,1.3523195982,-0.451593667269,-0.472119599581
30001,0.636326909065,-0.348592609167,-1.13627839088,0.129222154617
348,0.030190885067,0.919782936573,-0.818849980831,-0.0554140731692
30849,-0.0941164940596,-1.36165177822,-1.29669380188,0.286159306765
1454,-0.659837245941,1.14757955074,-0.515248775482,0.334894180298
6500,-0.725638866425,-1.88975429535,-0.897373855114,0.104570537806
5627,0.0717053711414,-0.563432097435,0.778047263622,0.621640324593
5715,0.036688901484,-3.26696014404,0.455269306898,1.07209539413
4791,-0.555378854275,2.05502843857,0.733662605286,0.502309083939
56924,1.1270506382,0.540739834309,0.606870055199,0.523027181625
2690,0.837694108486,0.229115754366,0.465444862843,-2.14473700523
1019,-0.406129300594,-4.47277736664,0.167093992233,-2.6058204174
51422,-0.474857181311,0.991591930389,1.04952955246,0.174659669399
5788,-0.113003477454,1.30382347107,0.691446065903,-0.104969248176
6709,0.676674187183,0.578430354595,-1.20205760002,-0.948143839836
