rid,CPC008_A375_6H:BRD-A04392722-001-04-3:10,CPC008_A375_24H:BRD-A04392722-001-04-3:10,CPC008_A549_6H:BRD-A04392722-001-04-3:10,CPC008_HCC515_6H:BRD-A04392722-001-04-3:10,CPC008_HEPG2_6H:BRD-A04392722-001-04-3:10,CPC008_HT29_6H:BRD-A04392722-001-04-3:10,CPC008_MCF7_6H:BRD-A04392722-001-04-3:10,CPC008_MCF7_24H:BRD-A04392722-001-04-3:10,CPC008_PC3_6H:BRD-A04392722-001-04-3:10,CPC008_PC3_24H:BRD-A04392722-001-04-3:10,CPC008_VCAP_6H:BRD-A04392722-001-04-3:10,CPC008_VCAP_24H:BRD-A04392722-001-04-3:10
5720,1.16594111919,-0.366549998522,0.0114240646362,-0.37116882205,-0.315091222525,0.136494338512,-2.01531100273,0.520699977875,-0.869116544724,1.10496282578,-0.67185485363,0.659061849117
466,0.957744240761,0.889649987221,1.06978261471,0.376775473356,0.407717823982,0.683663606644,-1.38462710381,-2.48594999313,-0.862486600876,-0.0224276557565,1.6667765379,-0.57509124279
6009,0.961106538773,0.461199998856,0.663051962852,-0.151490792632,-0.0387551486492,-0.0334479510784,-1.37787532806,2.78240013123,-0.859323561192,0.846579372883,1.87250339985,0.434515237808
2309,-0.336875528097,0.369400024414,-1.725654006,-0.459997951984,-0.524709045887,0.0965707451105,0.624992668629,0.808250010014,0.430117547512,1.60749399662,-1.76809668541,1.04872822762
387,0.809967279434,-0.124250002205,0.909634411335,-0.587433099747,-0.0668729320168,0.715133666992,-0.462784469128,1.7529001236,-0.577914893627,0.832034468651,0.472738265991,-0.65210288763
3553,-0.324274778366,-0.59994995594,-1.44557416439,-0.244251653552,-0.480886697769,-0.421864271164,1.34007191658,-0.430849999189,-0.182050466537,-0.759805679321,-0.431413441896,-0.447907745838
427,-0.584393918514,0.897599995136,1.33013367653,-0.772179365158,-0.293189078569,1.09608447552,1.82437968254,-0.964800000191,-0.774389028549,-0.40856897831,2.56641149521,-0.148969203234
5898,0.139002621174,-0.460600018501,-0.511064052582,-0.0352049060166,0.255857944489,-0.701661527157,-0.978852152824,-2.85340023041,-0.588633418083,-0.844817757607,0.0121011286974,-1.89185428619
23365,0.116357058287,0.750900030136,-0.113893054426,-1.43259739876,-0.830666005611,-0.494219660759,-1.2450453043,0.0682999938726,-0.66124856472,0.471874773502,-0.157071828842,0.832614600658
6657,0.551890730858,-0.983850002289,-0.828529179096,-0.287164449692,-0.439907997847,-0.0715376883745,0.543443262577,-0.282849997282,1.0138052702,0.640043377876,-0.0450842343271,-0.416427791119
5054,-0.291872173548,0.484549999237,0.533458530903,-0.0406073667109,-0.226696193218,0.628260970116,0.526813864708,-0.453500002623,-1.40886259079,-1.11158025265,1.61050570011,0.0313748568296
3108,0.0138399749994,1.37650001049,0.0374209582806,-1.13343131542,-0.481557756662,1.04671156406,0.250677108765,0.152800008655,-0.235109105706,0.682463526726,0.373366683722,-0.902728259563
1950,-0.703325867653,-0.212700009346,1.03179979324,2.49438762665,0.0544762611389,0.75974714756,1.35418581963,0.594949960709,1.30832386017,1.75149559975,-0.064727909863,0.513473153114
351,-0.368242442608,0.139750003815,0.732585549355,-0.326602429152,0.94317471981,0.451348781586,1.05320501328,0.109949998558,0.45595857501,-1.63978123665,-0.0124170184135,-0.0368020944297
4846,0.633476257324,1.22254991531,-0.308288753033,1.11152434349,-0.625461757183,0.317365884781,1.26536178589,1.11965000629,1.71550345421,1.32270491123,-0.723807930946,0.135814845562
1452,-0.366412639618,0.637199997902,-2.10037612915,-0.606579303741,-0.0423880815506,0.429836064577,-0.260668605566,0.0910000056028,-1.21900010109,0.335844516754,0.238781139255,0.557454645634
4776,0.0174918007106,-0.534299969673,0.0291635617614,0.532275080681,-0.666970551014,-0.26278591156,0.794923424721,-0.160300016403,1.02552652359,-0.7119384408,0.411982178688,-0.33673658967
6908,0.463194727898,0.615700006485,2.43284654617,-0.704164385796,-0.289357632399,0.771182179451,-0.800727963448,1.89869999886,0.838057041168,1.75880479813,0.620918989182,1.51365661621
672,0.404225170612,0.688099980354,1.55824661255,0.299251437187,0.0347123742104,-0.150567770004,0.0044310092926,-0.697149991989,0.367110520601,0.439760327339,-0.185783326626,-0.363063365221
5710,0.870366275311,-0.498299986124,0.402604073286,-0.838788330555,-0.887088656425,-0.137290418148,-0.630291700363,0.339599996805,-1.05084037781,-0.944760322571,-1.51365530491,-0.0563501119614
2115,0.477520018816,-0.0122500061989,-1.25402593613,-0.291630327702,-0.855329930782,-0.196477457881,1.78045487404,-0.885950028896,-0.401615262032,-0.343224316835,-0.724031925201,-0.864087104797
7015,-0.900953054428,-0.216799989343,-1.20685327053,1.5457816124,1.10375916958,0.345502704382,0.855676054955,0.562849998474,1.26810395718,-0.632837414742,1.08686923981,-0.0250486433506
8726,0.756270885468,0.661749958992,0.264282643795,-0.409392416477,-0.386188358068,-0.592719197273,-1.04867780209,-0.670199990273,-0.122864931822,0.922377347946,0.516213059425,0.195369243622
2185,-0.426454722881,-0.455699980259,-0.750510215759,0.174564093351,0.092486768961,-0.157373279333,1.6010838747,-0.127199992537,1.0769598484,-0.202157244086,0.959891498089,-0.535380542278
3315,-0.388804554939,0.361449986696,-3.08342051506,-1.10763263702,0.190937638283,0.601327061653,-0.5451618433,0.505849957466,0.278968542814,-0.386499941349,0.672755658627,-0.176383316517
