rid,CPC003_HA1E_6H:BRD-K22503835-001-06-0:10,CPC003_HA1E_24H:BRD-K22503835-001-06-0:10,CPC003_HCC515_6H:BRD-K22503835-001-06-0:10,CPC003_HCC515_24H:BRD-K22503835-001-06-0:10,CPC003_PC3_6H:BRD-K22503835-001-06-0:10,CPC003_PC3_24H:BRD-K22503835-001-06-0:10,CPC003_VCAP_6H:BRD-K22503835-001-06-0:10,CPC003_VCAP_24H:BRD-K22503835-001-06-0:10,CPC015_A375_6H:BRD-K22503835-001-06-0:10,CPC015_A549_6H:BRD-K22503835-001-06-0:10,CPC015_A549_24H:BRD-K22503835-001-06-0:10,CPC015_ASC_24H:BRD-K22503835-001-06-0:10,CPC015_HEPG2_6H:BRD-K22503835-001-06-0:10,CPC015_HT29_6H:BRD-K22503835-001-06-0:10,CPC015_MCF7_6H:BRD-K22503835-001-06-0:10,CPC015_MCF7_24H:BRD-K22503835-001-06-0:10,CPC015_NPC_24H:BRD-K22503835-001-06-0:10,CPC015_PHH_24H:BRD-K22503835-001-06-0:10,CPC015_SKB_24H:BRD-K22503835-001-06-0:10,NMH002_FIBRNPC_24H:BRD-K22503835-001-08-6:10,NMH002_FIBRNPC_6H:BRD-K22503835-001-08-6:10,NMH002_NEU_6H:BRD-K22503835-001-08-6:10,NMH002_NEU_24H:BRD-K22503835-001-08-6:10,NMH002_NPC_6H:BRD-K22503835-001-08-6:10,NMH002_NPC_24H:BRD-K22503835-001-08-6:10,HOG003_A549_24H:BRD-K22503835-001-06-0:10,HOG003_A549_24H:BRD-K22503835-001-06-0:3.33,HOG003_A549_24H:BRD-K22503835-001-06-0:1.11,HOG003_A549_24H:BRD-K22503835-001-06-0:0.3704,HOG003_A549_24H:BRD-K22503835-001-06-0:0.1235,HOG003_A549_24H:BRD-K22503835-001-06-0:0.0412,HOG003_A549_24H:BRD-K22503835-001-06-0:0.013,HOG003_A549_24H:BRD-K22503835-001-06-0:0.0045,HOG003_A549_24H:BRD-K22503835-001-06-0:0.0015,HOG003_A549_6H:BRD-K22503835-001-06-0:10,HOG003_A549_6H:BRD-K22503835-001-06-0:3.33,HOG003_A549_6H:BRD-K22503835-001-06-0:1.11,HOG003_A549_6H:BRD-K22503835-001-06-0:0.3704,HOG003_A549_6H:BRD-K22503835-001-06-0:0.1235,HOG003_A549_6H:BRD-K22503835-001-06-0:0.0412,HOG003_A549_6H:BRD-K22503835-001-06-0:0.013,HOG003_A549_6H:BRD-K22503835-001-06-0:0.0045,HOG003_A549_6H:BRD-K22503835-001-06-0:0.0015,HOG003_MCF7_24H:BRD-K22503835-001-06-0:10,HOG003_MCF7_24H:BRD-K22503835-001-06-0:3.33,HOG003_MCF7_24H:BRD-K22503835-001-06-0:1.11,HOG003_MCF7_24H:BRD-K22503835-001-06-0:0.3704,HOG003_MCF7_24H:BRD-K22503835-001-06-0:0.1235,HOG003_MCF7_24H:BRD-K22503835-001-06-0:0.0412,HOG003_MCF7_24H:BRD-K22503835-001-06-0:0.013,HOG003_MCF7_24H:BRD-K22503835-001-06-0:0.0045,HOG003_MCF7_24H:BRD-K22503835-001-06-0:0.0015,HOG003_MCF7_6H:BRD-K22503835-001-06-0:10,HOG003_MCF7_6H:BRD-K22503835-001-06-0:3.33,HOG003_MCF7_6H:BRD-K22503835-001-06-0:1.11,HOG003_MCF7_6H:BRD-K22503835-001-06-0:0.3704,HOG003_MCF7_6H:BRD-K22503835-001-06-0:0.1235,HOG003_MCF7_6H:BRD-K22503835-001-06-0:0.0412,HOG003_MCF7_6H:BRD-K22503835-001-06-0:0.013,HOG003_MCF7_6H:BRD-K22503835-001-06-0:0.0045,HOG003_MCF7_6H:BRD-K22503835-001-06-0:0.0015
5720,1.87995004654,0.404082834721,1.42410326004,4.47757720947,1.56224048138,1.50491738319,0.359232902527,-4.66130018234,1.45709657669,1.47320008278,0.826418399811,2.05809950829,0.677799999714,0.383018732071,1.9128998518,2.78892755508,-0.94456577301,1.42200005054,0.232499986887,2.14878129959,1.21830964088,2.59714221954,3.85555148125,1.29520535469,1.52574014664,2.04418420792,3.0101749897,2.37194919586,0.678821980953,-0.130981981754,0.140506476164,-0.145417407155,0.645793199539,0.0484660230577,2.30299496651,2.03520059586,1.89512467384,1.19859492779,0.411198496819,0.681924164295,-0.140786647797,0.606166064739,0.327722102404,1.14872908592,1.60826587677,1.33940911293,0.391659855843,0.358221590519,-0.0635890215635,0.442546099424,-0.0360000133514,0.228877037764,1.56107831001,1.2149348259,2.12042427063,1.05179584026,1.48124432564,0.412426620722,-0.305842518806,0.132276833057,0.270009577274
466,-2.76940011978,-7.26104354858,-5.63647031784,-7.46450614929,-5.73857450485,-4.59586524963,-2.01107668877,-0.982599973679,-8.49855232239,-2.48405003548,-1.79902100563,-0.87960267067,-2.67680001259,-7.2041683197,-7.04178714752,-0.658714413643,-1.83812904358,0.208399996161,-2.00990009308,-2.19813013077,-1.70975291729,-0.876702308655,0.784895539284,-1.3071180582,-1.13283336163,-2.94293260574,-2.05639743805,-0.0634739398956,-0.065449886024,-0.800535202026,-0.0159564092755,-1.66965425014,-0.782892525196,0.52900993824,-6.26687955856,-5.05918502808,-4.74404907227,-3.96234583855,-0.443896234035,-0.381487548351,-0.0600851550698,0.124558269978,0.646921396255,-1.97391653061,-0.269748032093,-0.994575083256,-0.116269141436,0.381080657244,-0.0687236860394,0.704361021519,0.61086666584,1.019536376,-4.06393289566,-3.29308581352,-2.35840511322,-2.21713352203,0.431930601597,0.0287349820137,-0.019524294883,0.0596410185099,1.0673456192
6009,0.207949995995,0.0373923778534,2.51668262482,3.17057180405,-1.32036542892,-1.07623386383,-1.54716289043,-4.24749994278,-2.64903593063,0.3274500072,-0.906640291214,0.219860449433,-2.18674993515,-1.83698379993,-1.26108360291,1.29424273968,1.97989249229,0.0945999994874,-0.0421500205994,-0.654317677021,-0.453469574451,0.538093984127,-0.46505600214,-0.261099696159,0.622141778469,0.0322380661964,3.9174656868,0.75328797102,-0.241524010897,-0.548616051674,0.724612474442,-0.789677202702,0.0552915036678,0.0906647145748,-0.374817460775,-0.512839853764,0.139689713717,0.602070748806,0.19776570797,-0.0803184807301,0.496530711651,0.206105649471,0.809074521065,-0.316940575838,0.648904502392,-0.74807703495,0.766306638718,-0.423453718424,-0.13474458456,0.064144410193,0.0142333209515,0.77359598875,-1.11755108833,-0.0697556138039,0.632615983486,0.305851370096,-0.135737612844,-0.295178472996,0.0509075373411,-0.463689118624,0.266077548265
2309,-1.37000000477,-0.384003520012,0.647947847843,0.572518646717,0.402653932571,1.72769653797,1.00362181664,4.93289995193,-0.46919965744,0.927399992943,0.102206379175,1.18484687805,1.12415003777,1.05307400227,0.0899806320667,2.40006661415,-0.509003818035,-0.666700005531,-1.66809999943,1.04871988297,0.0299701541662,-0.500559806824,-2.67490553856,-1.1803188324,-0.493608355522,1.36676073074,1.38352298737,0.845726966858,0.601805686951,0.905890345573,0.0174867026508,0.0766505897045,0.802555680275,0.480067312717,0.675688445568,1.75838541985,0.437870085239,1.53240931034,0.744366884232,0.0856505781412,-0.646592855453,-0.179008752108,-0.864589393139,3.80689048767,3.53311824799,0.863458096981,0.136733472347,1.15446126461,0.212450563908,1.11974978447,0.412233352661,0.179620489478,1.12940740585,1.94666087627,1.54401278496,0.762284040451,0.212395295501,0.877913951874,-0.127984449267,-0.375004887581,-0.505724906921
387,0.130600005388,3.45306110382,-0.359486222267,3.70479512215,0.440014719963,2.01678752899,0.409096717834,-4.76359987259,-0.278750985861,-0.981600046158,3.11575961113,3.70471191406,0.786850035191,-1.6050298214,-1.41190540791,0.857958972454,0.6859344244,1.06719994545,1.89865005016,2.6468334198,0.512004971504,1.10372447968,0.272476613522,-0.0966043099761,-1.07939481735,7.55616807938,7.09147548676,1.07183241844,0.75203371048,-0.204133749008,-1.87332904339,-0.935808300972,0.0842132046819,-0.569691538811,0.958581805229,0.870080292225,-0.0856836438179,0.480417430401,-0.319455087185,-1.22464048862,-0.427010804415,-0.144523829222,-0.439743816853,0.382676541805,0.622209012508,-0.301577746868,-0.498677372932,-0.138081684709,-0.843636751175,0.275671213865,0.0413000285625,0.269321501255,-0.451250433922,0.373912572861,0.358201056719,-0.942353963852,-0.139322042465,-0.637629628181,-0.32721850276,-0.517942130566,0.00314962863922
3553,-0.529299974442,0.333456039429,0.452570736408,4.78355932236,0.339777112007,1.019744277,0.406399101019,0.853999972343,0.488220691681,-0.0261499881744,0.830781877041,1.01381731033,-0.158649995923,0.0516159385443,0.244180262089,0.254176855087,0.204236358404,0.462799996138,0.830650031567,-1.02417063713,-1.22770643234,-0.898185133934,1.0224199295,-0.844049453735,-0.956510901451,-0.0249534994364,-0.678729593754,0.307339251041,-0.52429997921,-0.228217378259,0.337851971388,-0.511384010315,-1.19000697136,-0.433765441179,-0.44581758976,-0.952601313591,-0.0116308480501,-1.13454854488,-0.831889569759,0.268220335245,-0.542548656464,-0.347719550133,-0.194670781493,0.150193929672,-0.349111378193,-0.571874558926,-0.129579171538,-0.492890626192,-0.449677735567,-0.848037838936,0.230433344841,-0.253044903278,-0.611109912395,-1.22711372375,-1.40574634075,-0.28574565053,-1.00538790226,-0.143666058779,0.0498647093773,0.486010611057,-0.122550189495
427,0.478050023317,5.77469158173,-1.24734735489,3.30032253265,1.4317009449,0.429844677448,0.578746199608,0.0,0.445919007063,-0.70015001297,1.46667456627,1.57320988178,0.0961000025272,-0.543964505196,0.400287091732,1.47012972832,-0.861796796322,-1.15810000896,-0.148749992251,0.582939863205,0.413366556168,1.94616270065,4.35730266571,2.20293879509,0.111070156097,3.62015628815,3.2672123909,2.43525457382,0.150362446904,-1.25603985786,-0.312469422817,-1.78877258301,-0.816915869713,-0.292778551579,2.84937286377,2.63748025894,2.00304389,0.599285721779,0.688304007053,-1.07986009121,-0.674520730972,-0.246090173721,-0.0143592059612,-0.107851594687,0.709079504013,-0.127068400383,-0.243268251419,-0.798984706402,0.35168671608,0.149034008384,-0.142800018191,-0.252982437611,1.37251496315,0.831698060036,0.365064203739,-0.932470321655,0.630863070488,-0.63800817728,-0.192023292184,0.657353758812,0.678379178047
5898,0.865249991417,1.37663459778,1.93161714077,3.58534026146,4.14629459381,5.38412666321,0.618047595024,2.36929988861,1.53033268452,2.09859991074,1.82545602322,0.705835103989,-1.96645009518,0.760556817055,1.40177965164,3.87330460548,0.44273763895,0.407200008631,0.431050002575,0.0315843373537,0.696394145489,0.0992548763752,0.0911312103271,0.512915313244,1.61832726002,3.59972143173,3.02516269684,1.43620598316,0.33033528924,-0.57011950016,-0.782162070274,-0.294182270765,-0.179272666574,-0.0571797825396,2.61905860901,2.61318254471,1.27824890614,0.108414515853,0.158915102482,-0.396481156349,-2.27005004883,-0.710802316666,-0.882496595383,2.64711689949,2.30454015732,0.470837205648,0.515292167664,-0.211667895317,0.741720855236,0.117990747094,-0.179600030184,0.645135760307,1.59782624245,1.97894787788,1.55530071259,0.130497604609,-3.07569766045,-1.20483386517,0.235508978367,0.799238085747,1.03348302841
23365,-0.545750021935,-1.62813329697,-0.422814190388,-0.0753102004528,0.805195748806,0.0106663405895,0.208420485258,0.569999992847,0.814557552338,0.853299975395,1.44104802608,2.07999515533,-0.149500012398,-0.187152132392,0.026431132108,1.10189533234,1.85323035717,0.945699989796,-0.285649985075,-0.497205525637,1.33015263081,-0.615160167217,-2.03182482719,2.5186252594,0.88983476162,0.163040995598,0.229138970375,0.0973520353436,-0.385756552219,-0.56583237648,-0.155357241631,-1.14238119125,-0.258592993021,-1.20909428596,-0.0938750207424,0.344646513462,0.194367304444,0.98713606596,-0.401533126831,0.370880782604,0.208504736423,-0.333466917276,4.55016899109,1.12038755417,0.869453251362,1.51778304577,-0.985499501228,-0.252448916435,-1.04731965065,-0.467786580324,0.307099968195,-0.736480712891,-0.57030069828,-0.272689282894,-0.574705600739,-0.336946576834,-0.486583024263,-0.527933180332,-0.650831818581,-0.231683582067,0.0754202902317
6657,-0.193650007248,0.645780146122,-1.36033737659,-0.776182234287,1.10215580463,3.34546256065,1.00396370888,1.5515999794,1.12670755386,1.44725000858,2.11484885216,-0.791735291481,0.224749997258,0.565356612206,0.839889705181,7.4763507843,-3.93012285233,-0.0737999975681,0.653100013733,-0.875224947929,-0.805000841618,-0.588715136051,-1.88017034531,-2.15921711922,-2.76866841316,-1.54289388657,0.122157521546,-0.393663018942,-0.14298081398,-0.12114007771,-0.0773018375039,0.859425902367,-0.123852133751,0.156579464674,-2.12468242645,-0.699068546295,-0.572025418282,-1.19967663288,-0.199146404862,-0.00269251316786,-0.809098362923,0.118769854307,0.705196797848,2.51497602463,1.75899648666,-0.60241150856,-0.263716578484,-0.45350921154,-0.218882903457,-1.20910453796,0.540666699409,-0.181687742472,0.159341573715,-0.498406767845,-0.762263894081,-0.268848419189,-1.19526469707,-0.190980166197,-0.0156941376626,0.348830848932,-0.0222035646439
5054,-1.79229998589,-3.78044319153,0.00957721844316,2.02943444252,0.628983736038,5.53908920288,0.473432838917,2.03220009804,0.140760198236,-1.11430001259,-1.39335405827,1.23571181297,0.511549949646,1.42290651798,2.46420550346,3.62708902359,10.0000009537,1.8588000536,-3.07410001755,1.36371231079,0.925601661205,-0.250637233257,1.66436183453,6.37294387817,9.89821243286,4.4636592865,3.02570533752,2.32758712769,1.0425195694,-0.336150228977,-0.367206543684,-0.757977962494,-0.230842202902,0.615479946136,-0.409976184368,1.08102238178,-0.130429774523,-0.119489401579,-1.04679715633,-0.959931492805,-4.86921262741,-0.708545565605,-2.36797499657,1.60441410542,-0.158538401127,-0.254435062408,0.4182985425,0.27314722538,0.172993943095,0.116769582033,-0.693866729736,-0.857177734375,0.988127052784,0.32598900795,-0.0066644474864,0.183088988066,-0.595977902412,0.365938127041,-0.0843624100089,-0.259760320187,-0.0542279034853
3108,-0.349400013685,2.01568222046,0.14443346858,1.51393830776,0.0552727095783,0.548947095871,1.19311189651,5.83830022812,1.18940830231,1.36680006981,2.3916053772,-0.279285222292,0.497350007296,-0.527233242989,0.558402121067,2.13505029678,4.90176916122,-2.50289988518,1.52775001526,1.25829160213,-0.112013742328,-0.273320138454,1.91152477264,0.212819755077,1.08580768108,1.91784644127,1.27563798428,1.25168788433,-0.0378148257732,-0.724438071251,-0.273211240768,-1.02716636658,-0.452454328537,-0.458844035864,1.13787055016,0.935967922211,0.533307373524,-0.219136744738,0.483442485332,0.487718373537,-0.1069624722,-0.234651267529,-0.626835227013,1.71238946915,0.359965443611,0.305079221725,-0.344744235277,0.743510782719,0.0359519384801,0.69670689106,-0.389100044966,0.146022990346,0.352852642536,-0.089664414525,-0.521577954292,-0.125870108604,-0.100212052464,-0.671269059181,0.293216258287,-0.223851025105,0.384379446507
