rid,CPC009_A375_6H:BRD-A17718497-001-03-9:10,CPC009_A549_6H:BRD-A17718497-001-03-9:10,CPC009_A549_24H:BRD-A17718497-001-03-9:10,CPC009_HA1E_6H:BRD-A17718497-001-03-9:10,CPC009_HCC515_6H:BRD-A17718497-001-03-9:10,CPC009_HEPG2_6H:BRD-A17718497-001-03-9:10,CPC009_HT29_6H:BRD-A17718497-001-03-9:10,CPC009_MCF7_6H:BRD-A17718497-001-03-9:10,CPC009_MCF7_24H:BRD-A17718497-001-03-9:10,CPC009_PC3_6H:BRD-A17718497-001-03-9:10,CPC009_PC3_24H:BRD-A17718497-001-03-9:10,CPC012_A375_6H:BRD-A17718497-001-01-3:10,CPC012_A549_6H:BRD-A17718497-001-01-3:10,CPC012_A549_24H:BRD-A17718497-001-01-3:10,CPC012_ASC_24H:BRD-A17718497-001-01-3:10,CPC012_HA1E_6H:BRD-A17718497-001-01-3:10,CPC012_HCC515_6H:BRD-A17718497-001-01-3:10,CPC012_HT29_6H:BRD-A17718497-001-01-3:10,CPC012_MCF7_6H:BRD-A17718497-001-01-3:10,CPC012_MCF7_24H:BRD-A17718497-001-01-3:10,CPC012_NEU_24H:BRD-A17718497-001-01-3:10,CPC012_NPC_24H:BRD-A17718497-001-01-3:10,CPC012_PC3_6H:BRD-A17718497-001-01-3:10,CPC012_PC3_24H:BRD-A17718497-001-01-3:10,CPC012_PHH_24H:BRD-A17718497-001-01-3:10,CPC012_SKB_24H:BRD-A17718497-001-01-3:10,CPC012_VCAP_6H:BRD-A17718497-001-01-3:10,CPC009_VCAP_6H:BRD-A17718497-001-03-9:10,CPC012_VCAP_24H:BRD-A17718497-001-01-3:10,CPC009_VCAP_24H:BRD-A17718497-001-03-9:10
5720,-0.4032779634,-3.08913016319,-1.30169999599,-0.0695345550776,-1.40055060387,0.0536789745092,0.0261570215225,-1.16322946548,-0.0444499850273,-1.36463952065,0.577733576298,-0.582922816277,1.12831950188,0.782000005245,-0.787600278854,0.194056034088,0.417769432068,0.0451177507639,0.139489799738,1.00837755203,-1.31837451458,-0.452433496714,1.03396046162,-0.470458388329,-0.501503229141,-0.264990419149,-0.17325308919,-0.478405892849,0.423743456602,-2.07683706284
466,-1.10519278049,-0.593726396561,1.23309993744,-0.598787605762,-1.0866253376,-1.29574120045,0.00281271338463,-1.62124252319,-0.339599996805,-1.04595255852,-0.908524155617,-0.900930285454,0.670063495636,-0.0432499945164,0.751586914062,-0.329652011395,-0.0960790589452,0.157133743167,-0.630352079868,0.0291025042534,-0.29343777895,0.612532377243,0.189641073346,0.00679270923138,-0.173772633076,0.199478432536,-0.910574913025,-0.437632024288,-0.60015887022,-1.31332588196
6009,-0.647181034088,1.04480648041,-2.36065006256,-0.129452764988,-1.05202019215,0.474087119102,0.640658855438,-0.280469506979,-0.310750007629,0.57212460041,0.987540662289,-0.661748409271,0.535982310772,-0.644150018692,-0.149896681309,-0.733199357986,-0.784504532814,-0.153584420681,-0.440475612879,-0.776646494865,1.06482648849,-0.834703624249,0.526247799397,0.111084200442,0.304547309875,-2.05561065674,-0.597105801105,0.946538090706,-0.711427867413,-0.23734690249
2309,0.105270385742,-0.655631303787,-1.04639995098,0.293144494295,-1.22466349602,0.964813232422,0.312682241201,0.661229848862,1.75305008888,1.23734974861,0.45506504178,0.225848689675,-0.0528244636953,0.753899991512,-0.53665715456,0.868528604507,0.0950278788805,-0.320874541998,0.166565224528,1.51990616322,-0.0516283214092,-0.870476305485,0.42934435606,-1.01825046539,0.398485034704,-2.12891221046,0.741697371006,1.10840630531,0.757387042046,0.0598141849041
387,-0.0276288986206,0.419006288052,-1.80209994316,0.0527718067169,1.31849467754,1.12411415577,-0.270368784666,-1.3699054718,0.874149978161,1.57074511051,-0.108995161951,-0.572547852993,-0.299372285604,-0.729849994183,-0.516330301762,-0.287229120731,0.484637767076,-0.68815022707,-0.194730773568,-0.40560951829,0.879123985767,-0.602379024029,0.129167109728,-1.39864015579,-0.254202663898,-3.14462709427,-0.740678071976,0.736662268639,-0.629970788956,-0.727887868881
3553,0.94073176384,0.622133553028,0.1888499856,0.0124116502702,0.492644637823,0.409898161888,0.551840722561,-0.277517914772,-0.474299967289,1.09563803673,1.60637414455,0.0335218571126,-0.373627126217,0.229849994183,-0.124423414469,0.441389471292,-0.276219546795,-0.763770580292,-0.0217880625278,0.468530297279,-0.665602982044,0.610919713974,1.20931923389,2.69861078262,0.239910542965,1.34604620934,0.682075798512,0.883795022964,1.1774828434,2.27204561234
427,0.14850910008,0.202727407217,0.459450006485,-0.684313058853,-1.73388063908,0.174215912819,0.220455229282,-0.339053839445,0.216650009155,-0.481440067291,-0.321085005999,-0.00525198876858,0.830381631851,-0.224650010467,-0.36350980401,-0.82329916954,0.259694576263,0.283669352531,-0.788403093815,-0.0964642092586,0.79036873579,0.166535720229,-0.559779286385,-0.430348515511,0.0289868563414,0.614194393158,-0.429205983877,-0.656688332558,-0.271150976419,-0.190996497869
5898,-0.544753193855,0.269101113081,0.511749982834,-0.0268189013004,0.131333559752,0.00640147924423,-0.240655049682,-0.555565178394,-0.51424998045,0.307395875454,0.00526983290911,-0.00636388454586,0.147302627563,0.557799994946,-1.18732690811,0.344350636005,-0.129545480013,-0.534123957157,-0.363088071346,0.388717621565,0.364517062902,0.0819701850414,1.15053153038,0.606974482536,1.34475779533,-0.0379681587219,-1.50095582008,-3.28471207619,0.769392669201,-0.454493910074
23365,-0.567780375481,2.30770397186,-1.0068500042,0.188277751207,0.0135099962354,0.394464254379,0.851910531521,0.141106709838,-2.06345009804,0.638813972473,-0.402765929699,0.566346287727,-0.182737261057,-0.353949993849,-0.31535372138,-0.191919952631,0.00789454579353,-0.47189438343,-0.204246863723,0.34200078249,0.74434196949,0.32406771183,1.2630982399,-0.506033241749,0.396197319031,0.196431547403,0.618732392788,-0.875175833702,0.183365479112,0.172866970301
6657,1.31103682518,0.514619648457,-0.507050037384,0.301985144615,0.905514061451,-0.291657060385,0.548430919647,0.563449501991,0.527899980545,-0.598462641239,0.345814943314,-0.146506592631,-0.214790970087,-0.69580000639,0.638796627522,-1.17463648319,0.704815387726,0.137111231685,0.53125590086,0.59689861536,1.10905241966,-0.538988947868,0.347902745008,0.883336484432,0.541575312614,1.61631906033,0.688684821129,0.441852003336,0.59837436676,1.27807438374
